Date,Tweet,Country
Sun Apr 21 23:59:59 +0000 2019,"too much Jameson'""","North Lauderdale, FL"
Sun Apr 21 23:59:58 +0000 2019,"Golazo de LAFC........'""","Miami, FL"
Sun Apr 21 23:59:56 +0000 2019," Name names.'""","Florida, USA"
Sun Apr 21 23:59:56 +0000 2019,So nice! What a great teammate! Thanks for the support  & #Nats fans \ ,"Winter Haven, FL"
Sun Apr 21 23:59:55 +0000 2019,I would love to prove her wrong about that. She deserves to lose her job...forever. ,"Mary Esther, FL"
Sun Apr 21 23:59:54 +0000 2019,6th Grade Rainey Elite Divison 1 - Disney Easter Classic Champs\ @ ESPN Wide World of Sports ,"Florida, USA"
Sun Apr 21 23:59:54 +0000 2019," Happy Easter Baby !!!!'""","Florida, USA"
Sun Apr 21 23:59:52 +0000 2019,It\ good af!!!!! ,"Temple Terrace, FL"
Sun Apr 21 23:59:52 +0000 2019,The tomb where soldiers watched in vain\\nWas borrowed for three days\\nHis body there would not remain\\nOur God has rob\ ,"Miramar, FL"
Sun Apr 21 23:59:50 +0000 2019,"'""If it\\\'s not a human being, then why are you harvesting organs from it?"" Dr.Ben Carson ","Fussels Corner, FL"
Sun Apr 21 23:59:48 +0000 2019," Lucky that was in the Coliseum, that\ probably be in the stands in any other ballpark.'""","Orlando, FL"
Sun Apr 21 23:59:48 +0000 2019,This entire thread. ,"Gladeview, FL"
Sun Apr 21 23:59:46 +0000 2019,"Nothing like a hot bath to relax and reset'""","Florida, USA"
Sun Apr 21 23:59:45 +0000 2019,#BeyonceHomecoming is so good omg\,"Tallahassee, FL"
Sun Apr 21 23:59:44 +0000 2019,  Dulce de leche granizado \,"Miami Beach, FL"
Sun Apr 21 23:59:44 +0000 2019,Did your 420 involve 50? If so your marijuana possession case is half off if your incident date was April 20th. Val\ ,"Plantation, FL"
Sun Apr 21 23:59:43 +0000 2019,"Sometimes there\ only so much you can do. You gotta decide which battles are worth fighting.'""","Buenaventura Lakes, FL"
Sun Apr 21 23:59:41 +0000 2019,"      I think you misspelled American Idol'""","Sunny Isles Beach, FL"
Sun Apr 21 23:59:41 +0000 2019,"   Hubba hubba! Lol.'""","Cape Coral, FL"
Sun Apr 21 23:59:41 +0000 2019,Happy Easter from the sunshine state\ @ Florida Atlantic University ,"Boca Raton, FL"
Sun Apr 21 23:59:39 +0000 2019,The cat doesn\ care chics are cute lol \ ,"Florida, USA"
Sun Apr 21 23:59:37 +0000 2019,"I\ so mad I should\ went home and got a plate'""","Daytona Beach, FL"
Sun Apr 21 23:59:37 +0000 2019,"I really don\ want to be bothered.'""","Ocoee, FL"
Sun Apr 21 23:59:35 +0000 2019,Me watching 5 minutes into game of thrones ...sorry I tried ...\ ,"Three Lakes, FL"
Sun Apr 21 23:59:35 +0000 2019," It worked well, but the graphics weren\ great.'""","Florida, USA"
Sun Apr 21 23:59:35 +0000 2019,One more time for the people in the back! \ ,"Gateway, FL"
Sun Apr 21 23:59:34 +0000 2019,this view w this man >>> \ @ Waterstone Resort & Marina ,"Boca Raton, FL"
Sun Apr 21 23:59:33 +0000 2019," Fire\\nI\'ll take you to burn.\\nFire\\nI\'ll take you to learn.\\nI\'ll see you burn.\\n  Arthur Brown Fire 1968.""'","Florida, USA"
Sun Apr 21 23:59:31 +0000 2019,Today I ate 25 crab legs. Happy Easter \ @ Cape May Cafe ,"Florida, USA"
Sun Apr 21 23:59:30 +0000 2019, in 10 yrs. ,"Florida, USA"
