Date,Tweet,Country
Wed May 08 14:24:12 +0000 2019,"  Estemmm... ya eres \ bien vas a estar de inmamable Hahaha'""","Miami, FL"
Wed May 08 14:24:11 +0000 2019,"Racheal Ray has met her match in talking with Tiffany Amber Thiessen. She can\ talk over her!  Lol'""","Tiger Point, FL"
Wed May 08 14:24:11 +0000 2019," Please let there be a reckoning!'""","Florida, USA"
Wed May 08 14:24:11 +0000 2019,This edit \ ,"Fort Pierce, FL"
Wed May 08 14:24:07 +0000 2019,Finished listening to Power Moves: Lessons from Davos by Adam Grant. Try #Audible and get it free: ,"Miami, FL"
Wed May 08 14:24:04 +0000 2019,  is handing out tickets to truck drivers for not having knowledge about an insect! wh\ ,"Florida, USA"
Wed May 08 14:24:02 +0000 2019,What happened to the 3rd passenger coach that #SunRail used to attach to some trains to reduce crowding ,"Orlando, FL"
Wed May 08 14:24:01 +0000 2019,       Here\ how your EcoBoost compares a\ ,"Oakland, FL"
Wed May 08 14:24:01 +0000 2019,"Spying, surveillance, investigation? Who cares! FISA abuse is the crime and Comey is in trouble, possibly FISA judg\ ","Indiantown, FL"
Wed May 08 14:24:00 +0000 2019,I never will understand why y\ want to kill kids so bad \,"Florida, USA"
Wed May 08 14:23:56 +0000 2019,"Love it! Someone do this to me with Meryl, Goldie Hawn, or Gaga. ","Tampa, FL"
Wed May 08 14:23:53 +0000 2019,"    Lol... hysterical'""","Melbourne, FL"
Wed May 08 14:23:52 +0000 2019,The  booth is always worth stopping by. ,"West Palm Beach, FL"
Wed May 08 14:23:51 +0000 2019, Yeah my kitty didn\ like her paws touched at all. \ But we\ never declawed any of our cats. I don\ h\ ,"Bonita Springs, FL"
Wed May 08 14:23:50 +0000 2019,God I really hope I can catch TOOL live again. So sad I had to miss them for Rockville but maybe I can catch them a\ ,"Florida, USA"
Wed May 08 14:23:49 +0000 2019,Also  came out at the Earl show and everyone went off it was gold ,"Florida, USA"
Wed May 08 14:23:48 +0000 2019,"  Exactly!!'""","World Golf Village, FL"
Wed May 08 14:23:45 +0000 2019,"Ya with these boomerangs really kill me'""","Apopka, FL"
Wed May 08 14:23:45 +0000 2019,      I\ going to need y\ to add a second show to MIAMI \,"Lauderhill, FL"
Wed May 08 14:23:44 +0000 2019,Large crowd discussing different social media platforms in Ft. Walton Beach\'s fabulous recreation center.  ,"Fort Walton Beach, FL"
Wed May 08 14:23:42 +0000 2019,On JPP\'s car accident; another potential option is for him to go on the Active Non Football Injury List at the star\ ,"Florida, USA"
Wed May 08 14:23:42 +0000 2019,"  Como decia Guillermo Anderson QDDG'""","Brownsville, FL"
Wed May 08 14:23:42 +0000 2019," I been praying for you since the lakers acquired lebron'""","Florida, USA"
Wed May 08 14:23:41 +0000 2019,"i really don\ understand some people & their mentalities .'""","Fountainebleau, FL"
Wed May 08 14:23:40 +0000 2019,"  Cu\ crema...\ te puede ayudar con algo?'""","Goulds, FL"
Wed May 08 14:23:40 +0000 2019," Me: *walks into my own home*\\nAll y\ demons: DAD!!!!!'""","St Petersburg, FL"
Wed May 08 14:23:39 +0000 2019,          H\ ,"Fort Myers, FL"
Wed May 08 14:23:38 +0000 2019, Yea I know who jerry is I\ from Gretna fuck (\,"Plantation, FL"
Wed May 08 14:23:37 +0000 2019," HYPNOTIZED FLEETWOOD MAC'""","Jupiter, FL"
Wed May 08 14:23:34 +0000 2019,"Closure is coming...'""","Florida, USA"
Wed May 08 14:23:30 +0000 2019,"Just finished my Psych Evaluation for the new job. Those are always interesting.'""","University, FL"
Wed May 08 14:23:28 +0000 2019,"The face of #1 enemy leader, the democrat party ","Tallevast, FL"
Wed May 08 14:23:27 +0000 2019,"I love seeing my friends happy in life all around I am their biggest supporter'""","Florida, USA"
Wed May 08 14:23:25 +0000 2019,"   Tou 2'""","Oakland Park, FL"
Wed May 08 14:23:25 +0000 2019," YNW.... Melly'""","Jupiter, FL"
Wed May 08 14:23:24 +0000 2019,,"Florida, USA"
Wed May 08 14:23:23 +0000 2019,Christmas Meditations: Making Christmas a Christian Holiday Again Independent...  via ,"Orlando, FL"
Wed May 08 14:23:23 +0000 2019,  Illegals can afford to relocate 1000\'s of miles while Americans can\'t afford to relocate several\ ,"Daytona Beach, FL"
Wed May 08 14:23:21 +0000 2019,Thank U  for the amazing tour of America\ most intelligent medical school - The Morsani College of Med\ ,"Tampa, FL"
Wed May 08 14:23:21 +0000 2019,#WaybackWednesday: here\ the #JimCamachoBand at the legendary #TobaccoRoad circa 2014. That\ #JordanWelch on drum\ ,"Miami, FL"
Wed May 08 14:23:20 +0000 2019,"Time for big corporations to start treating their Business Partners as such, Uber, Lyft Drivers Go On Strike Nation\ ","Miami, FL"
Wed May 08 14:23:20 +0000 2019," Haha! Literally!'""","Florida, USA"
Wed May 08 14:23:19 +0000 2019,  snob..stuck up better than everyone. Sorry I call it as I see it. No class throwing t\ ,"Seminole, FL"
Wed May 08 14:23:17 +0000 2019,Do you are saying it is ok the break laws ?? ,"Florida, USA"
Wed May 08 14:23:17 +0000 2019," You forget our work sent us to work there twice. I\'ve experienced those systems. Fantastic when compared to ours.""'","Florida, USA"
