Date,Tweet,Country
Fri Apr 26 23:59:58 +0000 2019,Drew Lock ,"Tampa, FL"
Fri Apr 26 23:59:57 +0000 2019,THANK YOU to our #NewsNight guests: The    Matthew Peddie and\ ,"Orlando, FL"
Fri Apr 26 23:59:56 +0000 2019,Beer and Axes! #roofingcontractor #roofing #solarpv #pvsolar #photovoltaic #bisonroofingandsolar #companyculture  ,"Fort Lauderdale, FL"
Fri Apr 26 23:59:56 +0000 2019, Same. Guess we have that in common. \,"Alafaya, FL"
Fri Apr 26 23:59:54 +0000 2019,Narrator: It Was ,"St Petersburg, FL"
Fri Apr 26 23:59:53 +0000 2019,Pretty night at the Light #SladeCecconi @ Mark Light Field at Alex Rodriguez Park ,"Coral Gables, FL"
Fri Apr 26 23:59:49 +0000 2019,Niggas wanna be my complexion so bad \ ,"Florida, USA"
Fri Apr 26 23:59:49 +0000 2019,Is cocktail-oclock a thing? I \ @ Mise En Place ,"Tampa, FL"
Fri Apr 26 23:59:49 +0000 2019, Thank you baby girl.\,"Hallandale Beach, FL"
Fri Apr 26 23:59:48 +0000 2019,Sooo cool!!! #GMFBFam ,"Bradenton, FL"
Fri Apr 26 23:59:48 +0000 2019,"  are y\ going through my Instagram'""","Orlando, FL"
Fri Apr 26 23:59:47 +0000 2019,So awesome that we have to keep drafting the same position over and over again. ,"Tampa, FL"
Fri Apr 26 23:59:45 +0000 2019,"Give me some Tyree Jackson later on'""","Sunrise, FL"
Fri Apr 26 23:59:44 +0000 2019,"this weather though \ #happyfriday #downtownsarasota #doggo @ Sarasota, Florida ","Sarasota, FL"
Fri Apr 26 23:59:44 +0000 2019,Great speech! ,"Elfers, FL"
Fri Apr 26 23:59:43 +0000 2019," Sin hinchada visitante. Basta de diiscurso falso moral los dirigentes. Para que? Nadie lo quiere.'""","Doral, FL"
Fri Apr 26 23:59:39 +0000 2019,"The Broncos getting Drew Lock in the 2nd round makes the Giants look even dumber'""","Oviedo, FL"
Fri Apr 26 23:59:38 +0000 2019,       I think you\ ,"Ocoee, FL"
Fri Apr 26 23:59:37 +0000 2019, Whoop whoop jackson \,"Tallahassee, FL"
Fri Apr 26 23:59:37 +0000 2019,"  Trading for whom? A cheerleader?'""","Tamiami, FL"
Fri Apr 26 23:59:36 +0000 2019,"SEC fans who chant SEC is all the cringe'""","Maitland, FL"
Fri Apr 26 23:59:36 +0000 2019,MEANWHILE IN JOE FLACCOS HOME  ,"St Petersburg, FL"
Fri Apr 26 23:59:36 +0000 2019,Watch this ,"Florida, USA"
Fri Apr 26 23:59:36 +0000 2019,"i cant wait to wear my own clothes again'""","Florida, USA"
Fri Apr 26 23:59:35 +0000 2019,Bad ass kids in the barbershop \ ,"West Pensacola, FL"
Fri Apr 26 23:59:35 +0000 2019," Evidently its pretty clear that he takes alot of plays off and doesnt have great effort'""","Fort Lauderdale, FL"
Fri Apr 26 23:59:35 +0000 2019,Sweet tooth anyone?? Saturday and Sunday only we have our Oreo brownie with ice cream and peach cobbler with ice cr\ ,"Oak Ridge, FL"
Fri Apr 26 23:59:34 +0000 2019," Yaaaaaaa'""","Florida, USA"
Fri Apr 26 23:59:33 +0000 2019,I\ pregnant and the dad is  \ ,"Florida, USA"
Fri Apr 26 23:59:32 +0000 2019,"Lego Mario and Lego Princess Peach wins the bonus round, Lego Mario and Lego Princess Peach grand total is $64,900. ","Florida, USA"
Fri Apr 26 23:59:31 +0000 2019,As if you needed another reason to love  \ in tomorrow night! \ ,"Florida, USA"
Fri Apr 26 23:59:30 +0000 2019,What a joke!! A very bad sleepy joke! ,"Crestview, FL"
Fri Apr 26 23:59:25 +0000 2019,Just watched Endgame and ,"Town 'n' Country, FL"
Fri Apr 26 23:59:24 +0000 2019,Amen! ,"Oakleaf Plantation, FL"
