Date,Tweet,Country
Sat Apr 27 23:59:59 +0000 2019,"Um, did someone say it was board game night?\\n\\nUM, did someone say it was board game night and we\'re playing Betraya\ ","University, FL"
Sat Apr 27 23:59:57 +0000 2019,"You know I\ geared up. Black and yellow'""","Fort Pierce, FL"
Sat Apr 27 23:59:55 +0000 2019,"    Expliquez, s\'il vous plait. Or, as they say in the old cou\ ","Lakewood Ranch, FL"
Sat Apr 27 23:59:54 +0000 2019,Dancing With the Stars Jacksonville.  Benefiting #JaxChildrensChorus.   ,"Florida, USA"
Sat Apr 27 23:59:54 +0000 2019,"Amiibo Princess Rosalina wins the bonus round, Amiibo Princess Rosalina grand total is $64,900. ","Florida, USA"
Sat Apr 27 23:59:53 +0000 2019," As\ mismo es!!'""","Miami, FL"
Sat Apr 27 23:59:49 +0000 2019,"THE FALL BEFORE THE CLIMB.'""","Florida, USA"
Sat Apr 27 23:59:49 +0000 2019, \,"Country Club, FL"
Sat Apr 27 23:59:48 +0000 2019, one of our guys is headed to DUUUUUVAAALLLL. What do you think about that? ,"Deltona, FL"
Sat Apr 27 23:59:47 +0000 2019,"lmao, true story. ","Altamonte Springs, FL"
Sat Apr 27 23:59:43 +0000 2019,On vacation. My shirt is curtesy of Lily who couldn\ pass up Deadpool riding a uni-kitty. It\ a good mashup of bo\ ,"Lake Buena Vista, FL"
Sat Apr 27 23:59:41 +0000 2019,"1. SSA Claims Rep\\n2. Air Traffic Controller\\n3. Social Studies Teacher\\n4. Educational Media Specialist\\n5. Academic Librarian\\n#FiveJobsIveHad'""","Florida, USA"
Sat Apr 27 23:59:40 +0000 2019,who wants a free photoshoot ,"Florida, USA"
Sat Apr 27 23:59:39 +0000 2019,"Omg! This lady drives me CRAZY!'""","Kendale Lakes, FL"
Sat Apr 27 23:59:38 +0000 2019,so my boyfriend just drove 30 minutes to come see me and only got to see me for 20 minutes then he went home it fee\ ,"New Smyrna Beach, FL"
Sat Apr 27 23:59:36 +0000 2019,"Hoy di otro paso importante,  le mande a hacer su plaquita a mi gatita arcoiris. Misma forma pero diferente color a\ ","Florida, USA"
Sat Apr 27 23:59:32 +0000 2019," I feel like you should be playing\\n the Offspring; self esteem, come out and Play'""","Vero Beach, FL"
Sat Apr 27 23:59:30 +0000 2019,,"West Pensacola, FL"
Sat Apr 27 23:59:28 +0000 2019,"we\ at cough syrup. and for those that don\ remember, cough syrup is when karofsky (not sure if i spelled that r\ ","Sunshine Parkway, FL"
Sat Apr 27 23:59:28 +0000 2019,"'Have you ever had a role like ""CNA""? What did you like most about that job? #Nursing #Naples, FL\''","Florida, USA"
Sat Apr 27 23:59:28 +0000 2019,"  Sounds like Pirates need to evaluate their training staff on and off season.'""","New Smyrna Beach, FL"
Sat Apr 27 23:59:27 +0000 2019,"Can you recommend anyone for this job? Electrical Engineer II, Digital Electronics Hardware -\ ","Boca Raton, FL"
Sat Apr 27 23:59:27 +0000 2019,"#NHLBruins let\ go, game 2.'""","Fort Pierce, FL"
Sat Apr 27 23:59:21 +0000 2019,Just take a look at the grandson of Fidel Castro posing in front of some ruins in Havana. He vacations in Europe an\ ,"The Hammocks, FL"
Sat Apr 27 23:59:20 +0000 2019,Alert: OUTSIDE FIRE (ENGINE) @ 1900 55 AV S Tac: G Sent: E8 ,"St Petersburg, FL"
Sat Apr 27 23:59:18 +0000 2019,"  Should we ignore donald j trump\ past....oh wait, those who enthusiastically voted for\ ","Florida, USA"
Sat Apr 27 23:59:18 +0000 2019,Travelling back to the resort with some of Team China. Not a single one of them - all teenagers are on their phone.\ ,"Florida, USA"
Sat Apr 27 23:59:16 +0000 2019,"Must\ thought about me in traffic, must\ noticed I\ in my bag.'""","Florida, USA"
Sat Apr 27 23:59:15 +0000 2019,  I love it \,"The Hammocks, FL"
Sat Apr 27 23:59:15 +0000 2019,"I\ so sick of everyone calling me auntie.... lol but it\ ok cause that\ what imma be'""","Tallahassee, FL"
Sat Apr 27 23:59:14 +0000 2019,"currently planning another trip @ Pier 60 (Clearwater Beach, Florida) ","Clearwater, FL"
Sat Apr 27 23:59:14 +0000 2019," No you aren\'t the only one.""'","Umatilla, FL"
Sat Apr 27 23:59:14 +0000 2019,  waiting for flight attendants to arrive for flight #1210 (out of Orlando into LGA)  a delay then no d\ ,"Orlando, FL"
Sat Apr 27 23:59:14 +0000 2019,"   thanks for the shoutout!'""","Florida, USA"
Sat Apr 27 23:59:13 +0000 2019,"LET ME DRIVE THE BOAT'""","Treasure Island, FL"
Sat Apr 27 23:59:13 +0000 2019,Love it ,"Florida, USA"
Sat Apr 27 23:59:13 +0000 2019,#bisonburger on the brand new Weber #charcoal #oldschool \ ,"Clearwater, FL"
Sat Apr 27 23:59:11 +0000 2019,Homegrown and taught \ not done.      ,"Westview, FL"
Sat Apr 27 23:59:11 +0000 2019," ppl prob just think youre an incredibly woke cishet man'""","Tallahassee, FL"
Sat Apr 27 23:59:11 +0000 2019,God Always Has His Plan And I Know My Lil Cuz  Is Part Of A Plan That\'s Going Be Something Special Bec\ ,"Oakland Park, FL"
Sat Apr 27 23:59:10 +0000 2019," Debes ver 21 movies hhajajaa'""","Doral, FL"
Sat Apr 27 23:59:10 +0000 2019,"TORONTO SHOT 73%???'""","Port St Lucie, FL"
Sat Apr 27 23:59:09 +0000 2019, Just gonna leave this here... ,"University, FL"
Sat Apr 27 23:59:07 +0000 2019,  Been a Yankee fan for more than 60 years. They screwed the pooch on this deal. Bet it wo\ ,"Miami, FL"
Sat Apr 27 23:59:05 +0000 2019,"how you gon @ melly, bro locked up ","Florida, USA"
Sat Apr 27 23:59:01 +0000 2019,"We have decided to sure  because their double stuffed is bullshit.'""","Florida, USA"
Sat Apr 27 23:59:01 +0000 2019, Wish we had gone for the TE we wanted at 36. OT rookies are tricky. Not sure why they stretched so h\ ,"Florida, USA"
Sat Apr 27 23:58:58 +0000 2019,"Dicen que gritar libera el alma , a gritar mas seguido que estamos de pasada !!!!! El Universo es sabio nunca lo co\ ","Miami Beach, FL"
Sat Apr 27 23:58:57 +0000 2019,If you keep lying you\ grow up to be Sarah Sanders! ,"Kings Point, FL"
Sat Apr 27 23:58:55 +0000 2019,"I like toast of the french and avocado variety.'""","Coral Gables, FL"
Sat Apr 27 23:58:54 +0000 2019,#swipeleft \\nMy darling daughter receiving her CERTIFICATION of COMPLETION!\\nCongratulations \ JOI\ loves yo\ ,"Haines City, FL"
Sat Apr 27 23:58:54 +0000 2019,can we still be considered the tglc twins? @ ESPN Wide World of Sports ,"Florida, USA"
Sat Apr 27 23:58:52 +0000 2019,   \,"St Petersburg, FL"
Sat Apr 27 23:58:52 +0000 2019, Immortals just put a lasting impression on the floor  . We are #TeamJAMZProud !\ ,"Florida, USA"
Sat Apr 27 23:58:49 +0000 2019,Even chimps getting play. Tf I\ doing wrong ,"Florida, USA"
Sat Apr 27 23:58:48 +0000 2019,"I will await the answer to your question, I am curious as well! ","Oakleaf Plantation, FL"
Sat Apr 27 23:58:46 +0000 2019," I see what you did there ;)'""","Florida, USA"
Sat Apr 27 23:58:45 +0000 2019," Neither one of em?'""","Florida, USA"
Sat Apr 27 23:58:44 +0000 2019,Tonight\ office: closing down Sweet Charity at Rollins College. #giglife @ Annie Russell Theatre ,"Winter Park, FL"
Sat Apr 27 23:58:41 +0000 2019,"  Actually, this prediction came true. It took a lot longer than 50 years, and the manure\ ","West Palm Beach, FL"
Sat Apr 27 23:58:39 +0000 2019,Dumb Shit is asking Asswhipe how are you going to Impeach him? YOUR NOT!  You Stupid Commie Fucks! ,"Coral Terrace, FL"
Sat Apr 27 23:58:39 +0000 2019,"post-nap energy feels like the equivalent of 3 scoops of pre-workout... at this rate, i\ going to have this whole\ ","Altamonte Springs, FL"
Sat Apr 27 23:58:39 +0000 2019,This tweet really got more attention than I expected I\ glad everyone loves flower ,"Venice, FL"
Sat Apr 27 23:58:35 +0000 2019,My wife kicks ass ,"Daytona Beach Shores, FL"
Sat Apr 27 23:58:33 +0000 2019,Big Sean Dyche is somewhere in Burnley tucked away dreaming of Liverpool winning the league. Him and his \ ,"University, FL"
Sat Apr 27 23:58:31 +0000 2019," I support, admirer and am truly grateful for our President.  Please God, bless and protect him.'""","Safety Harbor, FL"
Sat Apr 27 23:58:31 +0000 2019," Winter soldier and captain America combo!'""","Florida, USA"
Sat Apr 27 23:58:30 +0000 2019," I was lucky enough to have 38 with mine, and it wasn\'t all roses but even the thorns were beautiful\ ","Key West, FL"
Sat Apr 27 23:58:29 +0000 2019,"  Wow..so people who have been hacked have to wait weeks to get help, but mention ad or\ ","Fleming Island, FL"
Sat Apr 27 23:58:29 +0000 2019,   Hi Queen! ,"Lauderhill, FL"
Sat Apr 27 23:58:26 +0000 2019, \,"Gainesville, FL"
Sat Apr 27 23:58:25 +0000 2019,Let\ go I\ so happy  went from my favorite college team to my nfl team. He was slept on and I know he\ ,"Florida, USA"
Sat Apr 27 23:58:23 +0000 2019,"    Ricky Morton is Busted Open!!!'""","Port St Lucie, FL"
Sat Apr 27 23:58:23 +0000 2019,Says the guy whose name means penis.  #DUUUUUUUUUUUUUVALLLLLLLL ,"Jupiter, FL"
Sat Apr 27 23:58:22 +0000 2019,"Acabou de publicar uma foto em Jacksonville, Florida ","Downtown Jacksonville, FL"
Sat Apr 27 23:58:14 +0000 2019," You\'re welcome girly""'","Lakeland, FL"
Sat Apr 27 23:58:14 +0000 2019," Mr. Hasan, you seem to have a lot of hate going for you!'""","North Fort Myers, FL"
Sat Apr 27 23:58:11 +0000 2019,"STOP FOULING'""","Port St Lucie, FL"
Sat Apr 27 23:58:11 +0000 2019," Really WEAK,  ...at least have the courage of your convictions to be honest, & not completely wus\ ","South Miami, FL"
Sat Apr 27 23:58:05 +0000 2019,Drinking a Richland Reserve by  @ Crooked Thumb Brewing \ ,"Safety Harbor, FL"
Sat Apr 27 23:58:04 +0000 2019," Girl shut up. You still shop at fucking Rivers.'""","Miami Beach, FL"
Sat Apr 27 23:58:03 +0000 2019,"Bruh people are weird'""","Tallahassee, FL"
Sat Apr 27 23:58:03 +0000 2019,    Can I take that deal that if we miss the playoffs Snit ge\ ,"Estero, FL"
Sat Apr 27 23:58:02 +0000 2019,"Anthony Ratliff-Williams \ to Titans!'""","Florida, USA"
Sat Apr 27 23:58:01 +0000 2019, Distract them with tree descriptions then get the hell out of there.\\n\\n,"Brent, FL"
Sat Apr 27 23:58:01 +0000 2019," Ugh dude this will be the cutest thing ever'""","Seminole, FL"
Sat Apr 27 23:58:00 +0000 2019,  Congratulations Dredrick!!\\n\,"Oviedo, FL"
Sat Apr 27 23:57:57 +0000 2019,I like shit like this ,"Florida, USA"
Sat Apr 27 23:57:57 +0000 2019,"'Thank everyone for coming out and supporting the ""I \ the 90\\\'s"" Funkfest After party. We had a great time and hope\ ","Orlando, FL"
Sat Apr 27 23:57:56 +0000 2019,"I am (and I cannot stress this enough) TRASH'""","Tallahassee, FL"
Sat Apr 27 23:57:55 +0000 2019,Looks like something I\ do ,"Princeton, FL"
Sat Apr 27 23:57:55 +0000 2019,"   Oh you know we did!!!'""","Orlando, FL"
Sat Apr 27 23:57:55 +0000 2019," I need all that'""","Treasure Island, FL"
Sat Apr 27 23:57:55 +0000 2019,"'Thank everyone for coming out and supporting the ""I \ the 90\\\'s"" Funkfest After party. We had a great time and hope\ ","Orlando, FL"
Sat Apr 27 23:57:53 +0000 2019,"Huge minutes from ennis'""","Boca Raton, FL"
Sat Apr 27 23:57:52 +0000 2019,Ft. Lauderdale @ Ft Lauderdale Beach ,"Fort Lauderdale, FL"
Sat Apr 27 23:57:50 +0000 2019,I got burned today \,"Florida, USA"
Sat Apr 27 23:57:48 +0000 2019,"  Grammer and insults are all leftists have ....'""","Key Largo, FL"
Sat Apr 27 23:57:47 +0000 2019,"  Wait until you hear about cars!'""","Miami, FL"
Sat Apr 27 23:57:47 +0000 2019,"Very smart comment  re state government.  If we are to make significant change in how out country is governed, you\ ","Oakleaf Plantation, FL"
Sat Apr 27 23:57:46 +0000 2019,"it really don\ matter how good you are to someone if they wanna fuck u over they gonna fuck u over'""","Florida, USA"
Sat Apr 27 23:57:46 +0000 2019," Yee'""","Florida, USA"
Sat Apr 27 23:57:44 +0000 2019,"10 days and I\ most definitely not ready'""","Jupiter, FL"
Sat Apr 27 23:57:43 +0000 2019," You bomb AF'""","Florida, USA"
Sat Apr 27 23:57:42 +0000 2019,Damn if only my teeth was nice \ ,"Florida, USA"
Sat Apr 27 23:57:41 +0000 2019,"  I don\ think I stopped crying after a certain part so maybe'""","Florida, USA"
Sat Apr 27 23:57:39 +0000 2019, \,"Tallahassee, FL"
Sat Apr 27 23:57:36 +0000 2019,  Love it ,"Elfers, FL"
Sat Apr 27 23:57:34 +0000 2019,"aquaman is.. a for effort'""","Pensacola, FL"
Sat Apr 27 23:57:33 +0000 2019,Now to go do my homework ,"Florida, USA"
Sat Apr 27 23:57:31 +0000 2019, Your dad has said repeatedly that there were good people on both sides in Charlottesville. They wer\ ,"Florida, USA"
Sat Apr 27 23:57:30 +0000 2019,"Stop playing I\ give your girl a mushroom STAMP'""","Florida, USA"
Sat Apr 27 23:57:30 +0000 2019," The PSA program as a whole realizes it\ about the players!'""","Hutchinson Island South, FL"
Sat Apr 27 23:57:29 +0000 2019, Sabato\ and a few of his Liberal Friends opinion only! Many many people I know in Charlottesville support Pre\ ,"Micco, FL"
Sat Apr 27 23:57:28 +0000 2019,Perfect fit! ,"Jupiter, FL"
Sat Apr 27 23:57:27 +0000 2019," Y\ give the best presents'""","Florida, USA"
Sat Apr 27 23:57:26 +0000 2019,"Rehearsal was CRAZYYY! Tonight\ Vibe, Open Bar until 10pm. @ Miami, Florida ","Miami, FL"
Sat Apr 27 23:57:25 +0000 2019,How I feel about watching Endgame  tomorrow!!!! ,"Miramar, FL"
Sat Apr 27 23:57:24 +0000 2019,then.... ,"Orlando, FL"
Sat Apr 27 23:57:23 +0000 2019,Lmfaooooooo Lamar. ,"Daytona Beach, FL"
Sat Apr 27 23:57:22 +0000 2019,The most beautiful piece of art I\ ever seen is in love with me somehow. I mean just look at her \ ,"Florida, USA"
Sat Apr 27 23:57:22 +0000 2019,  Except for the thousands who were killed every year and left immobilized from car collisions.\ ,"Miami, FL"
Sat Apr 27 23:57:21 +0000 2019,Loudermilk staying in state!  ,"Florida, USA"
Sat Apr 27 23:57:21 +0000 2019,Beach clean up this morning with NHS and Earth and Surf club!        \   ,"New Smyrna Beach, FL"
Sat Apr 27 23:57:18 +0000 2019,"  That is mean\ they are cute'""","Tallahassee, FL"
Sat Apr 27 23:57:17 +0000 2019,"Lo que m\ disfruto de una competencia... en Saint Petersburg, Florida ","St Petersburg, FL"
Sat Apr 27 23:57:17 +0000 2019,"'Enjoying ""RUNWAY GOTHAM"" put on by my friend streetluxurytv \\n#MagChop #TonyVisions #RunwayGotham #MassDistrict @ MA\ ","Fort Lauderdale, FL"
Sat Apr 27 23:57:16 +0000 2019,Today\ outfit is brought to you by Amazon ,"Carrollwood, FL"
Sat Apr 27 23:57:15 +0000 2019,"When Matt Olson is activated, the  should waive or send down a reliever. They need a deeper bench, to whi\ ","Pembroke Pines, FL"
Sat Apr 27 23:57:15 +0000 2019,"Sucks that we are in the hospital, but the view is pretty. I hope my beautiful baby gets better \ @ Lakeland Region\ ","Lakeland, FL"
Sat Apr 27 23:57:14 +0000 2019,"spending the rest of my dapper day at gaston\ tavern but just know ya girl is EXHAUSTED.'""","Florida, USA"
Sat Apr 27 23:57:13 +0000 2019,"Coming from #RoniSterin and #DavidSterin, some awesome homes across #BrowardCounty\\n\\n* #coralsprings\\nHome with loads\ ","Cooper City, FL"
Sat Apr 27 23:57:13 +0000 2019,     Just nobody heard the cheer until the Jags had a winning record two seasons ago! \,"Florida, USA"
Sat Apr 27 23:57:12 +0000 2019,  Leftist ... you lost. You have no facts to back up your leftist talking points. Either c\ ,"Key Largo, FL"
Sat Apr 27 23:57:12 +0000 2019, I love this show \,"Clermont, FL"
Sat Apr 27 23:57:12 +0000 2019,#MusicOn 10PM...\\nSaturday Nights  \\n#presspl\ #believethehype @ Hyde Beach Miami ,"Miami Beach, FL"
Sat Apr 27 23:57:12 +0000 2019," Oh brother'""","Florida, USA"
Sat Apr 27 23:57:11 +0000 2019,"  Me too'""","The Hammocks, FL"
Sat Apr 27 23:57:08 +0000 2019,"I\'m at Gate 42 in Orlando, FL ","Orlando, FL"
Sat Apr 27 23:57:08 +0000 2019,Is it a bad thing that we\'re already thinking of staying here for the fireworks? #Lazy #vCafeteros ,"Florida, USA"
Sat Apr 27 23:57:08 +0000 2019,"A couple of eggies we\ found and I\ decided not to horde a bunch this time. We\ keep these nice, warm and saf\ ","Orlando, FL"
Sat Apr 27 23:57:05 +0000 2019, Tough to say. Within the first hour you have a few conversations. 1- Hulk in a diner ... 2- stark\ ,"Sunrise, FL"
Sat Apr 27 23:57:04 +0000 2019,I LOVE RECON\ Let\ kill it \ ,"Florida, USA"
Sat Apr 27 23:57:04 +0000 2019, congratulations!!!  \,"Keystone, FL"
Sat Apr 27 23:57:00 +0000 2019, : Berti se ve mucho mejor a la defensa y al bate no se sabe px ha jugado poco pero Herrera ha mostrad\ ,"Tamiami, FL"
Sat Apr 27 23:57:00 +0000 2019,"See you at camp, big dog! Let\ gooo ","Dunedin, FL"
Sat Apr 27 23:57:00 +0000 2019," It\ in the screenshot'""","Florida, USA"
Sat Apr 27 23:56:59 +0000 2019,Locked and loaded for #stanthonystri tomorrow morning! \\n\\nWhen I got all of my gear laid out this evening (sans helm\ ,"St Petersburg, FL"
Sat Apr 27 23:56:57 +0000 2019,,"Orlando, FL"
Sat Apr 27 23:56:54 +0000 2019,,"Destin, FL"
Sat Apr 27 23:56:53 +0000 2019," 0%'""","Brent, FL"
Sat Apr 27 23:56:53 +0000 2019,I can\ fucking believe weed isn\ legal in all 50 states. It\ not something stupid like \ should our state ban\ ,"Tallahassee, FL"
Sat Apr 27 23:56:50 +0000 2019,"Mi futuro novio tiene que saber cocinar xq yo no sirvo para eso alv'""","Florida, USA"
Sat Apr 27 23:56:48 +0000 2019,My Child so happy man she got to throw in college 1 of our 5 Throwers Collegiately throwing. Proud  ,"Westview, FL"
Sat Apr 27 23:56:48 +0000 2019," Details BINCHHHHH'""","Norland, FL"
Sat Apr 27 23:56:47 +0000 2019," #peeweepete'""","Altamonte Springs, FL"
Sat Apr 27 23:56:46 +0000 2019," she beautiful! happy birthday!'""","Florida, USA"
Sat Apr 27 23:56:46 +0000 2019,"I\ going wherever they accept my titties out cause they finna be out ok.'""","Tallahassee, FL"
Sat Apr 27 23:56:45 +0000 2019," Weirdest shit I\ watched but pretty good'""","Florida, USA"
Sat Apr 27 23:56:43 +0000 2019,So Proud of you man! \  !!  we\ coming \ #NFLU #TheNewMiami!\\n.\\n#TNM\ ,"The Hammocks, FL"
Sat Apr 27 23:56:43 +0000 2019,"Honestly w/e.'""","Panama City Beach, FL"
Sat Apr 27 23:56:40 +0000 2019,,"Tallahassee, FL"
Sat Apr 27 23:56:39 +0000 2019,"Me an my beautiful girls... @ North Miami, Florida ","North Miami, FL"
Sat Apr 27 23:56:39 +0000 2019,"Well, they finished it. Huge weekend. Let\ keep rolling! ","Pensacola, FL"
Sat Apr 27 23:56:38 +0000 2019," No. Haven\'t either. Yet!""'","Fort Lauderdale, FL"
Sat Apr 27 23:56:37 +0000 2019," Awww poor jasper but time for cuddles i know when i get home florida my puppers wont let me out of her sight'""","Port St Lucie, FL"
Sat Apr 27 23:56:36 +0000 2019,Bought some natural handmade soaps today \ The boys are gonna love the ninja soap! ,"Carrollwood, FL"
Sat Apr 27 23:56:36 +0000 2019," I read on one site that he was projected as a 7th round pick?  Were people scratching their heads?'""","Cheval, FL"
Sat Apr 27 23:56:35 +0000 2019,I hide money from myself .. and be forgetting i have it \,"Florida, USA"
Sat Apr 27 23:56:35 +0000 2019,"#winetasting #thewineroom #winterpark #familyfirst #fun @ Winter Park, Florida ","Winter Park, FL"
Sat Apr 27 23:56:34 +0000 2019,Having a blast at the  Night Out at the Park! \ \   ,"Florida, USA"
Sat Apr 27 23:56:32 +0000 2019,PSA: cats rule the world ,"Florida, USA"
Sat Apr 27 23:56:27 +0000 2019,"About to see what Blacklist about'""","Westview, FL"
Sat Apr 27 23:56:25 +0000 2019,"     What an awesome crew !!'""","Stuart, FL"
Sat Apr 27 23:56:25 +0000 2019," sure yes'""","Ocala, FL"
Sat Apr 27 23:56:23 +0000 2019,"' where is the ""perhaps a suspicious squint but then just assune youre a cis queer""button\''","Tallahassee, FL"
Sat Apr 27 23:56:23 +0000 2019,2019 Senior Class #EWC #NAIA ,"Florida, USA"
Sat Apr 27 23:56:22 +0000 2019,"Are the sixers dumb?'""","Port St Lucie, FL"
Sat Apr 27 23:56:21 +0000 2019,Same. Hoes always broke or never consistent with plans. Might just be a  baecation \ ,"Daytona Beach, FL"
Sat Apr 27 23:56:20 +0000 2019,They call the shooter \'far right\' but he posted he did not support the President because of what he had done to hel\ ,"Cape Coral, FL"
Sat Apr 27 23:56:18 +0000 2019,  Congratulations Matt!!\\n\,"Oviedo, FL"
Sat Apr 27 23:56:15 +0000 2019,"Is Davis gonna get suspended for hitting the pitcher? #LGM'""","Florida, USA"
Sat Apr 27 23:56:14 +0000 2019,You\ gonna be a doctor ,"North Miami Beach, FL"
Sat Apr 27 23:56:14 +0000 2019,"Pascha service! (@ St. George Orthodox Church of Orlando in Orlando, FL) ","Orlando, FL"
Sat Apr 27 23:56:09 +0000 2019,"Oof...we\'re making these guys look like New York red bulls II""'","Lake Worth, FL"
