Date,Tweet,Country
Tue May 07 09:10:18 +0000 2019,"Cleared: Construction on #NY231 Both directions at Northern State Parkway; Ramp'""","Dix Hills, NY"
Tue May 07 09:10:17 +0000 2019,"#GoodMorning'""","Bronx, NY"
Tue May 07 09:10:16 +0000 2019,"My all time BFF comes home this week and is sleeping over and truly guys I cannot help but cry about it'""","New York, USA"
Tue May 07 09:10:11 +0000 2019,"I saw somebody say lil Wayne\ rebirth aged well. I strongly disagree this album is still pretty bad lol'""","East Islip, NY"
Tue May 07 09:10:08 +0000 2019,Many reasons to smile \ ,"Manhattan, NY"
Tue May 07 09:10:08 +0000 2019,Hey this could of worked also with the cohort if we were all in #googleclassroom  ,"Balmville, NY"
Tue May 07 09:10:01 +0000 2019," I\ just really fucking good at happy birthday Facebook posts, I guess. That said, excited for when you do find your person!'""","Queens, NY"
Tue May 07 09:09:57 +0000 2019," Is it Snowing \\nIs it ICING\\nIs it Winter\\nThe United States of SNOWING\\nMitt Romney stops by, Must be A M\ ","Manhattan, NY"
Tue May 07 09:09:51 +0000 2019, Ag\ mira o Altamira \ Plata\,"Bronx, NY"
Tue May 07 09:09:49 +0000 2019," So the antisemites of the Daily Caller are concerned?'""","Whitesboro, NY"
Tue May 07 09:09:40 +0000 2019,LMAOO I WISH I COULD RELATE ,"Brooklyn, NY"
Tue May 07 09:09:38 +0000 2019," Liar bc you\ sleeping over your all tome besties house on thurs!!!!!'""","New York, USA"
Tue May 07 09:09:37 +0000 2019,"    numbers don\ lie.'""","Yonkers, NY"
Tue May 07 09:09:26 +0000 2019,Please support my GoFundMe campaign:   ,"Manhattan, NY"
Tue May 07 09:09:22 +0000 2019,Coming to work at 4:45 has been a struggle \,"Webster, NY"
Tue May 07 09:25:31 +0000 2019," EVERY YEAR? No one ever looks good at this thing! EVER!'""","Patchogue, NY"
Tue May 07 09:25:29 +0000 2019,"If I IGNORE you on IG and iMessage adding me on snap and snapping me is not gonna make me answer you, do you not get he hint!????'""","Bronx, NY"
Tue May 07 09:25:28 +0000 2019,"  dm sent.'""","Queens, NY"
Tue May 07 09:25:22 +0000 2019,Who lives there. \ ,"Queens, NY"
Tue May 07 09:25:21 +0000 2019,"Just keep it real with me'""","Manhattan, NY"
Tue May 07 09:24:57 +0000 2019,Happy National Travel and TourismWeek!   #NTTW19 #TravelMatters #InTheBUF #Travel #Tourism ,"Orchard Park, NY"
Tue May 07 09:24:55 +0000 2019," They called me 25 straight times one morning .. every time one of those numbers pop up I block em'""","Brooklyn, NY"
Tue May 07 09:24:52 +0000 2019,"Dunya bizi yine ustun demokrasi anlayisimizla konusuyor. Ekonominin batacagini anlatiyor. Bir biz anlamiyoruz.'""","Manhattan, NY"
Tue May 07 09:24:50 +0000 2019,"  Also I notice Mayor Pete is taking advantage of white male privilege way more then Beto is.'""","Brooklyn, NY"
Tue May 07 09:24:39 +0000 2019, But it\ specifically stated that you can\ change the past of the current timeline.  And what he d\ ,"Auburn, NY"
Tue May 07 09:24:38 +0000 2019," January?  You\'re in not Pittsburgh anymore. You now live in the world of 7-9 where you know you\'ll have Januarys off.""'","Searingtown, NY"
Tue May 07 09:24:37 +0000 2019,"My Tesla\ name is called imaginary, because that is what it is. ","Queens, NY"
Tue May 07 09:24:32 +0000 2019,"A woman goes into a sex shop and buys a plaid dildo, salesman says to the owner \ you don\ mind, I just sold y\ ","North Bellmore, NY"
Tue May 07 09:24:31 +0000 2019,"You gotta know how to conduct yourself, respect & love yourself in the spaces I take you to. You\ dealing with so\ ","Manhattan, NY"
Tue May 07 09:24:15 +0000 2019,Sweet. ,"Queens, NY"
Tue May 07 09:24:09 +0000 2019," So bring a mixtape nigga the fuck'""","Queens, NY"
Tue May 07 09:24:01 +0000 2019,Happy  Nurses Week !!\ ,"Manhattan, NY"
Tue May 07 09:24:00 +0000 2019, I saw that...lol...morning...\,"Island Park, NY"
Tue May 07 09:26:11 +0000 2019,The current issue of   features some mesmerizing photographs from stephen_gill_ \ new book THE PILLAR\ ,"Manhattan, NY"
Tue May 07 09:26:04 +0000 2019, \ ,"Center Moriches, NY"
Tue May 07 09:41:06 +0000 2019," Hate it!'""","Brooklyn, NY"
Tue May 07 09:41:23 +0000 2019,"'  ""Of course all art is quite useless""\''","Manhattan, NY"
Tue May 07 09:41:23 +0000 2019,"  Agreed, that was extremely'""","Great Neck Estates, NY"
Tue May 07 09:41:08 +0000 2019,"  Why should he be?'""","Colonie, NY"
Tue May 07 09:56:17 +0000 2019, One moment of courageous step up or one moment of diffidence to make a character unworthy of our lo\ ,"Bronx, NY"
Tue May 07 09:56:15 +0000 2019,Jada!! One of mine!! \ ,"Colonie, NY"
Tue May 07 09:56:11 +0000 2019,"current weather in Levittown: overcast clouds, 52\ humidity, wind 8mph, pressure 1021mb'""","Levittown, NY"
Tue May 07 09:56:09 +0000 2019,Does this mean a possible Broad City x Hillary x Hunter collab at my graduation? It\ going down May 29th. ,"Queens, NY"
Tue May 07 09:56:08 +0000 2019,"Major building collapse in Midwood, Brooklyn. Exclusive video of the suspected DWI driver in police custody coming\ ","Brooklyn, NY"
Tue May 07 09:56:00 +0000 2019,"current weather in Brentwood: overcast clouds, 50\ humidity, wind 8mph, pressure 1021mb'""","Brentwood, NY"
Tue May 07 09:56:36 +0000 2019,"I saw Tiffany had fish tonight in person and I\ not jacking her. I asked her where the chicken was at and she wasn\ trynna give us answers'""","Manhattan, NY"
Tue May 07 09:56:35 +0000 2019,"current weather in Nassau: overcast clouds, 52\ humidity, wind 8mph, pressure 1021mb'""","Westbury, NY"
Tue May 07 09:56:27 +0000 2019,"current weather in West Babylon: overcast clouds, 51\ humidity, wind 5mph, pressure 1022mb'""","West Babylon, NY"
Tue May 07 09:56:27 +0000 2019,"I just wanna know who told me to do PT at 7 in the morning'""","North Massapequa, NY"
Tue May 07 09:56:24 +0000 2019," worst airline ever. This is exactly why we never fly American because it\ inconsistent, and they make\ ","Cheektowaga, NY"
Tue May 07 09:56:19 +0000 2019,"Cleared: Closure on #QueensboroBridge EB from Manhattan Side to Queens Side'""","Manhattan, NY"
Tue May 07 09:56:19 +0000 2019,"current weather in Hicksville: overcast clouds, 52\ humidity, wind 8mph, pressure 1021mb'""","Hicksville, NY"
Tue May 07 09:56:59 +0000 2019, \ \ \ \ \ \ \ #\,"Chappaqua, NY"
Tue May 07 09:56:52 +0000 2019,"  I\ talking about the Rangers, that misery!'""","Bedford, NY"
Tue May 07 09:56:45 +0000 2019,"       Well deserved!!'""","Lysander, NY"
Tue May 07 09:56:43 +0000 2019, Happy Akshay Tritiya \,"Hauppauge, NY"
Tue May 07 10:11:34 +0000 2019,I could say it a million times and that still wouldn\ be enough to fully express how grateful I am to be a part of\ ,"Manhattan, NY"
Tue May 07 10:11:30 +0000 2019,  Al.. THX for listening. Want to present this from all viewpoints and a great resource havi\ ,"Greenwich, NY"
Tue May 07 10:11:27 +0000 2019,Amazon wants to pay the New York Times and BuzzFeed to expand to reach shoppers outside the US  via ,"Manhattan, NY"
Tue May 07 10:11:24 +0000 2019,My 5 year old is learning this lesson.\\n.\\nHe started hockey \ and soccer \ and (I think) is legit shocked \ that he\ ,"Lancaster, NY"
Tue May 07 10:11:20 +0000 2019,With my Infection control team  event to recognize 57 Quality improvement champions across the tri-s\ ,"Manhattan, NY"
Tue May 07 10:11:06 +0000 2019," not a basketball fan but I love seeing the bucks up 3-1. Giannis is a human highlight machine, absolute monster'""","New York, USA"
Tue May 07 10:11:58 +0000 2019,You shouldn\'t of colluded  without Russia and Electoral College....you wouldn\'t been prez but shows\ ,"Bronx, NY"
Tue May 07 10:11:57 +0000 2019,     It\ nothing... I\ never watched an\ ,"West Babylon, NY"
Tue May 07 10:11:45 +0000 2019,,"West Seneca, NY"
Tue May 07 10:11:38 +0000 2019,"ROM1:18-32  In man\ quest to find something that fulfills, other than God he has traded the truth of God for a lie\ ","New York, USA"
Tue May 07 10:12:18 +0000 2019,Is this the greatest gaffe of all time in #television history ? A #Starbucks cup left clearly in view in this week\ ,"Queens, NY"
Tue May 07 10:12:17 +0000 2019,"Cleared: Closure on #54ThStreet EB from New Utrecht Avenue to 14th Avenue'""","Brooklyn, NY"
Tue May 07 10:26:56 +0000 2019,"Intent \ matters. This intention, would cause more philanthropic investment(s) to be made. ","Manhattan, NY"
Tue May 07 10:26:49 +0000 2019,Good mornaaan y\ \,"Brooklyn, NY"
