Date,Tweet
Tue May 26 21:07:53 PDT 2009,['Thanks to @grapejuicebox @cortanian @lbcislander @quigonjinn for prop 8 results. Way bummed  i though CA was better than that.\n']
Tue May 26 21:07:56 PDT 2009,"['""@Trevian Oh shit', ' I\'m going to set my reminder for tomorrow on my way to the Galleria. Sorrrrry.  ""\n']"
Tue May 26 21:07:57 PDT 2009,['@NicoleRamirezV the saddest part. \n']
Tue May 26 21:08:00 PDT 2009,"['""@karla_alyssa doing great. got my nails done', ' laid out by the pool...great day minus my team losing  how are things with u?""\n']"
Tue May 26 21:08:00 PDT 2009,['Saddest day of my life. What I thought was a Medieval Times restaurant is really a giant adult sex store. I wanted to see jousting \n']
Tue May 26 21:08:02 PDT 2009,"[""@00Neji @PrincessJessi hopefully our next vote won't  turn out the same as our previous ones \n""]"
Tue May 26 21:08:05 PDT 2009,['@sumants Still nothing. Google sucks. \n']
Tue May 26 21:08:05 PDT 2009,['Again Micro$ does stupid things in Romania \n']
Tue May 26 21:08:07 PDT 2009,['wow family guy has gone downhill. \n']
Tue May 26 21:08:07 PDT 2009,['@jerrydmrdmr must be US citizen \n']
Tue May 26 21:08:08 PDT 2009,['thinking when I actually start to trust someone they shatter it..  &quot;And the 7th thing I like the most that you do.. you make me love you&quot;\n']
Tue May 26 21:08:10 PDT 2009,"['""Run down : had a wonderful day', ' shopped', ' @BadBoyHenRoc was nice nd found my twin @212HARLEMG ...but the cavs lost ""\n']"
Tue May 26 21:08:12 PDT 2009,"['""Denied entry into Siddhivinaayak Temple', ' thanks to my laptop ""\n']"
Tue May 26 21:08:15 PDT 2009,['Sad day for HUMAN rights in CA \n']
Tue May 26 21:08:16 PDT 2009,['@yousabugaboo \n']
Tue May 26 21:08:16 PDT 2009,"[""Meg Griffiths hasn't slept a wink and the sun is now up!!  X. http://tinyurl.com/rb3ckr\n""]"
Tue May 26 21:08:19 PDT 2009,['Scratched my neck a LITTLE too hard &amp; Accidentally splashed water. Felt like squeezing Lemon directly in sore throat. \n']
Tue May 26 21:08:21 PDT 2009,"[""@danportnoy I didn't get the memo on that one. \n""]"
Tue May 26 21:08:22 PDT 2009,"['""@WasabiAnime JAcon was awesome', ' it\'s too bad that was the last one ""\n']"
Tue May 26 21:08:23 PDT 2009,['my hen Dot died of a liver fracture \n']
Tue May 26 21:08:23 PDT 2009,"[""@houtany i had to turn off the main water line...can't just shut off water in one room i don't think \n""]"
Tue May 26 21:08:25 PDT 2009,"[""@knoodlePRgrl It's ok...I've been twittering about the Real Housewives of New Jersey all night.  I guess I don't have a life either \n""]"
Tue May 26 21:08:26 PDT 2009,"['""@ aliciaressmann', ' i wish you were going to be here for my wedding-ness!   miss you!""\n']"
Tue May 26 21:08:26 PDT 2009,"['""@KankzXD i moved out country for uni.... i hate it', ' it\'s too cold!!!!! ""\n']"
Tue May 26 21:08:27 PDT 2009,"['""@xOFFSETx uncle died! He was my great uncle', ' he fell and hit his head ""\n']"
Tue May 26 21:08:29 PDT 2009,"[""Back from last band concert of the year.  I'll miss you seniors! It's going to take a lot of work to get the band back to this level!!! \n""]"
Tue May 26 21:08:30 PDT 2009,['F you Lee  @aigray\n']
Tue May 26 21:08:34 PDT 2009,['@ItaloGnomo i do not find that funny. \n']
Tue May 26 21:08:36 PDT 2009,"['""has an obsession with buying domains... just bought gregharrison.ca', ' now what to do with it ""\n']"
Tue May 26 21:08:38 PDT 2009,['is going to bed....disappointed......AGAIN \n']
Tue May 26 21:08:38 PDT 2009,"['""@tommcfly TOM', ' PLEASE REPLY ME ""\n']"
Tue May 26 21:08:38 PDT 2009,['Why do things have to be so hard? I wish things were so simple and no wrong happened.... \n']
Tue May 26 21:08:39 PDT 2009,"['""@microsoft @tridium Zune HD website', ' linked from pres release = unreadable 404; Microsoft', ' Fail. ""\n']"
Tue May 26 21:08:40 PDT 2009,"[""@jujoffer I dunno might be too soon.  I don't know if I'll be ok for all that\n""]"
Tue May 26 21:08:41 PDT 2009,['UHHHH THIS SUX!! \n']
Tue May 26 21:08:41 PDT 2009,['@jordanknight  AWWHHH i come on and no more tweets.    Where did ya go?\n']
Tue May 26 21:08:42 PDT 2009,['just love the jonas brothers  its tooo bad i wil never get to see them  tears\n']
Tue May 26 21:08:42 PDT 2009,['OMGG FINALLY MY COMPTER IS WORKING but its slowwww as!  \n']
Tue May 26 21:08:42 PDT 2009,"[""andd i have No idea what he's thinking or antyhing \n""]"
Tue May 26 21:08:42 PDT 2009,"['""@knockyobootz hey hun', ' I miss ur ass. We didn\'t get to talk much the last time I saw you ""\n']"
Tue May 26 21:08:43 PDT 2009,"['""In other news', ' like a jackass I did gardening in a bikini top.  Now I\'m still translucent on the front and lobsterized on the back.  Ouch ""\n']"
Tue May 26 21:08:43 PDT 2009,['is ready 4 him 2 cum home already ughhhhh..........i miss him \n']
Tue May 26 21:08:43 PDT 2009,"['""@stephaniepratt Oh honey   how long are they gone? Can\'t wait to see them on @imacelebritynbc! Hope it airs here', ' the last one did!""\n']"
Tue May 26 21:08:46 PDT 2009,"[""gargh. working on chapter 10. it's not going as i planned \n""]"
Tue May 26 21:08:51 PDT 2009,"[""Cleveland sports teams keep breaking my heart. We haven't won anything since 10 years before I was born. Why can't this be our year? \n""]"
Tue May 26 21:08:51 PDT 2009,['im the ONLY laker fan in my twitter family who likes lebroo.. the rest of them think he is overrated! \n']
Tue May 26 21:08:52 PDT 2009,['@vmnagata did you end up going to the rally?  Sorry I missed it. Family drama @home. \n']
Tue May 26 21:08:54 PDT 2009,['Wreck at Exit one \n']
Tue May 26 21:08:55 PDT 2009,['Wow. No kobe lebron?   id rather see nuggets magic then.\n']
Tue May 26 21:08:55 PDT 2009,['@jennaphillips MP is leaving \n']
Tue May 26 21:08:56 PDT 2009,['Just hoping June stays strong Had 1 show postpone til Aug/Sept Boo! \n']
Tue May 26 21:08:56 PDT 2009,['So much sadness today...people passing away \n']
Tue May 26 21:08:56 PDT 2009,"['""just landed back home....... back to life', ' back to reality ""\n']"
Tue May 26 21:08:57 PDT 2009,"[""all my sims keep dying. i don't think i'm playing right. idgi. \n""]"
Tue May 26 21:08:57 PDT 2009,['not my b-day \n']
Tue May 26 21:08:57 PDT 2009,"[""@georgiasue no rhubarb.  the cavs lost  i guess i'll just drink some more wine.\n""]"
Tue May 26 21:08:58 PDT 2009,"['""@UnkleKhaly I don\'t think he\'s NYC bound either', ' unfortunately.  ""\n']"
Tue May 26 21:08:58 PDT 2009,['Tired of me-time. I need some company \n']
Tue May 26 21:08:58 PDT 2009,['@BNichole8 tiredddd babe that test wore me out  sleepy time babe\n']
Tue May 26 21:08:59 PDT 2009,"[""when's aqua teen hunger force coming on... there are no good jokes on twitter \n""]"
Tue May 26 21:09:00 PDT 2009,"['""Fehk', ' work is slow.Im bored as shit playing music! How sad  come entertain me.""\n']"
Tue May 26 21:09:01 PDT 2009,"[""Don't want to go to school tmrw  only 8 days left tho.\n""]"
Tue May 26 21:09:03 PDT 2009,['@McRiddlahpants @splinky76rlm what is wrong with me?  just got the half ass hug while everyone else got good hugs  he WILL make it up 2 me\n']
Tue May 26 21:09:04 PDT 2009,['@hoado ?i sao l?i th? ???c :| ? ?�y v?n ?ang d�ng bt m�  hay l� GPRS ch?t \n']
Tue May 26 21:09:06 PDT 2009,"['""@CaitlinMF Aw.  Well', ' blame my stupid country. I think I\'m going to move to Canada. Uh huh.""\n']"
Tue May 26 21:09:07 PDT 2009,['@threeeightbeatz  lip poked way out\n']
Tue May 26 21:09:07 PDT 2009,['Had a really good vegetarian pizza tonight... Though I feel a bit sick \n']
Tue May 26 21:09:08 PDT 2009,['@ninoflipelican whateva nino...I dnt even want to hear it.. \n']
Tue May 26 21:09:09 PDT 2009,"[""http://twitpic.com/61aw7 - thank you meghanese. the nurse told my mom that the swelling will start on thursday  it's been one WEIRD d ...\n""]"
Tue May 26 21:09:14 PDT 2009,['@skushnier I know. I might as well live on the moon  holla some sort of boy band crap for me!!\n']
Tue May 26 21:09:16 PDT 2009,"[""is crying for katie's grandma  R.I.P\n""]"
