Date,Tweet
Wed Jul 10 23:59:59 +0000 2019,b'@Patriots @RobGronkowski @Flyguy2stackz @wisehog94 Come back!!! \xe2\x9d\xa4\xf0\x9f\x92\x99'
Wed Jul 10 23:59:59 +0000 2019,b'\xe2\x80\x9cMiami\xe2\x80\x99s Most Hated The Mixtape 15 New Song\xe2\x80\x99s Its Been Long Time Coming Miami\xe2\x80\x99s lost Son Is Back \xe2\x80\xbc\xef\xb8\x8f\nReposted from d\xe2\x80\xa6 https://t.co/lTgvI8vBqS'
Wed Jul 10 23:59:59 +0000 2019,b'@NotTooShABBEY23 Dying'
Wed Jul 10 23:59:59 +0000 2019,"b""Ahhhhhh can't wait to see this episode. \xf0\x9f\x92\x95\xf0\x9f\x92\x9a https://t.co/vJlRX1EXCa"""
Wed Jul 10 23:59:59 +0000 2019,"b'SPIDER-MAN: FAR FROM HOME (@ AMC South Barrington 24 - @amctheatres in South Barrington, IL) https://t.co/K4wVf4wEZ4'"
Wed Jul 10 23:59:59 +0000 2019,"b""I shut my door to try to not here the heathen children... it didn't help. \n\nTV volume... up shall now commence."""
Wed Jul 10 23:59:59 +0000 2019,b'@brycetache yes'
Wed Jul 10 23:59:59 +0000 2019,b'@LiverpoolLifer @beaub2525 @HumanityStrong @BradleyIngram24 @seanhannity But its unsustainable as I mentioned with\xe2\x80\xa6 https://t.co/gRnFBbAdK2'
Wed Jul 10 23:59:59 +0000 2019,"b'Wind 1.0 mph S. Barometer 29.911 in, Falling slowly. Temperature 86.5 \xc2\xb0F. Rain today 0.00 in. Humidity 66%'"
Wed Jul 10 23:59:59 +0000 2019,b'@danitzamartine_ lmao who \xf0\x9f\x91\x80'
Wed Jul 10 23:59:59 +0000 2019,b'\xe2\x80\x9cShe never got to do any of the things we both wanted. Only I did.\xe2\x80\x9d \xe2\x9d\xa4\xef\xb8\x8f for Don and for anyone who lost their best f\xe2\x80\xa6 https://t.co/15mddioQRz'
