Date,Tweet
Mon Apr 20 00:00:39 PDT 2009,['@shantl I have to leave in 5 minutes \n']
Mon Apr 20 00:00:40 PDT 2009,['@marlon_wayans i cant direct message unless u follow me... \n']
Mon Apr 20 00:00:42 PDT 2009,"['""Auurgghh I feel like crap. My shoulder', ' arm', ' and leg ache. My stomach is upset. I feel weak. Blahhhh ""\n']"
Mon Apr 20 00:00:42 PDT 2009,"['""@marteyo ive seen lots of doctors', ' but there nothing they can do other than give me a wrist support really ""\n']"
Mon Apr 20 00:00:45 PDT 2009,['My crappy work schedule has completely destroyed my ability to blog. This sucks. \n']
Mon Apr 20 00:00:46 PDT 2009,['@Jeryke poor vomit covered baby \n']
Mon Apr 20 00:00:47 PDT 2009,['Sad. My handphone is dying soon. I need a new phone badly! \n']
Mon Apr 20 00:00:51 PDT 2009,"[""@scotters I'm really sorry to hear about your father \n""]"
Mon Apr 20 00:00:51 PDT 2009,"['""I\'m getting back into rythm now', ' but there may not be enough time now to do the second piece! ""\n']"
Mon Apr 20 00:00:55 PDT 2009,"[""I'm being all avoidy with people from my project. \n""]"
Mon Apr 20 00:00:54 PDT 2009,"[""off to school. My hair seems to have a mind of its own this morning  *hugs* for Jane. :'( xx\n""]"
Mon Apr 20 00:00:56 PDT 2009,['@xDinna your welcome. i will be going to school soon. just woke up. skool starts today \n']
Mon Apr 20 00:01:00 PDT 2009,['Its going to be a great day! And I am stuck in work  http://tinyurl.com/cltoof\n']
Mon Apr 20 00:01:05 PDT 2009,"[""Oh god why am I still awake?  I told myself I wouldn't let WoW do this to me this time around.  \n""]"
Mon Apr 20 00:01:05 PDT 2009,"['""Not knowing where urcellphone is', ' is a bitch. Sorry guys. No txt/calls for now. ""\n']"
Mon Apr 20 00:01:06 PDT 2009,"[""@sloanesloane :O Oh no you didn't miss Black Kids or Mastodon did you? I simultaneously hope you do/don't mean The pAper chAse. \n""]"
Mon Apr 20 00:01:10 PDT 2009,['Uugghhhh economics. Wish you were here \n']
Mon Apr 20 00:01:14 PDT 2009,"[""@nineteenaugust welcome! I'm missing free cone day. What a bummer \n""]"
Mon Apr 20 00:01:21 PDT 2009,"['""next major decision', ' how do i tear myself away from this music and go back to work that has become dreary ""\n']"
Mon Apr 20 00:01:25 PDT 2009,"[""First day back at work after two weeks off. I think I'm still jet lagged too \n""]"
Mon Apr 20 00:01:27 PDT 2009,"['""Gah...there are two patients with the same last name', ' and I sent for the wrong one. Now people are cranky with me ""\n']"
Mon Apr 20 00:01:29 PDT 2009,['Homework for dayyyssssssss \n']
Mon Apr 20 00:01:30 PDT 2009,['typing race : only 63wpm \n']
Mon Apr 20 00:01:34 PDT 2009,['awe! i wish i was with everyone in new orleans! looks like you guys had a blast!!! \n']
Mon Apr 20 00:01:33 PDT 2009,['School soon.  Holidays go over far too quick.\n']
