Wed Apr 24 00:04:50 +0000 2019,b'You\xe2\x80\x99ve been such an awesome role model for Milena \xe2\x80\x94 that she actually first told me about your productions! I\xe2\x80\x99ll pa\xe2\x80\xa6 https://t.co/nFRq0vdPzS',"Ashland, KY"
Wed Apr 24 00:04:50 +0000 2019,b'I don\xe2\x80\x99t wanna hear anything bad about the lib lineup!!! \nunless it\xe2\x80\x99s about **kay lol',"Las Vegas, NV"
Wed Apr 24 00:04:50 +0000 2019,"b""@Romejohnson109 I think I'm in Black Mirror""","Oakland, CA"
Wed Apr 24 00:04:50 +0000 2019,"b'In SFV when it comes to match pairing, diamonds should only pair with ultra plat, diamond, and super diamond. Super\xe2\x80\xa6 https://t.co/4EkQF4hFdk'","Chicago, IL"
Wed Apr 24 00:04:50 +0000 2019,b'just my daily tweet about how much i want Hanger buffalo sliders delivered to my bed so i can keep watching The 100 in peace',"Southwick, MA"
Wed Apr 24 00:04:50 +0000 2019,b'@onceuponanemily @marcesgd30 @anvidal5 Has she taken yalls money or is that just me \xf0\x9f\xa5\xb4',"Texas, USA"
Wed Apr 24 00:04:50 +0000 2019,b'Using \xe2\x80\x9cget in line\xe2\x80\x9d as a backup instrumental adlib..... what did we deserve  https://t.co/2F7Jtzcdax',"Tempe, AZ"
Wed Apr 24 00:04:50 +0000 2019,b'@bern_hogan \xf0\x9f\xa4\xb7\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',"Manhattan, NY"
Wed Apr 24 00:04:50 +0000 2019,b'@Asguff @stclairashley @starwars https://t.co/v9rbrB5U3t',"Phoenix, AZ"
Wed Apr 24 00:04:50 +0000 2019,b'Just hitting some balls #golf #happygilmore #golfswing #drivingrange @ Woodland Greens Golf Center https://t.co/LPecAieBz9',"Austin, TX"
Wed Apr 24 00:04:50 +0000 2019,b'okay this is probably one of THE COOLEST venues i\xe2\x80\x99ve been to in chicago thus far',Thalia Hall
Wed Apr 24 00:04:50 +0000 2019,"b'Yeah, how about we NOT let 16 year olds vote. Some things are literally grown folks business.'","Los Angeles, CA"
Wed Apr 24 00:04:50 +0000 2019,b'Me when I haven\xe2\x80\x99t gone to the gym w @michaeljesenski in months https://t.co/cnOQLFwSAh',"Oneonta, NY"
Wed Apr 24 00:04:50 +0000 2019,b'@bigleaguepol Go ben',"Delaware, USA"
Wed Apr 24 00:04:50 +0000 2019,b'Congratulations @PMartinezMD !!! I knew you would do it:) #doubledoctor #PhD #Amazing @WomenSurgeons @GaSACS\xe2\x80\xa6 https://t.co/pFGpIoSvCb',"Georgia, USA"
Wed Apr 24 00:04:50 +0000 2019,"b'KD, kawhi, Curry, Giannis https://t.co/rfYGVRYQ90'","Medford, MA"
Wed Apr 24 00:04:50 +0000 2019,b'Yummmmmmmm https://t.co/mmPllnHMRB',Fuzzy's Taco Shop
Wed Apr 24 00:04:50 +0000 2019,b'@tim_trawets Do you know where i can get sum from here?',"Highland, IN"
Wed Apr 24 00:04:50 +0000 2019,"b""I don't think I'm ready for Endgame""","South Carolina, USA"
Wed Apr 24 00:04:50 +0000 2019,"b""#WelcomeToChicago #HyperLapse from #LakeMichigan to #OHare \xf0\x9f\x9b\xac\n(28 minutes in real time) @ Chicago O'Hare Internation\xe2\x80\xa6 https://t.co/Y3DFus3Ie0""","Chicago, IL"
Wed Apr 24 00:04:50 +0000 2019,b'Gracias dios por otro logro m\xc3\xa1s por fin abr\xc3\xad mi estudio #LaAmenazaTeamStudio seguimos en cresimiemto poco a poco pe\xe2\x80\xa6 https://t.co/VCqiUcxDTN',"Philadelphia, PA"
Wed Apr 24 00:04:50 +0000 2019,b'@GoonMusic414 Already bumping this bitch in the whip\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5',"Princeton, TX"
Wed Apr 24 00:04:49 +0000 2019,b'Absolutely Gorgeous https://t.co/sXz6oiE4QN',"Henderson, NV"
Wed Apr 24 00:04:49 +0000 2019,b'@Forrestham1962 \xf0\x9f\xa4\xa3',"Newburyport, MA"
Wed Apr 24 00:04:49 +0000 2019,"b'Eagle boys also won all 4 relays \nSam Smith, Noah Griffith, Anthony Devito and @XCgofre won 4x8\nJonah Bussell, Keet\xe2\x80\xa6 https://t.co/UY7C6eo6cG'","Michigan, USA"
Wed Apr 24 00:04:49 +0000 2019,b'Hahahahahahaha I left my check at work... in Tacoma. So I guess all my online shopping carts will have to wait frickin yay :\xe2\x80\x99)',"Puyallup, WA"
Wed Apr 24 00:04:49 +0000 2019,b'@DiFrancescoNick @TheGoat_18 Winter is here nick.  Eat the official cereal. https://t.co/dUc35LoyDt',"Kenmar, PA"
Wed Apr 24 00:04:49 +0000 2019,b'@Jmacfsu24 @Noles_AJ \xe2\x80\x9cMy GOAT\xe2\x80\x9d - JMac https://t.co/vtDtoiKU83',"Georgia, USA"
Wed Apr 24 00:04:49 +0000 2019,b'@DemetriusHarmon Better chill. He gon pee on your bed',"Atlanta, GA"
Wed Apr 24 00:04:49 +0000 2019,b'@Wario64 @ORLtragic',"Northville, MI"
Wed Apr 24 00:04:49 +0000 2019,b'@ProfessorOrozco As they should be! \xe2\x9d\xa4',"Knoxville, TN"
Wed Apr 24 00:04:49 +0000 2019,b'Whoah Nelly. This should provide adequate sustenance for NYE revelling. https://t.co/PlJTeSKmSh',"Chicago, IL"
Wed Apr 24 00:04:49 +0000 2019,"b'Here I am just minding my own business, walking from the library, listening to my music, jamin... All of a sudden I\xe2\x80\xa6 https://t.co/d4nnz8hlTw'","Delaware, OH"
Wed Apr 24 00:04:49 +0000 2019,"b""I was listening to Iration this morning. Then I thought to look up they're tour dates. Guess what!! They're here to\xe2\x80\xa6 https://t.co/UlL1T9qwpn""","Albuquerque, NM"
Wed Apr 24 00:04:49 +0000 2019,"b""@Gaglaush Typical garri answer lol it's all good""","Brooklyn, NY"
Wed Apr 24 00:04:49 +0000 2019,b'Took Laelah to a smokies game \xe2\x9a\xbe\xef\xb8\x8f\xe2\x9a\xbe\xef\xb8\x8f',"Tennessee, USA"
Wed Apr 24 00:04:49 +0000 2019,"b'$1 tacos (at @Pistoleros_htx in Houston, TX) https://t.co/kz9QSwbjGK'","Houston, TX"
Wed Apr 24 00:04:48 +0000 2019,b'I see more idiocy exhibited by dudes in Athens than anywhere else when it comes to pretty women.\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',"Athens, GA"
Wed Apr 24 00:04:48 +0000 2019,b'@SuckMeter So THAT\xe2\x80\x99S what you mean by kooky!! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82BTW I hate to break you the bad news but Trump\xe2\x80\x99s got it locked no\xe2\x80\xa6 https://t.co/qL3dNNUFdR',"Austintown, OH"
Wed Apr 24 00:04:48 +0000 2019,b'@ronaldooeee Thank you Ronald !!',"Queens, NY"
Wed Apr 24 00:04:48 +0000 2019,b'\xe2\x80\x9cIt woulda been wild if ayra broke out the Walder Frey mask. With gendry Come \xe2\x80\x98ere boy\xe2\x80\x9d\xe2\x80\x9d I\xe2\x80\x99ve been laughing at that all damn day.',"Atlanta, GA"
Wed Apr 24 00:04:48 +0000 2019,b'@__The_Coon__ @sandlotsmallz27 Appear online please',"Middleburg Heights, OH"
Wed Apr 24 00:04:48 +0000 2019,b'\xf0\x9f\x99\x84 How?  Barry made a decision alone that he should have made with his wife. Just like he\xe2\x80\x99s done countless times bef\xe2\x80\xa6 https://t.co/209XTG3vUE',"Hoover, AL"
Wed Apr 24 00:04:48 +0000 2019,"b'This job is now open at Follett Corporation in #Newberg, OR. Follow us and turn on mobile alerts to hear about jobs\xe2\x80\xa6 https://t.co/ohmRVK1AA9'","Newberg, OR"
Wed Apr 24 00:04:48 +0000 2019,b'Excited to show off some of my last pieces made during my first semester of pottery classes at Centennial Art Cente\xe2\x80\xa6 https://t.co/eSaDVpb8xb',"Nashville, TN"
Wed Apr 24 00:04:48 +0000 2019,"b""So we're gonna make him look like an ace?? https://t.co/Nj5vSkay9Q""","Port Lavaca, TX"
Wed Apr 24 00:04:48 +0000 2019,b'VARSITY GAME IS IN LIGHTING DELAY!',"Rowlett, TX"
Wed Apr 24 00:04:48 +0000 2019,"b""@MargaretBenett @jwheels74 @omega3825 It's a seoi nage (right) there's also seoi nage (left). It's Judo \xf0\x9f\x98\x8a. Lots of vids on YouTube""","Silver Springs Shores, FL"
Wed Apr 24 00:04:48 +0000 2019,b'@LogoCentrifuge @realDonaldTrump https://t.co/dsMnDk7K96',"Scottsdale, AZ"
Wed Apr 24 00:04:48 +0000 2019,b'B O A T I N G\nIt\xe2\x80\x99s Nice To Have A #CAPTAIN Who Doubles As Your #PHOTOGRAPHER!!!  Thanks \xe2\x80\x9cRS\xe2\x80\x9d For ALL The #SPLENDOR!\xe2\x80\xa6 https://t.co/wYPaShyfKg',"Miami, FL"
Wed Apr 24 00:04:48 +0000 2019,b'\xf0\x9f\x8d\xaa\xf0\x9f\x8d\xaa\xf0\x9f\x8d\xaa https://t.co/5mt6xdxOnx',"Washington, DC"
Wed Apr 24 00:04:48 +0000 2019,"b'Goddamn, another one?! https://t.co/cWjcr1f24p'","Forney, TX"
Wed Apr 24 00:04:48 +0000 2019,b'@DiamonMonique_ \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 you must be on bc?',"Memphis, TN"
Wed Apr 24 00:04:47 +0000 2019,b'I want a boyfriend!!!!!',"Texas, USA"
