Date,Tweet
Sat May 02 00:00:01 PDT 2009,['I finished my Spanish outline! Now I have 2 record and create a VIDEO en espanol! Yea- due by Thurs! Now I have 4 papers to write &amp; edit \n']
Sat May 02 00:00:04 PDT 2009,"[""The new update for #geodefence won't install on my beta 4 #iPhone  buh!\n""]"
Sat May 02 00:00:08 PDT 2009,['@serlina you made me eat unnecessary calories \n']
Sat May 02 00:00:09 PDT 2009,[' I wanna go home. I hate people.\n']
Sat May 02 00:00:14 PDT 2009,['@foreverkid fuckyeahdblaise and fuckyeahhalvo just passed you on my tumblr crushes  HOW DOES THAT MAKE YOU FEEL?\n']
Sat May 02 00:00:18 PDT 2009,['Wondering if its possible to be completly excited about opening a new chapter while totally fearing it at the same time... Stumped \n']
Sat May 02 00:00:19 PDT 2009,"['""lot\'s of rain', ' for the next few days ""\n']"
Sat May 02 00:00:21 PDT 2009,"['""Lol', ' Have to play a Prince song for School.  Very sloow and boring', ' but too easy too. *Sigh*""\n']"
Sat May 02 00:00:23 PDT 2009,"[""@markryes I'll be working \n""]"
Sat May 02 00:00:24 PDT 2009,"['""Nike have a clearence sale on', "" wanted some running trainers but can't view the site on my iPhone"", ' it\'s all in flash! With no HTML option ""\n']"
Sat May 02 00:00:28 PDT 2009,"['""0 direct messages... hmm and i havent figured out how to send messages either', ' i always get a stupid error message or something ""\n']"
Sat May 02 00:00:28 PDT 2009,['@JakeMaydayP aww  thats awful...\n']
Sat May 02 00:00:29 PDT 2009,['Hopefully I will sleep longer than 45min tonight...prob not tho.  \n']
Sat May 02 00:00:29 PDT 2009,['No pictures  Anyone know a good chapter to read whilst on train?\n']
Sat May 02 00:00:42 PDT 2009,"[""@letmesign I'm so sad that one of the twins died. And tonks \n""]"
Sat May 02 00:00:43 PDT 2009,['@CRChan atleast u have a job \n']
Sat May 02 00:00:44 PDT 2009,['Cant sleep and its 3am... \n']
Sat May 02 00:00:49 PDT 2009,['@cookiemonster82 :  its still aching... i did the &quot;hot water&quot; therapy.. but may have to go see a doc\n']
Sat May 02 00:00:49 PDT 2009,"['""It\'s 1am and I just woke up after falling asleep on the couch. Ergh', ' now I need to try to get back asleep. Not going to happen I think ""\n']"
Sat May 02 00:00:51 PDT 2009,"[""@diigo fail again   New comment on &quot;Selecting any tags shows error: 'no bookmarks tagged (tag name)'&quot; : http://bit.ly/OEphu\n""]"
