Date,Tweet
Sun Jun 14 14:31:20 PDT 2009,['@squarespace Dang another One goes ... \n']
Sun Jun 14 14:31:20 PDT 2009,"[""Frak. Now I feel guilty for not going to hang with my dad sooner. He don't need to ream me out; I can do a stellar job of doing it myself \n""]"
Sun Jun 14 14:31:21 PDT 2009,"['""@jaenarae. I assume ur not at my grad  haha jk', "" don't eat too much foo"", ' there\'s a shitload of food at the house!""\n']"
Sun Jun 14 14:31:21 PDT 2009,['Ugh this is crap \n']
Sun Jun 14 14:31:23 PDT 2009,['@bobbyvaughn http://twitpic.com/7ejkl - what about freaking out      just the underlined ones you guys are playing?    and what time a ...\n']
Sun Jun 14 14:31:23 PDT 2009,"[""@_secretgarden_ oh she's a wee doll...they live in Blackrock in Dublin though so won't see them too often \n""]"
Sun Jun 14 14:31:25 PDT 2009,['@trniii ok im not sad anymore...that leads me to think about what else i say to you that you dont pay attention too...sad again \n']
Sun Jun 14 14:31:26 PDT 2009,['ate too much \n']
Sun Jun 14 14:31:28 PDT 2009,"['""Oh no!! Tomorrow it\'s Monday!!    But on Tuesday is the launch of  &quot;Lines', ' Vines', ' and Trying times!""\n']"
Sun Jun 14 14:31:28 PDT 2009,['@mycahhhx3 i know man. makes me sad  i am actually named after that legend though! \n']
Sun Jun 14 14:31:30 PDT 2009,['on my way back to nj... boo. \n']
Sun Jun 14 14:31:30 PDT 2009,"[""@Merebearrr I love u too!!! Times a trillion an one. We aren't on the same time zone anymore \n""]"
Sun Jun 14 14:31:31 PDT 2009,['Blah...This sucks no one is fun here! \n']
Sun Jun 14 14:31:32 PDT 2009,['@knowlt22 its a beautiful day today...but I worked all day  Are you free this week to hang out?\n']
Sun Jun 14 14:31:33 PDT 2009,['lying in bed. end of the weeked \n']
Sun Jun 14 14:31:33 PDT 2009,['Is tweeting by peer pressure \n']
Sun Jun 14 14:31:36 PDT 2009,['Just had a very large vodka. May need another. Feeling pretty low tonight \n']
Sun Jun 14 14:31:36 PDT 2009,['@camarilladesign there were buttons of anime characters on my bag and one of them was taken at the party. i got em with friends in london \n']
Sun Jun 14 14:31:37 PDT 2009,['@WOAHAmber You are! Please believe me \n']
Sun Jun 14 14:31:39 PDT 2009,['@Katehlouise your a failure in life katie ... tut tut ... i didnt think that this alan carr chatty man was a chat show  let down !!\n']
Sun Jun 14 14:31:39 PDT 2009,['back from picking up the BIL at the airport.  Made a stop at VooDoo Doughnut- first impression- How fun! Tasty doughnuts- not so much \n']
Sun Jun 14 14:31:40 PDT 2009,"[""Well I hope I don't lose my leg over this whole deal!! \n""]"
Sun Jun 14 14:31:42 PDT 2009,['just raided the thrift store. no good finds today \n']
Sun Jun 14 14:31:42 PDT 2009,['@Borrah20 oh no!!!! That means no drinks tonight \n']
Sun Jun 14 14:31:42 PDT 2009,['tomorrow is my last day at A&amp;D HS  fml and fuck dat cracka school next year!\n']
Sun Jun 14 14:31:42 PDT 2009,"['""@callmemiley I know I wish I could\'ve stayed longer  And mmhmm I see you jetskiing with out me&gt;&gt;? haha', ' I definitely will visit again tho""\n']"
Sun Jun 14 14:31:43 PDT 2009,"[""@speedyb I can't get that eminem album that u did for me to work \n""]"
Sun Jun 14 14:31:45 PDT 2009,['trying to talk to mcfly fans not many of my friends are fans of theirs \n']
Sun Jun 14 14:31:47 PDT 2009,"[""@PapaRoachGirl94 we're losing K severely to other bands which is unfortunate \n""]"
Sun Jun 14 14:31:47 PDT 2009,"['""First break - down to 2545 chips  Average 3600 - 233 seats available - 8021 player', ' left 6688""\n']"
Sun Jun 14 14:31:49 PDT 2009,['@LilRedBabi i dont remeber blocking you. i dont even block the haters. im sorry \n']
Sun Jun 14 14:31:48 PDT 2009,"[""Bad news also i didn't get in the radio 1 work experience \n""]"
Sun Jun 14 14:31:49 PDT 2009,['@grandemarshall i wish there was a beach near by  i thuoght you were in philly? &amp;i wanna go to LA so bad. I leave for florida tuesday \n']
Sun Jun 14 14:31:50 PDT 2009,"[""@mozwold LMAO cheeky git LOL  first time this weekend! lol ;-)  I dont enjoy running it bores me sh1tless i'm afraid \n""]"
Sun Jun 14 14:31:51 PDT 2009,['@MargoNatalie Yeah. I know \n']
Sun Jun 14 14:31:53 PDT 2009,['Why do weekends always seem to be on fast forward???  x\n']
Sun Jun 14 14:31:56 PDT 2009,['I have too many mosquito bites on my back.. really irritating \n']
Sun Jun 14 14:31:58 PDT 2009,"['""@SaveOurShoes the irregular choice store around soho somewhere', ' I can\'t remember but they have apparell too and i am so jeluzzzz ""\n']"
Sun Jun 14 14:31:59 PDT 2009,"['""gayyy', ' there\'s like no honey in the fridge ""\n']"
Sun Jun 14 14:31:59 PDT 2009,"[""@The2ndAct Goo luck dude! My team pulled out of running so I won't see at the screening. \n""]"
Sun Jun 14 14:32:00 PDT 2009,"['""Super bummed that our HBO won\'t be installed until next Wednesday', ' I\'ll have to watch the first season 2 episode of True Blood online. ""\n']"
Sun Jun 14 14:32:00 PDT 2009,['Thales emo \n']
Sun Jun 14 14:32:00 PDT 2009,"[""@charisbad we aren't playing that date  I wish. But well be in Allston on July 19th\n""]"
Sun Jun 14 14:32:07 PDT 2009,[' Mimi needs to stop doing drugsss\n']
Sun Jun 14 14:32:07 PDT 2009,['MY HAIR IS F**KING STUPID I LOOK LIKE FARAH FAWCETT OUT OF CHARLIES ANGELS. \n']
Sun Jun 14 14:32:09 PDT 2009,"[""@Shaun_R How'd you manage to brick it?! \n""]"
Sun Jun 14 14:32:10 PDT 2009,"[""@xo_amanda_xo the worst is we have huge windows here and people are coming in shorts and I'm wearing a jacket cause its cold in here lol \n""]"
Sun Jun 14 14:32:10 PDT 2009,"[""@kinaj it's not for everyone... \n""]"
Sun Jun 14 14:32:10 PDT 2009,"[""Exam Day  ahhhhhhhh. haha thanks for all the good luck's - i'm going to need them!! xox\n""]"
Sun Jun 14 14:32:11 PDT 2009,"[""At work early. Maybe we'll get out early too... probably not. \n""]"
Sun Jun 14 14:32:11 PDT 2009,['I miss everyone already... back in NY \n']
Sun Jun 14 14:32:12 PDT 2009,['@pursebuzz I hate when that happens  sorry hon\n']
Sun Jun 14 14:32:12 PDT 2009,['uugghhh...no more boookkksss! \n']
Sun Jun 14 14:32:12 PDT 2009,"[""my julie mangoes are getting nice and ripe    there is a bird's nest in my mango tree  \n""]"
Sun Jun 14 14:32:13 PDT 2009,['@patrickrajczak YOU WISH BEOTCH. My back hurts \n']
