Date,Tweet,Country
Date,Tweet,Country
Sun Apr 28 23:59:59 +0000 2019,b'@munilot @cat_aikins Wow!!!!',"Cleveland, OH"
Sun Apr 28 23:59:59 +0000 2019,b'Sweet Jesus \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3 https://t.co/L8fJ99RHHi',"Daytona Beach, FL"
Sun Apr 28 23:59:59 +0000 2019,b'@swmckewonOWH @OWHbigred Who hoo!',"Clive, IA"
Sun Apr 28 23:59:59 +0000 2019,"b""@GeorgeTakei No.  That's not what primaries are about.  We need a vigorous and thorough vetting.""","Coventry, RI"
Sun Apr 28 23:59:59 +0000 2019,b'I\xe2\x80\x99m smart but dumb',"Utah, USA"
Sun Apr 28 23:59:59 +0000 2019,"b'Unfortunately I feel in the style cycle trends, Heroes in Crisis shares more with 13 Reasons Why and that\xe2\x80\x99s one of the reasons why I left'","Medford, MA"
Sun Apr 28 23:59:59 +0000 2019,"b'@YeBelieveInGod @netflix The Book is always better (lol)  , but I enjoyed it !'","Flower Mound, TX"
Sun Apr 28 23:59:59 +0000 2019,b'Blessings!!!!! https://t.co/TTx8G2CMvV',"Cape Coral, FL"
Sun Apr 28 23:59:59 +0000 2019,"b'Me in the corner, while pierre plays video games and ignores me. https://t.co/MnPmCB67ZP'","Long Beach, CA"
Sun Apr 28 23:59:59 +0000 2019,"b""3 days before the  2016 election @SenSanders said people who thought about voting for @realDonaldTrump weren't raci\xe2\x80\xa6 https://t.co/XIsDhojrgE""","Greensburg, PA"
Sun Apr 28 23:59:59 +0000 2019,b'@RepJeffries well said!',"Queens, NY"
Sun Apr 28 23:59:59 +0000 2019,b'im fudgin borrreeeeD',"Las Vegas, NV"
Sun Apr 28 23:59:59 +0000 2019,b'@AlyDoesItBest Wassup',"Chicago, IL"
Sun Apr 28 23:59:59 +0000 2019,b'@mtlkeith @JettiWhitewolf @Wewillrocku66 @sronga93 @GibsonGothMan @loinclothnation @Red_Hawk_Rising @Edmon188\xe2\x80\xa6 https://t.co/ayy5fxJjOi',"Eugene, OR"
Sun Apr 28 23:59:59 +0000 2019,b'WHY WOULD SHE DO THAT https://t.co/9xTmJ86jYI',"Plantation, FL"
Sun Apr 28 23:59:58 +0000 2019,b'Congratulations to @PatrickCreadon for creating such an awesome #HesburghMovie and a great Chicago event\xe2\x80\xa6 https://t.co/kXLSEascFT',"Chicago, IL"
Sun Apr 28 23:59:58 +0000 2019,b'@lawrencelane56 Ender',"Bellview, FL"
Sun Apr 28 23:59:58 +0000 2019,"b""@phillip_burwell Can I give you a hug tommorow and  I don't see you last week at all last week .\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99\xf0\x9f\x92\x99hard work really pays off .""","Raleigh, NC"
Sun Apr 28 23:59:58 +0000 2019,b'@iamirishdave @Twitter @facebook @instagram My thought is. What is worth your time investment: growth &amp; engagement\xe2\x80\xa6 https://t.co/kbicT4E5b3',"Bowling Green, KY"
Sun Apr 28 23:59:58 +0000 2019,b'This is America!   Fair going on in the mall parking lot... USA made Titan front and center...  KC will rock this p\xe2\x80\xa6 https://t.co/FUDKtSbUQY',"Chattanooga, TN"
Sun Apr 28 23:59:58 +0000 2019,b'@alonballon https://t.co/cFLnkXnUrI',"State College, PA"
Sun Apr 28 23:59:58 +0000 2019,b'Kyle Smith for GM #Redskins',"Alabama, USA"
Sun Apr 28 23:59:58 +0000 2019,b'You will be missed next year @swartz78 https://t.co/njC6VC5okV',"Carmel, IN"
Sun Apr 28 23:59:58 +0000 2019,b'@acolguin @Padres @Dodgers @PetcoPark YES',"Studio City, Los Angeles"
Sun Apr 28 23:59:58 +0000 2019,b'Our strength and conditioning program is one of the best in the Nation. I\xe2\x80\x99m a testimony. #buffnation #ebiGod https://t.co/haRzOEAkmx',"Canyon, TX"
Sun Apr 28 23:59:58 +0000 2019,b'Need to find some dread head friends',"Lowell, MA"
Sun Apr 28 23:59:58 +0000 2019,b'@QTAnon1 Neither',"Virginia, USA"
Sun Apr 28 23:59:58 +0000 2019,"b'Want to work in #ColoradoSprings, CO? View our latest opening: https://t.co/ONBKVnvUFk #Accounting'","Colorado Springs, CO"
Sun Apr 28 23:59:57 +0000 2019,b'Hiking Hanging Rock! https://t.co/TW0zRCoHoI',"Danville, VA"
Sun Apr 28 23:59:57 +0000 2019,b'@madi_kaylyn OMG',"Temple, TX"
Sun Apr 28 23:59:57 +0000 2019,"b'Because when you stop and  look around, this life is pretty amazing \xf0\x9f\x98\x89\xf0\x9f\x98\x8d\xf0\x9f\x8c\xb1\xf0\x9f\x8c\xb2\xf0\x9f\x90\x9e\xf0\x9f\x8c\xbb\n#happymonday !\n..\n..\n..\n#nature\xe2\x80\xa6 https://t.co/zmv5ZafhnA'","Sacramento, CA"
Sun Apr 28 23:59:57 +0000 2019,"b""If you're looking for work in #MONTEVISTA, CA, check out this #IT job via the link in our bio: Test Analyst at Cognizant""","Cupertino, CA"
