Date,Tweet
Fri May 01 20:08:46 PDT 2009,['jayseto@KevinSpacey I loved you in American Beauty (which is my favourite movie) and I think your AMAZING.... please visit sydney \n']
Fri May 01 20:08:47 PDT 2009,['Bad hair day for Sarah. \n']
Fri May 01 20:08:49 PDT 2009,"[""It's N-O-N  P-H-I-X-I-O-N!!!!!!! Miss my Jedi Mind Tricks Music.. \n""]"
Fri May 01 20:08:49 PDT 2009,['Twitter hate me \n']
Fri May 01 20:08:49 PDT 2009,"['""did i mention', ' I miss @gabrielleliorti  sorry to vent. nothings working right.clearly.""\n']"
Fri May 01 20:08:51 PDT 2009,"[""swine flu attacks HK so i can't go  screw you swines!\n""]"
Fri May 01 20:08:52 PDT 2009,"['""Please God', ' make me better again ""\n']"
Fri May 01 20:08:52 PDT 2009,['Wants to walk to the store for dessert but its raining \n']
Fri May 01 20:08:56 PDT 2009,['@minnie_boo oh no Minzzzz  so sadd to c a fellow friend suffering the way i did. fukourlives!\n']
Fri May 01 20:08:56 PDT 2009,"['""I didn\'t win the NKOTB contest.  But I\'ve met them', ' and I will again on June 2nd and see them from the 11th row. So I\'m good.""\n']"
Fri May 01 20:08:57 PDT 2009,['Tuesday and I are going to watch scary movies. And eat junk food. But no cookie dough. \n']
Fri May 01 20:08:58 PDT 2009,"[""@MsAmeliaBadila no fair! My phone can't show pictures...my answer was based off of what Amy said \n""]"
Fri May 01 20:08:58 PDT 2009,"[""Michelle is sad that she's not running the mini marathon tomorrow!  \n""]"
Fri May 01 20:08:59 PDT 2009,['@justashley  my head is pounding and I got a robot stalker... Hope ur day is better\n']
Fri May 01 20:09:01 PDT 2009,['study for finals alllllll night \n']
Fri May 01 20:09:03 PDT 2009,['@amyprutch hmmm.. Cheese is good but it sucks that IGA here charge $20 a lb. for very ordinary English Cheshire. \n']
Fri May 01 20:09:04 PDT 2009,['misses having all her friends in the same apartment building with her... and always having a free hangout spot... I miss DCP \n']
Fri May 01 20:09:06 PDT 2009,['@IncredibleLAGO tell Kelly ass to call me!!!!! \n']
Fri May 01 20:09:06 PDT 2009,['right about now i would give absolutely annything to go back in time.. even just for one night. i miss my old life.....  pleeeease..?\n']
Fri May 01 20:09:10 PDT 2009,"[""Argh! There's this Fly circling around my computer! And I don't want to slap it in case I scratch my monitor! Argh! \n""]"
Fri May 01 20:09:10 PDT 2009,"['""such a nice day', ' too bad i have no plans ""\n']"
