Date,Tweet
Thu May 14 00:00:01 PDT 2009,['morning all so how r we on this gray and gloomy day \n']
Thu May 14 00:00:02 PDT 2009,['@dollarcoin there was nothing \n']
Thu May 14 00:00:03 PDT 2009,"['""I love Charlie', ' I wish he would come back on Lost. ""\n']"
Thu May 14 00:00:16 PDT 2009,"['""I had a dream before I was at dennys with Patrick Swayze', ' I hate dennys but I love Patrick.. I hope he is ok.. ""\n']"
Thu May 14 00:00:18 PDT 2009,['fell asleep too late. woke up lil too early.  just 30 min more...\n']
Thu May 14 00:00:22 PDT 2009,['@brenditaaloz u no longer want 2 be my friend cause u now have famous radio friends  like the WEALTHY weather girl...\n']
Thu May 14 00:00:23 PDT 2009,"[""listening to some muzic .... lol fallin 4 some 1 i'm NEVER going to meet !!!!! \n""]"
Thu May 14 00:00:26 PDT 2009,['NOT COOL!! IM NOT GOING TO SOVERIGN HILL TOMORROW WITH STEPHANIE!!! \n']
Thu May 14 00:00:33 PDT 2009,"[""I'm not looking forward to 4th of July this year \n""]"
Thu May 14 00:00:35 PDT 2009,['My REPLY stream is DEAD! \n']
Thu May 14 00:00:35 PDT 2009,['Danny Gokey is out  sad...sad..sad...  \n']
Thu May 14 00:00:35 PDT 2009,['@pj_endrinal do you know where i can buy a quest shirt online? \n']
Thu May 14 00:00:37 PDT 2009,['@Asfaq bastard! Thats the food i miss now \n']
Thu May 14 00:00:38 PDT 2009,"['""not coming tomorrow', ' and no. sorrrrrrry. ""\n']"
Thu May 14 00:00:40 PDT 2009,['Manually entered all of my contacts into my new phone. \n']
Thu May 14 00:00:41 PDT 2009,"['""#shame just had to ring 1 of the stepford wives', "" meeting them at school gates to do Elly's hair"", ' french plait #fail anything tidy #fail ""\n']"
Thu May 14 00:00:43 PDT 2009,['@theADUB im srry \n']
Thu May 14 00:00:43 PDT 2009,['@HeleneVolturi waiting of you \n']
Thu May 14 00:00:44 PDT 2009,"[""Just had three power outages and now my computer won't start \n""]"
Thu May 14 00:00:44 PDT 2009,['FML i might not be able to get into the club to see vertical horizon... Sucks not being 21  [ i &lt;3 zeRi/ S.A.]\n']
Thu May 14 00:00:45 PDT 2009,"[""@lalavazquez I'm gonna come now... I'm about to go \n""]"
Thu May 14 00:00:46 PDT 2009,['Goin for my first meal of the day. Work is crazy \n']
Thu May 14 00:00:49 PDT 2009,"['""Man', ' stupid internet. Keeps crapping out on me. ""\n']"
Thu May 14 00:00:52 PDT 2009,"['""Morning Lovelies ', ' almost ready but now i have to wait for my mother to get ready  how can i occupy another hour of my time ?""\n']"
Thu May 14 00:00:52 PDT 2009,['@witchcody nope. \n']
Thu May 14 00:00:58 PDT 2009,['y didnt i wait to watch 1408 w/ @ashleytisdale instead of watching it by myself in my dark garage w/ my dad snoring B4 i go to bed! Ahh! \n']
Thu May 14 00:00:59 PDT 2009,"['""just call me chippy', ' with the way im going through my teeth. ""\n']"
Thu May 14 00:01:10 PDT 2009,['@sandrapohan i gots no cash wit me \n']
Thu May 14 00:01:12 PDT 2009,"['""Photo: michaelmcgee: Oh. No. Trying to say something Witte here', ' but I just can�t� Terrible Photoshop  They... http://tumblr.com/xza1s202k""\n']"
Thu May 14 00:01:16 PDT 2009,['aah my new headphones are lovely. Nothing is as good as the old broken set however \n']
Thu May 14 00:01:21 PDT 2009,"['""I think the new people I added to my Mafia Wars family are attacking me... Uncool people', ' uncool! ""\n']"
Thu May 14 00:01:21 PDT 2009,"['""Uuuuuuuugh', ' I don\'t want to go to class. ""\n']"
Thu May 14 00:01:23 PDT 2009,['going to Chennai \n']
Thu May 14 00:01:25 PDT 2009,"['""@MorganHug :  aw. dateless to prom? Well at least you are going', ' I never went to prom. myspace me?  myspace.com/joshuadanger""\n']"
Thu May 14 00:01:26 PDT 2009,['Have no energy \n']
Thu May 14 00:01:28 PDT 2009,"[""Another exam haven't revisied enough SHIT \n""]"
Thu May 14 00:01:30 PDT 2009,['Hello getting ready for bed after I was looking for the cast of friends. I did not found everyone \n']
Thu May 14 00:01:31 PDT 2009,"['""I miss my sweetie!  Anyway', ' I swear I\'m going job hunting tomorrow.  I don\'t want the jobs that were offered to me...They aren\'t my style.""\n']"
Thu May 14 00:01:32 PDT 2009,"[""@Jtf 5 citcon t-shirts -- my wife didn't let me keep the yellow ones \n""]"
Thu May 14 00:01:32 PDT 2009,['I hate doing dishes after pasta bake night \n']
Thu May 14 00:01:34 PDT 2009,"['""@RaziRazak  i know.... time to get some proper rest honey! if not', ' next time how.. xx""\n']"
Thu May 14 00:01:35 PDT 2009,"['""@simonrim Oh Simon', "" you've upset me"", "" a humble Man U fan  But as my hubby is L'pool"", ' he sys he\'s right with u on that one - Tsk - Boys !!""\n']"
Thu May 14 00:03:37 PDT 2009,['going to be bed and missing my sweetheart  Goodnite tweeters!!\n']
Thu May 14 00:03:37 PDT 2009,['There powers out &amp; my flash battery is dead \n']
Thu May 14 00:03:38 PDT 2009,"[""@gn0s1s It hasn't downloaded yet \n""]"
Thu May 14 00:03:38 PDT 2009,['@guttedgrace I am SO sorry I forgot to get you today  I bet someone will let you borrow their car? (wink wink Stephy)\n']
Thu May 14 00:03:43 PDT 2009,"[""can't sleep...  looking at recital rep...\n""]"
Thu May 14 00:03:44 PDT 2009,['@heraldsunscoop so has it hit australia yet about Kate and Peter brakeing up its very sad \n']
Thu May 14 00:03:47 PDT 2009,['is getting a cold.. i gots the sniffles and sneezes  nooooooooooooo!\n']
Thu May 14 00:03:50 PDT 2009,['my watch strap pulled a thread and now the knit is unraveling \n']
Thu May 14 00:03:50 PDT 2009,"['""@Kitta awwww babe that sux! me is sick too', ' but no bed for me', ' I gotsta work ""\n']"
Thu May 14 00:03:58 PDT 2009,"['""its so sad when you see an animal begin to age', ' my pup is 12 and oldest cat now 9  i feel old""\n']"
Thu May 14 00:04:00 PDT 2009,"[""@nushaaa Panzer?  Whats that?  I'm confused \n""]"
Thu May 14 00:04:01 PDT 2009,['I miss my friend \n']
Thu May 14 00:04:02 PDT 2009,['@mandyluvsjbx3  is it like being really slow or something?? its not working on my computer! gaaah\n']
Thu May 14 00:04:02 PDT 2009,['FRENCH ORAL exam today  Noooooooooooooo!!eith an external examiner... great :/ be home by 12.30 though  english revision then ..\n']
Thu May 14 00:04:05 PDT 2009,['is feeling downnn \n']
Thu May 14 00:04:09 PDT 2009,['Hi twitterholics how ya all doin? a good day to all xxxxwhat is the weather like were u at? miserable and cold here \n']
Thu May 14 00:04:13 PDT 2009,['i need a ciggi! not available in CU canteen!  gareeb sale! :X\n']
Thu May 14 00:04:18 PDT 2009,"['""we\'re all sneezing now', ' with headaches and the baby\'s got a high temp. Kristina\'s got a sore throught.  not fun.""\n']"
Thu May 14 00:04:20 PDT 2009,['@jgrace Share the love! \n']
Thu May 14 00:04:21 PDT 2009,"[""I HATE LITERATURE  I'm bored as hell.\n""]"
Thu May 14 00:04:22 PDT 2009,"['""@kasey79 as much as I want to be here', ' what to do what to do ""\n']"
