Date,Tweet
Thu Jun 25 00:00:01 PDT 2009,"['""they say hard work pays off', ' but i havent seen the fruits of my labor yet. they say patience is a virtue', ' all that got me is a blown face ""\n']"
Thu Jun 25 00:00:05 PDT 2009,['getting some coffee in ahead of big day of meeetings from 8.30 til 6 . Eeeek \n']
Thu Jun 25 00:00:08 PDT 2009,['@fellintopieces im sorry  next time??\n']
Thu Jun 25 00:00:09 PDT 2009,['is it just me? ....or it getting damn cold again? \n']
Thu Jun 25 00:00:18 PDT 2009,"['""@southoffebruary Aww', ' opportunity lost  lol""\n']"
Thu Jun 25 00:00:18 PDT 2009,['Emerge back out to the world after 2 days off talking to the great white polo \n']
Thu Jun 25 00:00:18 PDT 2009,['morning off to skool headteacher in 2 of our lesson im not trusted \n']
Thu Jun 25 00:00:19 PDT 2009,"['""i want mr wilson back  my mum thinks @Georgecraigono looks like kris off bb', ' lmao. somehow i don\'t see it""\n']"
Thu Jun 25 00:00:20 PDT 2009,"['""@Kyleetothe Yeah', ' all my little cousins ate it. ""\n']"
Thu Jun 25 00:00:21 PDT 2009,['man i wish i was in super bad... \n']
Thu Jun 25 00:00:22 PDT 2009,"['""@Reflexao Ooommmggg...! The AC movie has Apollo in it', ' my favorite AC character! Kevin stole him from my town in the DS game ""\n']"
Thu Jun 25 00:00:23 PDT 2009,"[""I just found out what I'm thinking about... Or what I think I found idk... Once again I'm lost \n""]"
Thu Jun 25 00:00:24 PDT 2009,"[""@aprismyth no you don't and my hair is disgusting \n""]"
Thu Jun 25 00:00:25 PDT 2009,"[""I want to sleep but stupid dryer didn't dry my clothers \n""]"
Thu Jun 25 00:00:27 PDT 2009,['back @work...   - Endspurt ins Wochenende!\n']
Thu Jun 25 00:00:28 PDT 2009,"['""is wfh today', ' Mims still not well ""\n']"
Thu Jun 25 00:00:30 PDT 2009,['doing homework   BLEH \n']
Thu Jun 25 00:00:31 PDT 2009,"[""@THE_REAL_SHAQ Say it ain't so Shaq!  Y-you promised me a ring...   \n""]"
Thu Jun 25 00:00:33 PDT 2009,"[""@willtompsett Hey Will... aw shame is your little guy still so sick? I'm so sorry to hear that.  *hugs* And you too now? Oh dear...\n""]"
Thu Jun 25 00:00:33 PDT 2009,['Feels like I have an ear infection....owwwwy \n']
Thu Jun 25 00:00:33 PDT 2009,['lesson will NOT end early as what the faci say................... \n']
Thu Jun 25 00:00:34 PDT 2009,"['""@sakbaboy I am on it', ' I have to fly back to Q8 today though ""\n']"
Thu Jun 25 00:00:36 PDT 2009,['@JenniPowell page not found. \n']
Thu Jun 25 00:00:42 PDT 2009,['@hannahnicklin I find it impossible to sleep past 8am. Sitting at train station now... \n']
Thu Jun 25 00:00:43 PDT 2009,"[""ayla's away to san anton \n""]"
Thu Jun 25 00:00:49 PDT 2009,"[""I would like to have a vacation... but I don't ever get any time off. \n""]"
Thu Jun 25 00:00:49 PDT 2009,"[""I just want a guy that'll treat me nice.  where are all those guys?\n""]"
Thu Jun 25 00:00:49 PDT 2009,['@camerontdf @ericjtdf @davidptdf You guys have no idea how much @alexjonasojd &amp; I reminisce about May 6th like every week. We miss you&lt;3 \n']
Thu Jun 25 00:00:49 PDT 2009,['and the Fallout 3 Patch to Version 1.6 ist out too ... and in combination with Broken Steel it still crashed when exiting the game \n']
Thu Jun 25 00:00:50 PDT 2009,"['""@BillHarper sorry Bill', ' didn\'t anyone tell you? that\'s an MIL requirement- it\'s written in the constitution. ""\n']"
Thu Jun 25 00:00:50 PDT 2009,"[""@smileshutter Me too  I'll go check it out \n""]"
Thu Jun 25 00:00:50 PDT 2009,"['""End result even worse. 13 LOB. 1-15 RISP. I hate you', ' #cubs. ""\n']"
Thu Jun 25 00:00:53 PDT 2009,"['""@PanNORA no love 4 larry &quot;the leg&quot; craig? (via @peoplegogy) he broke my heart', '  sadly I\'m not his type ""\n']"
Thu Jun 25 00:00:53 PDT 2009,['is off to bed! Gotta get up early (6 am) to drop off kendra! \n']
Thu Jun 25 00:00:54 PDT 2009,['Eating more salad.  I am going to treat myself to a couple of egg rolls and rice in a few though!\n']
Thu Jun 25 00:00:54 PDT 2009,['heartbroken and tired...i hope the iranians do not suffer in vain. my heart hurts for my people  #iran #iranelection\n']
Thu Jun 25 00:00:56 PDT 2009,"[""Its so sad that my cat doesn't fight me when I have to give her her inhaler...she knows it makes her better \n""]"
Thu Jun 25 00:00:56 PDT 2009,['The first day of the holidays and I bored me already  &lt;33\n']
Thu Jun 25 00:00:57 PDT 2009,"['""@AshleyNiles  I\'m sorry', ' sucks""\n']"
Thu Jun 25 00:00:58 PDT 2009,"['""work ipod', ' work.  ""\n']"
Thu Jun 25 00:01:00 PDT 2009,"['""@paranaaaahh YES', ' shia is HOTT&lt;3 hahaha. &amp; dude i know right! we need more kevin love ""\n']"
Thu Jun 25 00:01:02 PDT 2009,['got the 3th call in two hours  no breakfast until now\n']
Thu Jun 25 00:01:02 PDT 2009,['@djmarkknight mark! i wont be seeing you tomorrow at spybar \n']
Thu Jun 25 00:01:03 PDT 2009,['Still melting. Ice cubes on my face. Will never sleep \n']
Thu Jun 25 00:01:04 PDT 2009,"['""One margaritta is my limit after a long day at work. Two is already pushing it', ' sadly ""\n']"
Thu Jun 25 00:01:07 PDT 2009,['yeah! man !Ah ah ah! Humming and beatbox at the same time is so hard \n']
Thu Jun 25 00:01:08 PDT 2009,['@thisised Well Ed Tonight They Left U Hangin Bro \n']
Thu Jun 25 00:01:10 PDT 2009,"[""I'm sick of not being able to sleep at night \n""]"
Thu Jun 25 00:01:14 PDT 2009,['@mtwstudios three of us accidently went back to the same place in IL3 and waited forevers \n']
Thu Jun 25 00:01:14 PDT 2009,['Aw i lost followers! boo  any hoo morning all hows everyones thursdsay going for them?\n']
Thu Jun 25 00:01:14 PDT 2009,['Our school show was awesome sucks its over now \n']
Thu Jun 25 00:01:15 PDT 2009,['@azza_turbo I am lost. Please help me find a good home. \n']
Thu Jun 25 00:01:15 PDT 2009,"[""@AK618 BLAH maybe he recognized me and he's still mad for asking him to sign after that last game. or something. I can't see his pics. \n""]"
Thu Jun 25 00:01:17 PDT 2009,['Oh how I miss those days... Would do anything to have them back. Unfortunately people change!!! \n']
Thu Jun 25 00:01:17 PDT 2009,"['""@TheEllenShow I miss watching you ellen ( since the start of school last June 8  super busy with my kids', ' household chores', ' office work""\n']"
Thu Jun 25 00:01:17 PDT 2009,['@Kettums maybe? maybe not? i totally just replied to myself.  hahaha\n']
Thu Jun 25 00:01:18 PDT 2009,['@TynzBoomPow HAHA! Come over now!  I can eat luh \n']
Thu Jun 25 00:01:18 PDT 2009,"[""@DoctorJack i knows  i fail. when i get behind it's so hard to pick back up because I just have *that* much more to say.\n""]"
Thu Jun 25 00:01:18 PDT 2009,['@MiseryLuvsMe no \n']
Thu Jun 25 00:01:19 PDT 2009,['why doesnt @que_day26 get on twitter anymore \n']
Thu Jun 25 00:01:22 PDT 2009,['in orange county \n']
Thu Jun 25 00:01:23 PDT 2009,"[""I just can't get up from this bed . \n""]"
Thu Jun 25 00:01:24 PDT 2009,['Thinking about 140char poems and something to swap up for #tweetcamp this weekend but drawing blanks  You others doing any better?\n']
Thu Jun 25 00:01:24 PDT 2009,['@MarielMendoza i want some \n']
Thu Jun 25 00:01:26 PDT 2009,"['""@nhv09 Damn', ' Everyone on that Transformer shit', ' I wanna see it soo bad  Dont have time to go to the movies""\n']"
Thu Jun 25 00:01:27 PDT 2009,"['""Maaaan', "" driving a bus in D'dorf must be really fun"", ' just hit the pedal fully then step on the break as hell. Watch my coffee spill ""\n']"
Thu Jun 25 00:01:28 PDT 2009,['The first day of the holidays and I bored me already \n']
Thu Jun 25 00:01:28 PDT 2009,['today was SUPER FUN. i liked how everyone soaked ME. -__- i got injured badly.. hello knee scars!  hurts! ill toughen it out.\n']
Thu Jun 25 00:01:28 PDT 2009,"[""This damn cough &amp; flu better go away tomorrow!!!! I don't wanna b sick in hell!! (100 degree weather) \n""]"
Thu Jun 25 00:01:34 PDT 2009,['bad weather - bad mood! \n']
Thu Jun 25 00:01:36 PDT 2009,"[""Public Enemies kayaknya kok gak maen on time ya di sini huks  can't hardly wait for it!!!!!!!\n""]"
