Date,Tweet,Country
Sat Apr 20 23:59:59 +0000 2019,b'Such a great night last night under the big top watching some very talented student performers #AboutLastNight\xe2\x80\xa6 https://t.co/h4ARsDoUFH',Florida State University
Sat Apr 20 23:59:59 +0000 2019,b'Full time #NJvHOU #NWSL https://t.co/vRfmteOqRQ',"Piscataway, NJ"
Sat Apr 20 23:59:59 +0000 2019,"b'@Doxycyklina1 @EGramse waz, to symbol nauki. Wszyscy wladcy nie lubia ludzi madrych, bo ciezko ich kontrolowac....'","Brooklyn, NY"
Sat Apr 20 23:59:59 +0000 2019,b'@TrudeauBen @alexxxperron @IMStephan @tvanouvelles @RadioCanadaInfo Ouin ! Quelqu\xe2\x80\x99un a \xc2\xab\xc2\xa0fait pas\xc2\xa0\xc2\xbb sa job.',"San Francisco, CA"
Sat Apr 20 23:59:59 +0000 2019,b'Well I guess I\xe2\x80\x99m re-watching Scrubs ....',"Miami, FL"
Sat Apr 20 23:59:59 +0000 2019,b'@wsvn Capital punishment for violent cops!',"McKinney, TX"
Sat Apr 20 23:59:59 +0000 2019,"b""@jgrawrock @mrsholiman Take it to your DMs. I'm not down with Judas.""","Orchards, WA"
Sat Apr 20 23:59:59 +0000 2019,"b'current weather in Coconut Creek: broken clouds, 75\xc2\xb0F\n50% humidity, wind 14mph, pressure 1015mb'","Coconut Creek, FL"
Sat Apr 20 23:59:59 +0000 2019,b'@xonesxo No babe',"Queens, NY"
Sat Apr 20 23:59:58 +0000 2019,b'@TheDailyEdge @realDonaldTrump @MittRomney If @MittRomney wants a #RepublicanParty to survive *45 he should find 6-\xe2\x80\xa6 https://t.co/K8LO3SgVww',"Greater Northdale, FL"
Date,Tweet,Country
Sat Apr 20 23:59:59 +0000 2019,b'Such a great night last night under the big top watching some very talented student performers #AboutLastNight\xe2\x80\xa6 https://t.co/h4ARsDoUFH',Florida State University
Sat Apr 20 23:59:59 +0000 2019,b'Full time #NJvHOU #NWSL https://t.co/vRfmteOqRQ',"Piscataway, NJ"
Sat Apr 20 23:59:59 +0000 2019,"b'@Doxycyklina1 @EGramse waz, to symbol nauki. Wszyscy wladcy nie lubia ludzi madrych, bo ciezko ich kontrolowac....'","Brooklyn, NY"
Sat Apr 20 23:59:59 +0000 2019,b'@TrudeauBen @alexxxperron @IMStephan @tvanouvelles @RadioCanadaInfo Ouin ! Quelqu\xe2\x80\x99un a \xc2\xab\xc2\xa0fait pas\xc2\xa0\xc2\xbb sa job.',"San Francisco, CA"
Sat Apr 20 23:59:59 +0000 2019,b'Well I guess I\xe2\x80\x99m re-watching Scrubs ....',"Miami, FL"
Sat Apr 20 23:59:59 +0000 2019,b'@wsvn Capital punishment for violent cops!',"McKinney, TX"
Sat Apr 20 23:59:59 +0000 2019,"b""@jgrawrock @mrsholiman Take it to your DMs. I'm not down with Judas.""","Orchards, WA"
Sat Apr 20 23:59:59 +0000 2019,"b'current weather in Coconut Creek: broken clouds, 75\xc2\xb0F\n50% humidity, wind 14mph, pressure 1015mb'","Coconut Creek, FL"
Sat Apr 20 23:59:59 +0000 2019,b'@xonesxo No babe',"Queens, NY"
Sat Apr 20 23:59:58 +0000 2019,b'@TheDailyEdge @realDonaldTrump @MittRomney If @MittRomney wants a #RepublicanParty to survive *45 he should find 6-\xe2\x80\xa6 https://t.co/K8LO3SgVww',"Greater Northdale, FL"
Date,Tweet,Country
Sat Apr 20 23:59:59 +0000 2019,b'Such a great night last night under the big top watching some very talented student performers #AboutLastNight\xe2\x80\xa6 https://t.co/h4ARsDoUFH',Florida State University
Sat Apr 20 23:59:59 +0000 2019,b'Full time #NJvHOU #NWSL https://t.co/vRfmteOqRQ',"Piscataway, NJ"
Sat Apr 20 23:59:59 +0000 2019,"b'@Doxycyklina1 @EGramse waz, to symbol nauki. Wszyscy wladcy nie lubia ludzi madrych, bo ciezko ich kontrolowac....'","Brooklyn, NY"
Sat Apr 20 23:59:59 +0000 2019,b'@TrudeauBen @alexxxperron @IMStephan @tvanouvelles @RadioCanadaInfo Ouin ! Quelqu\xe2\x80\x99un a \xc2\xab\xc2\xa0fait pas\xc2\xa0\xc2\xbb sa job.',"San Francisco, CA"
Sat Apr 20 23:59:59 +0000 2019,b'Well I guess I\xe2\x80\x99m re-watching Scrubs ....',"Miami, FL"
Sat Apr 20 23:59:59 +0000 2019,b'@wsvn Capital punishment for violent cops!',"McKinney, TX"
Sat Apr 20 23:59:59 +0000 2019,"b""@jgrawrock @mrsholiman Take it to your DMs. I'm not down with Judas.""","Orchards, WA"
Sat Apr 20 23:59:59 +0000 2019,"b'current weather in Coconut Creek: broken clouds, 75\xc2\xb0F\n50% humidity, wind 14mph, pressure 1015mb'","Coconut Creek, FL"
Sat Apr 20 23:59:59 +0000 2019,b'@xonesxo No babe',"Queens, NY"
Sat Apr 20 23:59:58 +0000 2019,b'@TheDailyEdge @realDonaldTrump @MittRomney If @MittRomney wants a #RepublicanParty to survive *45 he should find 6-\xe2\x80\xa6 https://t.co/K8LO3SgVww',"Greater Northdale, FL"
Sat Apr 20 23:59:58 +0000 2019,b'@tdawghunkerdown Yours was also beautiful...two different worlds hoping that one day we collide\xe2\x9d\xa4\xf0\x9f\x91\x8d\xf0\x9f\x99\x8f',"Arkansas, USA"
Sat Apr 20 23:59:58 +0000 2019,b'Some things don\xe2\x80\x99t change \xf0\x9f\x98\x82 #beforebaby #afterbaby #HappyBirthdayjacobbaby https://t.co/ZkrbiLq5Tz',"Smithton, IL"
Sat Apr 20 23:59:58 +0000 2019,b'Love that @JasonIsbell always has Monkey Man by the Stones on the pre-show house music. Feel like Ray Liotta lookin\xe2\x80\xa6 https://t.co/Mw1hEtckhS',"Louisville, KY"
Sat Apr 20 23:59:58 +0000 2019,"b""@HHassell_15 @DetroitPistons Happy birthday man! \nDetroit Basketball! Let's go!""","Lakeland, MI"
Sat Apr 20 23:59:58 +0000 2019,b'Also I saw the doppelg\xc3\xa4nger myself - I\xe2\x80\x99m convinced he never made it to the event Friday',"SeaTac, WA"
Sat Apr 20 23:59:58 +0000 2019,b'*GREAT* read https://t.co/9TF0aL6jin',"New Orleans, LA"
Sat Apr 20 23:59:58 +0000 2019,"b'If jobs with titles like ""Store Counter Sales"" sound appealing to you, follow us to hear about these types of opportunities in #Nampa, ID.'","Nampa, ID"
Sat Apr 20 23:59:58 +0000 2019,b'#vacation #funtimes #tampabay #riverwalk @ Embassy Suites by Hilton Tampa Downtown Convention Center https://t.co/AJwkPI5BDI',"Tampa, FL"
Sat Apr 20 23:59:58 +0000 2019,b'If I found something like this while digging in Germany I would have stopped and called the bomb squad. https://t.co/q6OKnl9QGd',"Forest Grove, OR"
Sat Apr 20 23:59:58 +0000 2019,b'I don\xe2\x80\x99t see how this team can recover.  Offense was itself today minus its best player and still blow that rubber game.  Pen has no roles.',"Winston-Salem, NC"
Sat Apr 20 23:59:58 +0000 2019,"b'So it has been decreed that me @Kevin_Timm @ImRellyBevis @CWGCLEBuckeyes will be going out to drink, walk on\xe2\x80\xa6 https://t.co/QVerS3a24S'","Bakerstown, PA"
Sat Apr 20 23:59:58 +0000 2019,b'@ParkyB24 @SeanyeeWest Tell ianmaxwell17 to follow me',"Wilmette, IL"
Sat Apr 20 23:59:58 +0000 2019,b'@planetepics \xc2\xa1munchMunchMUNCH! \xf0\x9f\x90\xb0',"Culver City, CA"
Sat Apr 20 23:59:57 +0000 2019,b'@DrawnByLeek Lolol yooooooo',"Richmond, VA"
Sat Apr 20 23:59:57 +0000 2019,b'@woody_woods22 That\xe2\x80\x99s different darlin\xf0\x9f\x99\x84',"Texas, USA"
Sat Apr 20 23:59:57 +0000 2019,"b'@DamHopeless I love you so damn much, it hurts. It\xe2\x80\x99ll hurt more losing you, knowing I couldn\xe2\x80\x99t keep you happy and I\xe2\x80\xa6 https://t.co/3NoEHfDPzz'","Drexel Heights, AZ"
Sat Apr 20 23:59:57 +0000 2019,"b'i\xe2\x80\x99ve been dazed &amp; confused from the day i met you, i lost my head &amp; i\xe2\x80\x99d do it again.'","Las Vegas, NM"
Sat Apr 20 23:59:57 +0000 2019,b'Appreciate it Jaela !\xf0\x9f\xa4\xa3 https://t.co/t8UuC2C91P',"Georgia, USA"
Sat Apr 20 23:59:57 +0000 2019,b'https://t.co/yyiiP2n1R4',"University City, MO"
Sat Apr 20 23:59:57 +0000 2019,"b'MARK 14:34; AND SAITH UNTO THEM, MY SOUL IS EXCEEDING SORROWFUL UNTO DEATH: TARRY YE HERE, AND WATCH:'","Georgia, USA"
Sat Apr 20 23:59:57 +0000 2019,"b""It's #Daenerys on the Iron Throne for sure.""","Nashville, TN"
Sat Apr 20 23:59:57 +0000 2019,b'At The Garden. Absolutely no words right now. @ Madison Square Garden https://t.co/Xo4IYf9TCB',"Manhattan, NY"
Sat Apr 20 23:59:57 +0000 2019,b'so I found 27 eggs \xf0\x9f\xa5\x9a',"Taos, NM"
Sat Apr 20 23:59:56 +0000 2019,b'@NickGer_8  2 days away! https://t.co/j9K7C9vbFz',"Alabama, USA"
Sat Apr 20 23:59:56 +0000 2019,b'@MacCityBetch I appreciate this',"Owings Mills, MD"
