Date,Tweet,Country
Sat Apr 27 23:59:59 +0000 2019,b'i hope @youngthug is having a good day',"Texas, USA"
Sat Apr 27 23:59:59 +0000 2019,"b""@Cbreeeezyy22 same tbh\n\nWe'll work on it \xf0\x9f\x98\x89""","Richmond, VA"
Sat Apr 27 23:59:59 +0000 2019,b'The DAMS Jazz Band is at the Hanover Jazz Band Festival! \xf0\x9f\x90\xbe https://t.co/Cgk32mFJoD',"East York, PA"
Sat Apr 27 23:59:59 +0000 2019,"b'Got up at 6 to go to work, was there all morning and afternoon, worked out afterwards, and now that im done with al\xe2\x80\xa6 https://t.co/xe5YeYfq0J'","Westfield, IN"
Sat Apr 27 23:59:59 +0000 2019,b'Fun time in Chicago reviewing new items for the NBOME. Even got to experience a late season snowfall! @ryanhanrahan\xe2\x80\xa6 https://t.co/7eFYQEvLct',Chicago Marriott O'Hare Pool
Sat Apr 27 23:59:59 +0000 2019,b'@AFP @davidfrum No date?',"Chandler, AZ"
Sat Apr 27 23:59:59 +0000 2019,"b'Just got off the phone with Alec, my heart is so full \xf0\x9f\x98\xa9\xf0\x9f\x98\x8d\xe2\x9d\xa4\xef\xb8\x8f'","Ohio, USA"
Sat Apr 27 23:59:59 +0000 2019,b'\xf0\x9f\xa4\x9e\xf0\x9f\x8f\xbe\xf0\x9f\x92\x93 https://t.co/b3HMY93zHQ',"Warner Robins, GA"
Sat Apr 27 23:59:59 +0000 2019,"b""Um, did someone say it was board game night?\n\nUM, did someone say it was board game night and we're playing Betraya\xe2\x80\xa6 https://t.co/KExQLVq1CJ""","University, FL"
Sat Apr 27 23:59:59 +0000 2019,b'@Frey412 dwn',"Bangor, ME"
Sat Apr 27 23:59:59 +0000 2019,b'It\xe2\x80\x99s almost showtime!!!! #Friday #TGIF #Motivate #Inspire #GlowUp #TheButterflyEffect \xf0\x9f\x90\x9b\xf0\x9f\xa6\x8b\n\n.\n.\n.\xe2\x80\xa6 https://t.co/A4vIF1tWUI',"Baltimore, MD"
Sat Apr 27 23:59:59 +0000 2019,"b'Just posted a photo @ Verona, New Jersey https://t.co/ZgaDQh4sNp'","Verona, NJ"
Sat Apr 27 23:59:59 +0000 2019,b'@menoflastcall Maria says hi',"Ithaca, NY"
Sat Apr 27 23:59:58 +0000 2019,"b""\xf0\x9f\x90\x88 Bella's thinking really hard...I wonder what it was about \xf0\x9f\x90\x88 #Caturday #cats #CatsOfTwitter #catleesimotherofcats\xe2\x80\xa6 https://t.co/tdXTGye06t""","Las Vegas, NV"
Sat Apr 27 23:59:58 +0000 2019,b'@Judyoklahoma You are young at heart. love you!',"Nashville, TN"
Sat Apr 27 23:59:58 +0000 2019,b'@adamcbest @JoyAnnReid Donny and his sidekick were in @VisitIndy yesterday pumping up the base at the @AnnualMeetings',"Indianapolis, IN"
Sat Apr 27 23:59:58 +0000 2019,"b'Fine people... both sides... something like that, right? @realDonaldTrump https://t.co/UNWveJ1M0A'","Casas Adobes, AZ"
Sat Apr 27 23:59:58 +0000 2019,b'@SNYtv This guy is off his meds',"East Rockaway, NY"
Sat Apr 27 23:59:58 +0000 2019,b'This fucked up \xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f https://t.co/MV4CGtrU6P',"Detroit, MI"
Sat Apr 27 23:59:58 +0000 2019,b'Thank you @TFerrellJr3 @semerybray  @vblms ! https://t.co/vRWZwv5h63',"Glen Allen, VA"
Sat Apr 27 23:59:58 +0000 2019,"b""yesterday at work someone's coming for my get up I wore snake animal print polo all day and this employee saw me in\xe2\x80\xa6 https://t.co/aK3tB3FYeM""","San Francisco, CA"
Sat Apr 27 23:59:58 +0000 2019,b'Things to leave in 2019: A Thread',"Savoy, IL"
Sat Apr 27 23:59:58 +0000 2019,"b""I'm at Yakitori Boy in Philadelphia, PA https://t.co/DJZs463MYr https://t.co/qTrPYUADRT""","Philadelphia, PA"
Sat Apr 27 23:59:58 +0000 2019,b'@DeniyaNewson1 \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',"Mississippi, USA"
Sat Apr 27 23:59:58 +0000 2019,b'Omg \xf0\x9f\x98\xad\xf0\x9f\x94\xa5\xf0\x9f\x98\xa9\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5 https://t.co/0QZBdXqCHV',"Minnesota, USA"
Sat Apr 27 23:59:58 +0000 2019,b'Been at work for 2 hours and went through 3 bottles of crown \xf0\x9f\x86\x97',"Obetz, OH"
Sat Apr 27 23:59:58 +0000 2019,"b'Today has been exhausting. AwesomeCon was great, but I got some unsettling news that has me conflicted and worried,\xe2\x80\xa6 https://t.co/aUrDJPjZlW'","Washington, DC"
Sat Apr 27 23:59:58 +0000 2019,b'@tonyposnanski Ya think?',"Kelso, WA"
Sat Apr 27 23:59:57 +0000 2019,b'@DrMCB2 @KyStateU Congrats!',"Ohio, USA"
Sat Apr 27 23:59:57 +0000 2019,b'@GOP https://t.co/AETbnrLm5F',"Chino, CA"
Sat Apr 27 23:59:57 +0000 2019,b'With Deirdre to visit Dorothy Michaels in NYC. https://t.co/lUPvHZDDHG',New York Marriott Marquis
Sat Apr 27 23:59:57 +0000 2019,b'@JackJ You should look up YouTube videos on it',"Dallas, TX"
Sat Apr 27 23:59:57 +0000 2019,b'https://t.co/dcZ83wqrsW',"Chicago, IL"
Sat Apr 27 23:59:57 +0000 2019,"b'Lots of healthier foods + lots of unhealthier stress , sometimes it be like that'","Bullhead City, AZ"
Sat Apr 27 23:59:57 +0000 2019,b'Endgame ends with Thanos getting Batista bombed\nWhoops spoiled it',"Ventura, CA"
Sat Apr 27 23:59:57 +0000 2019,b'New Brew On Tap:\nHelenium Amber Ale \xf0\x9f\x8d\xbb https://t.co/1nbTqww0hN',"Knoxville, TN"
Sat Apr 27 23:59:57 +0000 2019,b'You know I\xe2\x80\x99m geared up. Black and yellow',"Fort Pierce, FL"
Sat Apr 27 23:59:57 +0000 2019,"b'@bradmiska I had 3. But all three times they were those sexy, slowly falling tears. Not uncontrollable sobbing or anything \xf0\x9f\x98\x81'","Austin, TX"
Sat Apr 27 23:59:57 +0000 2019,b'@Cavsanada @DowneyBryan @416Basketball lmao NAWP',"Columbus, OH"
Sat Apr 27 23:59:57 +0000 2019,b'Congratulations to @JBIV000. The Jets are getting a great young man.  Good luck cousin!',"Decorah, IA"
Sat Apr 27 23:59:57 +0000 2019,b'GIMMIE',"Kenosha, WI"
Sat Apr 27 23:59:57 +0000 2019,"b""Today has been pretty lame. Not bad. Not good. Full of emotions and hella memos on my phone I'll probably delete. \n\nHow are y'all?""","Springfield, MA"
Sat Apr 27 23:59:56 +0000 2019,b'@fletcher_mariel @politico Keep believing those fake poll numbers Marial.',"Missouri, USA"
Sat Apr 27 23:59:56 +0000 2019,b'Back to civilization https://t.co/pv3RzeHuU0',"Albuquerque, NM"
Sat Apr 27 23:59:56 +0000 2019,b'\xf0\x9f\x93\xbaTen F\xc3\xa9 on WJYS!!\xf0\x9f\x93\xba Tune into WJYS tonight (4/27) at 1am to see @tenfemusic exclusive JBTV performance and interview\xe2\x80\xa6 https://t.co/t910tGmWcU',"Chicago, IL"
Sat Apr 27 23:59:56 +0000 2019,"b'singing this song in front of my entire school.if jack could face his fears&amp; be different bc that\xe2\x80\x99s who he was,I ca\xe2\x80\xa6 https://t.co/wcncYzikrE'","Massachusetts, USA"
Sat Apr 27 23:59:56 +0000 2019,"b'Snapchat be having me feeling myself, especially when I\xe2\x80\x99m sicc #NewProfilePic https://t.co/NZPYfDyR3b'","Brooklyn, NY"
Sat Apr 27 23:59:56 +0000 2019,b'@ThePatientHeart goodnight and sleep well our Badass.  ;) https://t.co/IqIMr2o9Tb',"Hull, MA"
Sat Apr 27 23:59:56 +0000 2019,b'Nothing says participation award like a drum circle...#EeyoresBirthday',Pease District Park
Sat Apr 27 23:59:56 +0000 2019,b'Girls get defeated by D-1 Huskies. This Tuesday at 4:00 is Senior Night ... come support our defending  Valley Cham\xe2\x80\xa6 https://t.co/PaVgSvpozM',"Hanford, CA"
Sat Apr 27 23:59:56 +0000 2019,b'@yhazony Never mind. Congratulations.  Glad to know your race and line is flourishing! May God grant you all length\xe2\x80\xa6 https://t.co/UfZqOEaYNU',"Bakersfield, CA"
Sat Apr 27 23:59:56 +0000 2019,b'Cheers! *French Martini https://t.co/F60YMpKrx2',Anthony's Chophouse
Sat Apr 27 23:59:56 +0000 2019,b'\xf0\x9f\x90\x9d Howard Payne University: Baseball Game Day\xf0\x9f\x90\x9d\n\n#MayYouBeBlessedWithEnough\n#LoveOverHate #HateIsNotAnOption https://t.co/1vIf46Z7Xq',"Brownwood, TX"
Sat Apr 27 23:59:56 +0000 2019,b'Sounds interesting! \xf0\x9f\x98\x88 https://t.co/9wGLCu1dBe',"Orangevale, CA"
Sat Apr 27 23:59:56 +0000 2019,b'@BaltoSpectator @sowhat623 @chaosspectator @OliverStrawhat @BoneSpurs2000 @CalvinWMAR2News @jerome_briscoe\xe2\x80\xa6 https://t.co/AphlsWKrdC',"Baltimore, MD"
Sat Apr 27 23:59:56 +0000 2019,b'Alyssa Milano.\n#MeToo apologist because Creepy Joe Biden is running for POTUS. https://t.co/iHB11fJpC7',"Houston, TX"
Sat Apr 27 23:59:56 +0000 2019,b'Boys 1600: Colin Scahill finished 6th #STVM #GoIrish #TrackAndField',"Akron, OH"
Sat Apr 27 23:59:55 +0000 2019,b'Currently in Chicago https://t.co/JM7xUVSqAt',"Chicago, IL"
Sat Apr 27 23:59:55 +0000 2019,b'@katiedawn1002 Cookout',"Kaneohe, HI"
Sat Apr 27 23:59:55 +0000 2019,b'I understand I can be a bit much at times but when I\xe2\x80\x99m feelin you I just wanna give you all the love',"Oakland, CA"
Sat Apr 27 23:59:55 +0000 2019,b'@Allenhinds1 A little humor goes a long way to making the point. \xf0\x9f\x98\x86',"Orange, CA"
Sat Apr 27 23:59:55 +0000 2019,b'@RustyMachine \xe2\x80\x9cFor like 6 thousand dollars\xe2\x80\x9d right?',"Dubuque, IA"
Sat Apr 27 23:59:55 +0000 2019,b'I keep thinking this a thing fasho https://t.co/QAlYxoyN5D',"Roseville, MI"
Sat Apr 27 23:59:55 +0000 2019,"b""@new_username69 @djrobstep @ConnorSouthard @KatiePrejean Expliquez, s'il vous plait. Or, as they say in the old cou\xe2\x80\xa6 https://t.co/6HR3cglWaJ""","Lakewood Ranch, FL"
Sat Apr 27 23:59:54 +0000 2019,b'@jhscott @lizthegrey WordPress and it blows \xf0\x9f\x98\x94',"San Francisco, CA"
Sat Apr 27 23:59:54 +0000 2019,"b'@kveach12 @chardonnay013 Also, you murdered another poor, poor softball. #SerialSoftballKiller'","Columbus, GA"
Sat Apr 27 23:59:54 +0000 2019,"b'@allenwallace When you don\xe2\x80\x99t shoot, you don\xe2\x80\x99t score!!!'","Garner, NC"
