Date,anger,sadness,fear,joy,surprise
2019-04-22,0.1337509212019654,0.2766680624794525,0.2107248636576846,0.22908542344619234,0.14977072921470505
2019-04-23,0.20500587735603606,0.2745974761995348,0.23347391339450332,0.1685349174139712,0.11838781563595462
2019-04-24,0.17847933691288892,0.25938978152334763,0.2163530029421446,0.21790880726916265,0.12786907135245618
2019-04-25,0.1976277479139915,0.2678726057175956,0.2481397460344507,0.1679363643657971,0.11842353596816511
2019-04-26,0.19241605225103128,0.27831173429170597,0.23784430653352748,0.17107158574306036,0.1203563211806749
2019-04-27,0.18379548171677176,0.27940643778155605,0.23233471682423448,0.18037170927242466,0.12409165440501302
2019-04-28,0.20973412637461364,0.27069909886610205,0.22336235070116572,0.16917220047422227,0.12703222358389632
2019-04-29,0.15431498153112191,0.26251553163849045,0.2425599506864145,0.20567346838794495,0.13493606775602818
2019-04-30,0.2024712009936862,0.26534080508297647,0.24222107301092188,0.16650667078424736,0.12346025012816811
2019-05-01,0.19216149463795215,0.2684906476793313,0.23468397422643142,0.190772334689864,0.11389154876642117
2019-05-02,0.18859733191356473,0.275539164258786,0.2440034381511916,0.17430531781352315,0.11755474786293453
2019-05-03,0.18029357159690423,0.25806940877172496,0.2411305887448916,0.20251523481115008,0.11799119607532915
2019-05-04,0.17862985902362202,0.28051132098579035,0.21349382744144535,0.2094063195142781,0.11795867303486421
2019-05-05,0.1805125561225668,0.26997260527359895,0.22133866856973458,0.19628149393487204,0.13189467609922761
2019-05-06,0.16030606250314186,0.24188840968422778,0.2280047881331125,0.21273040381337469,0.15707033586614313
2019-05-07,0.19488704475196236,0.26382857272615645,0.23011468281505637,0.17637018480032493,0.13479951490649988
2019-05-08,0.19298552058711915,0.2897688382995011,0.21182809279717163,0.17523532958248175,0.13018221873372635
2019-05-09,0.19064603843419559,0.25616575752621534,0.226853854670451,0.19731092752317467,0.12902342184596344
2019-05-10,0.1928811306823837,0.2683110323708953,0.23118630697244513,0.1852788159441789,0.12234271403009697
2019-05-11,0.18132931214167725,0.26623581442321814,0.21964448789594881,0.20803288254413968,0.12475750299501609
2019-05-12,0.18306306761698282,0.27723501462303995,0.21772088802286815,0.1968324851145583,0.12514854462255076
2019-05-13,0.20720198150738509,0.26237059393123363,0.2486189128656271,0.1572200695502569,0.12458844214549726
