Date,Tweet
Date,eet',Country
Mon May 13 09:41:27 +0000 2019,My sexy ass gf def needa hear this \ ,"Cedar Rapids, IA"
Mon May 13 09:41:26 +0000 2019,"Cleared: Road Work - HARTFORD #I91 North at Exit 28 (RTES 5 & 15 SB) at 5/13/2019 5:41:03 AM'""","Hartford, CT"
Mon May 13 09:41:24 +0000 2019,"KANSAS CITY, MO (KCTV) \ First Student Inc., has announced in a letter  to the State of Missouri that they will lay\ ","North Carolina, USA"
Mon May 13 09:41:24 +0000 2019,  I\ having a hard time constructing a reason to rewrite a significant enough amount of dat\ ,"Glenn Dale, MD"
Mon May 13 09:41:22 +0000 2019,"Literally I\ cold af, I need Canadian goose'""","Colorado, USA"
Mon May 13 09:41:22 +0000 2019,"I\ so sad. I can\ tell you how emotionally draining this year has been, but I have to realize I\ young & this is\ ","Alamogordo, NM"
Mon May 13 09:41:21 +0000 2019,"  Childish memes and no facts from the left as usual'""","New Fairfield, CT"
Mon May 13 09:41:20 +0000 2019,"       The problem is, trump jr.\ ","Oildale, CA"
Mon May 13 09:41:20 +0000 2019,"current weather in Pittsfield: overcast clouds, 41\ humidity, wind 5mph, pressure 1012mb'""","Pittsfield, MA"
Mon May 13 09:41:19 +0000 2019,Of lights and sounds \ .\\n\\n#axelwallyph\\n#life\\n#lifestyle \\n#travel\\n#fashion\\n#adventure\\n#blogger\\n#artist\\n#LasVegas\ ,"Las Vegas, NV"
Mon May 13 09:41:18 +0000 2019,Bitch my older sisters raised me and I ain\'t the only one so YES older sisters deserve their own day ,"Knik-Fairview, AK"
Mon May 13 09:41:18 +0000 2019,"' My most unpopular opinion?  ""Freedom of choice"" is really freedom from consequences of bad choices. T\ ","Indiana, USA"
Mon May 13 09:41:18 +0000 2019,"A real honest question for my #Philly faithful what\ the worst L  drop or the cinco doink? Struggling with both right now'""","Pennsylvania, USA"
Mon May 13 09:41:18 +0000 2019,Good idea.Let all us be positive. ,"Piscataway, NJ"
Mon May 13 09:41:16 +0000 2019,What was your first job? I was a sandwich artist at  Good times\ Let us know  Sunrisers ,"Golden Valley, MN"
Mon May 13 09:41:16 +0000 2019,"If only'""","Fresno, CA"
Mon May 13 09:41:15 +0000 2019," I just started yesterday, barely on Episode 9 Season 1. Does it get good?'""","Carson, CA"
Mon May 13 09:41:14 +0000 2019," I\ from Georgia'""","Georgia, USA"
Mon May 13 09:41:13 +0000 2019,Let the work be your voice and the doubters being your motivation and your circle be your why it\ only going to ignite your drive \,"Lackawanna, NY"
Mon May 13 09:41:12 +0000 2019, Get ya friend for backup \,"Pittsburgh, PA"
Mon May 13 09:41:11 +0000 2019,"current weather in New Britain: overcast clouds, 41\ humidity, wind 5mph, pressure 1013mb'""","New Britain, CT"
Mon May 13 09:41:11 +0000 2019,"What do you do when individuals interfere with your financial stability, success, advancement, or placement for som\ ",The View at Mill Run
Mon May 13 09:41:11 +0000 2019,Bible quote of the day friends \ ,"Norfolk, VA"
Mon May 13 09:41:11 +0000 2019, You got this!! \,"Queens, NY"
Mon May 13 09:41:10 +0000 2019,And y\'all wanted me to spends weeks trying to catch up for this let down smh ,"Virginia, USA"
Mon May 13 09:41:10 +0000 2019,The NYMA was a place parents sent their incorrigible boys to get some measure of discipline they couldn\ enforce.\ ,"Key West, FL"
Mon May 13 09:41:10 +0000 2019,I loved Dracarys and the Twitter rage from people who refused to see 8 years of build up for last night and who did\ ,"Queens, NY"
Mon May 13 09:41:10 +0000 2019,"Good morning, New York! :) #Sunrise 05:41, noon 12:52, sunset 20:04 EDT (UTC-4), May 13. Day length: 14h 24m.'""","Manhattan, NY"
Mon May 13 09:41:09 +0000 2019," 3 generations of pure beauty'""","Cleveland, OH"
Mon May 13 09:41:09 +0000 2019,,"Southfield, MI"
Mon May 13 09:41:09 +0000 2019," Agreed.'""","Portland, ME"
Mon May 13 09:41:09 +0000 2019,"Yeah the money good but them hours ain\ shit'""","Tracy, CA"
Mon May 13 09:41:08 +0000 2019,it was a good weekend with no social media \,"Glasgow, DE"
Mon May 13 09:41:06 +0000 2019,"   Lmao cuz u a bullshit dude'""","Houston, TX"
Mon May 13 09:41:06 +0000 2019,"Money really is the root of all evil'""","Tucker, GA"
Mon May 13 09:41:05 +0000 2019,"you know who makes good anime\\n\\ntoe-ei animation'""","Atlanta, GA"
Mon May 13 09:41:02 +0000 2019,"PARKING PROBLEM at N PORTSMOUTH AVE / N STRONG ST, PORTLAND, OR [Portland Police #PP19000156103] 02:11 #pdx911'""","Portland, OR"
Mon May 13 09:41:01 +0000 2019,  All of them are really good \,"Texas, USA"
