Date,Tweet
Date,eet',Country
Tue May 28 10:20:10 +0000 2019,  To the people who jumped all over Jesse Kelly - Only about 1% of our population serves\ ,"Basehor, KS"
Tue May 28 10:20:09 +0000 2019,#SanAntonio time to get your voice heard! \ Vote Mayor  \ for runoff starts today \ 28\ ,"San Antonio, TX"
Tue May 28 10:20:09 +0000 2019,"  Whenever anyone uses the term  \ service\ for the military, I say, what service does it perform? Mass murder?'""","Santa Rosa, CA"
Tue May 28 10:20:09 +0000 2019,"Well, woke up to 82 degree temperature in my house this AM. Does not bode well for my 14.5 year old A/C system. Hello Rinaldi'""","Alafaya, FL"
Tue May 28 10:20:09 +0000 2019," so I\'m starting a sports blog.,any advice or tips to get this thing lifted?""'","Black Mountain, NC"
Tue May 28 10:20:08 +0000 2019," I guess I\'ll be napping later""'","Tennessee, USA"
Tue May 28 10:20:08 +0000 2019,,"North Miami Beach, FL"
Tue May 28 10:20:08 +0000 2019," S\ por favor, lo segu\ somos Leonelistas.'""","Manhattan, NY"
Tue May 28 10:20:08 +0000 2019,I hated him for that so that\ why he\ one of my mains now lmao ,"Haiku-Pauwela, HI"
Tue May 28 10:20:08 +0000 2019,First vacation of the summer \ ,"Catskill, NY"
Tue May 28 10:20:08 +0000 2019,"my family drives me absolutely insane like fighting mad'""","Holdenville, OK"
Tue May 28 10:20:08 +0000 2019," Wild thoughts'""","California, USA"
Tue May 28 10:20:07 +0000 2019,"Superior: 295 running, 25185 waiting and 2761 new simulations; 53% ","Houghton, MI"
Tue May 28 10:20:07 +0000 2019,"their own life wealth @ Hanson, Illinois ","Illinois, USA"
Tue May 28 10:20:06 +0000 2019,A Brand New Day  A New Day Of Love. #Work 7A.M. - 3:30P.M. ,"Savannah, GA"
Tue May 28 10:20:06 +0000 2019,Here for a good time. ,"South Burlington, VT"
Tue May 28 10:20:06 +0000 2019,Accident cleared in #Dallas on 75 SB approaching 635 Lbj Frwy #DFWTraffic ,"Dallas, TX"
Tue May 28 10:20:05 +0000 2019,the same shit i am ,"Pembroke Pines, FL"
Tue May 28 10:20:05 +0000 2019," need a SAT & ACT Test Prep! Well here you go...'""","Florida, USA"
Tue May 28 10:20:04 +0000 2019,"  They are going to be more vicious than mean girls!  I love it!!'""","Alaska, USA"
Tue May 28 10:20:04 +0000 2019,null - ABC News -  via  ,"Mililani Town, HI"
Tue May 28 10:20:03 +0000 2019,"lol'""","Lehigh Acres, FL"
Tue May 28 10:20:03 +0000 2019,Last practice day before heading to #Moriarty NM for the 1-26 Championships. This view from 6300\' above the\ ,Delaware Water Gap
Tue May 28 10:20:03 +0000 2019,"  LMFAO'""","Fairport Harbor, OH"
Tue May 28 10:20:03 +0000 2019," Was just woken up by house struck by lightning'""","Arvada, CO"
Tue May 28 10:20:03 +0000 2019, Have a great day.\ ,"Washington, DC"
Tue May 28 10:20:03 +0000 2019,"need to take my family to go see Aladdin'""","Phoenix, AZ"
Tue May 28 10:20:02 +0000 2019,  You seem like alot of gaining BULLSHIT\,"Kentucky, USA"
Tue May 28 10:20:02 +0000 2019,First of all the illmatic is not overrated  second of all the stillmatic was odee fire and how you put the Clivia d\ ,"Allendale, NJ"
Tue May 28 10:20:02 +0000 2019,"I\ bored someone should call me :)'""","Sunny Isles Beach, FL"
Tue May 28 10:20:02 +0000 2019,"I block muthafkas over funds.'""","Philadelphia, PA"
Tue May 28 10:20:02 +0000 2019,"# Keep America Grate! POTS Trump is evrey God fearing Americans Presedent... Temp:Crab Orchard, Ky.:71.4\","Kentucky, USA"
Tue May 28 10:20:02 +0000 2019, smoked the American Dream feature \,"Philadelphia, PA"
Tue May 28 10:20:02 +0000 2019,"#USGS07342500 - S Sulphur Rv nr Cooper, TX\\nHeight: 16.8ft \ (16ft)\\nFlow: 1990cfs\\n","Texas, USA"
