Date,Tweet
Date,eet',Country
Fri Jun 21 23:59:59 +0000 2019,Junior Varsity - Pool C - Salesian def. Pinnacle (VC) 50-34 #Hoop121 ,"Hayward, CA"
Fri Jun 21 23:59:59 +0000 2019,Bruce Museum hosts \ Family Day: Swimming with Sharks and Art\  via ,"Stamford, CT"
Fri Jun 21 23:59:59 +0000 2019," And I need pics of both!!! Like I was there lol'""","Manhattan, NY"
Fri Jun 21 23:59:59 +0000 2019,"'Sweet 16 ""Super Platinum"" - Championship (G11) - Southfield A&T def. Kalamazoo Central 46-36 -   ","Belleville, MI"
Fri Jun 21 23:59:59 +0000 2019,Wheeere\ Karli? \ \\nI won\ be rising and shining with you on  tomorrow morning\ because I\ anchoring our\ ,CBS News - Miami Bureau
Fri Jun 21 23:59:59 +0000 2019,Been in a very bad mental state recently\ ,"North Haven, CT"
Fri Jun 21 23:59:59 +0000 2019," I agree!! And the instrumental music at the end of the video is so beautiful! I want an extended mix!'""","San Francisco, CA"
Fri Jun 21 23:59:59 +0000 2019,"WE ARE ON THE AIR! Chat Room is Open  #FIFAWWC #SWEVUSA Review Show'""","New Jersey, USA"
Fri Jun 21 23:59:59 +0000 2019,Sucks. And self care in order. Love you dude. ,"San Clemente, CA"
Fri Jun 21 23:59:59 +0000 2019,  I\'ve read the target were leaked and if so that is treason.\\nI want to know why  wa\ ,"Texas, USA"
Fri Jun 21 23:59:59 +0000 2019,I think imma go out this weekend. Lookin like KGB \,"Boston, MA"
Fri Jun 21 23:59:59 +0000 2019,"Hey  no movie reference for the shrubbery???? Are you not a knight????'""","Nevada, USA"
Fri Jun 21 23:59:59 +0000 2019,Agreed. \ ,"Los Angeles, CA"
Fri Jun 21 23:59:59 +0000 2019,Blue Jays at Red Sox #TORvsBOS ,"Holland, MI"
Fri Jun 21 23:59:58 +0000 2019, \,"Mississippi, USA"
Fri Jun 21 23:59:58 +0000 2019," ALL CAPS 24/7!!!!'""","San Francisco, CA"
Fri Jun 21 23:59:58 +0000 2019,"Tornado Warning including Centralia KS, Vermillion KS until 7:30 PM CDT ","Kansas, USA"
Fri Jun 21 23:59:58 +0000 2019," 17 year old me loved Vincent.'""","Oakland Park, FL"
Fri Jun 21 23:59:58 +0000 2019,There\ a leopard slinging it around in the Sunshine State #RollPards ,"Raleigh, NC"
Fri Jun 21 23:59:58 +0000 2019,Hard pass \ ,"Riverdale, IL"
Fri Jun 21 23:59:58 +0000 2019," Can she come up with something else??? I\ tired of this look now'""","Little Rock, AR"
Fri Jun 21 23:59:58 +0000 2019,I drove our boat today. Oof ,.
Fri Jun 21 23:59:58 +0000 2019,Boffum>>>>>>>> ,"Alvin, TX"
Fri Jun 21 23:59:58 +0000 2019,He gone go crazy... ,"Kansas, USA"
Fri Jun 21 23:59:58 +0000 2019,No one is co-signing my blonde hair idea \,"Drexel Hill, PA"
Fri Jun 21 23:59:58 +0000 2019,#AgentsofSHIELD ,"Indianapolis, IN"
Fri Jun 21 23:59:58 +0000 2019,"   I mean I would'""","Los Angeles, CA"
Fri Jun 21 23:59:58 +0000 2019, Without doubt in my military mind must...recalibrate DNC kaleidoscope...To ensure quality control\,Better Buzz Coffee Hillcrest | Coffee Bar & Roastery
Fri Jun 21 23:59:58 +0000 2019,"After 22 years of drinking I don\ think there\ any problem a bottle doesn\ solve. Or create.'""","Chamblee, GA"
Fri Jun 21 23:59:58 +0000 2019,Cantankerous Johnny about to show up. Get ya popcorn ,"Baton Rouge, LA"
Fri Jun 21 23:59:58 +0000 2019,"'Sweet 16 ""Super Platinum"" - Championship (G3) - AA Huron def. Okemos 43-29 -   #LBICERTIFIED ","Belleville, MI"
Fri Jun 21 23:59:58 +0000 2019,"Uh oh. I timed my dinner just in time for karaoke night.'""",6 Bears & A Goat Brewing Company
Fri Jun 21 23:59:58 +0000 2019,Friday night shenanigans with fullerbowles landrybowles bennettbowles at iheartyogurt #inwoodvillage @ I Heart Yogu\ ,"Dallas, TX"
Fri Jun 21 23:59:58 +0000 2019,"Winter 2018-19 . No sickness\\nFirst day of summer: Head cold. \\nUgh.'""","Pennsylvania, USA"
Fri Jun 21 23:59:58 +0000 2019, Right I agree \,"Green Cove Springs, FL"
Fri Jun 21 23:59:57 +0000 2019,This shit was fucking amazing ,"Pembroke Pines, FL"
Fri Jun 21 23:59:57 +0000 2019,I just got a whole bunch of Lush skincare & bath bombs I\ so excited to stay in & relax \,"Pflugerville, TX"
Fri Jun 21 23:59:57 +0000 2019,"You just don\ get tired Fake News, you\ go down, enemies of the people! ","El Paso, TX"
Fri Jun 21 23:59:57 +0000 2019,"5! ITS THE WEEKEND BOIS!'""","Riverside, CA"
Fri Jun 21 23:59:57 +0000 2019,"  You mean the hand he doesn\ have, right?'""","California, USA"
Fri Jun 21 23:59:57 +0000 2019,"IM READY LFG'""","Michigan, USA"
Fri Jun 21 23:59:57 +0000 2019,"Imagine if Lou doesn\'t make a trade.\\n#Isles""'","Manhattan, NY"
Fri Jun 21 23:59:57 +0000 2019,Aldus would be proud ,"Arlington, VA"
Fri Jun 21 23:59:57 +0000 2019,#tytlive I love this man\'s style! ,"Augusta, ME"
Fri Jun 21 23:59:57 +0000 2019,"If you love  as much as we do, you\ gonna want to tune into  at 5!\\n\\nMatisse joins us on\ ","Seattle, WA"
Fri Jun 21 23:59:57 +0000 2019,"    She dropped it because she was threatened.'""","Indianapolis, IN"
Fri Jun 21 23:59:57 +0000 2019,"Lord just send me a cougar .. my generation of women ain\ shit ..'""","Florida, USA"
Fri Jun 21 23:59:57 +0000 2019," after 25 years of making the playoffs,the ladder ten of which we barely snuck in,giving us terrible draft p\ ","Florida, USA"
Fri Jun 21 23:59:56 +0000 2019,"   yup big daddy putin!'""","Margate, FL"
Fri Jun 21 23:59:56 +0000 2019,"Someone come rub my feet'""","Indiana, USA"
Fri Jun 21 23:59:56 +0000 2019,"'\ Congratulations to AA Huron! LBI Summer Sweet 16 Shootout Sweet 16 ""Super Platinum"" Champions #LBICERTIFIED ","Belleville, MI"
Fri Jun 21 23:59:56 +0000 2019," Kakko will end up having a better career and that will be spotlight enough for him.'""","Massachusetts, USA"
Fri Jun 21 23:59:56 +0000 2019,"'Sweet 16 ""Super Platinum"" - Championship (G9) - AA Huron def. Jenison 47-37 #LBICERTIFIED ","Belleville, MI"
Fri Jun 21 23:59:56 +0000 2019,"   Hey! We have a lot in common: #dogs #cartoons #work'""","Santa Monica, CA"
Fri Jun 21 23:59:56 +0000 2019, i love you!\,"San Antonio, TX"
Fri Jun 21 23:59:56 +0000 2019, Yo ,"Lubbock, TX"
Fri Jun 21 23:59:56 +0000 2019,"Just don\ wanna see meg in no more two piece sets from fashion nova \ i wanna see her in a dress or something'""","Dallas, TX"
Fri Jun 21 23:59:56 +0000 2019," I know that feeling. After 05 the Astros sucked. It wasn\'t the same""'","El Campo, TX"
Fri Jun 21 23:59:56 +0000 2019,Right now CrossRoads Acoustic Trio!  ,"Raleigh, NC"
Fri Jun 21 23:59:56 +0000 2019,I\'m Your Baby Tonight \\nWe got to experience the edgier side of Whitney that we didn\'t get for the first 2 albums. W\ ,"Florida, USA"
Fri Jun 21 23:59:56 +0000 2019,Old school meets new school. ,"Bluefield, WV"
Fri Jun 21 23:59:56 +0000 2019,"Freer-overs are \'80\'s not 80+""'","Chelsea, MA"
Fri Jun 21 23:59:55 +0000 2019,"Honestly, this biggest issue with this are brands who are HUNGRY to associates themselves with \ regar\ ","Hephzibah, GA"
Fri Jun 21 23:59:55 +0000 2019,"You get what you give ..'""","South Gate, CA"
Fri Jun 21 23:59:55 +0000 2019,"     Oh, you just want to spew bias propaganda. The unaccompa\ ","Muskogee, OK"
Fri Jun 21 23:59:55 +0000 2019,"I remember people used to be pissed when i used them as memes. i never got that.'""","Manhattan, NY"
