Date,Tweet
Date,eet',Country
Tue May 21 10:19:18 +0000 2019,    Thanks for capturing these moments for us ,"Princeton, OH"
Tue May 21 10:19:18 +0000 2019,I\'m at City of  in PA ,"Philadelphia, PA"
Tue May 21 10:19:17 +0000 2019," You will pass away also & be forgotten as will we all, so don\'t have an inflated opinion of yourse\ ","Gloucester, MA"
Tue May 21 10:19:17 +0000 2019,"near bsgstblender: b9d14acb-2efd-4332-b3ce-05959b163425'""","Pittsburgh, PA"
Tue May 21 10:19:16 +0000 2019," Me dragging my ass out of bed to go do important things.'""","Huntington Beach, CA"
Tue May 21 10:19:15 +0000 2019,FYI... my favorite pup from that yearbook page. Emma super photogenic! ,"Florida, USA"
Tue May 21 10:19:15 +0000 2019,"Thanks for all you did for our community  . Not only is there a whole in the middle of the defense, the\ ","DeBary, FL"
Tue May 21 10:19:15 +0000 2019,Screen time causes insomnia ,"Amherst, MA"
Tue May 21 10:19:14 +0000 2019, \,"St Paul, MN"
Tue May 21 10:19:14 +0000 2019,  holy crap totally forgot about her.... was on my prize wheel! Good times... Godd times... ,"Manchester, VA"
Tue May 21 10:19:14 +0000 2019," I\ learning ho I haven\ succeeded yet'""","Houston, TX"
Tue May 21 10:19:14 +0000 2019,I feel attacked \ ,"East Lansing, MI"
Tue May 21 10:19:13 +0000 2019, At least you know he noticed you \,"Boston, MA"
Tue May 21 10:19:13 +0000 2019,Mawnin island massive. Big up unu self!! \,"Virginia Beach, VA"
Tue May 21 10:19:13 +0000 2019,Listen to the most recent episode of my podcast: Bare Feet and White Flour ,"Ocean Acres, NJ"
Tue May 21 10:19:12 +0000 2019,"Are you prepared to sacrifice your dreams for perceptions or mistakes that belong in the past or are you willing to let go and move on?'""","Arkansas, USA"
Tue May 21 10:19:11 +0000 2019,"Disabled vehicle, left lane blocked in #Franklin on I-70 WB at Miller #traffic ","Columbus, OH"
Tue May 21 10:19:11 +0000 2019," All the trailer parks in Penn must be empty'""","Tiverton, RI"
Tue May 21 10:19:11 +0000 2019," Super cool'""","Los Angeles, CA"
Tue May 21 10:19:11 +0000 2019,"Brazy.'""","Houston, TX"
Tue May 21 10:19:10 +0000 2019," I liked the head duck under the fence.'""","Manhattan, NY"
Tue May 21 10:19:10 +0000 2019,"current weather in Midland: clear sky, 38\ humidity, wind 4mph, pressure 1021mb'""","Michigan, USA"
Tue May 21 10:19:10 +0000 2019,What are two of our favorite things to do? Listen to some  and drink some wine. Well we\'ve blended the t\ ,"Washington, DC"
Tue May 21 10:19:09 +0000 2019," Poor magneton has the same condition as TERFs'""","San Jose, CA"
Tue May 21 10:19:07 +0000 2019,"Padres atenci\ una ni\ de 12 a\ por poco es secuestrada por un desconocido, tenemos en exclusiva declaraciones\ ","Doral, FL"
Tue May 21 10:19:07 +0000 2019,Sunday drives \ feat. \  ,"New Canaan, CT"
Tue May 21 10:19:07 +0000 2019,"Not enough ft in the world to make me fold.'""","Meriden, CT"
Tue May 21 10:19:07 +0000 2019,Do Not Call Me Stranger  via ,"Georgia, USA"
Tue May 21 10:19:07 +0000 2019,Niggas dont wash dishes but quick to wash a Backwood ,"Toledo, OH"
Tue May 21 10:19:06 +0000 2019,"Obviously I have no problem taking an infant or toddler to the track myself, but I\'d say race day is quite differen\ ","Indianapolis, IN"
Tue May 21 10:19:05 +0000 2019," It\'s not great, but the music is fun.""'","Houston, TX"
Tue May 21 10:19:05 +0000 2019,Mf think they slick slid out with my woods with a whole blunt rolled in the pack talking about \ I got your blunt\ ,"Waukegan, IL"
Tue May 21 10:19:05 +0000 2019,   They are all scrambling to try to keep the media from getting to the rea\ ,"Las Vegas, NV"
Tue May 21 10:19:04 +0000 2019,".... Bob Marley .... that is all !!!! \ #justvibe #qualitytime #onelove #judgenot #reggae #bobmarley #music @ Mesa,\ ","Mesa, AZ"
Tue May 21 10:19:04 +0000 2019," hehe thanks for being my biggest fan HAHAH'""","Florida, USA"
Tue May 21 10:19:03 +0000 2019,"&& Not Just Think.. I\'m In My Thoughts/Feelings.""'","Nashville, TN"
Tue May 21 10:19:03 +0000 2019,"  Then you no longer have the discretion and discernment to do the job you have been elected to do.'""","Virginia Beach, VA"
Tue May 21 10:19:03 +0000 2019,  Trump\ attempts to bully and belittle Biden were a terrible flop tonight.  He  i\ ,"Santa Barbara, CA"
Tue May 21 10:19:03 +0000 2019,Thank You  for being there as a buffer against all the Trump Hate. Come on Andrew you can\ see by now th\ ,"Bradley Gardens, NJ"
Tue May 21 10:19:02 +0000 2019, Great Job Y\,"Port St Lucie, FL"
Tue May 21 10:19:02 +0000 2019," Wtf... why yall do that..'""","Murfreesboro, TN"
Tue May 21 10:19:02 +0000 2019," Uhhhh teenage dream'""","Beverly, MA"
Tue May 21 10:19:01 +0000 2019,"UNWANTED PERSON at 100 BLOCK OF NW 2ND AVE, PORTLAND, OR [Portland Police #PP19000166076] 03:14 #pdx911'""","Portland, OR"
Tue May 21 10:19:01 +0000 2019,"current weather in Lincoln Park: mist, 40\ humidity, wind 5mph, pressure 1021mb'""","Lincoln Park, MI"
Tue May 21 10:19:01 +0000 2019,"It\'s all good, I pray and let go...\\n Pray and let go\","St Louis Park, MN"
Tue May 21 10:19:01 +0000 2019,Crazy Maizie can\ deal with having a Real President....TDS AT IT\ FINEST....\ ,"Enterprise, NV"
Tue May 21 10:19:00 +0000 2019,Buenos d\ amigos arriba! \,"Selma, CA"
Tue May 21 10:19:00 +0000 2019, First Movie Crush Carrie Fisher in Star Wars\\n\\nFirst TV Crush: Kate Jackson in Charlies Angels\\n\\nFirst\ ,"Southaven, MS"
Tue May 21 10:19:00 +0000 2019,"  Have eaten candy corn?'""","Fairfield, IL"
Tue May 21 10:18:59 +0000 2019,"Thank you   and  and the House Approps Committee for your courage. We are truly grateful.\\n\\n#EndALS'""","New Canaan, CT"
Tue May 21 10:18:59 +0000 2019," Nope!!!'""","New Orleans, LA"
Tue May 21 10:18:58 +0000 2019,You going to hell ,"Douglasville, GA"
Tue May 21 10:18:57 +0000 2019,I am the fucking best ,"Kahuku, HI"
Tue May 21 10:18:57 +0000 2019,"People hate when you show them how it feels to be treated the way they treated you!'""","Kansas, USA"
Tue May 21 10:18:57 +0000 2019," What have you been watching?? Let me guess Spurs games.'""","San Luis Obispo, CA"
Tue May 21 10:18:57 +0000 2019," You see a lot that or at least I did, fathers trying to steer sons from this occupation. I wanted to make i\ ","Aberdeen, SD"
Tue May 21 10:18:56 +0000 2019,BO thought he\ get Hillary in and be protected.\ ,"Meriden, CT"
Tue May 21 10:18:56 +0000 2019,Closure Sewin w| Silk Press \ Provided By flashyminks_ \ on the link in BIO or BOOK TAB on page\ ,"Washington, DC"
Tue May 21 10:18:55 +0000 2019,"' Did a certain coffee chain reply ""Ma\\\'am, this is a Starbucks?""\\n\\nIf not, fire their SM person\''","Monona, WI"
Tue May 21 10:18:55 +0000 2019,"When you don\'t want to get up but you got to put in that work.\ @ Virginia Beach, Virginia ","Virginia Beach, VA"
Tue May 21 10:18:54 +0000 2019," Haha you got it'""","Georgetown, TX"
Tue May 21 10:18:54 +0000 2019," Hell Yea!!'""","Lubbock, TX"
Tue May 21 10:18:54 +0000 2019," Oooh. I totally forgot BLL is coming back!'""","Houston, TX"
Tue May 21 10:18:53 +0000 2019,Employ These Trends to Enhance #iOS #AppDevelopment in 2019 -  ,"New York, USA"
Tue May 21 10:18:53 +0000 2019,Jobs on hold for Michigan auto parts maker as Trump tariffs loom  via ,"Detroit, MI"
Tue May 21 10:18:53 +0000 2019," In the meantime, aqu\ Romeo te mando un beso \ ","Manhattan, NY"
Tue May 21 10:18:53 +0000 2019,"current weather in Dearborn: mist, 40\ humidity, wind 3mph, pressure 1021mb'""","Dearborn, MI"
Tue May 21 10:18:53 +0000 2019,"Mitra can u find Rajiv too... I\ gonna end up marrying him one day for the amount of things I ask him to do ..'""","Miami, FL"
Tue May 21 10:18:52 +0000 2019," Picture \ book please!'""","Queens, NY"
Tue May 21 10:18:52 +0000 2019,"  Wait - what was bad though? I havent watched the PPV yet'""","Easton, PA"
Tue May 21 10:18:52 +0000 2019,"God sending me this blessing calling it now'""","Houston, TX"
Tue May 21 10:18:51 +0000 2019,"Beer calendar: Summer beer tastings, Black Pig-Tinman challenge, Rozi\ dinner, more ","Delaware, OH"
Tue May 21 10:18:51 +0000 2019,      SO START THE IMPEACHMT HEARINGS WITH MCGAHNs ASSISTANT\ ,"Kendall, FL"
Tue May 21 10:18:51 +0000 2019,Congratulations  !! ,"Lyon, MI"
Tue May 21 10:18:51 +0000 2019,Good Morning.... #GODisGOOD\,"Florida, USA"
Tue May 21 10:18:50 +0000 2019," Legit same'""","Des Moines, IA"
Tue May 21 10:18:50 +0000 2019,"  Love it!!'""","Huntington Beach, CA"
Tue May 21 10:18:50 +0000 2019,"If Spurs win the CL, Poch will stay. \\n\\nIf Spurs lose the CL, Poch to Juve is almost certain. \\n\\n#THFC'""","East Greenbush, NY"
Tue May 21 10:18:50 +0000 2019,,"Mooresville, NC"
Tue May 21 10:18:49 +0000 2019,"...and I\ still in life cuz when it\ that real it just doesn\ fade.'""","Brooklyn, NY"
Tue May 21 10:18:49 +0000 2019,@ me @ me @ me ,"Danville, IN"
Tue May 21 10:18:49 +0000 2019," Las lenguas eslavas son completamente fon\ y son bastante inteligibles entre si, lo digo por si ti\ ","Philadelphia, PA"
Tue May 21 10:18:48 +0000 2019,We should all aspire to this kind of \ day. Thank you    ,"Alexandria, VA"
Tue May 21 10:18:47 +0000 2019,The Bears are redefining NFL training and I love it. #FunTeam #Bears100 ,"North Carolina, USA"
Tue May 21 10:18:47 +0000 2019,We believe in that  ,"Austin, TX"
Tue May 21 10:18:46 +0000 2019," 270 south past Brice Rd on 70 west is closed. CPD blocking exit.'""","Columbus, OH"
Tue May 21 10:18:46 +0000 2019,But of course! ,"Pennsylvania, USA"
Tue May 21 10:18:45 +0000 2019,Thoughts and prayers from South Carolina go out to the family of Officer Buechner and to the others involved in thi\ ,"Irmo, SC"
Tue May 21 10:18:44 +0000 2019,"   I see you getting wild'""","Manteca, CA"
Tue May 21 10:18:44 +0000 2019,"Get You a Woman with a PLAN,, not a Bitch with a PLOT!!'""","Holland, MI"
Tue May 21 10:18:44 +0000 2019,"It is Election Day! I would appreciate your support.  Every vote counts.  Please get out to vote today!'""","Meadowlands, PA"
Tue May 21 10:18:43 +0000 2019," When I think of Josh I want to cry. So fun to watch, an amazing talent yet so broken. Drugs are from hell.'""","Benbrook, TX"
Tue May 21 10:18:43 +0000 2019," Many people are just ignorant. Whether you see it or not, it\ still God\ creation nonetheless.'""","Conway, FL"
Tue May 21 10:18:43 +0000 2019,#CA #ED wait times for admitted Pts >5.5 hrs. while treated and discharged >2.5 hrs.   As ER Wa\ ,"Carmel, IN"
Tue May 21 10:18:42 +0000 2019,"  Superpowers \ candle Burnett at both ends - it will not last the night. But ah my firs,\ ","Edmond, OK"
Tue May 21 10:18:42 +0000 2019,Hey  \\n\\nHow come my spell didn\ work?\\n\\nDid I not use enough hats for the box or was it cause the ATL w\ ,"Philomath, OR"
Tue May 21 10:18:41 +0000 2019,"Get the fuck out of bed ........ fuckers!!!'""","Chicago, IL"
Tue May 21 10:18:41 +0000 2019,"Fancy Semi-eternity Ring features Natural emeralds, in 14k gold/rose gold and white gold. Customize yours today wit\ ","Los Angeles, CA"
Tue May 21 10:18:40 +0000 2019,#RECOGNIZEYOURWORTH #RYW #DIEEPIC #LEGION #IMPACT #ROH #CHIKARA #RISE #ROCKSTARPRO #SUPREME #EMERGE #INCEPTION\ ,"Greenwood, IN"
Tue May 21 10:18:40 +0000 2019,"  Seriously?'""","Long Beach, CA"
Tue May 21 10:18:40 +0000 2019,"  The Democrat candidates are all pandering to the MSM.  They have not  learned a thing from the 2016 elections.'""","Stuart, FL"
Tue May 21 10:18:40 +0000 2019,"' so the Oprah story was ""your favorite"" story but you never said what Oprah said in responce to the Instag\ ","Alabama, USA"
Tue May 21 10:18:39 +0000 2019,Entrance ramp closed in #BishopFord on Bishop Ford WB at 159th St #traffic #Chicago ,"South Holland, IL"
Tue May 21 10:18:39 +0000 2019,"Morning word. Happy Tuesday family. #dailybread #morningmeditation #morningverse @ Alpharetta, Georgia ","Alpharetta, GA"
Tue May 21 10:18:39 +0000 2019, & #bikecommute with this #multimodal mobility app. Avoid construction delays & high fuel costs.\ ,"West Buechel, KY"
Tue May 21 10:18:39 +0000 2019, Sir... I know where you live! \,"Terryville, CT"
Tue May 21 10:18:39 +0000 2019,"The Dictatorship Dem Party under O, HRC, Kerry, Holder, Lynch, etc. set up a VOTING BLOCK in Minnesota along with i\ ","Babylon, NY"
Tue May 21 10:18:38 +0000 2019,"Thats At Least Going To Listen...'""","Nashville, TN"
Tue May 21 10:18:38 +0000 2019,"Shouldn\ I realize you\ the highest of the high? #Ascension'""","Temecula, CA"
Tue May 21 10:18:37 +0000 2019,"hey hoes I\ 21'""","Scottsdale, AZ"
Tue May 21 10:18:37 +0000 2019,HAPPY BIRTHDAY to one of my very best friends\ finally legal yay!! I love you and hope you have the best day\ ,"West Seneca, NY"
Tue May 21 10:18:36 +0000 2019," I\ so sorry but I don\ know yet. If you get the chance, please send a DM to our Facebook page and som\ ","Tulsa, OK"
Tue May 21 10:18:36 +0000 2019,"Just know I chose my own fate, I drove by the fork in the road and went straight .....   ","Raleigh, NC"
Tue May 21 10:18:36 +0000 2019,"   Do sorry it must be hard staling it all on mulller and then losing lol'""","Norton Shores, MI"
Tue May 21 10:18:36 +0000 2019,    Of course it did. That\ right when I decided to bail! Con\ ,"Kansas City, MO"
Tue May 21 10:18:35 +0000 2019,bitch she named him after her dead husband bye ,"Los Angeles, CA"
Tue May 21 10:18:35 +0000 2019,When you go through the cash register with the bitchy clerk ,"Atascadero, CA"
Tue May 21 10:18:35 +0000 2019,"Stream , Ed Sheeran EP ","Oklahoma City, OK"
Tue May 21 10:18:35 +0000 2019,"It\ 3am and I\ listening to Los Bukis, it really is sad girl hours huh'""","Paso Robles, CA"
Tue May 21 10:18:34 +0000 2019,#LHHATL yuh fuck her in the ass and she shitt on your 700 sheet but yhu still have it like yuh never wash it but co\ ,"Los Angeles, CA"
Tue May 21 10:18:34 +0000 2019,"Tbh I haven\ been skinny enough in years to do that what\ why I haven\ done it, but now that I am, I won\ front\ ","Los Angeles, CA"
Tue May 21 10:18:33 +0000 2019,"Pitching baby, just remember it\ pitching that wins Championships!  I\ take 3-1 over a 8-7 win anyway! Much more\ ","Burnsville, MN"
Tue May 21 10:18:33 +0000 2019,"but these white mississippians aint finna let that happen. watch this man get a few months in jail & be back making that OPD money.'""","Mississippi, USA"
Tue May 21 10:18:32 +0000 2019," What in the hell is WRONG with some of u people?  God have mercy on ur un-aborted souls.'""","Columbus, OH"
Tue May 21 10:18:32 +0000 2019,    I need a Lamborghini! I need a Lamborghini! I need a Lamborghini!\ ,"Georgia, USA"
Tue May 21 10:18:32 +0000 2019," It says a lot when you have/flaunt having a jet, but have never been to Milwaukee.'""","Shorewood, WI"
Tue May 21 10:18:32 +0000 2019,"#herecomesthesun #goodmorningnashville @ Music Row, Nashville ","Nashville, TN"
Tue May 21 10:18:31 +0000 2019,"Which in turn can only be explained by how much movement does it take to create force , None of which can be explained without condition'""","Macon, GA"
Tue May 21 10:18:31 +0000 2019,Love it Ms Lynn! ,"Hialeah, FL"
