Date,Tweet
Date,eet',Country
Mon Jun 10 07:44:38 +0000 2019,"Yo arriba y t\ abajo.'""","Dallas, TX"
Mon Jun 10 07:44:37 +0000 2019,"He was like you take all that shit in but when you get enough yo ass crazy as hell.'""","Texas, USA"
Mon Jun 10 07:44:36 +0000 2019,#NewProfilePic ,"Stockton, CA"
Mon Jun 10 07:44:35 +0000 2019, I thought the same \,"Queens, NY"
Mon Jun 10 07:44:35 +0000 2019,  Pleasure to make your acquaintance \,"Mississippi, USA"
Mon Jun 10 07:44:35 +0000 2019,im not even gonna get outta character rn.. it\ fuck u right back \,"El Paso, TX"
Mon Jun 10 07:44:35 +0000 2019,what\ sickens me is the fact that this kid who hit me and my friends with a car (granted were all okay just bruise\ ,"Illinois, USA"
Mon Jun 10 07:44:34 +0000 2019,"I have thotiana stuck in my head bc of  \ insta story'""","Santa Clarita, CA"
Mon Jun 10 07:44:33 +0000 2019,"They yo ex for a reason \ believe it. #DaTruthHurts'""","Bellflower, CA"
Mon Jun 10 07:44:33 +0000 2019,You lied to me just like everyone else \,"Hemet, CA"
Mon Jun 10 07:44:32 +0000 2019," sameeeeeee. she\'s bae""'","Manhattan, NY"
Mon Jun 10 07:44:32 +0000 2019,"Want to work in #Boulder, CO? View our latest opening:  #Hospitality'""","Boulder, CO"
Mon Jun 10 07:44:31 +0000 2019,Stay outta DR y\ they\ shooting big papi and everything \,"West Virginia, USA"
Mon Jun 10 07:44:31 +0000 2019,"Aww man, anxiety and imposter syndrome all in one night? Well this sucks.'""","San Antonio, TX"
Mon Jun 10 07:44:30 +0000 2019," Lmao no never been \ knock on some wood lol'""","Los Angeles, CA"
Mon Jun 10 07:44:30 +0000 2019,"If you want to know what a man\'s like, take a good look at how he treats his inferiors, not his equals.""'","Paradise, NV"
Mon Jun 10 07:44:30 +0000 2019,This makes sense of why UberEats can be problematic to teens health. ,"Fresno, CA"
Mon Jun 10 07:44:29 +0000 2019, Cause it\ true lol and That\ the only thing y\ got that is nice \,"Staten Island, NY"
Mon Jun 10 07:44:28 +0000 2019,"Good people always get messed over'""","Schriever, LA"
Mon Jun 10 07:44:28 +0000 2019,I love this game! What a steal  ,"Morgan Hill, CA"
Mon Jun 10 07:44:26 +0000 2019,"In the gold-metal cast, this is how you gonna look like. Pwedeng-pwede sa pera. ","Sunrise Manor, NV"
Mon Jun 10 07:44:26 +0000 2019,"Money, sleep, money, eat, money in that order \","Galveston, TX"
Mon Jun 10 07:44:25 +0000 2019," Ya reports were sketchy , sadly though the reports of him being shot were correct.  Thank God he is stable right now'""","Walled Lake, MI"
Mon Jun 10 07:44:25 +0000 2019,"should i postmates taco bell to the desk for my shift?'""","Riverside, CA"
Mon Jun 10 07:44:25 +0000 2019,"I want to create my own sunglasses, anyone know where or how I can do this? I am looking to have laser cut shapessssss'""","Los Angeles, CA"
Mon Jun 10 07:44:25 +0000 2019,"   Lol so dumb'""","Youngstown, OH"
Mon Jun 10 07:44:24 +0000 2019,"Pulling back from people to protect your heart and soul >>>>>>>>>'""","Ventura, CA"
Mon Jun 10 07:44:24 +0000 2019,  Not much of a rpg fan but I hope #FF7remake does well \ ,"Lufkin, TX"
Mon Jun 10 07:44:24 +0000 2019,"Brooklyn 99 has absolutely nO right to be This Funny'""","San Francisco, CA"
Mon Jun 10 07:44:24 +0000 2019,i........ am TERRIFIED ,"Imperial, CA"
Mon Jun 10 07:44:23 +0000 2019,,United States
Mon Jun 10 07:44:23 +0000 2019," Time'""","Austin, TX"
