Date,Tweet
Date,eet',Country
Thu Jun 27 07:46:31 +0000 2019,"never good enough'""","Texas, USA"
Thu Jun 27 07:46:31 +0000 2019,"  u'""","Oregon, USA"
Thu Jun 27 07:46:31 +0000 2019,"I would like to take a min to thank the police departments.. and the #SS..'""","Miami, FL"
Thu Jun 27 07:46:31 +0000 2019," The Wiggles'""","Pennsylvania, USA"
Thu Jun 27 07:46:50 +0000 2019,,"San Francisco, CA"
Thu Jun 27 07:46:49 +0000 2019,I always want more rings and earrings but I never know where to look for them \,"Columbus, MS"
Thu Jun 27 07:46:49 +0000 2019,I can\ stop watching this \ ,"Phoenix, AZ"
Thu Jun 27 07:46:48 +0000 2019," Who\ jack ?'""","San Diego, CA"
Thu Jun 27 07:46:48 +0000 2019, I\ getting a pet owl \,"Waipahu, HI"
Thu Jun 27 07:46:48 +0000 2019,"nothing lasts forever, remember that'""","Union City, CA"
Thu Jun 27 07:46:47 +0000 2019,"  You a damn lie. Gemini\ are one of the best signs. Definitely top 5'""","Los Angeles, CA"
Thu Jun 27 07:46:47 +0000 2019, That\ funny \,"Arizona, USA"
Thu Jun 27 07:46:47 +0000 2019,Seeing stuff like this make me remember not to complain so much. I have it easy out here. ,"Ennis, TX"
Thu Jun 27 07:46:47 +0000 2019,You prolly thought that you\ break my heart \,"Nevada, USA"
Thu Jun 27 07:46:46 +0000 2019,This niggaaaa so.. damn..FINEEEE\        But making me look stupid assss helll\ ,"Windemere, TX"
Thu Jun 27 07:46:45 +0000 2019," Recurring donation is most helpful.\\n#Warren2020'""","Peachtree City, GA"
Thu Jun 27 07:46:45 +0000 2019," \ the tough days'""","Covington, WA"
Thu Jun 27 07:46:44 +0000 2019," and  are so talented, oml\","Wisconsin, USA"
Thu Jun 27 07:46:43 +0000 2019,"can\ wait to show you guys the new stuff i\ been creating but for now this artist needs face care n sleep, goodnight all\","Richland, WA"
Thu Jun 27 07:46:43 +0000 2019," Definitely.'""","Hawaii, USA"
Thu Jun 27 07:46:43 +0000 2019,  \,"Urbandale, IA"
Thu Jun 27 07:46:43 +0000 2019,"En las malas te das cuenta de tus amigos'""","Dallas, TX"
Thu Jun 27 07:46:42 +0000 2019,"It\ 2:46 and I could nap hard rn. I hate night shift with a passion'""","North Dakota, USA"
Thu Jun 27 07:46:42 +0000 2019,"  If it looks like it is wearing a diaper, probably is wearing a diaper.'""","Silver Lakes, CA"
Thu Jun 27 07:46:42 +0000 2019,Topless photo. ,"Houston, TX"
Thu Jun 27 07:46:42 +0000 2019," Someone call a doctor!!'""","Lenoir City, TN"
Thu Jun 27 07:46:42 +0000 2019,"this nigga gets on my nerve everyday of my life. ughh'""","Stockbridge, GA"
Thu Jun 27 07:46:42 +0000 2019,"    Julian was my Mayor, not a great one. & doesn\'t even speak\ ","San Antonio, TX"
Thu Jun 27 07:46:41 +0000 2019, Di plane Di plane ,"Wichita Falls, TX"
Thu Jun 27 07:46:41 +0000 2019, LMAO he ain\ wanna catch the smoke \ ,"Garland, TX"
Thu Jun 27 07:46:41 +0000 2019,"Truth hurts but denial heals'""","Modesto, CA"
Thu Jun 27 07:46:40 +0000 2019,what\'s your concert history?\\n\\nfirst concert: Britney Spears & LFO\\nlast concert: Kim Petras\\nnext concert: Banks\\nbest\ ,"Illinois, USA"
Thu Jun 27 07:46:40 +0000 2019," Beto was really disappointing. Warren was meh. I was impressed with Castro and Booker the most. Hate Tulsi.'""","Evergreen Park, IL"
Thu Jun 27 07:46:40 +0000 2019,"  Donde est\ el amor... Pablo Albor\ y Jessy&joy'""","Princeville, HI"
Thu Jun 27 07:46:39 +0000 2019," This...this makes me very happy!! An indie book sells at least 130,000 copies!! That\'s good for EVERYONE!! \","Pennsylvania, USA"
Thu Jun 27 07:46:39 +0000 2019,"My glasses just fell behind my couch and I can\'t reach them. FML""'","Pittsfield, MI"
Thu Jun 27 07:46:38 +0000 2019," Barahin niyo. Di mananahimik yan hanggat di binabara.'""","South San Francisco, CA"
Thu Jun 27 07:46:37 +0000 2019,"Up'""","Elk Grove, CA"
Thu Jun 27 07:46:37 +0000 2019, *taste\,"University, FL"
Thu Jun 27 07:46:36 +0000 2019,"   No not really'""","Pennsylvania, USA"
Thu Jun 27 07:46:36 +0000 2019,i forgot i gave him a penny and he showed his whole fuckin family. i am literally crying thinkin about him rn. he h\ ,"Houston, TX"
Thu Jun 27 07:46:35 +0000 2019," #sabr49'""","San Diego, CA"
Thu Jun 27 07:46:35 +0000 2019," Too much of everything is just enough!!  You go girl!!'""","Tampa, FL"
Thu Jun 27 07:46:35 +0000 2019,4/10 for Child\ Play. Maybe if I was faded it would\ been like a 5\,"Montebello, CA"
Thu Jun 27 07:46:34 +0000 2019, \,"Tempe, AZ"
Thu Jun 27 07:46:34 +0000 2019,"netflix shows worth watching?'""","Georgia, USA"
Thu Jun 27 07:46:34 +0000 2019," When \ I\ never been fishing'""","Compton, CA"
Thu Jun 27 07:46:34 +0000 2019,Gn\ say y\ prayers \,"Humble, TX"
Thu Jun 27 07:46:33 +0000 2019,Live it & stay lowkey. Privacy is everything \,"Portland, OR"
Thu Jun 27 07:46:33 +0000 2019," LOGAN WHAT IS THIS  CALL LOGAN AND ASK IF THIS IS HAPPENING'""","Columbus, OH"
Thu Jun 27 07:46:32 +0000 2019,  Because she\ the most sane candidate the Dems have she refuses to play identity politic\ ,"Union City, CA"
Thu Jun 27 07:46:32 +0000 2019,"My heart is in my stomach'""","Denver, CO"
Thu Jun 27 07:46:32 +0000 2019,"When you wake up to the new day today, before you move, before you do a single thing, say the magic words, thank you'""","Sayreville, NJ"
Thu Jun 27 07:47:12 +0000 2019,"I need another go round'""","Norfolk, VA"
Thu Jun 27 07:47:12 +0000 2019,"partying is all fun and games until you can\ remember how or why you ruined your whole relationship. #neveragain #WhatHappensinKCstaysinKC'""","Louisiana, USA"
Thu Jun 27 07:47:12 +0000 2019," do ff bck G'""","Somerset, NJ"
Thu Jun 27 07:47:12 +0000 2019," DC, 22 ","Washington, DC"
Thu Jun 27 07:47:12 +0000 2019, Suspect #1 ,"Chicago, IL"
Thu Jun 27 07:47:11 +0000 2019,This shoulda been a mf shark but y\ wanna litter ,"Mesa, AZ"
Thu Jun 27 07:47:11 +0000 2019," #evadenebuula'""","Lubbock, TX"
Thu Jun 27 07:47:11 +0000 2019,"Stay on yo shit and don\ tell nobody nothing'""","Houston, TX"
Thu Jun 27 07:47:10 +0000 2019,"is 4am considered early or late'""","Seattle, WA"
Thu Jun 27 07:47:10 +0000 2019,"Seriously playing Illenium at the bar right now and I\'m in fucking tears. Wtf.""'","Boise, ID"
Thu Jun 27 07:47:09 +0000 2019,Como sabota falava \ cocaina no avi\ da fabe\,"Richmond, CA"
Thu Jun 27 07:47:09 +0000 2019,Why am I up?? \,"Bronx, NY"
