Date,Tweet
Date,eet',Country
Tue Jun 18 23:59:59 +0000 2019," BFD.'""","Cumberland, MD"
Tue Jun 18 23:59:59 +0000 2019,"No, we are not getting a hermit crab!! #familydays #happydays #beachlife\ #vacation @ Rehoboth Ave & Boardwalk ","Rehoboth Beach, DE"
Tue Jun 18 23:59:59 +0000 2019,Me streaming Stardew Valley like: ,"Woodstock, IL"
Tue Jun 18 23:59:59 +0000 2019, You need someone to cook for you\,"Queens, NY"
Tue Jun 18 23:59:59 +0000 2019," \ same here'""","Hamden, NJ"
Tue Jun 18 23:59:59 +0000 2019,"Shout out to  for the #DisplayOfPassion physical comic, reduction to ease of use aside: IT. IS. WORTH. GET\ ","Frederick, MD"
Tue Jun 18 23:59:59 +0000 2019," Whew! Black Jesus blessed you!'""","Greensboro, NC"
Tue Jun 18 23:59:59 +0000 2019,"  Bruh team ball is over you need to be chasing stars or players w/ that potential'""","Terre Haute, IN"
Tue Jun 18 23:59:59 +0000 2019," Stupid is as stupid does!'""","Woodhaven, MI"
Tue Jun 18 23:59:59 +0000 2019,Final season of #12Monkeys was amazing. So many twists. And the ending! Can I not cry?? Amazing way to end the show\ ,"Los Angeles, CA"
Tue Jun 18 23:59:59 +0000 2019,"Wind 0.0 mph ---. Barometer 29.81 in, Falling. Temperature 77.0 \ Rain today 0.00 in. Humidity 67%'""","Petersburg, IL"
Tue Jun 18 23:59:59 +0000 2019,"Don\ you be on that bullshit.'""","Houston, TX"
Tue Jun 18 23:59:59 +0000 2019,This!! ,"Atlanta, GA"
Tue Jun 18 23:59:59 +0000 2019,wow if u STILL support this man u are an even bigger piece of shit that him ,"Tuscaloosa, AL"
Tue Jun 18 23:59:59 +0000 2019,   We ready ,"East Ridge, TN"
Tue Jun 18 23:59:59 +0000 2019,"I am TRYING to eat here, Jack. ","Louisiana, USA"
Tue Jun 18 23:59:58 +0000 2019,"Go home Verlander you\ drunk!!!!'""","Freehold, NJ"
Tue Jun 18 23:59:58 +0000 2019,"  Sounds like you had one hell of a bad first date!'""","Houston, TX"
Tue Jun 18 23:59:58 +0000 2019," Me too!! I\ join ya out on the court!'""","Louisville, KY"
Tue Jun 18 23:59:58 +0000 2019,"Waterfront Home, Boaters paradise @ Port Saint Lucie, Florida ","Port St Lucie, FL"
Tue Jun 18 23:59:58 +0000 2019,"  The one that was stunned on the side lines that the players almost trampled right before the half'""","Columbus, OH"
Tue Jun 18 23:59:58 +0000 2019,I sit next to these 40 percenters on every flight. TSA should apply deodorant to everyone before they leave the che\ ,"Charlotte, NC"
Tue Jun 18 23:59:58 +0000 2019," No worries'""","Grand Chute, WI"
Tue Jun 18 23:59:58 +0000 2019,What\'s poppin g ,"New Orleans, LA"
Tue Jun 18 23:59:58 +0000 2019,  Scientists who identify as women in the broadly defined areas of earth and environmental\ ,"Salt Lake City, UT"
Tue Jun 18 23:59:58 +0000 2019,    \,"Dallas, TX"
Tue Jun 18 23:59:58 +0000 2019,     That was the stupidest tweet I\ seen \,"Omaha, NE"
Tue Jun 18 23:59:58 +0000 2019,Pence: \ said he\ make America great again and that\ exactly what we\ done.\,"Orlando, FL"
Tue Jun 18 23:59:58 +0000 2019,I\ such a nerd so anytime I get to interview an author I get giddy!!!  Just had a great conversation with the incr\ ,"Queens, NY"
Tue Jun 18 23:59:58 +0000 2019," Dream Deal!!Send this to Cashman!'""","Brooklyn, NY"
Tue Jun 18 23:59:57 +0000 2019,Oscar se fue de viaje :( y pues lo extra\ \,"Miami, FL"
Tue Jun 18 23:59:57 +0000 2019," Done'""","Nebraska, USA"
Tue Jun 18 23:59:57 +0000 2019,"How do blind people know when to stop wiping?'""","Ontario, CA"
