Date,Tweet
Date,eet',Country
Thu Apr 25 23:59:59 +0000 2019,"Best night in TV/sports about to start! #NFLDraft'""","Okemos, MI"
Thu Apr 25 23:59:59 +0000 2019,I kept saying I need a sugar daddy and that nigga haunted me in my dreams \,"Maryland, USA"
Thu Apr 25 23:59:59 +0000 2019," Ooo. Going to publish KatePosix.{c,h}? :)'""","Cupertino, CA"
Thu Apr 25 23:59:59 +0000 2019,"Last day of attachment parenting before a long series of flights and a week in Denmark... @ Portland, Oregon ","Portland, OR"
Thu Apr 25 23:59:59 +0000 2019,Drinking an Outburst Citrus by  @ TomCat\'s Lair \ ,"Southaven, MS"
Thu Apr 25 23:59:59 +0000 2019,"  It just needs some glowing fish!!'""","Silver Lakes, CA"
Thu Apr 25 23:59:59 +0000 2019,i hate that shit cause 9/10 you put the fit on for the attention ,"Valdosta, GA"
Thu Apr 25 23:59:59 +0000 2019,5 jobs I had including my current. \\n\\n- Lifeguard \\n- Human Resources Sergeant in the Army \\n- Owner of a FPS Game str\ ,"Gaithersburg, MD"
Thu Apr 25 23:59:59 +0000 2019,"'""FREE SKEE""\\nFrom Angola\\n\\nLibra scales \\nunbalanced by injustices\\nmultiplied by the cries\\nIn Furguson\\n\\nmothers losing\ ","Atlanta, GA"
Thu Apr 25 23:59:58 +0000 2019,I thought DC bucket drummers banged. Next level. @ Bourbon Street New Orleans ,"New Orleans, LA"
Thu Apr 25 23:59:58 +0000 2019,Obama\'s Final Numbers -  ,"Oregon, USA"
Thu Apr 25 23:59:58 +0000 2019,Happening RIGHT. NOW.\\n#DontSpoilTheEndgame ,Harkins Theatres Tempe Marketplace 16
Thu Apr 25 23:59:58 +0000 2019," CONGRATULATIONS!!!!!!!'""","Oklahoma, USA"
Thu Apr 25 23:59:58 +0000 2019,This what I did while waiting for a script (I\ storyboarding) to come in today. I drew Amy Winehouse. She was So t\ ,"Los Angeles, CA"
Thu Apr 25 23:59:58 +0000 2019," I could only hope they keep building on Defense.'""","Beacon Square, FL"
Thu Apr 25 23:59:58 +0000 2019,"....if this was rugby, yeah. Ravens gonna be in deep shit if doesn\'t learn to throw ","Parma, OH"
Thu Apr 25 23:59:58 +0000 2019," Actually, I believe she said she a Miss Puerto Rico.'""","San Diego, CA"
Thu Apr 25 23:59:58 +0000 2019,"I\'m at Palm Beach Tan in Pooler, GA ","Pooler, GA"
Thu Apr 25 23:59:58 +0000 2019,AFRICAN V E R S A I S S E \ ,"Brooklyn, NY"
Thu Apr 25 23:59:58 +0000 2019," Special abusers?'""","Merriam, KS"
Thu Apr 25 23:59:57 +0000 2019,"Kick him off the tour, Doug ","Massachusetts, USA"
Thu Apr 25 23:59:57 +0000 2019,"It\ already the nfl draft?'""","North Las Vegas, NV"
Thu Apr 25 23:59:57 +0000 2019,Cracks in the Fox Wall ,"Atlanta, GA"
Thu Apr 25 23:59:57 +0000 2019,Congrats lil bro! ,"Parsons, KS"
