Date,Tweet
Wed Apr 24 00:04:50 +0000 2019,You\ been such an awesome role model for Milena \ that she actually first told me about your productions! I\ pa\ ,"Ashland, KY"
Wed Apr 24 00:04:50 +0000 2019,"I don\ wanna hear anything bad about the lib lineup!!! \\nunless it\ about **kay lol'""","Las Vegas, NV"
Wed Apr 24 00:04:50 +0000 2019," I think I\'m in Black Mirror""'","Oakland, CA"
Wed Apr 24 00:04:50 +0000 2019,"In SFV when it comes to match pairing, diamonds should only pair with ultra plat, diamond, and super diamond. Super\ ","Chicago, IL"
Wed Apr 24 00:04:50 +0000 2019,"just my daily tweet about how much i want Hanger buffalo sliders delivered to my bed so i can keep watching The 100 in peace'""","Southwick, MA"
Wed Apr 24 00:04:50 +0000 2019,   Has she taken yalls money or is that just me \,"Texas, USA"
Wed Apr 24 00:04:50 +0000 2019,Using \ in line\ as a backup instrumental adlib..... what did we deserve  ,"Tempe, AZ"
Wed Apr 24 00:04:50 +0000 2019, \,"Manhattan, NY"
Wed Apr 24 00:04:50 +0000 2019,Just hitting some balls #golf #happygilmore #golfswing #drivingrange @ Woodland Greens Golf Center ,"Austin, TX"
Wed Apr 24 00:04:50 +0000 2019,"okay this is probably one of THE COOLEST venues i\ been to in chicago thus far'""",Thalia Hall
Wed Apr 24 00:04:50 +0000 2019,"Yeah, how about we NOT let 16 year olds vote. Some things are literally grown folks business.'""","Los Angeles, CA"
Wed Apr 24 00:04:50 +0000 2019,Me when I haven\ gone to the gym w  in months ,"Oneonta, NY"
Wed Apr 24 00:04:50 +0000 2019," Go ben'""","Delaware, USA"
Wed Apr 24 00:04:50 +0000 2019,Congratulations  !!! I knew you would do it:) #doubledoctor #PhD #Amazing   ,"Georgia, USA"
Wed Apr 24 00:04:50 +0000 2019,"KD, kawhi, Curry, Giannis ","Medford, MA"
Wed Apr 24 00:04:50 +0000 2019,Yummmmmmmm ,Fuzzy's Taco Shop
Wed Apr 24 00:04:50 +0000 2019," Do you know where i can get sum from here?'""","Highland, IN"
Wed Apr 24 00:04:50 +0000 2019,"I don\'t think I\'m ready for Endgame""'","South Carolina, USA"
Wed Apr 24 00:04:50 +0000 2019,#WelcomeToChicago #HyperLapse from #LakeMichigan to #OHare \ minutes in real time) @ Chicago O\'Hare Internation\ ,"Chicago, IL"
Wed Apr 24 00:04:50 +0000 2019,Gracias dios por otro logro m\ por fin abr\ mi estudio #LaAmenazaTeamStudio seguimos en cresimiemto poco a poco pe\ ,"Philadelphia, PA"
Wed Apr 24 00:04:50 +0000 2019, Already bumping this bitch in the whip\,"Princeton, TX"
Wed Apr 24 00:04:49 +0000 2019,Absolutely Gorgeous ,"Henderson, NV"
Wed Apr 24 00:04:49 +0000 2019,"Eagle boys also won all 4 relays \\nSam Smith, Noah Griffith, Anthony Devito and  won 4x8\\nJonah Bussell, Keet\ ","Michigan, USA"
Wed Apr 24 00:04:49 +0000 2019,Hahahahahahaha I left my check at work... in Tacoma. So I guess all my online shopping carts will have to wait frickin yay :\,"Puyallup, WA"
Wed Apr 24 00:04:49 +0000 2019,  Winter is here nick.  Eat the official cereal. ,"Kenmar, PA"
Wed Apr 24 00:04:49 +0000 2019,  \ GOAT\ - JMac ,"Georgia, USA"
Wed Apr 24 00:04:49 +0000 2019," Better chill. He gon pee on your bed'""","Atlanta, GA"
Wed Apr 24 00:04:49 +0000 2019, As they should be! \,"Knoxville, TN"
