Date,Tweet
Date,eet',Country
Tue Apr 23 23:59:59 +0000 2019, Thanks sis \,"Orangeburg, SC"
Tue Apr 23 23:59:59 +0000 2019,   Due process requires a conviction. Indictment alone is not enough. Oth\ ,"California, USA"
Tue Apr 23 23:59:59 +0000 2019,"Wind 0.0 mph ---. Barometer 30.03 in, Steady. Temperature 57.7 \ Rain today 0.00 in. Humidity 81%'""","Petersburg, IL"
Tue Apr 23 23:59:59 +0000 2019,"Game 7! Let\'s go B\'s!! @ Ashwaubenon, Wisconsin ","Ashwaubenon, WI"
Tue Apr 23 23:59:59 +0000 2019,  I don\'t need to read anything.  I\'ve been raped and I know the facts.  So educate yo\ ,"Tennessee, USA"
Tue Apr 23 23:59:59 +0000 2019,I deserve a date with  oh yes I do \ Sox game sometime? ,"Fishers, IN"
Tue Apr 23 23:59:59 +0000 2019," Go Kayleen! *From your 2nd grade teacher! You\ got my vote!'""","Haysville, KS"
Tue Apr 23 23:59:59 +0000 2019," Please don\ come to Texas you\ not welcome.'""","Texas, USA"
Tue Apr 23 23:59:59 +0000 2019," We\ not colleagues. So it\ cool.'""","El Paso, TX"
Tue Apr 23 23:59:59 +0000 2019,"Wind 4.0 mph WNW. Barometer 29.994 in, Rising slowly. Temperature 56.2 \ Rain today 0.01 in. Humidity 70%'""","Wapakoneta, OH"
Tue Apr 23 23:59:59 +0000 2019,How\ this going ,"Starkville, MS"
Tue Apr 23 23:59:59 +0000 2019,"I come thru the door like hey my love this man say hey bae, can u cook me something to eat I\'m starving... damn ion\ ","Chicago, IL"
Tue Apr 23 23:59:59 +0000 2019," You look just like Damian from The Omen'""","Midland, MI"
Tue Apr 23 23:59:59 +0000 2019," #YourMom'""","Casper, WY"
Tue Apr 23 23:59:59 +0000 2019,"  Hmm, I wonder who was playing for  25 years ago...?!? #JeezImOld'""","Renton, WA"
Tue Apr 23 23:59:59 +0000 2019,"Idk why people justify their actions based on their zodiac sign'""","New London, CT"
Tue Apr 23 23:59:59 +0000 2019,"Sours beers are taking over our taps Friday May 3rd! Some of the draft selections include Cantillon Nath, Duchesse\ ","Walnut Creek, CA"
Tue Apr 23 23:59:58 +0000 2019,"Pretty crazy that 4.7% of San Francisco\ GDP is based on people paying to not have to walk up hills'""","San Francisco, CA"
Tue Apr 23 23:59:58 +0000 2019,Maaannnn ,"Cedar Hill, TX"
Tue Apr 23 23:59:58 +0000 2019," Kaso december pa ata labas nung game, detective pikachu na muna \","Oxnard, CA"
Tue Apr 23 23:59:58 +0000 2019," Quit poking the bear lady...just fizzle out of the spotlight!'""","Woodlawn, OH"
Tue Apr 23 23:59:58 +0000 2019,"'Career tip for landing jobs like ""RN - Wound Care"" in McMinnville, OR. Go on informational interviews. The best way\ ","McMinnville, OR"
Tue Apr 23 23:59:58 +0000 2019,,"Candler-McAfee, GA"
Tue Apr 23 23:59:58 +0000 2019, wrote the recent analysis good read - ,"Rockville, MD"
Tue Apr 23 23:59:58 +0000 2019, Done.\,"Newark, OH"
Tue Apr 23 23:59:58 +0000 2019, \,"Virginia, USA"
Tue Apr 23 23:59:58 +0000 2019,"  New ideas in fish food'""","Wildwood, FL"
Tue Apr 23 23:59:58 +0000 2019,Positive vibes always \ | passportmia  @ Shh Miami ,"Miami Beach, FL"
Tue Apr 23 23:59:58 +0000 2019,"I\ never forget when Brandon mama heard Chance the Rapper and asked if that was DL Hughley.'""","South Carolina, USA"
Tue Apr 23 23:59:58 +0000 2019,"You gotta make a mf regret playing with you like you worth nothing'""","Greensboro, NC"
Tue Apr 23 23:59:58 +0000 2019,  Thank you for  sharing. Love seeing this! \,"Avon, CT"
Tue Apr 23 23:59:58 +0000 2019,"Scratching * sorry'""","Phoenix, AZ"
Tue Apr 23 23:59:58 +0000 2019,"Man, thinking about life choices and all that led to thinking about con stuff and everything that isn\ getting don\ ","Lombard, IL"
Tue Apr 23 23:59:58 +0000 2019,"Zac Efron in a Spurs jersey is a real killer for me personally'""","Charlotte, NC"
Tue Apr 23 23:59:58 +0000 2019," Tedder and Mira'""","Austin, TX"
Tue Apr 23 23:59:58 +0000 2019,"gone down a dark rabbit hole of kantian feminist ethicists who seem to really understand me on every level'""","Los Angeles, CA"
Tue Apr 23 23:59:58 +0000 2019, and smoked salmon crostini @ Market Tavern ,"Lincoln Village, CA"
Tue Apr 23 23:59:58 +0000 2019,"Can this week just fuck off thnx'""","California, USA"
Tue Apr 23 23:59:57 +0000 2019,It\ all be alright ,"San Francisco, CA"
Tue Apr 23 23:59:57 +0000 2019," #GMM is my anxiety medicine, I have been watching the show since season 2 or 3 and I can\ imagine m\ ","Riverton, IL"
Tue Apr 23 23:59:57 +0000 2019,"Tomorrow night at 8:30 EST: the Podswoggle Title Tournament is BACK!  is the champ somehow, it\ Exteme\ ","Lake Butler, FL"
Tue Apr 23 23:59:57 +0000 2019,"#Barberton #Ohwx Temp:60.8\ WchillLow:52.2\ Wind:4 mph Dir:WNW Baro:Rising Rain2day:0.02in Hum:67% UV:0.0 @ 20:00 04/23/19 #weather'""","Portage Lakes, OH"
Tue Apr 23 23:59:57 +0000 2019," I was rapidly searching twitter to see what news item you could have possibly meant and I thought maybe that one.'""","Oakland, CA"
Tue Apr 23 23:59:57 +0000 2019," No, would not vote. I can\'t believe it. Always voted. Would not vote for a Dem.""'","Nampa, ID"
Tue Apr 23 23:59:57 +0000 2019,"   Music to my ears.'""","Corpus Christi, TX"
Tue Apr 23 23:59:57 +0000 2019,Legendary\ ,"Paris, TX"
Tue Apr 23 23:59:57 +0000 2019," Are you still going into youth ministry?'""","Adrian, MI"
Tue Apr 23 23:59:57 +0000 2019," Does it play Xbox games?'""","Lincoln Park, NJ"
Tue Apr 23 23:59:57 +0000 2019, I had the fanny in the cart and it sold out \,"Mesa, AZ"
Tue Apr 23 23:59:57 +0000 2019,Utilizing neighbor\'s technology at Watts Farm for corn #plant19. Seeding scripts created in the  R7\ ,"Emporia, KS"
Tue Apr 23 23:59:57 +0000 2019,"Wind 2.0 mph NW. Barometer 29.936 in, Rising slowly. Temperature 72.5 \ Rain today 0.00 in. Humidity 70%'""","La Grange, KY"
Tue Apr 23 23:59:57 +0000 2019,Bye ,"Florida, USA"
Tue Apr 23 23:59:57 +0000 2019,Y\ my parents went out and took pictures with the wildflowers on Easter\ ,"Oklahoma, USA"
Tue Apr 23 23:59:57 +0000 2019,Congrats to both the girls and boys teams on two great wins today versus Medway!! Girls (2-1) win 90-46 while the b\ ,"West Bridgewater, MA"
Tue Apr 23 23:59:57 +0000 2019,I guess this explains how my car got backed into TWICE within a 4 month period ,"Maine, USA"
Tue Apr 23 23:59:56 +0000 2019,"  Thanks!'""","Mound House, NV"
Tue Apr 23 23:59:56 +0000 2019,I mean I beeeennnnn blasting Lemonade the last three years...... ,"Kentucky, USA"
Tue Apr 23 23:59:56 +0000 2019,   I just learned more about his opponent  and sent her campaign some m\ ,"Houston, TX"
Tue Apr 23 23:59:56 +0000 2019,Why y\ ain\ tell me Wendys have new lemonade flavors \,"Chicago, IL"
Tue Apr 23 23:59:56 +0000 2019,Y\ hoes weird asf \,"Ocoee, FL"
Tue Apr 23 23:59:56 +0000 2019,Time 2 Plant \ Your Seeds For Your Spring Gardening Here is Some Gardening Tips #h2bngarden #miami #springgarden\ ,"Biscayne Park, FL"
Tue Apr 23 23:59:56 +0000 2019,so i just finished All American ... i\ waiting for season 2 like #AllAmerican ,"Groves, TX"
Tue Apr 23 23:59:56 +0000 2019, He\ so nonchalant about everything. To be frank...he\ an asshole \,"Celebration, FL"
Tue Apr 23 23:59:56 +0000 2019,My fear almost came true:\\n\\nI dropped a pair of kitchen scissors and they slightly impaled my leg. It bled a bit. My\ ,"Kentucky, USA"
Tue Apr 23 23:59:56 +0000 2019,I\ beyonddd bored \,"Georgia, USA"
Tue Apr 23 23:59:56 +0000 2019," Thank you!'""","Virginia, USA"
Tue Apr 23 23:59:56 +0000 2019," The tricky part, if I understand it correctly, is that Gould also needs to sign the franchise tag to g\ ","Washington, DC"
Tue Apr 23 23:59:56 +0000 2019,All of these politicians are catering to Millennials now and I\ over here like: ,"Minneapolis, MN"
Tue Apr 23 23:59:55 +0000 2019,  They aren\ incoherent they just do t match up with \ the bucks are the best team in b\ ,"Florida, USA"
Tue Apr 23 23:59:55 +0000 2019,"    McGahn with the wind.'""","Queens, NY"
Tue Apr 23 23:59:55 +0000 2019,A ver culeros!! Who\'s got #TheirBenji?!!!\\n.\\n.\\n.\\n#LeavingThisHere #ThePeoplesComedian @ South San Diego ,"San Diego, CA"
Tue Apr 23 23:59:55 +0000 2019,"How do y\'all describe Fiesta to someone who isn\'t from SA?""'","College Station, TX"
Tue Apr 23 23:59:55 +0000 2019," Harder to do'""","Powder House, Somerville"
Tue Apr 23 23:59:55 +0000 2019,facts ,"Leisure City, FL"
Tue Apr 23 23:59:55 +0000 2019,This is pretty cool ,"Aberdeen, MD"
Tue Apr 23 23:59:55 +0000 2019," Literally need'""","Randallstown, MD"
Tue Apr 23 23:59:55 +0000 2019,"  Dope!'""","South Carolina, USA"
Tue Apr 23 23:59:55 +0000 2019," Right? Like just oneeee'""","Los Angeles, CA"
Tue Apr 23 23:59:55 +0000 2019,"Against the Mets, the pitcher\'s 2-RBI double and the subsequent 2-out error are followed by a HR. For the Mets...it\ ","Queens, NY"
Tue Apr 23 23:59:55 +0000 2019,"  As you well know, take away the legal guns & only the criminals will have them.'""","Los Angeles, CA"
Tue Apr 23 23:59:55 +0000 2019," Goalss'""","Texas, USA"
Tue Apr 23 23:59:55 +0000 2019,Line to sign up to speak at #BVSD school board meeting on transgender complaint wraps around the board room. ,"Boulder, CO"
Tue Apr 23 23:59:55 +0000 2019,hustle bones - death grips ,"Duncanville, TX"
Tue Apr 23 23:59:54 +0000 2019," And he\'s left handed""'","New York, USA"
Tue Apr 23 23:59:54 +0000 2019,"I loved  already but Earth is so cool.'""","Kent, OH"
Tue Apr 23 23:59:54 +0000 2019,"Picking up sandwiches to go for dinner (@ Heidi\'s Brooklyn Deli in Peoria, AZ) ","Arizona, USA"
Tue Apr 23 23:59:54 +0000 2019,"  I will do more than just stick my tongue in your ass believe me!'""","Staten Island, NY"
Tue Apr 23 23:59:54 +0000 2019,"I love fans'""","New Jersey, USA"
Tue Apr 23 23:59:54 +0000 2019,"I know damn well I\ not the only person that\ getting spam in their DMs ?!?'""","Philadelphia, PA"
Tue Apr 23 23:59:54 +0000 2019,"3, 2, 1 ","Coachella, CA"
Tue Apr 23 23:59:54 +0000 2019,New first impressions video is up for Pagan Online. What a beautiful and absolutely fun game this is. I have enjoye\ ,"Norfolk, VA"
Tue Apr 23 23:59:54 +0000 2019,"2017 HIFF Made In Hawaii Winner, OUT OF STATE, will be airing nationally on  Independent Lens on May 6th! Check\ ","Honolulu, HI"
Tue Apr 23 23:59:54 +0000 2019,Coach Larry\ step challenge is still going strong for 1 more week! How many floors can YOU cover in 3 minutes? Mor\ ,"Santa Rosa, CA"
Tue Apr 23 23:59:54 +0000 2019,"idinas in new york to rehearse for the new musical shes starring in at the end of the year im gonna speak that into existence'""","East Greenwich, RI"
Tue Apr 23 23:59:54 +0000 2019," preciate it my dude'""","Houston, TX"
Tue Apr 23 23:59:54 +0000 2019,"You have to appreciate yourselves. Nobody else will.. at least not forever.'""","Sacramento, CA"
Tue Apr 23 23:59:53 +0000 2019,"parents: *complain that I tell them nothing about my life*\\nme: *tries to update them on my life*\\nthem: *rolls eyes,\ ","Louisiana, USA"
Tue Apr 23 23:59:53 +0000 2019," It\ been a great purposeful day!'""","Chicago, IL"
Tue Apr 23 23:59:53 +0000 2019,"   is pregnant. Had no idea'""","Walton Park, NY"
Tue Apr 23 23:59:53 +0000 2019,"  Whoops, not you. It was  .'""","Minneapolis, MN"
Tue Apr 23 23:59:53 +0000 2019,"  Ftw'""","Sarasota, FL"
Tue Apr 23 23:59:53 +0000 2019,"Ok, what does an #avgeek do when enjoying the bounteous nature of the Grand Canyon? Look up of course! Not sure wha\ ","California, USA"
Tue Apr 23 23:59:52 +0000 2019,I don\ even work a real job to just be getting off at 8:00. I guess it was only right that my last day be the long\ ,"Tallahassee, FL"
Tue Apr 23 23:59:52 +0000 2019,"It reminds me of injustass 2'""","South Carolina, USA"
Tue Apr 23 23:59:52 +0000 2019,"I got married, had kids, AND got divorced and I\ still got good looks t9 spare, am I winning or losing? ","California, USA"
Tue Apr 23 23:59:52 +0000 2019,"  Started 12-7 last year was swept in 5 game series in july. Settle down it only april'""","Pewaukee, WI"
Tue Apr 23 23:59:52 +0000 2019," He\ like a walking talking Wikipedia'""","Florida, USA"
Tue Apr 23 23:59:52 +0000 2019,"I said dairy twice to emphasize how little dairy I\ be eating'""","Arvada, CO"
Tue Apr 23 23:59:52 +0000 2019,  It was our first stop in Cali too !! Can\ wait to get back ! ,"Simpsonville, SC"
Tue Apr 23 23:59:52 +0000 2019," Crab Ragoon is bomb sis !!! Let me make you some ! lol'""","Huntsville, AL"
Tue Apr 23 23:59:52 +0000 2019,"Paint Night @ La Casa Fina in Boyle Heights tonight \ Looking to create some new artwork for the future house.'""","Los Angeles, CA"
Tue Apr 23 23:59:52 +0000 2019,"1999   and  we\ all pretty damn cool too.'""","Philadelphia, PA"
Tue Apr 23 23:59:52 +0000 2019, I\ been somewhat out of the loop on that 20 class. Who are some guys you think we land? The one kid fro\ ,"Kentucky, USA"
