Date,Tweet
Date,eet',Country
Sun Jun 09 17:49:13 +0000 2019,"Wise Choice Sports or Wise Sports Choice ?'""","Baton Rouge, LA"
Sun Jun 09 17:49:13 +0000 2019,"'Have you ever had a role like ""Color Designer I""? What did you like most about that job? #ProductMgmt #Rockford, MI\''","Rockford, MI"
Sun Jun 09 17:49:13 +0000 2019,"Can you recommend anyone for this job? Collections Specialist -  #Sales #Fishers, IN'""","Fishers, IN"
Sun Jun 09 17:49:13 +0000 2019,,"Washington, DC"
Sun Jun 09 17:49:13 +0000 2019,"'Don\\\'t be shy. Score a job like ""Help desk"" at Robert Half Technology by asking for referrals. It\\\'s a great way to g\ ","Boca Raton, FL"
Sun Jun 09 17:49:13 +0000 2019,"Anything IS Possible! \ IF\ you have trust, innovation and legendary service follows. Spot-on messaging and eng\ ",Venetian Pallazo Ballroom
Sun Jun 09 17:49:13 +0000 2019,"See our latest #Davenport, IA #Hospitality job opportunity and click the link in our bio to apply: Prep Cook at Red Lobster'""","Davenport, IA"
Sun Jun 09 17:49:13 +0000 2019,Wait cus this was dope AF\ ,"Pennsylvania, USA"
Sun Jun 09 17:49:13 +0000 2019,Come see baby daddy! #Twitch  ,"Denton, TX"
Sun Jun 09 17:49:13 +0000 2019,  Not only missing the tackle I\ watching this guy make bad reads overrun his fit and wit\ ,"Cleveland Heights, OH"
Sun Jun 09 17:49:13 +0000 2019," Agreed and well put ! What have we become !???'""","Los Angeles, CA"
Sun Jun 09 17:49:13 +0000 2019, Would this be the Trader Joe\ grinder? Game changing in that I can finally enjoy some smoke and al\ ,"Highland Park, NJ"
Sun Jun 09 17:49:13 +0000 2019,"'Join the Worldpay team! See our latest #Accounting job openings, including ""Senior Financial Analyst"", via the link\ ","Cincinnati, OH"
Sun Jun 09 17:49:12 +0000 2019,Count & serve my bills like \\nJude/Jazz/Max. Never seen anyone face bills faster than Jude \,"San Francisco, CA"
Sun Jun 09 17:49:12 +0000 2019,"My god son is almost full term in my baby girls womb !!!!! JULY 31 BABY'""","Foxborough, MA"
Sun Jun 09 17:49:12 +0000 2019,That\ how you do a correction diamond bump down!!!\ ,"Milford, MA"
Sun Jun 09 17:49:12 +0000 2019," Is that because he is better than hazard or because he\ played in way better teams/easier leagues ?'""","Dallas, TX"
Sun Jun 09 17:49:12 +0000 2019,Say it louder so the ppl out in the back can hear ya my guy!\ ,"El Paso, TX"
Sun Jun 09 17:49:12 +0000 2019,"  it shoots facial expressions at other peoples\ heads.'""","Chicago, IL"
Sun Jun 09 17:49:12 +0000 2019,   I HATED that job so much! The assistan manager\'s girlfriend got mad at me and st\ ,"Indiana, USA"
Sun Jun 09 17:49:12 +0000 2019,Deadt ,"Ruston, LA"
Sun Jun 09 17:49:11 +0000 2019,        I dont want\ ,"Iowa, USA"
Sun Jun 09 17:49:11 +0000 2019, Wait??? You can see me? ,"Granbury, TX"
Sun Jun 09 17:49:11 +0000 2019," I\ from Michigan ! I sure in hell didn\ vote for that woman! She is a liar and devil! She got in how I don\ know!'""","Utica, MI"
Sun Jun 09 17:49:11 +0000 2019,I knew they weren\ gonna overturn that shit. \ ,"Georgia, USA"
Sun Jun 09 17:49:11 +0000 2019, at #SoWaOpenMarket #ColorYourPride  ,SoWa Open Galleries
Sun Jun 09 17:49:11 +0000 2019,This Pentecost Sunday we\ sending blessings and safe travels to our NBUMC Youth Work Camp group as they head to N\ ,"Columbus, OH"
Sun Jun 09 17:49:11 +0000 2019,I\ up & alive \,"Clearwater, FL"
Sun Jun 09 17:49:11 +0000 2019," SNOOP HOLDIN IT DOWN'""","North Carolina, USA"
Sun Jun 09 17:49:11 +0000 2019,Aye man it ain\ cheating if you don\ get caught fuck nigga. #CaseyWon ,"Burlington, NC"
Sun Jun 09 17:49:11 +0000 2019,"   On behalf of Trump and against Hillary. In addition, he took an unprecedented st\ ","Philadelphia, PA"
Sun Jun 09 17:49:10 +0000 2019,No checks today but my buddy was only a 1/2 inch shy of making it happen. 8 lb slot fish \ ,"Texas, USA"
Sun Jun 09 17:49:10 +0000 2019,The MVA is the worst thing to exist fuck you guys ,"College Park, MD"
Sun Jun 09 17:49:10 +0000 2019," Yeah Ik'""","Glenview, IL"
Sun Jun 09 17:49:10 +0000 2019,The future of sepsis studies & clinical trials?  #Shock2019   ,"Coronado, CA"
Sun Jun 09 17:49:10 +0000 2019, \,"Warrenton, OR"
Sun Jun 09 17:49:10 +0000 2019, \ ,"Joplin, MO"
Sun Jun 09 17:49:10 +0000 2019,This is  but instead of tecate it\ modelo ,"San Jose, CA"
Sun Jun 09 17:49:10 +0000 2019,"Wish feelings had a delete button'""","Fort Lauderdale, FL"
Sun Jun 09 17:49:10 +0000 2019,"  Walsh hates Trump so much that he will lie about him....incessantly.'""","Hazelwood, MO"
Sun Jun 09 17:49:10 +0000 2019,"So many of them exist! They come with emotional \ baggage that is unparalleled! They lie & deceive, play the field\ ",United States
Sun Jun 09 17:49:10 +0000 2019,   You really gonna need an army to investigate every miscarriage to make sure th\ ,"Manhattan, NY"
Sun Jun 09 17:49:10 +0000 2019,        \ ,"Hayford, WA"
Sun Jun 09 17:49:10 +0000 2019,Thank you for being here. ,"West Hollywood, CA"
Sun Jun 09 17:49:10 +0000 2019,"   Or maybe it\ because our rights aren\ for sale??'""","Oregon, USA"
Sun Jun 09 17:49:10 +0000 2019,can white people pls stop getting dressed up and shitfaced to watch horses get abused ??? like go to a frat formal\ ,"San Francisco, CA"
Sun Jun 09 17:49:10 +0000 2019,"  IM'""","Austin, TX"
Sun Jun 09 17:49:09 +0000 2019,"Why the fuck did I get charged for an Uber trip'""","Battle Ground, WA"
Sun Jun 09 17:49:09 +0000 2019,"Perfectly Balancing The Bullshit And The Non Bullshit'""","Burlington, OH"
Sun Jun 09 17:49:09 +0000 2019,Time Heals and that\'s what you need right now! The death of your brother is still fresh! \ ,"North Carolina, USA"
Sun Jun 09 17:49:09 +0000 2019,"Happy birthday Bobbi!!!  Have an amazing day!!! #Hearties'""","Independence, MO"
Sun Jun 09 17:49:09 +0000 2019,"   Who\ he calling \ Lol'""","Newcastle, WY"
Sun Jun 09 17:49:09 +0000 2019, You were so funny \,"California, USA"
Sun Jun 09 17:49:09 +0000 2019, \ love you\ ,"Fayetteville, NC"
Sun Jun 09 17:49:09 +0000 2019,Hahahahaha!! ,"Rockville, MD"
Sun Jun 09 17:49:09 +0000 2019," Want me to put one together for you? Lmao'""","El Paso, TX"
Sun Jun 09 17:49:09 +0000 2019,I recently wrote a #LetterToMySenator over why I encourage and support the Equality Act. It was passed by the House\ ,"Chillicothe, OH"
Sun Jun 09 17:49:09 +0000 2019,"Tarek, This is impressive! ","Chicago, IL"
Sun Jun 09 17:49:08 +0000 2019,"Jeans are not the move this summer'""","Doolittle, TX"
Sun Jun 09 17:49:08 +0000 2019,Sometimes I wish we could have a truly closed Auburn twitter group. So much external noise. \,"Florida, USA"
Sun Jun 09 17:49:08 +0000 2019,"In every position and with every effort, working with Fresenius Medical Care is your chance to use your dedication\ ","Swarthmore, PA"
Sun Jun 09 17:49:08 +0000 2019,Guerron Erazo y Arroyo son jugadores que no juegan y si suman los millones de dollares que hay que pagar es mucho.\ ,United States
Sun Jun 09 17:49:08 +0000 2019,"*threw'""","Los Angeles, CA"
Sun Jun 09 17:49:08 +0000 2019,Cameron Love \ \ ,"Richland, WA"
Sun Jun 09 17:49:08 +0000 2019,100 miles done for the 2019  Bridge to Beach! @ Atlantic City Boardwalk ,"Atlantic City, NJ"
Sun Jun 09 17:49:08 +0000 2019," Looks good bro  cheers'""","San Antonio, TX"
Sun Jun 09 17:49:08 +0000 2019,just me and my boo today \,"Golden Glades, FL"
Sun Jun 09 17:49:08 +0000 2019,"KD back for game 5 ????? Big yikes'""","Idaho, USA"
Sun Jun 09 17:49:08 +0000 2019, Lmao yes\,"New Orleans, LA"
Sun Jun 09 17:49:08 +0000 2019,"Rain or shine, we\ still fine!! Don\ worry, we still have lots of food and exhibitors, games, music, and our Sun\ ","Fair Oaks, VA"
Sun Jun 09 17:49:08 +0000 2019,"People always want to complain about Grambling & the surrounding areas, like damn, ain\ nobody make you come here\ ","Louisiana, USA"
Sun Jun 09 17:49:07 +0000 2019," replay is a joke.'""","Henderson, TN"
Sun Jun 09 17:49:07 +0000 2019,Congrats bro! More on the way ,"Missouri, USA"
Sun Jun 09 17:49:07 +0000 2019,Welcome back to #bondcourt. The honorable Judge Arthur Wesley Willis is presiding. A busy day with many city & subu\ ,Cook County Circuit Court - Criminal Division
Sun Jun 09 17:49:07 +0000 2019," Comment di-ton ~ \ \ \ ~'""","Cicero, IL"
Sun Jun 09 17:49:07 +0000 2019,"Super cool spot in the 619. @ Sunset Cliffs, San Diego ","San Diego, CA"
Sun Jun 09 17:49:07 +0000 2019, lol ,"Petaluma, CA"
Sun Jun 09 17:49:07 +0000 2019,"FBI has a license to lie'""","Hialeah, FL"
Sun Jun 09 17:49:07 +0000 2019,Just doing what he loves the most.  \ ,"California, MD"
Sun Jun 09 17:49:07 +0000 2019,New  Type Beat!! Prod by  \ .\\n.\\nTag a rapper who would body this beat!!!\ ,"Houston, TX"
Sun Jun 09 17:49:07 +0000 2019,"9 years ago today my guinea pig charlie passed away while my family was watching the movie G-Force'""","Redlands, CA"
Sun Jun 09 17:49:07 +0000 2019,"Pls I\ doing groceries, you can\ do this to meeeeeee ","Bakersfield, CA"
Sun Jun 09 17:49:06 +0000 2019,"Same, but I\ kind of a dim bulb so I have an excuse ","Gaithersburg, MD"
Sun Jun 09 17:49:06 +0000 2019,"'Have you ever had a role like ""STORE MANAGER""? What did you like most about that job? #Retail #Cooperstown, NY\''","New York, USA"
Sun Jun 09 17:49:06 +0000 2019," They were so bold to get off but tried to run when they were getting fucked up lmao.'""","Santa Clarita, CA"
Sun Jun 09 17:49:06 +0000 2019,"Rip off my skin, since you getting on my \","Chicago, IL"
Sun Jun 09 17:49:06 +0000 2019,Y\ I am at the  matinee (bless) but I am already concerned because Harold next to me has a FULL BAG of\ ,"Manhattan, NY"
Sun Jun 09 17:49:06 +0000 2019,My point exactly!! ,"Pensacola, FL"
Sun Jun 09 17:49:06 +0000 2019,Back it up! Games \ ,"Boston, MA"
Sun Jun 09 17:49:06 +0000 2019,"Hayyy these people'""","San Jose, CA"
Sun Jun 09 17:49:05 +0000 2019," If your parents aren\ matching on vacation, they\ not doing it right'""","Montauk, NY"
Sun Jun 09 17:49:05 +0000 2019,"If  hops on stage with a harmonica, they can have all my money. ","New Orleans, LA"
Sun Jun 09 17:49:05 +0000 2019,  \,"South Carolina, USA"
Sun Jun 09 17:49:05 +0000 2019,One of the best dudes in the biz.   showed Deep Ellum how to get down (off the stage) last night. ,"Deep Ellum, Dallas"
Sun Jun 09 17:49:05 +0000 2019,Want to work at Sunrise Senior Living? We have been named one of the 2019 Best Workplaces in the Bay Area by Fortun\ ,"Omaha, NE"
Sun Jun 09 17:49:05 +0000 2019,Interesting early career exhibit hall walk for the #SIOscholars AT #SIO2019 ! Many thanks to the reps!  ,"Boston, MA"
Sun Jun 09 17:49:05 +0000 2019,These slay me ,"Redmond, WA"
Sun Jun 09 17:49:05 +0000 2019,"We just got  in NYC or Mount Vernon was up folks should I #smash?'""","Bronx, NY"
Sun Jun 09 17:49:05 +0000 2019,Last day before that work week starts up again \ #guinness #baltimore #beer #brewery @ Guinness Open Gate Brewery US ,"Arbutus, MD"
Sun Jun 09 17:49:05 +0000 2019,All with 2 outs \ ,"Waterbury, CT"
Sun Jun 09 17:49:05 +0000 2019,I love this so much #bobsburgers #pride #pridemonth #happypridemonth\ ,"Vancouver, WA"
Sun Jun 09 17:49:04 +0000 2019,Happy LA #Pride \ ,"West Hollywood, CA"
Sun Jun 09 17:49:04 +0000 2019,Come get your uncle!? \ Shout out to  for pointing out this epidemic of relatives who can\'t quite lea\ ,"Simi Valley, CA"
Sun Jun 09 17:49:04 +0000 2019," Ooohhhh is it belle that\'s awesome""'","Denton, TX"
Sun Jun 09 17:49:04 +0000 2019, We love hearing the stories from Rick lol \ he does try so hard \,"Broomall, PA"
Sun Jun 09 17:49:04 +0000 2019,"'Have you ever had a role like ""Combat Stress Recovery Specialist - Pittsburgh, PA / New York, NY""? What did you lik\ ","Pittsburgh, PA"
Sun Jun 09 17:49:04 +0000 2019,"'Career tip for landing jobs like ""Shift Supervisor Manangement Trainee"" in #Portsmouth, VA. Go on informational int\ ","Portsmouth, VA"
Sun Jun 09 17:49:04 +0000 2019,Drinking a Double Dry Hopped Double Mosaic Daydream by  @ Cafe Herber-El-Shamy \ ,"Indiana, USA"
Sun Jun 09 17:49:04 +0000 2019,"  obama was a failed pot smoking community organizer who never worked a day in his life. Hooray!!!!!'""","Hackensack, NJ"
Sun Jun 09 17:49:04 +0000 2019,Can you recommend anyone for this job? Nurse Manager - Ambulatory Surgery Center and Operating Room -\ ,"Papillion, NE"
Sun Jun 09 17:49:04 +0000 2019,"If  wants to hook us up with free slurpees... I mean...'""","Santa Barbara, CA"
Sun Jun 09 17:49:04 +0000 2019,"get a spot before you get a whip'""","Bronx, NY"
Sun Jun 09 17:49:04 +0000 2019,"Want to work in #QueenCreek, AZ? View our latest opening:  #Education'""","Queen Creek, AZ"
Sun Jun 09 17:49:04 +0000 2019, I know I know \,"Brooklyn, NY"
Sun Jun 09 17:49:04 +0000 2019,Drinking a Yard Sale by  at  \ ,"Cedar Rapids, IA"
Sun Jun 09 17:49:04 +0000 2019,What saved my Sling TV subscription? ,"Huntsville, AL"
Sun Jun 09 17:49:04 +0000 2019,"Rehearsal time'""","Las Vegas, NV"
Sun Jun 09 17:49:04 +0000 2019,In early (10:00am) enough at the  to see the mass migration of the dealers. A magical sight that everyone shou\ ,"Paradise, NV"
Sun Jun 09 17:49:04 +0000 2019,"I see your delicious carrot cake and I raise you a white chocolate triple berry trifle, which will be drizzled with\ ","Chesapeake Beach, MD"
Sun Jun 09 17:49:03 +0000 2019,Love life and it\ love you back \ \ #afewdaysoff #sundayfunday #weekend #losangeles #riseandshine @ P\ ,"Los Angeles, CA"
Sun Jun 09 17:49:03 +0000 2019,While you\ in the kitchen can you grab me a glass of milk please ,"Harwick, PA"
Sun Jun 09 17:49:03 +0000 2019,"I\ at my brother graduation and I just saw a dude wearing a suit with timbs bro I have seen it al'""","Plymouth Township, MI"
Sun Jun 09 17:49:03 +0000 2019,"     Thanks for being there'""","Long Beach, CA"
Sun Jun 09 17:49:03 +0000 2019,"'If jobs with titles like ""Parts Delivery"" sound appealing to you, follow us to hear about these types of opportunities in #Norfolk, VA.\''","Norfolk, VA"
Sun Jun 09 17:49:03 +0000 2019,"'Enterprise Holdings is looking for teammates like you. See our latest #BusinessMgmt job openings, including ""Sales\ ","Winter Garden, FL"
Sun Jun 09 17:49:03 +0000 2019,"   This city needs to burn'""","Cahokia, IL"
Sun Jun 09 17:49:03 +0000 2019,VR sales are either going to SKYROCKET or TANK because of  ,"San Diego, CA"
Sun Jun 09 17:49:03 +0000 2019," I am. Thanks Steve.'""","Parsippany, NJ"
Sun Jun 09 17:49:03 +0000 2019,"'Click the link in our bio to see currently open #Manufacturing #ManufacturingJobs jobs like ""QA Leader- 11AM-11PM""\ ","Franklin, KY"
Sun Jun 09 17:49:03 +0000 2019," At least let them use a plaid soccer ball'""","Dormont, PA"
Sun Jun 09 17:49:03 +0000 2019,"If you\'re looking for work in #Midvale, UT, check out this #Cosmetology job via the link in our bio: Beauty Advisor at Ulta Beauty""'","Midvale, UT"
Sun Jun 09 17:49:03 +0000 2019,"   Yes. I have. I hope never to hear about him ever again.'""","New Orleans, LA"
Sun Jun 09 17:49:03 +0000 2019,"Maj Scientist meeting fellow vinyl lovers on any given Sunday...\\nSupport Chris, owner  a very cool spot to\ ","Brooklyn, NY"
Sun Jun 09 17:49:02 +0000 2019,"I miss this view. \ #handsfreepetcarrier #hoochismyhero #apieceofmyheartisinheaven @ Portsmouth, Virg\ ","Portsmouth, VA"
Sun Jun 09 17:49:02 +0000 2019," You are a great leader. You\'ll never get credit, just a second term. You\'re doing such a good job\ ","Calabasas, CA"
Sun Jun 09 17:49:02 +0000 2019,"  I had to ;)'""","Illinois, USA"
Sun Jun 09 17:49:02 +0000 2019, She wanted to beat yo ass she had to get up outta there she said \,"Fort Wayne, IN"
Sun Jun 09 17:49:02 +0000 2019,"'Superb related terms for ""I dont know"": ","Florida, USA"
Sun Jun 09 17:49:02 +0000 2019,"I was having bad dreams and heat strokes all night.. real life dripping sweat'""","Wisconsin, USA"
Sun Jun 09 17:49:02 +0000 2019,"   Go Janice! We love you!!'""","Kawela Bay, HI"
Sun Jun 09 17:49:02 +0000 2019,How do you have your shelves arranged?\\n.\\nHappy Sunday Bookbirds! I am finally done with my shelves! Apparently I ca\ ,"Nashville, TN"
Sun Jun 09 17:49:02 +0000 2019,Welcome to The U! ,"Miami, FL"
Sun Jun 09 17:49:02 +0000 2019,"MED - MEDICAL at 2000 BLOCK OF SE MARION ST, PORTLAND, OR [Portland Fire #RP19000048246] 09:37 #pdx911'""","Portland, OR"
Sun Jun 09 17:49:02 +0000 2019,"  Dougy P won us a super bowl with Nick Foles. Yes, it is a hard question.'""","Columbus, OH"
Sun Jun 09 17:49:02 +0000 2019,"i\ a lil drunk n renee wants me to braid her hair so if u see her looking crazy mind ya business'""","Whittier, CA"
Sun Jun 09 17:49:02 +0000 2019, I need 5 minutes of your time outside!! ,"Florida, USA"
Sun Jun 09 17:49:01 +0000 2019,Frank Mooney Cross Country Athletes of the Year: Ryan Oosting & Grace Connolly! ,"Randolph, MA"
