Date,Tweet
Date,eet',Country
Tue May 14 06:10:44 +0000 2019," Yes, there\'s  but let\'s not forget about the little guys; I\'m talking firefly size. Home gro\ ","Los Angeles, CA"
Tue May 14 06:10:43 +0000 2019,"I wish i was able to put why I\ so sad into words'""","Casas Adobes, AZ"
Tue May 14 06:10:43 +0000 2019,"Hdm'""","Baton Rouge, LA"
Tue May 14 06:10:43 +0000 2019," Damn that\ deep ...'""","Frisco, TX"
Tue May 14 06:10:43 +0000 2019,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary'""","Loma Linda, CA"
Tue May 14 06:10:43 +0000 2019," thank you my fellow queen'""","Fontana, CA"
Tue May 14 06:10:43 +0000 2019," My house. Next question.'""","St Johns, MI"
Tue May 14 06:10:43 +0000 2019,"if bruh knew what was really going on he\ be sick \ no cap'""","Clemson, SC"
Tue May 14 06:10:42 +0000 2019,Promo team is cool but man THIS is the dream. \\nI will work the mic for this station one day. ,"San Jose, CA"
Tue May 14 06:10:42 +0000 2019,"Dwight Schrute >>>>>'""","Fullerton, CA"
Tue May 14 06:10:42 +0000 2019,Risking it for the biscuit. My new slogan ,"Smyrna, GA"
Tue May 14 06:10:41 +0000 2019,Ya todo est\ listo para mi conferencia The Woodlands Reset\  este jueves 16 de Mayo  AM\ ,"The Woodlands, TX"
Tue May 14 06:10:41 +0000 2019,"  #Antiabortionists does not care about the child, after it\'s born. The proof is in the lack of outra\ ","Charlotte, NC"
Tue May 14 06:10:41 +0000 2019,I wanted to buy shoes but now I\ like \,"Dallas, TX"
Tue May 14 06:10:41 +0000 2019,I Been Sittin In The Dark The Last Two Hours Trynna Figure Out Wtf Wrong Wit Myself ,"Westminster, CO"
Tue May 14 06:10:40 +0000 2019,Was really disappointed with the first one and this looks even worse smh ruining a great villain \ ,"Chino, CA"
Tue May 14 06:10:40 +0000 2019,"   The other reason why this is simply not true is that even in Catalonia,\ ","Hawaii, USA"
Tue May 14 06:10:40 +0000 2019,Insomnia means I have a lot of tabs open like this. ,"Altamont, OR"
Tue May 14 06:10:39 +0000 2019,My og rolled me a legit cigarette today. Gotta love the skools ,"Texas, USA"
Tue May 14 06:10:39 +0000 2019,"I\ soo drunk'""","Georgia, USA"
Tue May 14 06:10:39 +0000 2019,"If if was a fifth \ #RipLilPhat'""","Phoenix, AZ"
Tue May 14 06:10:39 +0000 2019,This fr boutta be me during my next shift ,"Chino, CA"
Tue May 14 06:10:38 +0000 2019,"I put the i in iconic apps not illogical idiocy ones.'""","Jackson, MS"
Tue May 14 06:10:38 +0000 2019,"brb just crying bc I\ gonna see bob in 5 months and all of the people I love are helping make it happen and my heart is just so happy rn'""","Santa Clara, CA"
Tue May 14 06:10:38 +0000 2019," Ayala?'""","Fontana, CA"
Tue May 14 06:10:37 +0000 2019,I love spending the last 20 minutes of work throwing up in the bathroom. \,"Creve Coeur, IL"
Tue May 14 06:10:37 +0000 2019," is the Connors coming back for another season?'""","Independence, MO"
Tue May 14 06:10:36 +0000 2019,"Food'""","Tucson, AZ"
Tue May 14 06:10:36 +0000 2019,#selfcontrol ,"Fort Worth, TX"
Tue May 14 06:10:36 +0000 2019,Random screenshots today for inspiration. What i want in the next 5 years. \ #Motivated #PLTNM ,"Miami, FL"
Tue May 14 06:10:36 +0000 2019," Hayward not the bay . Don\ @ me'""","San Francisco, CA"
Tue May 14 06:10:35 +0000 2019," And after seeing the sleeves of my shirt I can confirm your assessment.'""","New York, USA"
Tue May 14 06:10:35 +0000 2019,I mean the rest is history. ,"Fort Smith, AR"
Tue May 14 06:10:35 +0000 2019,Damn I\ on the way big hungry hippo ass nigga ,"Hawaii, USA"
Tue May 14 06:10:35 +0000 2019,"Bruh postmates got me so fucked up rn.'""","Long Beach, CA"
Tue May 14 06:10:35 +0000 2019, \ ,"San Jose, CA"
Tue May 14 06:10:35 +0000 2019,Late night cruises really be the best to clear your head ,"Cocoa Beach, Florida"
Tue May 14 06:10:35 +0000 2019,That means a lot! You\ welcome. ,"Salt Lake City, UT"
Tue May 14 06:10:35 +0000 2019,Lol ,"Austin, TX"
Tue May 14 06:10:35 +0000 2019,"Sborts'""","Los Angeles, CA"
Tue May 14 06:10:35 +0000 2019,"i got like every song from the now cds on my phone'""","Philadelphia, PA"
Tue May 14 06:10:34 +0000 2019,"#extravaganza \ come check us out Monday-Saturday 12-6pm \\n\ Daily!\\nSizes XS-3X \\nOutfit driven boutique,\ ","Las Vegas, NV"
Tue May 14 06:10:34 +0000 2019,Check out Ooh La LashBox! 3-5 Lashes and products for $13.99 a month! delivered straight to your door! ,"Fairfield, CA"
Tue May 14 06:10:34 +0000 2019,"Most people mess up something good by looking for something better, just to end up with with someone worse \ ","Georgia, USA"
Tue May 14 06:10:34 +0000 2019,Call 911 I\ dying \ ,"Los Angeles, CA"
Tue May 14 06:10:33 +0000 2019,ON GOD !!! ,"Bronx, NY"
Tue May 14 06:10:33 +0000 2019,"   Furthermore, if you pay attention to what I say. My comments are always directed\ ","Los Angeles, CA"
Tue May 14 06:10:33 +0000 2019,"Lmao Benjamin sleeps just like his dad does and it\ just fucking crazy like how does this happen'""","Los Angeles, CA"
Tue May 14 06:10:33 +0000 2019,"I would love to go to sleep.'""","Mobile, AL"
Tue May 14 06:10:33 +0000 2019,THE BEST MF FEELING EVER \ ,"Houston, TX"
Tue May 14 06:10:33 +0000 2019,"' Maybe ""of course not"" is the answer to this question, but would it have been possible to use the Registe\ ","Seattle, WA"
Tue May 14 06:10:32 +0000 2019," So it can adequately find its pension obligations, maybe?'""","Irving, TX"
Tue May 14 06:10:32 +0000 2019,These two arrangements where made by my wife yolie. @ Doux Vape ,"Los Angeles, CA"
Tue May 14 06:10:31 +0000 2019,"  I think that\ exactly it! I also think he\ either steer them better, or just chang\ ","San Francisco, CA"
Tue May 14 06:10:31 +0000 2019,GOP suddenly interested in candidates who aren\'t white men! \\n\\nRepublicans are desperate to find women and minority\ ,"Sandy Springs, GA"
Tue May 14 06:10:31 +0000 2019,Incident on #ALine Queens bound from Hoyt-Schermerhorn Station to Euclid Avenue Station ,"Brooklyn, NY"
Tue May 14 06:10:31 +0000 2019," Betch.'""","Burbank, CA"
Tue May 14 06:10:30 +0000 2019,I just found this video in my phone from when I used to work at Sheikh \ ,"Oakland, CA"
Tue May 14 06:10:30 +0000 2019,I could never wife one. ,"Georgia, USA"
Tue May 14 06:10:29 +0000 2019," Damn you could\ came and visited me!'""","Denver, CO"
Tue May 14 06:10:29 +0000 2019," Yeah, I don\ buy it. Unless they were entirely checked out of the admissions process, their records, t\ ","Seattle, WA"
Tue May 14 06:10:29 +0000 2019, Jaripeos & Tacos are life\,"Hillsboro, OR"
Tue May 14 06:10:29 +0000 2019,"It\ like you ain\ got no faith in meeeeee! Ion wanna drive u crazy, I\ rather drive Mercedes\","Denver, CO"
Tue May 14 06:10:28 +0000 2019,"  Shit. Me too.'""","Idaho, USA"
Tue May 14 06:10:28 +0000 2019,its the worst.... especially when you both know ,"Kenner, LA"
Tue May 14 06:10:28 +0000 2019,Gonna miss these asian people more than anything \ ,"Kentucky, USA"
Tue May 14 06:10:27 +0000 2019,"i can\ stand people who seek attention from others.'""","Shelby, MI"
Tue May 14 06:10:27 +0000 2019,Been centuries \ ,"Baltimore, MD"
Tue May 14 06:10:27 +0000 2019,    Dr King would be a Republican he would be ashamed of the Democ\ ,"Pittsburgh, PA"
Tue May 14 06:10:26 +0000 2019, You aren\ mocking this man!Your previous deplorable action is not forgiven because & I expect tha\ ,"Texas, USA"
Tue May 14 06:10:26 +0000 2019," Keep killing it bro.'""","South Carolina, USA"
Tue May 14 06:10:26 +0000 2019,oof...\\n\ #dubs #warriorsin5 #wcf @ The Monkey House ,"San Ramon, CA"
Tue May 14 06:10:26 +0000 2019," I couldn\'t stop watching Portland replay at 1am... that was impressive... they\'re down most the game...""'","Davis, CA"
Tue May 14 06:10:26 +0000 2019,looking at the study guide for my socio exam &\ I\ realllyyy regretting not showing up for over a month \,"Turlock, CA"
Tue May 14 06:10:25 +0000 2019,   Where is our humanity \,"Evansville, IN"
Tue May 14 06:10:25 +0000 2019," I love you mom\ come to TX soon woo ah'""","Shenandoah, TX"
Tue May 14 06:10:25 +0000 2019,"I got a shot on my arm today. And now I feel like my arm about to fall off'""","Wilkes-Barre, PA"
Tue May 14 06:10:25 +0000 2019," And you are one of the people who don\ get it. How did the stock market do today? #Brokeahantas'""","West Chester, PA"
Tue May 14 06:10:25 +0000 2019,"'""he sneaked her out of her house that\\\'s why she\\\'s wearing all black""\","Sunrise Manor, NV"
Tue May 14 06:10:25 +0000 2019,   That\ from a fake account. ,"San Francisco, CA"
Tue May 14 06:10:25 +0000 2019,"  Yeah, there were all kinds of problems. I tried to convince myself they were doing wha\ ","Independence, OR"
Tue May 14 06:10:25 +0000 2019,Weird and Rich.\\nOr\\nBroke and cool. \,"San Diego, CA"
Tue May 14 06:10:24 +0000 2019,(my co workers today at work \ \ you def a hoe.\ \\n\\nCarlos: \ she is. A hoooeee- lotta personality!\,"California, USA"
Tue May 14 06:10:24 +0000 2019,  Jordan was so excited to see Dr.  Bob after his MRI today.  It\ amazing how seeing h\ ,David C Pratt Cancer Center
Tue May 14 06:10:24 +0000 2019,Everyday needs to be this lit ,The presence of God
Tue May 14 06:10:24 +0000 2019,Anyone else refer to people under 21 as 12 years old? Or is that just me \,"Flagstaff, AZ"
Tue May 14 06:10:24 +0000 2019,what the hell is a cosmic convo ,"Missouri, USA"
Tue May 14 06:10:24 +0000 2019,"temperature down 54\ -> 42\ up 58% -> 81%\\nwind 9mph -> 3mph'""","Illinois, USA"
Tue May 14 06:10:23 +0000 2019," Bruh. No character is acting like themselves. Varys just giving away his whole plan?!? Nah.'""","San Jose, CA"
Tue May 14 06:10:23 +0000 2019,Praise god I made it home \,"New Orleans, LA"
Tue May 14 06:10:23 +0000 2019,Exploring new concepts in Transnational Dance tonight. Thank you dancers for being down for this & playing with mov\ ,"Alhambra, CA"
Tue May 14 06:10:23 +0000 2019, Someone needs to beat this little bitches ass \,"West Puente Valley, CA"
Tue May 14 06:10:23 +0000 2019,"is anyone else fucked up or did I just make ravioli'""","Harrington Park, NJ"
Tue May 14 06:10:23 +0000 2019,Can\ wait for summer \,"Kingsville, TX"
Tue May 14 06:10:22 +0000 2019,"Bothers 4L \ @ Glendale Heights, Illinois ","Glendale Heights, IL"
Tue May 14 06:10:22 +0000 2019,"The Michael Chavis 2014 Bowman Superfractor 1/1 that was \ on eBay has now resurfaced, listed at a cool $19,9\ ","Beverly Hills, CA"
Tue May 14 06:10:22 +0000 2019,,"Atlanta, GA"
Tue May 14 06:10:22 +0000 2019,"$DAX 11,929 open dual posts up/down, stops just over 5 points, 10 x power'""","Sarasota, FL"
Tue May 14 06:10:21 +0000 2019," Fuckin hell. I just got implants and they never once mentioned that option.'""","San Jose, CA"
Tue May 14 06:10:21 +0000 2019,"I hope I still have friends by the time I finish tbh lol'""","Phoenix, AZ"
Tue May 14 06:10:21 +0000 2019,Mia: *tearing apart my little beauty blender sponge* \\nMe: Mia what are you doing?! \\nMia: oh no... what happened?\\nMe\ ,"El Paso, TX"
Tue May 14 06:10:21 +0000 2019, looks like that\ what i\ gonna do right now then. \,"Harlingen, TX"
Tue May 14 06:10:21 +0000 2019," Not specifically with banana bread, no /: I wish'""","Michigan, USA"
Tue May 14 06:10:20 +0000 2019,"why sean connery talk like that???'""","Brooklyn, NY"
Tue May 14 06:10:20 +0000 2019,Real question here is where can I watch the other 21 seasons \ ,"Norfolk, VA"
Tue May 14 06:10:20 +0000 2019," I work\ get leo one too & I got u w my children\ place CC'""","Arlington, TX"
Tue May 14 06:10:20 +0000 2019,"I can\ sleep'""","Barstow, CA"
Tue May 14 06:10:19 +0000 2019," Ahorita la escucho'""","Lyons, IL"
Tue May 14 06:10:19 +0000 2019,So I\ been hella complaining about my professor because I had a B- due to her stupid disorganization. My mom hear\ ,"San Diego, CA"
Tue May 14 06:10:19 +0000 2019," They got life fucked up!'""","McKinney, TX"
Tue May 14 06:11:05 +0000 2019, Proud of our American princess American & England halves prince.  Harry your awesome William likewis\ ,"Florida, USA"
