Date,Tweet
Date,eet',Country
Sun May 12 17:05:59 +0000 2019,Tell me why I adopted a pet that eats hay when I\'m allergic to it \,"Hillsdale, MI"
Sun May 12 17:05:59 +0000 2019,"TEST_PLACE: 0b114d02-db2d-4266-bc63-8de064fe8601'""",Twitter HQ
Sun May 12 17:05:59 +0000 2019,"  Dame, The Claw, & Daeny Let\'s get it ","West Valley City, UT"
Sun May 12 17:05:59 +0000 2019," I heard it was supposed to go for six seasons!'""","North Carolina, USA"
Sun May 12 17:05:59 +0000 2019, Dammit! I am so sorry to miss this. I was invited to by a student to attend the Academic All-State\ ,"Oklahoma, USA"
Sun May 12 17:05:59 +0000 2019,"  Not only is Eddie a traitor, he\'s probably a racist, or is totally cool with racism.\\nEd\ ","Lakeland, FL"
Sun May 12 17:05:59 +0000 2019,"Happy Mother\ Day!'""","Lincoln, RI"
Sun May 12 17:05:59 +0000 2019,"What path would you like to take?\\nOption a) ?????\\nOption b) ?????\\nLife is like that.'""","Taylorsville, UT"
Sun May 12 17:05:59 +0000 2019,"so happy I\ graduating COLLEGE this year with double minors \ + deans list every semester'""","Oakley, CA"
Sun May 12 17:05:59 +0000 2019,"#ataresults Jack 46 4 all'""","Richardson, TX"
Sun May 12 17:05:59 +0000 2019," I didn\ know the lakers were in the Eastern Conference...'""","Indianapolis, IN"
Sun May 12 17:05:59 +0000 2019, Can I borrow it sometimes \,"Georgia, USA"
Sun May 12 17:05:59 +0000 2019,"I\'m at Salina in Sewell, NJ ","Deptford, NJ"
Sun May 12 17:05:59 +0000 2019," GOT lame as hell feel free to @ me'""","Glenview, IL"
Sun May 12 17:05:59 +0000 2019," Stanton gleyber judge yelich arenado'""","Smithtown, NY"
Sun May 12 17:05:59 +0000 2019," I was  this morning, too.      ","North Bethesda, MD"
Sun May 12 17:05:58 +0000 2019,"The man above is really him'""","Merced, CA"
Sun May 12 17:05:58 +0000 2019,"Snatch his soul & make his toes curl'""","Minneapolis, MN"
Sun May 12 17:05:58 +0000 2019," That hat'""","Philadelphia, PA"
Sun May 12 17:05:58 +0000 2019,It\ never to cold for Ice Cream also thank you  for my afternoon adventure \ ,"Cleveland, OH"
Sun May 12 17:05:58 +0000 2019,"US banding together with India, like-minded nations to protect sovereignty of Indo-Pacific: Mike Pompeo\ ","Austin, TX"
Sun May 12 17:05:58 +0000 2019,"senior week is this week and wow, i\ really about to graduate in a week /: it\ really hitting me now.'""","Milwaukee, WI"
Sun May 12 17:05:58 +0000 2019,Happy Mother\ Day to All the Phenomenal Women Pastor Tonya\\n \ #MothersDay2019 ,"Irving, TX"
Sun May 12 17:05:58 +0000 2019," I always thought killing infidels fit their definition of peaceful purpose..'""","Aspen Hill, MD"
Sun May 12 17:05:58 +0000 2019,Im really crying laughing \,"Lynwood, CA"
Sun May 12 17:05:58 +0000 2019,I wanted to tweet something like this but too busy being a sourpuss.  Happy Mother\'s Day to all the Moms out there\ ,"Manhattan, NY"
Sun May 12 17:05:58 +0000 2019,"The Forum at Park Lane is hiring in #Dallas, TX! Read about our latest #Labor job opening via the link in our bio: Laundry'""","Dallas, TX"
Sun May 12 17:05:58 +0000 2019,"'Don\\\'t be shy. Score a job like ""Cashier - NIKE NorthWoods Cafe"" at Aramark by asking for referrals. It\\\'s a great wa\ ","Beaverton, OR"
Sun May 12 17:05:58 +0000 2019,"This job is now open at Robert Half Technology in #BatonRouge, LA. Follow us and turn on mobile alerts to hear abou\ ","Baton Rouge, LA"
Sun May 12 17:05:58 +0000 2019,Something sweet for Mother\ Day.  \ Come see us today - open until 5 pm\\n\\n\ Ernesto LaBella\\n\ April Laragy Stein  ,"New York, USA"
Sun May 12 17:05:58 +0000 2019,"Want to work in #DueWest, SC? View our latest opening:  #Healthcare'""","South Carolina, USA"
Sun May 12 17:05:58 +0000 2019,"I told that boy put a cape on'""","Washington, DC"
Sun May 12 17:05:58 +0000 2019," They have a show tonight?'""","Kansas City, MO"
Sun May 12 17:05:58 +0000 2019,"  And last one before joining  in the summer'""","Naples, FL"
Sun May 12 17:05:57 +0000 2019,thank you momma\ ily ,"Groves, TX"
Sun May 12 17:05:57 +0000 2019,"'Don\\\'t submit then quit. Apply for jobs like ""K-12 School Psychologist"" at Quaker Valley School District, then look\ ","Pittsburgh, PA"
Sun May 12 17:05:57 +0000 2019,"'Click the link in our bio to see currently open #Transportation jobs like ""A Driver CDL"" at ProDrivers in #SanAntonio, TX.\''","San Antonio, TX"
Sun May 12 17:05:57 +0000 2019," Happy mothers day Bethany!'""","Wyandotte, MI"
Sun May 12 17:05:57 +0000 2019,First of all ,"Fullerton, PA"
Sun May 12 17:05:57 +0000 2019,"  Beautiful. And what about your mom?'""","Kaanapali, HI"
Sun May 12 17:05:56 +0000 2019,Happy Mother\ Day to all the moms and those who take on the mother roll!!! And happy Mother\ Day to my hero!!! He\ ,"Virginia, USA"
Sun May 12 17:05:56 +0000 2019,Happy Mother\ Day to my mother in heaven!\,"Gretna, LA"
Sun May 12 17:05:56 +0000 2019,"'Booz Allen Hamilton is looking for teammates like you. See our latest Engineering job openings, including ""SIGINT T\ ","Jessup, MD"
Sun May 12 17:05:56 +0000 2019,"   and  last night.'""","Dallas, TX"
Sun May 12 17:05:56 +0000 2019,Everything \ ,"Arlington Heights, IL"
Sun May 12 17:05:56 +0000 2019,"I feel absolutely horrible today'""","San Antonio, TX"
Sun May 12 17:05:56 +0000 2019,Prada You My Boy  \,"Winchester, NV"
Sun May 12 17:05:56 +0000 2019, Slide in my DM ,"Muncie, IN"
Sun May 12 17:05:56 +0000 2019,"  Republicans-only-support-Socialism-for-the-Rich\\n\\nTrump-made-8-Billion-per-Forbes,\\nbut-Paid-close-\ ","Manhattan, NY"
Sun May 12 17:05:56 +0000 2019,"Back on the bench and it\ awkward lol'""","Chillum, MD"
Sun May 12 17:05:55 +0000 2019,  But wait...I agree...jojos/wedges suck. Their mass makes them tasteless and dense. Sometim\ ,"Portland, OR"
Sun May 12 17:05:55 +0000 2019,"Can you recommend anyone for this job in #OklahomaCity, OK?  #Physician'""","Oklahoma City, OK"
Sun May 12 17:05:55 +0000 2019,"Avengers End Game solid 10/10'""","North Canton, OH"
Sun May 12 17:05:55 +0000 2019, Jaguars would like to wish all of the mothers a very Happy Mother\ Day! You are the hearts to the wo\ ,"Nashville, TN"
Sun May 12 17:05:55 +0000 2019,,"Viera West, FL"
Sun May 12 17:05:55 +0000 2019,About to enjoy a fantastic mothers day breakfast with mom here in Avila Beach. #HappyMothersDay #ToAllMothers ,Avila Beach Overlook
Sun May 12 17:05:55 +0000 2019,Happy Mother\ Day to the strongest woman in the world \ ,"Baton Rouge, LA"
Sun May 12 17:05:55 +0000 2019,I recorded myself singing \ the Zlatan Ibrahimovic chant who wants to listen to my beautiful vocals \,"Texas, USA"
Sun May 12 17:05:55 +0000 2019,"a cigarette? oh you mean an acoustic juul'""","Eau Claire, WI"
Sun May 12 17:05:55 +0000 2019,"    Bish Jeffree don\ like Black women. THAT\ WHAT. \ #WatchYaFont'""","Paterson, NJ"
