Date,Tweet
Date,eet',Country
Wed Jun 19 10:08:54 +0000 2019,Max Casella\\n,"Warren, OH"
Wed Jun 19 10:08:54 +0000 2019," Pues solo llamame y yo te lo doy'""","Rocky Mount, NC"
Wed Jun 19 10:08:53 +0000 2019,"idc if my layout don\ fit LITERALKY BOTH OF MY FAVS SRE IN ONE PIC OMG'""","Los Angeles, CA"
Wed Jun 19 10:08:53 +0000 2019,  Let\'s see a team wiggle out of that \,"Apex, NC"
Wed Jun 19 10:08:52 +0000 2019,Engage young adults with a visit to your manufacturing business - A career in modern manufacturing isn\'t just about\ ,"Burr Ridge, IL"
Wed Jun 19 10:08:52 +0000 2019, #News on this problem keeps coming.  reports on  about yet another #recall o\ ,"Pennsylvania, USA"
Wed Jun 19 10:08:52 +0000 2019,good night! \,"Port Angeles, WA"
Wed Jun 19 10:08:52 +0000 2019," Thots and prayers'""","Ross Township, PA"
Wed Jun 19 10:08:52 +0000 2019,"i need my car to be fixed, TODAY!'""","Florida, USA"
Wed Jun 19 10:08:52 +0000 2019," Favorite bands!'""","Houston, TX"
Wed Jun 19 10:08:52 +0000 2019,"We\'re about ta come out of captivity, we bout to come out of darkness. And the promised land will be ours foeva...\ ","Lewis and Clark, MO"
Wed Jun 19 10:08:51 +0000 2019,Watermelon lemonade for #FathersDay. Enjoy. #sunday ,"Florida, USA"
Wed Jun 19 10:08:51 +0000 2019, \,"Union City, GA"
Wed Jun 19 10:08:50 +0000 2019,"  Except the children of American criminals eventually see their parents again.'""","Chesapeake, VA"
Wed Jun 19 10:08:50 +0000 2019,"Gas leaks near schools are effecting the health of kids and, according to some, contributing to and worsening the h\ ","Worcester, MA"
Wed Jun 19 10:08:50 +0000 2019,"'Been enjoying the new instrumental version of  ""Untitled Hymn: A Collection of Hymns"" Unique idea an\ ","Illinois, USA"
Wed Jun 19 10:08:50 +0000 2019,Lucky to see dolphins \ today.  Watch in the video at the 3 second mark and the 22 second mark.  So neat. I \ \ Hap\ ,"Ormond-by-the-Sea, FL"
Wed Jun 19 10:08:50 +0000 2019,"I\ be around'""","Riverside, CA"
Wed Jun 19 10:08:49 +0000 2019,What is wrong with this country?? OMG! ,"Lake Charles, LA"
Wed Jun 19 10:08:48 +0000 2019,My shins (that how you spell it?) they are in so much pain\,"Manhattan, NY"
Wed Jun 19 10:08:48 +0000 2019,Millions of stores to accept $Litecoin !!!!\\n\\n,"Jackson, MI"
Wed Jun 19 10:08:47 +0000 2019,"Literally was stabbed to death now I can\ sleep cause of flashbacks.'""","Honolulu, HI"
Wed Jun 19 10:08:47 +0000 2019,"Does  know what working is? I mean really, does this guy work? When? Exclude golfing & Twitter time\ ","Florida, USA"
Wed Jun 19 10:08:47 +0000 2019,,"Papillion, NE"
Wed Jun 19 10:08:46 +0000 2019, is amazing \,"Hammond, LA"
Wed Jun 19 10:08:45 +0000 2019,"  Yeah fuck the rules of engagement you tell them!'""","Kansas, USA"
Wed Jun 19 10:08:45 +0000 2019,"The Fed does not seem to get that low inflation is a byproduct of Technology. Amazing !!'""","Pennsylvania, USA"
Wed Jun 19 10:08:45 +0000 2019,"You, sir are incorrect, Kate had her life stolen. Her community did not provide her justice. We must remember. What\ ","Portland, OR"
Wed Jun 19 10:08:44 +0000 2019, There\ no correlation with height \,"Manhattan, NY"
Wed Jun 19 10:08:44 +0000 2019,"I\ either taking Bre to NOLA or Costa Maya for her bday. God knows she deserves it.'""","Laredo, TX"
Wed Jun 19 10:08:43 +0000 2019,"When you start your day with these guys, life is good!  #wednesdaythoughts #SecretLifeOfPets2 \\n#dogsarefamily\ ","Melbourne, FL"
Wed Jun 19 10:08:43 +0000 2019,Closed due to landslide in #RT168Midland on Fairview Rd Both NB/SB between Woodlane Ave and Columbus Ave #traffic ,"Midland, PA"
Wed Jun 19 10:08:43 +0000 2019,"A veces veo mis lista de gente bloqueados para ver en qu\ andan mis prisioneros.'""","North Bethesda, MD"
Wed Jun 19 10:08:42 +0000 2019,I will die\ ,"Queens, NY"
Wed Jun 19 10:08:42 +0000 2019," Harvard and other quality universities may not be in your future, but the Army is always an option. The\ ","Antioch, IL"
Wed Jun 19 10:08:42 +0000 2019,"Lord, I ask that you give me the strength to keep going strong and striving to make dreams a reality. Amen'""","Newark, NJ"
Wed Jun 19 10:08:42 +0000 2019,Thank you for trusting bellaPerlina to custom design your earrings and bracelet on your wedding day. You look stunn\ ,"Madison Center, CT"
Wed Jun 19 10:08:42 +0000 2019,sleeping with just a hoodie type of mood ,"Port Angeles, WA"
Wed Jun 19 10:08:41 +0000 2019,"When I know my car company got me fucked up , I\ been paying since January why does my remaining amount the same!? Lmao gmfu'""","Hampton, VA"
Wed Jun 19 10:08:40 +0000 2019,"Slept in this morning. #5amwritersclub is now #6amwritersclub for me. My car is making a strange noise, so I need t\ ","Vermont, USA"
Wed Jun 19 10:08:40 +0000 2019,"  Let me guess, you support the dude who wrote the crime bill, the dude who voted for the\ ","Johnston, RI"
Wed Jun 19 10:08:40 +0000 2019," AOC needs to be prosecuted for her words.'""","Virginia Beach, VA"
Wed Jun 19 10:08:40 +0000 2019,"AOC > any knuckle dragger with an (R) next to their name'""","Grapevine, TX"
Wed Jun 19 10:08:40 +0000 2019,"Crazy how things happen in a snap of of a finger'""","Ohio, USA"
Wed Jun 19 10:08:39 +0000 2019, Will said... ,"Mississippi, USA"
Wed Jun 19 10:08:39 +0000 2019,   The attorneys have already issued statements on both sides trying to minimize the in\ ,"Henderson, NV"
Wed Jun 19 10:08:39 +0000 2019," Watching this video made me think of groot and rocket'""","Los Angeles, CA"
Wed Jun 19 10:08:39 +0000 2019,Congrats Chris. One of my all time favorite clients. ( also congrats to Mike Eaves another great guy) ,"Reading, MA"
Wed Jun 19 10:08:38 +0000 2019,Thursday June 20th ...\\n#Unzipped at  \\nHosted by  \\nAnd sexy gogo studs \\namveg89 \\nmr.faultlin\ ,"Los Angeles, CA"
Wed Jun 19 10:08:38 +0000 2019," Monster among men'""","New Jersey, USA"
Wed Jun 19 10:08:37 +0000 2019,"I just want my spirit clean, my surroundings positive & my environment peaceful \","Atlanta, GA"
Wed Jun 19 10:08:37 +0000 2019,"Me:\\nMy Uber driver: here let me try to find you some pictures of my house'""","Brooklyn, NY"
Wed Jun 19 10:08:37 +0000 2019,I fucking understand this more than anything. ,"Miami, FL"
Wed Jun 19 10:08:37 +0000 2019,Big light skin ass Jamaican...\ hate anyone from a Island \,"Norfolk, VA"
Wed Jun 19 10:08:37 +0000 2019,If we can\'t get one of last season\'s goalies signed.. it feels like last season\'s progress was all for nothing. \,"Cary, NC"
Wed Jun 19 10:08:36 +0000 2019,"Since I\ working from home I have to create this on my floor so my knees have been killing me. This is deadass labor'""","Los Angeles, CA"
Wed Jun 19 10:08:36 +0000 2019,Moo ,"Eureka, MO"
Wed Jun 19 10:08:36 +0000 2019,Good Morning.... #GODisGOOD\,"Florida, USA"
Wed Jun 19 10:08:35 +0000 2019," good to know I\ tried Pineapple, Hops and Ginger so far'""","Burlington, VT"
Wed Jun 19 10:08:35 +0000 2019,"  Not like it matters lol'""","Campbell, CA"
