Date,Tweet
Date,eet',Country
Tue Jun 04 08:59:23 +0000 2019,Damn Wendy . ,"Warren, MI"
Tue Jun 04 08:59:23 +0000 2019,"chrys likes my dog more than me and he\ never even met my dog before.. what- and I CANNOT stress this enough- the fuck'""","Oklahoma, USA"
Tue Jun 04 08:59:22 +0000 2019,"Can\ think of nothing for breakfast'""","Houston, TX"
Tue Jun 04 08:59:22 +0000 2019," My god he\'s that stupid""'","Virginia, USA"
Tue Jun 04 08:59:21 +0000 2019, EYE- ,"Paradise, NV"
Tue Jun 04 08:59:20 +0000 2019,Incident on #I90NYSThruway EB from Before Exit 27 (I-90) - Amsterdam (Rte 30) to Exit 26 (I-90) - Schenectady...,"New York, USA"
Tue Jun 04 08:59:19 +0000 2019," I\'m calling the police, this is unlawful.""'","Marysville, MI"
Tue Jun 04 08:59:18 +0000 2019,So the dead early  Northeast Regional to NYC doesn\ have these poetic views. ,"Glenolden, PA"
Tue Jun 04 08:59:16 +0000 2019,I\ really scared of this \ ,"Lakewood, CA"
Tue Jun 04 08:59:15 +0000 2019,"one MIN'""","Los Angeles, CA"
Tue Jun 04 08:59:14 +0000 2019," The right thing.'""","Las Vegas, NV"
Tue Jun 04 08:59:13 +0000 2019,Baby nature ,"Berkeley, CA"
Tue Jun 04 08:59:13 +0000 2019,"Looking up memes at 1am makes me happy'""","Highland, CA"
Tue Jun 04 08:59:12 +0000 2019,1 minutos para el video de Anpanman \,"Massachusetts, USA"
Tue Jun 04 08:59:12 +0000 2019,#UCF should only accept 2/1 deals with:\\n\\n \\n \\n \\n\\nAgree or disagree?\\n#ucfknights\ ,"Las Vegas, NV"
Tue Jun 04 08:59:11 +0000 2019,"Bad energy stay far away from us !!!! Opinions are cheap. Everyone has one, and most people dispense them like they\ ","Visalia, CA"
Tue Jun 04 08:59:11 +0000 2019,"I\'m at Union Station in Washington, DC ","Washington, DC"
Tue Jun 04 08:59:09 +0000 2019,Have I ever told you guys how much I love Jin #ByJinIsComing ,"Los Angeles, CA"
Tue Jun 04 08:59:09 +0000 2019,Early morning PT gets the heart beating! Let\ get it!\,Georgia Public Safety Training Center
Tue Jun 04 08:59:09 +0000 2019,Ready to go home and wake her up\,"Gallatin, TN"
Tue Jun 04 08:59:07 +0000 2019," Either he\'s blind, or severely presbyopic and stupid""'","Chicago, IL"
Tue Jun 04 08:59:07 +0000 2019,"       Not True!'""","Nolensville, TN"
Tue Jun 04 08:59:06 +0000 2019,"guess who woke up hungry\ why does this keep happening every night?!'""","Kahului, HI"
Tue Jun 04 08:59:06 +0000 2019,IM EMOTIONAL I LOVE YOU GUYS SO MUCH  ,"Arizona, USA"
Tue Jun 04 08:59:04 +0000 2019,I tell him it all anyways \,"Youngstown, OH"
Tue Jun 04 08:59:04 +0000 2019,I\ to nice to get mad ,"Thomson, GA"
Tue Jun 04 08:59:03 +0000 2019,"  It\'s so much fun to look down on us though,!""'","Baton Rouge, LA"
Tue Jun 04 08:59:03 +0000 2019,finding breathable space ,"Stanford, CA"
Tue Jun 04 08:59:02 +0000 2019,"Why am I so hungry lol wtf'""","Waukesha, WI"
Tue Jun 04 08:59:02 +0000 2019,#Charger #House #style #Photo #Idea #Design #Bedroom\\n\\nCharging without cables\\n\\n ,"Arab, AL"
Tue Jun 04 08:59:02 +0000 2019,"i love putting on my phone on dnd lmao'""","Gardena, CA"
Tue Jun 04 08:59:02 +0000 2019,"Okay now we\ doing just fine, say I\ not yours and I\ say you\ not mine.'""","Kentucky, USA"
Tue Jun 04 08:59:02 +0000 2019,"MED - MEDICAL at 3100 BLOCK OF NE 68TH AVE, PORTLAND, OR [Portland Fire #RP19000046628] 00:55 #pdx911'""","Portland, OR"
Tue Jun 04 08:59:01 +0000 2019,Jay Z makes hova a billion dollars \ ,"Austin, TX"
Tue Jun 04 08:59:01 +0000 2019,"MED - MEDICAL at 200 BLOCK OF NW 3RD AVE, PORTLAND, OR [Portland Fire #RP19000046630] 01:03 #pdx911'""","Portland, OR"
Tue Jun 04 08:59:01 +0000 2019,"Dermaplaning is a safe, effective and painless exfoliation procedure. Using a sterile dermaplaning tool your licens\ ","Murfreesboro, TN"
Tue Jun 04 08:59:00 +0000 2019,,"Miamisburg, OH"
Tue Jun 04 08:59:00 +0000 2019,"' Read the fairy tail on the ""The King that Wore no Clothes"" and see if you can deal in a crowd that\ ","California, USA"
Tue Jun 04 08:59:00 +0000 2019,im at the point in the night where i just flip through all my apps instead if sleeping\,"Champaign, IL"
Tue Jun 04 09:12:12 +0000 2019,I feel great right now tbh.\,"Hillsdale, MI"
Tue Jun 04 09:12:11 +0000 2019, \ \ \ \ \ \ \,"Detroit, MI"
Tue Jun 04 09:12:09 +0000 2019,Some Chinese food would be nice \,"Banning, CA"
Tue Jun 04 09:12:09 +0000 2019,"To all of you that are celebrating today, Eid Mubarak! \","Washington, DC"
Tue Jun 04 09:12:08 +0000 2019, \,"San Jose, CA"
Tue Jun 04 09:12:08 +0000 2019,You\ only popular on social media anymore if you look a certain way.\\nEven by women who claim otherwise.\\nSucks whe\ ,"Carl Junction, MO"
Tue Jun 04 09:12:07 +0000 2019,"Sad Music and Video Games .-.'""","Brawley, CA"
Tue Jun 04 09:12:05 +0000 2019,    Congratulations on your retirement and thank you for service to the\ ,"Kentucky, USA"
Tue Jun 04 09:12:05 +0000 2019," Ven'""","Florida, USA"
Tue Jun 04 09:12:05 +0000 2019,     Why would I block a bunch of easy to destroy pussies\ ,"Pennsylvania, USA"
Tue Jun 04 09:12:04 +0000 2019," I met Darrow at Omni con \ in Miami, Florida, which also featured JNT, Nicholas Courtney, Mark Leona\ ","Tampa, FL"
Tue Jun 04 09:12:04 +0000 2019,Anyone else ready for the season already? #KeepPounding ,"Kannapolis, NC"
Tue Jun 04 09:12:03 +0000 2019, Please let us know what you find out.... clearly there are people with mental health issues that ne\ ,"Naperville, IL"
Tue Jun 04 09:12:03 +0000 2019,"Crying at 5 am but sending memes for your friend look at in the morning \\n#friends'""","Ohio, USA"
Tue Jun 04 09:12:03 +0000 2019,"  Pettis played well down the stretch last season. Debo is better?'""","San Leandro, CA"
Tue Jun 04 09:12:02 +0000 2019,This new  so good \,"Las Vegas, NV"
Tue Jun 04 09:12:02 +0000 2019,Being a military SO is not for the weak \,"College Park, GA"
Tue Jun 04 09:12:02 +0000 2019,"Who\ up'""","Moreno Valley, CA"
Tue Jun 04 09:12:02 +0000 2019,"  Indeed, nothing on the front page even hints at the possibility of going to jail in numerous jurisdictions.'""","Ashburn, VA"
Tue Jun 04 09:12:02 +0000 2019,"happy 21st birthday dufu! party extra hard for me, love you! \ ","Enterprise, NV"
Tue Jun 04 09:12:01 +0000 2019,"  A little better. Mom was moved out of ICU last night. But she\'s still pretty sick.""'","Nashville, TN"
Tue Jun 04 09:12:01 +0000 2019,"y\ lucky I know some of y\ irl bc I\ say y\ some damn bots on here lol'""","Texas, USA"
Tue Jun 04 09:12:01 +0000 2019, comedy. Chinese  risk of death from their polluted air higher than gun violence in US. Just allow visas to\ ,"Ashburn, VA"
Tue Jun 04 09:12:00 +0000 2019," Get well soon cutch! We\ all pulling for you.'""","Maryland, USA"
Tue Jun 04 09:12:00 +0000 2019," #InternationalEmbarrassment'""","Atlanta, GA"
Tue Jun 04 09:11:59 +0000 2019,"    Hmm...interesting and revealing.'""","Santa Rosa, CA"
Tue Jun 04 09:11:59 +0000 2019,"This one took me a while..... @ Hesperia, California ","Hesperia, CA"
Tue Jun 04 09:11:59 +0000 2019,"I\ literally never heard of the Central Park 5 until I just hit play.'""","Los Angeles, CA"
Tue Jun 04 09:11:59 +0000 2019, LMAO\,"Simi Valley, CA"
Tue Jun 04 09:11:58 +0000 2019," Take a shower dumbass'""","Texas, USA"
Tue Jun 04 09:11:57 +0000 2019,"Number'""","Grambling, LA"
Tue Jun 04 09:11:57 +0000 2019,I swear I just came bask home to stress \,"Sacramento, CA"
Tue Jun 04 09:11:55 +0000 2019,Work day was like.... \ ,"Toledo, OH"
Tue Jun 04 09:11:54 +0000 2019,The most magical place on earth... waltdisneyworld #waltdisneyworld #waltdisney #magickingdom #cinderellacastle\ ,"Florida, USA"
