Date,Tweet
Date,eet'
Tue Jun 02 00:00:01 PDT 2009,"English exam today heh cba with it \\n']"""
Tue Jun 02 00:00:05 PDT 2009,"is at the doctors  lets hope i havent done anything serious to my toe\\n']"""
Tue Jun 02 00:00:06 PDT 2009,"Still terribly upsetting but actually not as awful - if it\'s true - as first assumptions made it sound. \\n""]'"
Tue Jun 02 00:00:07 PDT 2009," yea. sus. \\n']"""
Tue Jun 02 00:00:08 PDT 2009," Sounds like we are on the same page tonight.  \\n']"""
Tue Jun 02 00:00:10 PDT 2009,"My poor baby has been at the vets all night \\n']"""
Tue Jun 02 00:00:12 PDT 2009,"'""so tired\', \' i saw the sun rise this morning...thats not a good thing...i didn\\\'t get any sleep ""\\n\']'"
Tue Jun 02 00:00:14 PDT 2009,"'"" just tryin\\\' 2 show my fav artist some LUV\', \' but I\\\'ll back off...sry ""\\n\']'"
Tue Jun 02 00:00:16 PDT 2009,"Ugh at work already n won\'t see the outside until at least 6pm!!! Not good! And I still have the headache I had yesterday!! \\n""]'"
Tue Jun 02 00:00:23 PDT 2009,"'""still awake\', \' still sick\', \' and still unable to eat ice cream. ""\\n\']'"
Tue Jun 02 00:00:26 PDT 2009,"#NAME?\\n']"""
Tue Jun 02 00:00:26 PDT 2009,"now I too must shun. shunshunshun. \\n']"""
Tue Jun 02 00:00:28 PDT 2009,"i wish i was free of this \\n']"""
Tue Jun 02 00:00:28 PDT 2009,"'""Mother-fficient during 6hrs break\', \' finally completed 11-page report! Sawsome! But super reluctant to return to tut from 4-6pm ""\\n\']'"
Tue Jun 02 00:00:30 PDT 2009,"'""Is watching the tonight show without jay leno  Sob\', \' sniff\', \' sniff....""\\n\']'"
Tue Jun 02 00:00:30 PDT 2009,"'""What a difference a week makes. Last Monday best round of golf ever\', \' yesterday back to normal ""\\n\']'"
Tue Jun 02 00:00:35 PDT 2009,"Back to work today \\n']"""
Tue Jun 02 00:00:35 PDT 2009," i feel like a idiot yet again.\\n']"""
Tue Jun 02 00:00:36 PDT 2009,"'""history exam in an hour. been up since six and am feeling physically sick. eurgh\', \' can\\\'t wait for it to be over ""\\n\']'"
Tue Jun 02 00:00:40 PDT 2009," I miss you so much already! \\n']"""
Tue Jun 02 00:00:41 PDT 2009," u made  run away \\n']"""
Tue Jun 02 00:00:41 PDT 2009,"work @ 630..and i kan\'t sleep! oh how this sucks \\n""]'"
Tue Jun 02 00:00:41 PDT 2009,"is so tired right now and still wishes he was at E3 so bad  me wanna hang out with all the booth babes and left for dead to would be cool\\n']"""
Tue Jun 02 00:00:42 PDT 2009,"'""weeee\', \' i\\\'m bored & i don\\\'t feel good. ""\\n\']'"
Tue Jun 02 00:00:43 PDT 2009,"'""How many girlfriends have you had? I am getting one after another! But then I get dumped  Ahh well\', \' I will get more girls in my life.""\\n\']'"
Tue Jun 02 00:00:43 PDT 2009,"'""Can\\\'t sleep\', \' too much on my mind  I hate that... Esp when my 2 boys are sleeping soundly next to me""\\n\']'"
Tue Jun 02 00:00:46 PDT 2009,"smart me. didnt see where i was walkin & walked into metal bench. awesome bump on my right leg now. \\n']"""
Tue Jun 02 00:00:47 PDT 2009,"Just got home .. Time to study \\n']"""
Tue Jun 02 00:00:48 PDT 2009,"Im gonna give my jet lag a serious POW POW....this sucks \\n']"""
Tue Jun 02 00:00:57 PDT 2009,"'"" Now my eyes are hurting  Got to rest\', \' darkness\', \' pits\', \' dungeon etc.""\\n\']'"
Tue Jun 02 00:00:57 PDT 2009,"man i am so bored nobody wants to be my friend oh this twitter               \\n']"""
Tue Jun 02 00:00:57 PDT 2009,"'""Thinking about sleep.  Dont want to do it! I think I\\\'ll listen to the radio. Wow\', \' feels like I haven\\\'t done that for soo long. LoveUiPhone""\\n\']'"
Tue Jun 02 00:00:57 PDT 2009,"'"" I stayed awake and tuned in because of you. I am a big fan\', \' but I am bummed cause you barely spoke. ""\\n\']'"
Tue Jun 02 00:01:04 PDT 2009,"Another day in the library  Time for monkey lady again hahahahahahahaahha\\n']"""
Tue Jun 02 00:01:09 PDT 2009,"'""So tired!  But\', \' it need to my life. But\', \' but!! I want to relax.Ugh..... I was burned out. Still\', \' should be steady.""\\n\']'"
Tue Jun 02 00:01:10 PDT 2009," I\'m really not trendy like thay...sorry. \\n""]'"
Tue Jun 02 00:01:10 PDT 2009,"Off to gym...yay! \\n']"""
Tue Jun 02 00:01:13 PDT 2009,"My back hurts \\n']"""
Tue Jun 02 00:01:14 PDT 2009," Oh buggery and arse Clare. I am sorry to hear this \\n']"""
Tue Jun 02 00:01:18 PDT 2009," go and sit outside with a good book woman! Chilax a bit! Just wish I could have gone \\n']"""
Tue Jun 02 00:01:18 PDT 2009,"Plane crashed in france \\n']"""
Tue Jun 02 00:01:19 PDT 2009,"Frumpy - an ass that is just Frowning \\n']"""
Tue Jun 02 00:01:24 PDT 2009,"I just realized I was staring at the ""When will you die... :number rapidly shrinking:"" for a minute..FML. \\n']"""
Tue Jun 02 00:01:26 PDT 2009,"its not?cool?when someone hits your car \\n']"""
Tue Jun 02 00:01:31 PDT 2009,"Off to gym...yay. \\n']"""
Tue Jun 02 00:01:31 PDT 2009,"Now sh0wing in Rec0nse: Patch Adams. No burgers served today \\n']"""
Tue Jun 02 00:01:32 PDT 2009,"'""Dear Conan O\\\'Brien: I am sleepy\', \' but I can\\\'t turn the tv off ""\\n\']'"
Tue Jun 02 00:01:46 PDT 2009,"'"" haha I just wanted it. it was a dress\', \' with ruffle-ish bottom haha it was in a beautiful pink cloth ""\\n\']'"
Tue Jun 02 00:01:48 PDT 2009,"'""Toy Story 3 teaser trailer is up on youtube\', \' but it wont be released until june 18... 2010!! thats soo far away ""\\n\']'"
Tue Jun 02 00:01:48 PDT 2009," twitter is confusing :/ Can\'t find anyone \\n""]'"
Tue Jun 02 00:01:54 PDT 2009," haha mine was long! and sad  i felt like strangling myself becuz my ears were ringing...ahhhhh now i cant sleep\\n']"""
Tue Jun 02 00:01:55 PDT 2009,"'"" I\\\'m sorry  eat some chicken noodle soup\', \' get some rest\', \' and drink lots of fluids! <3""\\n\']'"
Tue Jun 02 00:01:57 PDT 2009," why wasnt i riding a bicycle to bondi with pink today  im in Sydney too\\n']"""
Tue Jun 02 00:01:58 PDT 2009,"just got done at big shots with friends from applebees...time for bed. last day in muncie tomorrow! i\'ll miss everyone \\n""]'"
Tue Jun 02 00:01:59 PDT 2009," Oh hahaa yeah girl she was off the hook. i was like WOW & walked away. but yeaaah umm you need to come see me \\n']"""
Tue Jun 02 00:01:59 PDT 2009,"ugh tummy ache. I always forget I\'m not supposed to eat chocolate \\n""]'"
Tue Jun 02 00:02:00 PDT 2009,"doesn\'t wanna go to work  where theres no air con or ventillation!  who needs slimmers world? just sweat the lbs off!!!!!!!!\\n""]'"
Tue Jun 02 00:02:00 PDT 2009,"  aww. if it makes you feel any better you can now see 15+ movies legally. yay \\n']"""
Tue Jun 02 00:02:02 PDT 2009,"Off to the gym...yay. \\n']"""
Tue Jun 02 00:02:03 PDT 2009,"My picture is still missing!!  Where is it Twitter CS??\\n']"""
Tue Jun 02 00:02:08 PDT 2009,"another sunny day and I\'m in work \\n""]'"
Tue Jun 02 00:02:12 PDT 2009," what a pitty its not free \\n']"""
Tue Jun 02 00:02:15 PDT 2009,"This afternoon is not gonna be fun  I hate exams.\\n']"""
Tue Jun 02 00:02:18 PDT 2009," why sighh \\n']"""
Tue Jun 02 00:02:18 PDT 2009," I don\'t think live is exchange compatible  Installed the phone data manager on a cousin\'s laptop for now.\\n""]'"
Tue Jun 02 00:02:24 PDT 2009,"Good morning! waiting for her parents to say byebye #caus they are driving home \\n']"""
Tue Jun 02 00:02:27 PDT 2009," but I started it.. and it is the gift that keeps giving \\n']"""
Tue Jun 02 00:02:29 PDT 2009,"The last day of summer weather for the week then  must enjoy it at lunch time and not sit in office!\\n']"""
Tue Jun 02 00:02:30 PDT 2009,"Flight in da am.... atl you were great! Gotta do that again... hello nyc \\n']"""
Tue Jun 02 00:02:34 PDT 2009,"is sure that she will fail her history exam tomorrow \\n']"""
Tue Jun 02 00:02:36 PDT 2009,"  can\'t see the moon here in OH... storms just rocked & rolled thru...\\n""]'"
Tue Jun 02 00:02:37 PDT 2009," Certainly did! Not had chance to listen yet though. \\n']"""
Tue Jun 02 00:02:37 PDT 2009," I\'m sorry some people don\'t understand that u guys have loved ones (not to mention jobs) that u need to devote time to. \\n""]'"
Tue Jun 02 00:02:37 PDT 2009,"Oh noo  why do the coolest guildies have bad stuff happen to them and then they need to hiatus.\\n']"""
Tue Jun 02 00:02:43 PDT 2009,"I miss everyone  I wish I could have it both ways.\\n']"""
Tue Jun 02 00:02:44 PDT 2009,"Wondering whether the tide will turn!  someone motivate me for gym!\\n']"""
Tue Jun 02 00:02:47 PDT 2009," There should have been more warning with that picture.  And - unrelated - I\'m sorry some bastard is robbing you blind \\n""]'"
Tue Jun 02 00:02:49 PDT 2009," im off there soon for an exam  have fun! xxxxxx\\n']"""
Tue Jun 02 00:02:49 PDT 2009,"'"" Awww!!  Theres always next year\', \' dear! Don\\\'t be too heartbroken!!""\\n\']'"
Tue Jun 02 00:02:50 PDT 2009,"'""I guess all I have to look forward to this summer is my free t-shirt and my 21st ... ugh\', \' fml  ""\\n\']'"
Tue Jun 02 00:02:52 PDT 2009," aww bb ty  <3 i called but i guess their customer service is closed already so im gonna go to the store tomorrow  i know it\\n']"""
Tue Jun 02 00:02:52 PDT 2009,"awwyeshhh toy story 3  but till june 18-2010  \\n']"""
Tue Jun 02 00:02:53 PDT 2009,"hopefully i\'ll be getting a new cell phone soon! But I NEED to finish the school year well \\n""]'"
Tue Jun 02 00:02:58 PDT 2009," it won\'t let me change my background  they must be have twitter technical difficulties. I still haven\'t studied for anything haha\\n""]'"
Tue Jun 02 00:02:59 PDT 2009,"'""I was holding him so carefully too  But really it\\\'s not bad at all\', \' it just means I can never sell him and I wasn\\\'t planning to.""\\n\']'"
Tue Jun 02 00:03:00 PDT 2009,"'"" yeah\', \' yoghurt does that to me\', \' too ""\\n\']'"
Tue Jun 02 00:03:03 PDT 2009,"Doing my english assignment/homework. \\n']"""
Tue Jun 02 00:03:03 PDT 2009," Make the most of the heat! Looks like it could change by Friday \\n']"""
