Date,Tweet
Date,eet',Country
Sat Jun 15 23:59:59 +0000 2019,Finally home. Going to eat some dinner and relax for a little bit to hopefully get rid of this 2 day old headache s\ ,"Virginia, USA"
Sat Jun 15 23:59:59 +0000 2019,#deadandco hope we don\ miss the show! Security insanely inefficient. Have been here 30 mins. More ahead ,Wrigley Field
Sat Jun 15 23:59:59 +0000 2019,So tomorrow is Father\ Day. . . \,"SeaTac, WA"
Sat Jun 15 23:59:59 +0000 2019,"To com vontade de sair meu Deus'""","Attleboro, MA"
Sat Jun 15 23:59:59 +0000 2019," Kansas City is a great town!'""","Urbana, MD"
Sat Jun 15 23:59:59 +0000 2019,"ADONDE ESTA LA RUMBA!? INVITENNNNNN!!!!'""","Queens, NY"
Sat Jun 15 23:59:59 +0000 2019,i\ in tears rn\ this is soo beautiful ,"Brownfield, TX"
Sat Jun 15 23:59:59 +0000 2019,"  Maduro ya SABEMOS quien es  ahora descubramos qui\ es el bolsa de guaido'""","Tampa, FL"
Sat Jun 15 23:59:59 +0000 2019, \,"Bronx, NY"
Sat Jun 15 23:59:59 +0000 2019,"To keep it real I miss my nigga dougie #churp'""","North Attleboro, MA"
Sat Jun 15 23:59:59 +0000 2019,Two years ago today on your last beach trip. Miss you everyday little munchkin \ ,"Brooklyn, NY"
Sat Jun 15 23:59:59 +0000 2019, Question. If someone bought tickets and doesn\'t want to go but gave me all her info (screenshots/emai\ ,"Chicago, IL"
Sat Jun 15 23:59:59 +0000 2019,Tempura scallops and lamb chops at  is incredible!! The pizza is delish also. #motivation #positivity\ ,"Boardman, OH"
Sat Jun 15 23:59:59 +0000 2019,"  This isn\'t real. It\'s clearly CGI.""'","Grapevine, TX"
Sat Jun 15 23:59:59 +0000 2019,Kemba to the Lakers? \,"Dallas, TX"
Sat Jun 15 23:59:59 +0000 2019," equipazo'""","Doral, FL"
Sat Jun 15 23:59:59 +0000 2019,"WOW!! They\'re Wild N Out In Vacaville Stealing Over $8,000 Worth Of Merchandise And Didn\'t Even Run Out The Store T\ ","Antioch, CA"
