Date,Tweet
Date,eet',Country
Sat May 25 17:52:59 +0000 2019,"It\ a damn shame that  was cancelled, because \ Morning, 8 AM\ was easily one of the best episod\ ","West Hollywood, CA"
Sat May 25 17:52:59 +0000 2019," Screw um...'""","Virginia, USA"
Sat May 25 17:52:59 +0000 2019,I just right now understood lil Wayne\ lyric \ g\ move in silence like lasagna\ I thought he meant if you til\ ,"Austin, TX"
Sat May 25 17:52:59 +0000 2019,The Historic Lighthouse and LightKeeper\ Cottage are open for 10a and 1p tours during Memorial Day weekend \ ,"Key Biscayne, FL"
Sat May 25 17:52:59 +0000 2019,5-1 Mercer at end of 1st\\n\\n-Schiller with 6 saves for Bellevue but Mercer offense too potent\\n\\n-Dunbar winning 3 face\ ,"Tukwila, WA"
Sat May 25 17:52:59 +0000 2019,Please support my GoFundMe campaign:   ,"Manhattan, NY"
Sat May 25 17:52:59 +0000 2019,"Oop! you better watch my shoes boo boo @ St. George, Utah ","St George, UT"
Sat May 25 17:52:59 +0000 2019,"N%*** LIE BAD'""","Pompano Beach, FL"
Sat May 25 17:52:59 +0000 2019,Just posted a photo @ North Collier Regional Park - Soccer Fields ,"Florida, USA"
Sat May 25 17:52:59 +0000 2019, Always great to see you too Brandon!  I don\ know if anyone who is more proud of where they\ fro\ ,"Ardmore, OK"
Sat May 25 17:52:59 +0000 2019,"   Yes, and this link starts play at the end of it. You can listen from the 1 minute mark to hear it.'""","Santa Clara, CA"
Sat May 25 17:52:59 +0000 2019,"Aladdin was perfect tbqh'""","Orange Park, FL"
Sat May 25 17:52:58 +0000 2019, updates the Whiteboard App for  Hub and  users on  Windows@ 10 and  iOS devices - ,"Roseville, MI"
Sat May 25 17:52:58 +0000 2019, L \,"Metairie, LA"
Sat May 25 17:52:58 +0000 2019," Number 4 is the BEST BEER EVER!  Nice Call!'""","Pennsylvania, USA"
Sat May 25 17:52:58 +0000 2019," I did these earlier this week. Still feeling it. Doing kickboxing now.'""","Washington, DC"
Sat May 25 17:52:58 +0000 2019,Latest Stories:       Denver Zoo mandrill troop welcomes first baby in more than two decades; birth adds to vulnera\ ,"Lorain, OH"
Sat May 25 17:52:58 +0000 2019,"  Estupidos deseos que tiene el presidente que emana odio sin l\ contra el pueblo...BOLIVIA DIJO NO...'""","Annandale, VA"
Sat May 25 17:52:58 +0000 2019,"Actually, not THAT surprising... #PutinsGOP #TrumpRussiaConspiracy #TrumpIsPutinsPuppet ","Fountainebleau, FL"
Sat May 25 17:52:58 +0000 2019,"Don\ miss this incredibly diverse lineup from the #Pgh music scene TONIGHT at howlers_pgh \\n\\n ,kingc\ ","Pittsburgh, PA"
Sat May 25 17:52:58 +0000 2019," Lmaoo please see following replies about Pisces'""","Los Angeles, CA"
Sat May 25 17:52:58 +0000 2019, Yes it is ,"Stafford Springs, CT"
Sat May 25 17:52:57 +0000 2019,"i ripped my nose ring out by accident that shit hurt'""","Texas, USA"
Sat May 25 17:52:57 +0000 2019,"why is the oregonian running an associated press story on hate in the pnw. like, dont they have people on this?'""","Portland, OR"
Sat May 25 17:52:57 +0000 2019, I would love to be considered for your pr team!! ,"Pico Rivera, CA"
Sat May 25 17:52:57 +0000 2019,It\ 102 degrees in Jacksonville right now?? ,"Florida, USA"
Sat May 25 17:52:57 +0000 2019,,"Parkland, FL"
Sat May 25 17:52:57 +0000 2019,Warren\'s Caitlyn Britton ready to fire first pitch vs. Grayslake North. ,"Gages Lake, IL"
Sat May 25 17:52:57 +0000 2019, The thought of red beans and rice \ ,"Southaven, MS"
Sat May 25 17:52:57 +0000 2019,Had fun playing #paintball with  Damn if it wasn\ 7th level of hell hot though! #FortStewart #Georgia ,Holbrook Pond Outdoor Recreational Area
Sat May 25 17:52:57 +0000 2019,"my diet currently consists of mac and cheese. pls send food'""","Florida, USA"
Sat May 25 17:52:57 +0000 2019,"Me: outfit ready n everythang \\n\\nMy uncle: don\'t forget you have to wear a puletasi to do the sua.... \\n\\nMy nigggggaaaaa""'","San Francisco, CA"
Sat May 25 17:52:57 +0000 2019,Okay but why are people coming for  and his gig? He is one of the most iconic psychics out there  and yo\ ,"Portland, ME"
Sat May 25 17:52:57 +0000 2019," That\ true and it\ also delicious'""","Durham, NC"
Sat May 25 17:52:57 +0000 2019,Celtics ,"Inglewood, CA"
Sat May 25 17:52:56 +0000 2019,Stop slut shaming ,"Hanford, CA"
Sat May 25 17:52:56 +0000 2019,"I kind of don\ want to go to this party anymore but I already bought a gift :('""","Riverside, CA"
Sat May 25 17:52:56 +0000 2019,LMAO yess ,"Owings Mills, MD"
Sat May 25 17:52:56 +0000 2019,"    The push will be unnecessary'""","Cumberland Center, ME"
Sat May 25 17:52:56 +0000 2019,Lol. ,"Washington, DC"
Sat May 25 17:52:56 +0000 2019,"   I was gonna say the same. I still have a few more days to be a lazy a-hole lol'""","Lake Katrine, NY"
Sat May 25 17:52:56 +0000 2019," At least there was somewhere open and you weren\ stranded all day!'""","Pittsburgh, PA"
Sat May 25 17:52:56 +0000 2019,    Oh true!!! For some reason I thought it was a 4 drop.... whoop\ ,"Basking Ridge, NJ"
Sat May 25 17:52:55 +0000 2019, Make my day. Follow? :)\,"Florida, USA"
Sat May 25 17:52:55 +0000 2019,You know I been on that WAB. ,"Tennessee, USA"
Sat May 25 17:52:55 +0000 2019,"It\'s 12 o\'clock somewhere.. @ Arrow Rock, Missouri ","Missouri, USA"
Sat May 25 17:52:55 +0000 2019,"or even just off work'""","Ozark, MO"
Sat May 25 17:52:55 +0000 2019,As a kid my father laced me and my two brothers with all the fresh kicks....I fell in love with sneakers and am so\ ,"Johnson City, TN"
Sat May 25 17:52:55 +0000 2019,The #Indy500 is here!! Check out what the drivers are saying about the #Firestone race tires for the 103rd Running!\ ,"Speedway, IN"
Sat May 25 17:52:55 +0000 2019," Low cost at home Depot. Preferably built'""","Treasure Island, FL"
Sat May 25 17:52:55 +0000 2019,"  Bingo, then the clueless will hear that audio on Schiff for the first time from \ ","Apple Valley, OH"
Sat May 25 17:52:55 +0000 2019," Yeah, I\ planning on ordering it through Bleacher Report. Are you?'""","Celebration, FL"
Sat May 25 17:52:55 +0000 2019,"I love  an UNHEALTHY amount and my paycheck is going to his gloss\ I know it.'""","Painesville, OH"
Sat May 25 17:52:55 +0000 2019,"Interested in a job in #Syracuse, NY? This could be a great fit:  #Clerical'""","Syracuse, NY"
Sat May 25 17:52:55 +0000 2019, \,"North Miami Beach, FL"
Sat May 25 17:52:55 +0000 2019," \ y deseo que esto que est\ pasando pronto sea solo un mal recuerdo , cu\ mucho y feliz s\ ,!!'""","Rialto, CA"
Sat May 25 17:52:54 +0000 2019,Inks done for my day of the dead sketch at the  I can\ lie. I took a high res picture on my i\ ,Riverside Arts Market
Sat May 25 17:52:54 +0000 2019,"Se me hace que llegamos demasiado tarde uno a la vida del otro.'""","Los Angeles, CA"
Sat May 25 17:52:54 +0000 2019,"I brought enough food to work to last me my entire 8 hour shift but I\ already eaten it all and I\ only 50 minutes in'""","Provo, UT"
Sat May 25 17:52:54 +0000 2019," Given how important intelligence is for social status (dominance & prestige hierarchies), it kinda\ ","Wisconsin, USA"
Sat May 25 17:52:54 +0000 2019," Lowkey it\ fun i just suck lol'""","Chandler, AZ"
Sat May 25 17:52:54 +0000 2019,"  That\'s not the issue, the issue is using quotes from another media outlet that you happen\ ","Cheyenne, WY"
