Date,Tweet
Date,eet'
Tue May 26 21:07:53 PDT 2009,"Thanks to     for prop 8 results. Way bummed  i though CA was better than that.\\n']"""
Tue May 26 21:07:56 PDT 2009,"'"" Oh shit\', \' I\\\'m going to set my reminder for tomorrow on my way to the Galleria. Sorrrrry.  ""\\n\']'"
Tue May 26 21:07:57 PDT 2009," the saddest part. \\n']"""
Tue May 26 21:08:00 PDT 2009,"'"" doing great. got my nails done\', \' laid out by the pool...great day minus my team losing  how are things with u?""\\n\']'"
Tue May 26 21:08:00 PDT 2009,"Saddest day of my life. What I thought was a Medieval Times restaurant is really a giant adult sex store. I wanted to see jousting \\n']"""
Tue May 26 21:08:02 PDT 2009,"  hopefully our next vote won\'t  turn out the same as our previous ones \\n""]'"
Tue May 26 21:08:05 PDT 2009," Still nothing. Google sucks. \\n']"""
Tue May 26 21:08:05 PDT 2009,"Again Micro$ does stupid things in Romania \\n']"""
Tue May 26 21:08:07 PDT 2009,"wow family guy has gone downhill. \\n']"""
Tue May 26 21:08:07 PDT 2009," must be US citizen \\n']"""
Tue May 26 21:08:08 PDT 2009,"thinking when I actually start to trust someone they shatter it..  ""And the 7th thing I like the most that you do.. you make me love you""\\n']"""
Tue May 26 21:08:10 PDT 2009,"'""Run down : had a wonderful day\', \' shopped\', \'  was nice nd found my twin  ...but the cavs lost ""\\n\']'"
Tue May 26 21:08:12 PDT 2009,"'""Denied entry into Siddhivinaayak Temple\', \' thanks to my laptop ""\\n\']'"
Tue May 26 21:08:15 PDT 2009,"Sad day for HUMAN rights in CA \\n']"""
Tue May 26 21:08:16 PDT 2009," \\n']"""
Tue May 26 21:08:16 PDT 2009,Meg Griffiths hasn\'t slept a wink and the sun is now up!!  X. 
Tue May 26 21:08:19 PDT 2009,"Scratched my neck a LITTLE too hard & Accidentally splashed water. Felt like squeezing Lemon directly in sore throat. \\n']"""
Tue May 26 21:08:21 PDT 2009," I didn\'t get the memo on that one. \\n""]'"
Tue May 26 21:08:22 PDT 2009,"'"" JAcon was awesome\', \' it\\\'s too bad that was the last one ""\\n\']'"
Tue May 26 21:08:23 PDT 2009,"my hen Dot died of a liver fracture \\n']"""
Tue May 26 21:08:23 PDT 2009," i had to turn off the main water line...can\'t just shut off water in one room i don\'t think \\n""]'"
Tue May 26 21:08:25 PDT 2009," It\'s ok...I\'ve been twittering about the Real Housewives of New Jersey all night.  I guess I don\'t have a life either \\n""]'"
Tue May 26 21:08:26 PDT 2009,"'""@ aliciaressmann\', \' i wish you were going to be here for my wedding-ness!   miss you!""\\n\']'"
Tue May 26 21:08:26 PDT 2009,"'"" i moved out country for uni.... i hate it\', \' it\\\'s too cold!!!!! ""\\n\']'"
Tue May 26 21:08:27 PDT 2009,"'"" uncle died! He was my great uncle\', \' he fell and hit his head ""\\n\']'"
Tue May 26 21:08:29 PDT 2009,"Back from last band concert of the year.  I\'ll miss you seniors! It\'s going to take a lot of work to get the band back to this level!!! \\n""]'"
Tue May 26 21:08:30 PDT 2009,F you Lee  
Tue May 26 21:08:34 PDT 2009," i do not find that funny. \\n']"""
Tue May 26 21:08:36 PDT 2009,"'""has an obsession with buying domains... just bought gregharrison.ca\', \' now what to do with it ""\\n\']'"
Tue May 26 21:08:38 PDT 2009,"is going to bed....disappointed......AGAIN \\n']"""
Tue May 26 21:08:38 PDT 2009,"'"" TOM\', \' PLEASE REPLY ME ""\\n\']'"
Tue May 26 21:08:38 PDT 2009,"Why do things have to be so hard? I wish things were so simple and no wrong happened.... \\n']"""
Tue May 26 21:08:39 PDT 2009,"'""  Zune HD website\', \' linked from pres release = unreadable 404; Microsoft\', \' Fail. ""\\n\']'"
Tue May 26 21:08:40 PDT 2009," I dunno might be too soon.  I don\'t know if I\'ll be ok for all that\\n""]'"
Tue May 26 21:08:41 PDT 2009,"UHHHH THIS SUX!! \\n']"""
Tue May 26 21:08:41 PDT 2009,"  AWWHHH i come on and no more tweets.    Where did ya go?\\n']"""
Tue May 26 21:08:42 PDT 2009,"just love the jonas brothers  its tooo bad i wil never get to see them  tears\\n']"""
Tue May 26 21:08:42 PDT 2009,"OMGG FINALLY MY COMPTER IS WORKING but its slowwww as!  \\n']"""
Tue May 26 21:08:42 PDT 2009,"andd i have No idea what he\'s thinking or antyhing \\n""]'"
Tue May 26 21:08:42 PDT 2009,"'"" hey hun\', \' I miss ur ass. We didn\\\'t get to talk much the last time I saw you ""\\n\']'"
Tue May 26 21:08:43 PDT 2009,"'""In other news\', \' like a jackass I did gardening in a bikini top.  Now I\\\'m still translucent on the front and lobsterized on the back.  Ouch ""\\n\']'"
Tue May 26 21:08:43 PDT 2009,"is ready 4 him 2 cum home already ughhhhh..........i miss him \\n']"""
Tue May 26 21:08:43 PDT 2009,"'"" Oh honey   how long are they gone? Can\\\'t wait to see them on  Hope it airs here\', \' the last one did!""\\n\']'"
Tue May 26 21:08:46 PDT 2009,"gargh. working on chapter 10. it\'s not going as i planned \\n""]'"
Tue May 26 21:08:51 PDT 2009,"Cleveland sports teams keep breaking my heart. We haven\'t won anything since 10 years before I was born. Why can\'t this be our year? \\n""]'"
Tue May 26 21:08:51 PDT 2009,"im the ONLY laker fan in my twitter family who likes lebroo.. the rest of them think he is overrated! \\n']"""
Tue May 26 21:08:52 PDT 2009," did you end up going to the rally?  Sorry I missed it. Family drama  \\n']"""
Tue May 26 21:08:54 PDT 2009,"Wreck at Exit one \\n']"""
Tue May 26 21:08:55 PDT 2009,"Wow. No kobe lebron?   id rather see nuggets magic then.\\n']"""
Tue May 26 21:08:55 PDT 2009," MP is leaving \\n']"""
Tue May 26 21:08:56 PDT 2009,"Just hoping June stays strong Had 1 show postpone til Aug/Sept Boo! \\n']"""
Tue May 26 21:08:56 PDT 2009,"So much sadness today...people passing away \\n']"""
Tue May 26 21:08:56 PDT 2009,"'""just landed back home....... back to life\', \' back to reality ""\\n\']'"
Tue May 26 21:08:57 PDT 2009,"all my sims keep dying. i don\'t think i\'m playing right. idgi. \\n""]'"
Tue May 26 21:08:57 PDT 2009,"not my b-day \\n']"""
Tue May 26 21:08:57 PDT 2009," no rhubarb.  the cavs lost  i guess i\'ll just drink some more wine.\\n""]'"
Tue May 26 21:08:58 PDT 2009,"'"" I don\\\'t think he\\\'s NYC bound either\', \' unfortunately.  ""\\n\']'"
Tue May 26 21:08:58 PDT 2009,"Tired of me-time. I need some company \\n']"""
Tue May 26 21:08:58 PDT 2009," tiredddd babe that test wore me out  sleepy time babe\\n']"""
Tue May 26 21:08:59 PDT 2009,"when\'s aqua teen hunger force coming on... there are no good jokes on twitter \\n""]'"
Tue May 26 21:09:00 PDT 2009,"'""Fehk\', \' work is slow.Im bored as shit playing music! How sad  come entertain me.""\\n\']'"
Tue May 26 21:09:01 PDT 2009,"Don\'t want to go to school tmrw  only 8 days left tho.\\n""]'"
Tue May 26 21:09:03 PDT 2009,"  what is wrong with me?  just got the half ass hug while everyone else got good hugs  he WILL make it up 2 me\\n']"""
Tue May 26 21:09:04 PDT 2009," ?i sao l?i th? ???c :| ? ? v?n ?ang d bt m  hay l GPRS ch?t \\n']"""
Tue May 26 21:09:06 PDT 2009,"'"" Aw.  Well\', \' blame my stupid country. I think I\\\'m going to move to Canada. Uh huh.""\\n\']'"
Tue May 26 21:09:07 PDT 2009,"  lip poked way out\\n']"""
Tue May 26 21:09:07 PDT 2009,"Had a really good vegetarian pizza tonight... Though I feel a bit sick \\n']"""
Tue May 26 21:09:08 PDT 2009," whateva nino...I dnt even want to hear it.. \\n']"""
Tue May 26 21:09:09 PDT 2009," - thank you meghanese. the nurse told my mom that the swelling will start on thursday  it\'s been one WEIRD d ...\\n""]'"
Tue May 26 21:09:14 PDT 2009," I know. I might as well live on the moon  holla some sort of boy band crap for me!!\\n']"""
Tue May 26 21:09:16 PDT 2009,"is crying for katie\'s grandma  R.I.P\\n""]'"
Tue May 26 21:09:17 PDT 2009,"'"" i <3 that banner xD i would use it\', \' but my default settings on hr for banners are messed up ""\\n\']'"
Tue May 26 21:09:18 PDT 2009," yeah the right to speak your mind seems to be limited more and more  in Vegas w/ Hubby (he has to work) I get to play\\n']"""
Tue May 26 21:09:28 PDT 2009,"'""Selling Galaxy tix   5/30 vs. Kansas City (damn you Kevin)\', \' 6/2 vs CS Herediano (friendly) and 6/13 vs. Real Salt Lake.  Parking included!""\\n\']'"
Tue May 26 21:09:28 PDT 2009,"Losing confidence in human conscience \\n']"""
Tue May 26 21:09:31 PDT 2009,"going to sleep. probably doctor tomorrow \\n']"""
Tue May 26 21:09:30 PDT 2009,"12 long and stressful days \\n']"""
Tue May 26 21:09:31 PDT 2009,"Is no one having a bonfire except full ib kids? I am bummed \\n']"""
Tue May 26 21:09:33 PDT 2009,[0:08]  Restaurant on the moon ... no atmosphere  
Tue May 26 21:09:37 PDT 2009,"'""18 units\', \' but no 115.  Might cancel a couple of subjects (Chem 1\', \' MS 101\', \' Ital 10\', \' Pan Pil 17\', \' 145\', \' 150) to make room for 115! AAACKKK""\\n\']'"
Tue May 26 21:09:38 PDT 2009,"'""I get sidetracked so easily\', \' it\\\'s pretty sad cause I can never study good. Ughh finals tmmrw ""\\n\']'"
Tue May 26 21:09:45 PDT 2009,"just woke up from a LONG ass nap!! ..and now i have to get cracking on all of my lame homework \\n']"""
Tue May 26 21:09:48 PDT 2009," oooohhhhh \\n']"""
Tue May 26 21:09:49 PDT 2009,"So sad about Mike Tyson\'s daughter  You just never know what can happen. Tomorrow is not promised to ANYONE....\\n""]'"
Tue May 26 21:09:52 PDT 2009,"Calluses hurt. \\n']"""
Tue May 26 21:09:53 PDT 2009,"'"" Aww\', \' I\\\'m sorry. Now you\\\'re making me feel bad. ""\\n\']'"
Tue May 26 21:09:55 PDT 2009," its on my i pod and honestly you bitches don\'t have to take subways... books aren\'t fun there \\n""]'"
Tue May 26 21:09:55 PDT 2009,"Would have went to the protest but it was scheduled way too early for working people living outside of lexington \\n']"""
Tue May 26 21:09:55 PDT 2009," the entrance told me it was too late. I ruined my night  I cried a lot. I cant believe I could have hugged them but no!\\n']"""
Tue May 26 21:09:56 PDT 2009,"is jobless \\n']"""
Tue May 26 21:09:57 PDT 2009,"and i have $13 dollars in my bank account  fml\\n']"""
