Date,Tweet
Date,eet',Country
Mon Jul 01 23:59:59 +0000 2019,Don\ forget your underboob deodorant ladies. ,"Charleston, WV"
Mon Jul 01 23:59:59 +0000 2019,"  I know. I got a mental picture I\ never get rid of and I don\ even know what Lalo looks like!!'""","Kansas, USA"
Mon Jul 01 23:59:59 +0000 2019,"If anyone wishes to interact with me, contact me, or see my future posts....\\nI am available at:\\nDixiePreparedness ","Marion, MS"
Mon Jul 01 23:59:59 +0000 2019,"Wind 0.0 mph ---. Barometer 29.93 in, Falling slowly. Temperature 84.7 \ Rain today 0.01 in. Humidity 67%'""","Petersburg, IL"
Mon Jul 01 23:59:59 +0000 2019,MILES AWAAAAY (\ I WISH THIS DIDNT MEAN SO MUCH TO MEEEE ,"Denver, CO"
Mon Jul 01 23:59:59 +0000 2019,"  We know she is full of crap.'""","Pennsylvania, USA"
Mon Jul 01 23:59:59 +0000 2019," Don\'t forget Anthony Miller, dude could fly.""'","Gallatin, TN"
Mon Jul 01 23:59:59 +0000 2019,"     Maybe because we need a better structure.'""","Paradise, NV"
Mon Jul 01 23:59:59 +0000 2019, I\'m deaddddd \,"Waco, TX"
Mon Jul 01 23:59:58 +0000 2019," I\ holding you to this'""","Dallas, TX"
Mon Jul 01 23:59:58 +0000 2019,I\ ready to get my booty back to the gym \,"Visalia, CA"
Mon Jul 01 23:59:58 +0000 2019,"' ""Yuppie"" is so backgrounded now as to allow ""yimby"" to gain legs without running into difficulties.  Tot\ ","San Francisco, CA"
Mon Jul 01 23:59:58 +0000 2019,And you can really see the light leave them when they\ not being treated right or loved properly.. ,"Lytle, TX"
Mon Jul 01 23:59:58 +0000 2019," The ending is a scary thing to undertake.'""","Orlando, FL"
Mon Jul 01 23:59:58 +0000 2019,Please go check out my Freshmen highlights on hudl:     ,"Kansas City, MO"
Mon Jul 01 23:59:58 +0000 2019,Journalist Andy Ngo Assaulted by #Antifa Protesters in Portland  via ,"Richardson, TX"
Mon Jul 01 23:59:58 +0000 2019," Definitely try. Doesn\'t hurt. My meds give me some more unf in my step to my ass going and such.""'","Garden City, MI"
Mon Jul 01 23:59:58 +0000 2019, Acho hasta que Woj no lo diga no lo creo todav\ men \,"North Carolina, USA"
Mon Jul 01 23:59:58 +0000 2019," i been spinnin\ all ur stuff lately, i wasn\ hip, but man the sound is pretty tight, all the instrumen\ ","River Rouge, MI"
Mon Jul 01 23:59:58 +0000 2019,Lincoln Boyhood National Memorial was a blast Saturday.  It was great seeing the girls learn about pioneer life.  T\ ,"Indiana, USA"
Mon Jul 01 23:59:58 +0000 2019,"I really gained 3 pounds bitch don\'t talk to MEE""'","San Diego, CA"
Mon Jul 01 23:59:58 +0000 2019,  Que bonito y es una realidad. \\nGran respeto para el Presidente ,"New York, USA"
Mon Jul 01 23:59:58 +0000 2019,"  decision has been made'""","Los Angeles, CA"
Mon Jul 01 23:59:58 +0000 2019,You give me a ticket while I\ on the phone with my mamma driving down the road we gonna have problems. If you can\ ,"Tennessee, USA"
Mon Jul 01 23:59:58 +0000 2019,Woj \ ,"Santa Monica, CA"
Mon Jul 01 23:59:58 +0000 2019,All of my fav artists growing up under one roof...magical opening night... So... If you still haven\'t checked out b\ ,"Brooklyn, NY"
Mon Jul 01 23:59:58 +0000 2019,"person one: she\ speaking in spanish\\nperson two: \ \\nperson one: hands phone to person two'""","San Antonio, TX"
Mon Jul 01 23:59:57 +0000 2019,Everyone should block and ignore that twit. He is trying for a second career and we are giving it to him. Seriously\ ,"Hamilton Square, NJ"
Mon Jul 01 23:59:57 +0000 2019,"Good evening, TweetHearts! \ I hope that everyone and theirs are feeling good! \ And that you\ all been enj\ ","Manhattan, NY"
Mon Jul 01 23:59:57 +0000 2019,We ended our good news segment w/ this article about 15 year old #CoriGauff beating Venus Williams at #Wimbledon. H\ ,"Manhattan, NY"
Mon Jul 01 23:59:57 +0000 2019," it\ a joke....'""","Austin, TX"
Mon Jul 01 23:59:57 +0000 2019,"  I hope so'""","Queens, NY"
Mon Jul 01 23:59:57 +0000 2019,7/1/19 bike 35 minutes 8.48 miles 221 cals #keepmoving #gymtherapy @ Maryland Athletic Club ,"Baltimore, MD"
Mon Jul 01 23:59:57 +0000 2019,Senior transfer from Oklahoma City University. ,"Lubbock, TX"
Mon Jul 01 23:59:57 +0000 2019,Final June Sunday In Huntington Beach  Down on Main St.\\nAlways cool cars rolling along. Even a cool Transit Connect\ ,"Huntington Beach, CA"
Mon Jul 01 23:59:57 +0000 2019,"     Illegal for insane people to buy guns or possess guns problem solved right?'""","Washington, USA"
Mon Jul 01 23:59:57 +0000 2019," The three players we over paid are gone and we got Hassan lol'""","Portland, OR"
Mon Jul 01 23:59:57 +0000 2019,New neighbors moved in so they started this shit AGAIN! @ Madison Square Townhouses ,"Florence, AL"
Mon Jul 01 23:59:56 +0000 2019,"Just learned that Tyler Skaggs,  who passed away earlier today was the son of a fellow Canoga Park Hunter Darrell S\ ","Oakland, CA"
Mon Jul 01 23:59:56 +0000 2019,  This is disturbing \,"Queens, NY"
Mon Jul 01 23:59:56 +0000 2019,Boomer snagged a new accent piece at Big Lots today. ,"Flagstaff, AZ"
Mon Jul 01 23:59:56 +0000 2019,What is this about? ,"Brooklyn, NY"
Mon Jul 01 23:59:56 +0000 2019,"WE ARE ON THE AIR! Chat Room is Open    Feuerstein\'s Fire #423""'","New Jersey, USA"
Mon Jul 01 23:59:56 +0000 2019,I call them Catholic private school @ Kingston\ Bridge ,"New York, USA"
Mon Jul 01 23:59:56 +0000 2019," \ don\ remind me'""","Manhattan, NY"
Mon Jul 01 23:59:56 +0000 2019,"I need to get out the house this weekend'""","Warner Robins, GA"
Mon Jul 01 23:59:56 +0000 2019,Cool article on circadian rhythm disruption and liver cancer. \\n\\n,"Fleming Island, FL"
Mon Jul 01 23:59:56 +0000 2019,Roman Candle fights go up on the 4th every year ,"Broken Arrow, OK"
Mon Jul 01 23:59:56 +0000 2019,"But first, good Mexican food with a view  \ #FredsMexicanCafe #HuntingtonBeach #California #MDinWanderlust\ ","Huntington Beach, CA"
Mon Jul 01 23:59:55 +0000 2019," I wonder if Bethany is suggesting we befriend antifa'""","Erie, PA"
Mon Jul 01 23:59:55 +0000 2019,no one is mad they\ christian. they\ mad that they\ anti-gay ,"Jefferson City, MO"
Mon Jul 01 23:59:55 +0000 2019,Yes I do have a board on Pinterest named Colson Baker. Do not judge me \ ,"Findlay, OH"
Mon Jul 01 23:59:55 +0000 2019," Lmaooooo shut the hell up'""","North Druid Hills, GA"
Mon Jul 01 23:59:55 +0000 2019,You feel me wtf ,"Charlotte, NC"
Mon Jul 01 23:59:55 +0000 2019,"  I understand that. And hopefully the carts will end up on the North Park Blocks.'""","Portland, OR"
Mon Jul 01 23:59:55 +0000 2019,i put my life on this i dont\ ,"Georgia, USA"
Mon Jul 01 23:59:55 +0000 2019," Shortly.'""","Marlton, NJ"
Mon Jul 01 23:59:55 +0000 2019,me rn lol bc I need my hands to look good next week ,"Edmond, OK"
Mon Jul 01 23:59:55 +0000 2019, HANDS IN THE COOKIE JAR..\\nWe THE PEOPLE WON\'T BE SILENT..\\n\\nTREASON......... ,"Missouri, USA"
Mon Jul 01 23:59:55 +0000 2019,Live now chill stream tryna get to 1000 total wins ,"College Park, MD"
Mon Jul 01 23:59:55 +0000 2019,"  is a ANOTHER GREAT SHOW ...'""","Greece, NY"
Mon Jul 01 23:59:55 +0000 2019,Jesus said I will never leave you alone nor forsake you and I am with you always even unto the End the World. ,"Alabama, USA"
Mon Jul 01 23:59:55 +0000 2019,"Los Golden State Warriors logran retener a Kevon Looney, pieza clave para el futuro del equipo ","Pueblo Viejo, Puerto Rico"
Mon Jul 01 23:59:55 +0000 2019,"Lo m\ chingon de esto, es que ya no te creo ni el padre nuestro.'""","Waco, TX"
Mon Jul 01 23:59:55 +0000 2019,Ah yes  ,"Greece, NY"
Mon Jul 01 23:59:55 +0000 2019," wHaT ArE WoRdS&'""","Reno, NV"
Mon Jul 01 23:59:55 +0000 2019,"  Do you think they would have sold BM to Taylor for 300MM if she could get the financing?'""","Renton, WA"
Mon Jul 01 23:59:55 +0000 2019, Well obviously ,"Kent, OH"
Mon Jul 01 23:59:54 +0000 2019,Today\ #MountainMonday brought to you from Saturday morning\ running adventure with the girl squad through new tr\ ,"Albuquerque, NM"
Mon Jul 01 23:59:54 +0000 2019,"  Hope you are well'""","Denver, CO"
Mon Jul 01 23:59:54 +0000 2019,I will quit making this hair las las \ ,Campus Pointe
Mon Jul 01 23:59:54 +0000 2019," You are one the hunt for a sugar daddy with them high digits girl\ I feel you'""","Alabama, USA"
Mon Jul 01 23:59:54 +0000 2019," Sexy'""","Highland Lakes, AL"
Mon Jul 01 23:59:54 +0000 2019,"I\'m at The Big Dipper in West Mifflin, PA ","West Mifflin, PA"
Mon Jul 01 23:59:54 +0000 2019,We even had a whip battle. Lmao ,Tripolee Stage
Mon Jul 01 23:59:54 +0000 2019,"Back on my grind. Back, triceps and 2.26 miles of cardio...\ @ Gold\'s Gym ","San Antonio, TX"
Mon Jul 01 23:59:54 +0000 2019,America\'s Last Hope - Donald J. Trump  via ,"New Jersey, USA"
Mon Jul 01 23:59:54 +0000 2019," Shoot, I\'d tie it to a fire hydrant. \","Redwood Falls, MN"
Mon Jul 01 23:59:54 +0000 2019,All I\ saying  missed that mark when they could\ had  play and during Atlantic and ha\ ,"Kingston, PA"
Mon Jul 01 23:59:54 +0000 2019,"Reposting cause we weighed the squat bar and this was actually 705, not 700. I watch this video all the time, and I\ ","South Sarasota, FL"
Mon Jul 01 23:59:54 +0000 2019,I wish there was a app for In N Out burger wait times. Debating if the trip is worth the wait \,"San Diego, CA"
Mon Jul 01 23:59:54 +0000 2019,"   he was exonerated.....'""","San Fernando, CA"
Mon Jul 01 23:59:54 +0000 2019,"Nothing like having a screaming baby in the back seat and mc Donald\ makes you pull to the reserved to wait on the food \ over Monday.'""","Grove, OK"
Mon Jul 01 23:59:54 +0000 2019," Sports wise I am fairly proficient....and even I had to look up what that even is.'""","Warr Acres, OK"
Mon Jul 01 23:59:54 +0000 2019,Why do you hate us ,"Newport News, VA"
Mon Jul 01 23:59:54 +0000 2019," \ compass\ you vile, ignorant, opportunistic C!!! How bout you explain why CBP is not allowing\ ","Scottsdale, AZ"
Mon Jul 01 23:59:54 +0000 2019," i might just get Tj to fast forward thru it for me so i don\ have to see, hear or think about it'""","Knoxville, TN"
Mon Jul 01 23:59:53 +0000 2019,"  You just did that! I\ so excited for this read.'""","Los Angeles, CA"
Mon Jul 01 23:59:53 +0000 2019,"   Congrats!'""","River Falls, WI"
Mon Jul 01 23:59:53 +0000 2019,"JOSH BELL'""","Pittsburgh, PA"
Mon Jul 01 23:59:53 +0000 2019, Thanks  ,"East Freehold, NJ"
