Date,Tweet
Date,eet',Country
Wed May 22 10:38:05 +0000 2019,"Yeah HW Means Committee Start Fininig Or Jailing Ppl Like Lying Mnuchin, Other IRS Staff. Got to Show Them U Ain\'t\ ","Irvington, NJ"
Wed May 22 10:38:05 +0000 2019,,"Cedar Falls, IA"
Wed May 22 10:38:05 +0000 2019, this what we\ talking about yesterday... skill building.. Discipline over Default  my q\ ,"Missouri, USA"
Wed May 22 10:38:04 +0000 2019,"current weather in North Chicago: light rain, 51\ humidity, wind 11mph, pressure 1011mb'""","North Chicago, IL"
Wed May 22 10:38:04 +0000 2019,And...\\n\\nSome of y\ probably still think Bernie is the most popular politician in America... ,"Newark, NJ"
Wed May 22 10:38:03 +0000 2019,Drinking a Fresh IIPA V28 (Fresh By 06.02.19) by  @ Chill Hill \ ,"Pennsylvania, USA"
Wed May 22 10:38:03 +0000 2019, Jajaja tambi\ se puede \,"Belton, TX"
Wed May 22 10:38:03 +0000 2019," Thank you!!'""","Glenarden, MD"
Wed May 22 10:38:03 +0000 2019,"TRUTH, Civil War happening\ should be shut down, reps sent home,Intel agencies locked out, or shooting wa\ ","Casey, IL"
Wed May 22 10:38:02 +0000 2019,"Hernando makes Long Awaited Trip to States.    #hssoftball'""","Holiday, FL"
Wed May 22 10:38:02 +0000 2019,"USGS reports a M1.9 #earthquake 65km SSW of Kaktovik, Alaska on 5/22/19 @ 10:33:37 UTC  #quake'""","Alaska, USA"
Wed May 22 10:38:02 +0000 2019,  There\ the misconception that people are angry over /what happened/ as opposed to how\ ,"Texas, USA"
Wed May 22 10:38:02 +0000 2019,  I was planning on going into teaching after years as an instructor in the military. While teac\ ,"Etna, OH"
Wed May 22 10:38:01 +0000 2019, This was a lot of fun- had a great conversation with Elaine and Jonathan! Thanks for having me on the podcast! \,"Philadelphia, PA"
Wed May 22 10:38:01 +0000 2019,"Wheels up, headed to the House! #blessed \ @ George Bush Intercontinental Airport ","Houston, TX"
Wed May 22 10:38:01 +0000 2019,Just posted a photo @ Virginia ,"Virginia, USA"
Wed May 22 10:38:00 +0000 2019,"El que cree en \ no es condenado, pero el que no cree ya est\ condenado por no haber cre\ en el\","Kentucky, USA"
Wed May 22 10:38:00 +0000 2019,  De fotos as\ estas hablando? ,"East Brunswick, NJ"
Wed May 22 10:38:00 +0000 2019,Emergency vehicles; left lane blocked in #Miami on I-95 SB at NW 95th St #SFLtraffic ,"Pinewood, FL"
Wed May 22 10:38:00 +0000 2019," How much time do y\'all have??""'","Florida, USA"
