Date,Tweet
Date,eet',Country
Mon May 27 11:15:51 +0000 2019,Monday May 27 - Morning Report:   Car-sized \'fireball\' lit up skies over southern Australia;      Trump breaks with\ ,"Lorain, OH"
Mon May 27 11:15:50 +0000 2019,"current weather in Tulsa: scattered clouds, 72\ humidity, wind 9mph, pressure 1012mb'""","Tulsa, OK"
Mon May 27 11:15:49 +0000 2019, That the people profiting off of such a racist and skewed setup would be able to walk away from this d\ ,"San Antonio, TX"
Mon May 27 11:15:49 +0000 2019,"God bless all who gave the ultimate sacrifice. #MemorialDay'""","Miami Beach, FL"
Mon May 27 11:15:49 +0000 2019,,"San Juan, USA"
Mon May 27 11:15:48 +0000 2019," Bitch what?? Hmu!'""","Georgia, USA"
Mon May 27 11:15:48 +0000 2019,Thank you to our active military and veterans for your service. ,"Kentucky, USA"
Mon May 27 11:15:47 +0000 2019, Such an amazing achievement. Praying the God will help you as you and your sons continue to grow and for\ ,"Georgia, USA"
Mon May 27 11:15:47 +0000 2019,"PLEASE JUST LISTEN TO THIS TWO MINUTE VIDEO! The Progressives (LBJ,Bush, Clinton, Bush Jr, Obama) and the Progressi\ ","Wildwood, MO"
Mon May 27 11:15:47 +0000 2019,"Today, please take a moment to reflect.\\n\\n#MemorialDay ","Staten Island, NY"
Mon May 27 11:15:46 +0000 2019," Lol dog I do not mean to be laughing at you but damn I know the feeling lol'""","Tempe, AZ"
Mon May 27 11:15:46 +0000 2019, Don\ you have a \ weapon?\,"Somerville, MA"
Mon May 27 11:15:45 +0000 2019, Gillette will haveto handle this commercial as delicately as a\\nrazor sharp blade against a smooth ba\ ,"Vermilion, OH"
Mon May 27 11:15:45 +0000 2019,  \,"Beaufort, SC"
Mon May 27 11:15:45 +0000 2019,There will be two parades honoring those who gave their lives for our freedom. The Beverly Farms Parade starts at 0\ ,"Danvers, MA"
Mon May 27 11:15:44 +0000 2019,   Yoooo I literally was hyperventilating when I read that \,"Washington, DC"
Mon May 27 11:15:44 +0000 2019," Oi meu filhote, vai querer alguma coisa da padaria?'""","Orlando, FL"
Mon May 27 11:15:44 +0000 2019,"Dis bish!'""","East Patchogue, NY"
Mon May 27 11:15:43 +0000 2019,"For starters, I SHOULD NOT GO OUT ALONE. Too much drama & im too wild to be handling other people\ bullshit alone.'""","San Marcos, TX"
Mon May 27 11:15:43 +0000 2019,"Having created people with disabiliities, they are his (Ob\ children, who\'re sacred to him & are worthy of a\ ","Brooklyn, NY"
Mon May 27 11:15:43 +0000 2019,"The Aspire AVP pod system is now available! Wattage Output Range 8-12W, 700 mAh battery, 2ml Pod!\\n\\n#mckinneytx\ ","McKinney, TX"
Mon May 27 11:15:43 +0000 2019,It\'s a beautiful morning! Looking forward to an awesome day. Have you\'re own incredible day and please take a momen\ ,"Pennsylvania, USA"
Mon May 27 11:15:43 +0000 2019, 2006 Red Team tested the hardware after their final victory yesterday.   ,"Groveton, VA"
Mon May 27 11:15:43 +0000 2019,Kudos to #YetundeAyeniBabaeko One could also say that albinos are children of Ob\ (aka \ funfun/white/pure\ ,"Brooklyn, NY"
Mon May 27 11:15:43 +0000 2019,"Album Cover.  Denver Tour 2019. #mobwedding #holyshitilovemyfriends @ Denver, Colorado ","Denver, CO"
Mon May 27 11:15:42 +0000 2019,These fallen heroes represent the character of a nation who has a long history of patriotism and honor - and a nati\ ,"Fort Lauderdale, FL"
Mon May 27 11:15:41 +0000 2019,"'At the Japanese wrestling match attended by #Trump the expression of the FirstLady Mrs. Trump sitting next to him is, ""This is disgusting.""\''","Virginia, USA"
Mon May 27 11:15:41 +0000 2019,    Purple \,"Tampa, FL"
Mon May 27 11:15:41 +0000 2019,"Love, love, love this \ ","Oak Hills Place, LA"
Mon May 27 11:15:41 +0000 2019," You should be asking, why Mitch McConnell does so little \\n","Philadelphia, PA"
Mon May 27 11:15:41 +0000 2019," As long as it doesn\ affect #trump properties, he is OK with it'""","Garner, NC"
Mon May 27 11:15:41 +0000 2019,  Good morning y\'all \,"South Carolina, USA"
Mon May 27 11:15:41 +0000 2019,Scott Pelley: CBS booted me over complaining about \'hostile\' environment  via ,"Kentucky, USA"
Mon May 27 11:15:40 +0000 2019, chonky smoosh ,"Cottonwood, CA"
Mon May 27 11:15:40 +0000 2019," What a creep!'""","Atlanta, GA"
Mon May 27 11:15:40 +0000 2019,Wishing you and yours a Happy and Safe Memorial Day.  #miami #miamilifestyle #brickell #brickellliving #invest\ ,"Miami, FL"
Mon May 27 11:15:40 +0000 2019, | Society6 Waiting for a sale? WAIT NO MORE! TODAY TILL MIDNIGHT PST 20% 30% Even 40% off d\ ,"Fruit Cove, FL"
Mon May 27 11:15:39 +0000 2019,I just love working every holiday \,"Elizabethton, TN"
Mon May 27 11:15:39 +0000 2019,  We need a powerful group to appeal the NY law so that can get to the Court at same time\ ,"Basehor, KS"
Mon May 27 11:15:38 +0000 2019,"Arc clients honor our flag and brave service men & women. Today, Memorial Day, all members of Arc of Ala Co Family\ ","Gainesville, FL"
Mon May 27 11:15:38 +0000 2019,"Bruhh at one point enough is enough'""","Pasadena, TX"
Mon May 27 11:15:38 +0000 2019,"rum and orange juice at 7am.... why not! #TourBreak'""","Ann Arbor, MI"
Mon May 27 11:15:37 +0000 2019,"Up at 1:50am wondering if the boys will come out tonight still playing their game. Not sure I\ going to survive the next two weeks.'""","Collinsville, IL"
Mon May 27 11:15:37 +0000 2019,   But at least it\ tagged \,"Pennsylvania, USA"
