Date,Tweet
﻿Date,eet',Country
Sat May 11 00:05:37 +0000 2019,Taylorville Baseball drops to (16-8) with a 5-2 loss at Springfield High School. Wasn\ a total loss though. The be\ ,"Springfield, IL"
Sat May 11 00:05:37 +0000 2019,"My baby sister turns 10 today, Im in my feelings that I can\ be there with my sisters. Good job  for\ ","Lincoln, NE"
Sat May 11 00:05:37 +0000 2019,HAPPY SMALL BUSINESS WEEK TO ALL THE GLOBAL ENTREPRENEURS FROM TEAM \ CHASER APPAREL N.Y.\ GOD BLESS EVER\ ,"Niagara Falls, NY"
Sat May 11 00:05:37 +0000 2019,"  Agreed!'""","Warrington, FL"
Sat May 11 00:05:37 +0000 2019, I have one and it\ amazing \,"San Marcos, TX"
Sat May 11 00:05:37 +0000 2019,#DearMeTenYearsAgo:\\n\\nListen. Everyone knows and it\ going to be ok\ damn fantastic actually. Hard things wil\ ,"Washington, DC"
Sat May 11 00:05:37 +0000 2019,"Kinda glad I won\ be on any social media this weekend. Mother\ Day isn\ easy for me.'""","Memphis, TN"
Sat May 11 00:05:37 +0000 2019,"Tamiami: 7:57pm: sunset'""","Tamiami, FL"
Sat May 11 00:05:37 +0000 2019," You have to say it correctly, Uncle Tim! \ Da man!\","Indiana, USA"
Sat May 11 00:05:37 +0000 2019,"Also am gonna need to start hiring soon, so if you need a job for the summer and want to work from home give me a r\ ","Watauga, TX"
Sat May 11 00:05:37 +0000 2019,Maranatha and Flintridge Prep are all even at 5-5 after the Rebels\ No. 1 doubles team of Will Lanstra and Loran Ba\ ,"Claremont, CA"
Sat May 11 00:05:36 +0000 2019,"Just posted a photo @ Buchanan, New York ","Buchanan, NY"
Sat May 11 00:05:36 +0000 2019,Charge. My man was fired up from the pregame speech and took this running through the wall for his coach thing a li\ ,"Phoenix, AZ"
Sat May 11 00:05:36 +0000 2019,  \,"Queens, NY"
Sat May 11 00:05:36 +0000 2019,"Ha!  is still trending for being a snowflake!'""","Chicago, IL"
Sat May 11 00:05:36 +0000 2019,Bad Investment? Disney Reportedly Doesn\'t Think It Can Recoup $400 Mil. It Sunk Into Vice Media ,"Richardson, TX"
Sat May 11 00:05:36 +0000 2019,"you\ had my heart from the beginning'""","Georgia, USA"
Sat May 11 00:05:36 +0000 2019," And incels wonder why they can\'t get laid.""'","Antioch, IL"
Sat May 11 00:05:36 +0000 2019,"  ITS SO CUTE'""","Largo, FL"
Sat May 11 00:05:36 +0000 2019," When I was a kid we wanted sandwiches. Hot lunches were for rich kids'""","Derby, CT"
Sat May 11 00:05:36 +0000 2019,U said no to cal ?????\\n\\nDeamn couldn\'t be me ,"Los Angeles, CA"
Sat May 11 00:05:36 +0000 2019,"Holy fuck the elbow area hurts like a mfer'""","Delaware, USA"
Sat May 11 00:05:36 +0000 2019,Still hits hard. ,"Georgia, USA"
Sat May 11 00:05:36 +0000 2019,Tonight we celebrate graduates from the College of Graduate Studies and College of Continuing Professional Studies!\ ,O'Reilly Family Event Center
Sat May 11 00:05:36 +0000 2019,"The worst thing I discovered today is the YouTube app on chromecast'""","Brooklyn, NY"
Sat May 11 00:05:36 +0000 2019,"  educate yourself before you decide to make a post that gets a whole 0 likes'""","Milford, DE"
Sat May 11 00:05:35 +0000 2019," More than a pet peeve. Illegal AF. Our busses have cameras to catch these people.'""","Chicago, IL"
Sat May 11 00:05:35 +0000 2019," brother... he had really good lawyers and i\'ll leave it at that. he\'s lucky he had influence and a very talented law team.""'","Stansbury Park, UT"
Sat May 11 00:05:35 +0000 2019,Ohh tonight the conditions are very right \,"Texas, USA"
Sat May 11 00:05:35 +0000 2019,"  Welcome back. Glad you are doing so well!'""","Modesto, CA"
Sat May 11 00:05:35 +0000 2019,Good to be back \ @ Fenway Park ,"Boston, MA"
Sat May 11 00:05:35 +0000 2019,"Who trynna take an L at game pigeon?'""","Kansas, USA"
Sat May 11 00:05:35 +0000 2019,I have a short appearance a bit after minute 8. Yeah for Susan Keenan & our STEM Inclusive Excellence work - HHMI F\ ,"Greeley, CO"
Sat May 11 00:05:35 +0000 2019,soy una ni\ muy triste porque no puedo usar zapatillas alturas como en mis quincea\,"Arizona, USA"
