Date,Tweet
﻿Date,eet',Country
Fri May 24 00:15:26 +0000 2019, Exactly so make it make some sense \,"Tallahassee, FL"
Fri May 24 00:15:25 +0000 2019,#MAGA \ ,"Reisterstown, MD"
Fri May 24 00:15:25 +0000 2019,Boo Disney Booooooooo ,"Delaware, USA"
Fri May 24 00:15:25 +0000 2019,"All Natural Kelp Sea Salt Soap, Handmade soap, Salt soap, Hand by LazeNLax #veganrecipes #Vegansoap #Saltsoap\ ","Wisconsin, USA"
Fri May 24 00:15:25 +0000 2019," Lol tell me something na !'""","Florida, USA"
Fri May 24 00:15:25 +0000 2019,Congrats to the Pioneer baseball team who came from 11 down to take a 12-11 win in the sectionals. Wow! Great job g\ ,"Mooresville, IN"
Fri May 24 00:15:25 +0000 2019,"I didn\ run my best... I didnt qualify for nationals. But this season meant a lot to me, I beat all Odds, I overca\ ","Florida, USA"
Fri May 24 00:15:25 +0000 2019,#placeyourbets #feelinglucky #atlanticcity #boardwalk #jerseyshore #wearewinners #ferriswheel #mystory #goeleanor\ ,"Atlantic City, NJ"
Fri May 24 00:15:25 +0000 2019,this gon be you tonight \  ,"Warren, AR"
Fri May 24 00:15:25 +0000 2019,I am off tomorrow morning so guess whos gonna go get anotha tatt\,"Greenwood Village, CO"
Fri May 24 00:15:25 +0000 2019," Thanks precious !'""","Virginia, USA"
Fri May 24 00:15:25 +0000 2019,"I just took a DNA test, turns out I\ 100 percent FUCKING STUPID ONCE AGAIN!!!!!!'""","Texas, USA"
Fri May 24 00:15:25 +0000 2019," I have  winning 1,2 and 4 and  winning 3 and 6. 5 is even.'""","Colonial Park, PA"
Fri May 24 00:15:25 +0000 2019,Let what sink in  That  is a criminal?  ,"Massachusetts, USA"
Fri May 24 00:15:24 +0000 2019," Mr #Maddow thinks you\'re missing something""'","Maine, USA"
Fri May 24 00:15:24 +0000 2019,"  Those fries might be No. 1 for me.'""","St Louis, MO"
Fri May 24 00:15:24 +0000 2019,"How stinking cute are Victor and  ?? Totes adorbs! #AmazingRace #BigBrother'""","Texas, USA"
Fri May 24 00:15:24 +0000 2019,"#garyvee 503-260-7053 question question I have a question!'""","Belding, MI"
Fri May 24 00:15:24 +0000 2019,How you not spending all your free time with me? I\ ugly? Make it make sense. ,"Manhattan, NY"
Fri May 24 00:15:24 +0000 2019,Why does  remind me of  ? \,"Mililani Mauka, HI"
Fri May 24 00:15:24 +0000 2019,We love being out among our  citizens. Tonight we\ in the Country Brook apartment complex!!!\ ,"Champaign, IL"
Fri May 24 00:15:24 +0000 2019,Thank you #KeeneElmCityRotary ,"New Hampshire, USA"
Fri May 24 00:15:24 +0000 2019,My cousins cancer came back\,"Clayton, NC"
Fri May 24 00:15:23 +0000 2019,"It\ hard to take any advice from Tatum dressed like that.    #ParadiseHotel'""","Burbank, CA"
Fri May 24 00:15:23 +0000 2019,"   you down to dance?'""","Ogden, UT"
Fri May 24 00:15:23 +0000 2019," hey are you the same unc buckeye on Instagram with a live west wing weekly ticket?? Follow me back so we can dm?'""","Richmond, KY"
Fri May 24 00:15:23 +0000 2019,Meyer finishes in 7th in the first heat. \\n\\n2:07.87 is official time. \\n\\n#BlueHens ,"Florida, USA"
Fri May 24 00:15:23 +0000 2019,  dat new avi doe \,"Pontiac, MI"
Fri May 24 00:15:23 +0000 2019,"Puttin in Work! (@ Inglewood Southside Christian Church in Inglewood, CA) ","Inglewood, CA"
Fri May 24 00:15:23 +0000 2019,,"Louisville, KY"
Fri May 24 00:15:23 +0000 2019,  wins this convo! Nobody understands  level of WELLIN #TheQueenHasSpoken ,"Laurel, MD"
Fri May 24 00:15:22 +0000 2019,I\ a bit confused about this 10 day green smoothie cleanse. . Like do y\ really buy the book just so it can tel\ ,"South Carolina, USA"
Fri May 24 00:15:22 +0000 2019,"  WHOA. WHY??'""","Los Angeles, CA"
Fri May 24 00:15:22 +0000 2019,i was so fucking confused... like that\ not kim twice??? ,"California, USA"
Fri May 24 00:15:22 +0000 2019, I feel like I ask myself this almost daily about a slew of remakes \,"Winter Gardens, CA"
Fri May 24 00:15:22 +0000 2019,"I finally see why other genres don\ respect hip hop music. It ain\ jealousy or the culture'""","Los Angeles, CA"
Fri May 24 00:15:22 +0000 2019,"Told her ain\ even know Gucci made those'""","Atlanta, GA"
Fri May 24 00:15:22 +0000 2019,"Collins 2 Wylie 0 after 3'""","Waco, TX"
Fri May 24 00:15:22 +0000 2019,They\'re accused of purchasing followers/using bots.\\n\\nIt\'s worth noting (as much as I loathe them both) that if they\ ,"Leawood, KS"
Fri May 24 00:15:22 +0000 2019,"  No you should have AOC picture of her eyes bugged out with that caption.'""","California, USA"
Fri May 24 00:15:22 +0000 2019,   I was going through the comments checking if anyone tagged MFM! \,"Russellville, AR"
Fri May 24 00:15:21 +0000 2019, \,"Houston, TX"
Fri May 24 00:15:21 +0000 2019,"Ima put in the real work this time'""","Oakland, CA"
Fri May 24 00:15:21 +0000 2019,damn is this rlly how i be? ,"Palmer Lake, CO"
Fri May 24 00:15:21 +0000 2019,Yo  in need of a visit to your  brother!!!\\n#HulkHogan #TeamHogan #Hulkamania\ ,"Park Hills, MO"
Fri May 24 00:15:21 +0000 2019,This is the only thing that you need to see today \ ,"Pittsburgh, PA"
Fri May 24 00:15:21 +0000 2019,"  Do you operate before you come to work? You always look sleepy.'""","Hightstown, NJ"
