Date,Tweet
Date,eet',Country
Mon May 20 10:19:53 +0000 2019,  This story made my morning. \,"Chattanooga, TN"
Mon May 20 10:19:52 +0000 2019," is a fucking joke. So glad I didn\ watch money in the bank.  plz hurry to tv!'""","Ironton, OH"
Mon May 20 10:19:52 +0000 2019,"  He has none'""","Missouri, USA"
Mon May 20 10:19:52 +0000 2019,"current weather in Waterford: overcast clouds, 54\ humidity, wind 10mph, pressure 1008mb'""","Waterford, MI"
Mon May 20 10:19:51 +0000 2019," THIS NATIVE AMERICAN, is grateful for his Mother giving him up for #ADOPTION \\nMy ADOPTIVE parents wer\ ","Marlborough, MA"
Mon May 20 10:19:50 +0000 2019," Looks like I\'m still following.""'","San Antonio, TX"
Mon May 20 10:19:50 +0000 2019,Monday May 20 - Today In Politics:        Trayvon Martin\ mom plans to run for office in Miami;      Trump denies\ ,"Lorain, OH"
Mon May 20 10:19:50 +0000 2019," You are trying to correct the RIGHT spelling with bad. Right \ wrong \ YOU FAILED'""","Largo, FL"
Mon May 20 10:19:50 +0000 2019,"  I wouldn\ go that far.'""","Greensboro, NC"
Mon May 20 10:19:50 +0000 2019," No.\\nThey are just different works of art.'""","Ohio, USA"
Mon May 20 10:19:50 +0000 2019,"IDK who changed the channel but, Thank You!! \ #90skid #ClassicTV #Martin @ Main Post Office ","Baltimore, MD"
Mon May 20 10:19:49 +0000 2019,Now Commeth Mourning  with attempt to build-up Mayor Pete. He & Barnacle offer a #Marketing plan sugges\ ,"Maine, USA"
Mon May 20 10:19:49 +0000 2019,From the  Senior Women\ Open. Only in   ,"Carrollton, GA"
Mon May 20 10:19:49 +0000 2019," No'""","Illinois, USA"
Mon May 20 10:19:48 +0000 2019,"   Fark?'""","Parole, MD"
Mon May 20 10:19:48 +0000 2019,Nigga said Froopyland!!!!! Fuck King Tommy old incestuous ass it\ a wrap for him!!! \ ,"Forest Heights, MD"
Mon May 20 10:19:48 +0000 2019,"There\ a story behind every person. There\ a reason why they\ the way they are. Think about that before you judge someone.'""","Houston, TX"
Mon May 20 10:19:48 +0000 2019,"This week on  , frequent guest Andrew Saunders returns with Dr.  a UGA linguist, to bre\ ","Georgia, USA"
Mon May 20 10:19:47 +0000 2019, \,"Glens Falls, NY"
Mon May 20 10:19:47 +0000 2019,"        A great book!'""","Lake St Louis, MO"
Mon May 20 10:19:47 +0000 2019,"' I wouldn\\\'t call it an ""illness"" however, It\\\'s clearly a mental ""disorder""...\''","West Palm Beach, FL"
Mon May 20 10:19:47 +0000 2019,AP Exclusive: Scarlett Johansson and Colin Jost are engaged  via ,"Detroit, MI"
Mon May 20 10:19:46 +0000 2019,  There are also scores of families across the USA who are starving. Clearly our systems are failing\ ,"Clay, NY"
Mon May 20 10:19:46 +0000 2019,It certainly is the place this is my venting place ,"Philadelphia, PA"
Mon May 20 10:19:46 +0000 2019,Clippppppp ,"Bronx, NY"
Mon May 20 10:19:46 +0000 2019,"My coworker just came over to tell me our other coworker is running late \\n\\nYA DONT SAY'""","Michigan, USA"
Mon May 20 10:19:46 +0000 2019,Me: \ play star shopping by lil peep\ \\n\\nAlexa: \ start shopping by lil Peep for the 27493th time for your depressing ass\,"Las Vegas, NV"
Mon May 20 10:19:45 +0000 2019, Location preference? ,"Columbus, GA"
