Date,Tweet
Date,eet',Country
Sun Jun 30 23:59:59 +0000 2019,"'  Thanks for confirming you were just picking a random ""liber elite Ivy"" out of a hat to\ ","Lansdowne, PA"
Sun Jun 30 23:59:59 +0000 2019,Our friend Lincoln @ Hibernia Bar ,"Manhattan, NY"
Sun Jun 30 23:59:59 +0000 2019,"   Stoudemire is not KD type player'""","Long Beach, CA"
Sun Jun 30 23:59:59 +0000 2019," Same. Made this from a popcorn bucket. Also, the brushing sound is very satisfying. ","Altamonte Springs, FL"
Sun Jun 30 23:59:59 +0000 2019,Soooooo you\ telling me all i had to do was ask for them and he\ buy them? \ \ #LACortez #LosDoyers ,"Lake Oswego, OR"
Sun Jun 30 23:59:59 +0000 2019," I agree and have been saying for a The last year or two.  When you show up to a protest in a mask, i\ ","Salisbury, NC"
Sun Jun 30 23:59:59 +0000 2019,   Can\ wait to see your masterpiece!\,"Dallas, TX"
Sun Jun 30 23:59:59 +0000 2019,Wishing you love \ Peace \ and soul \ the last 5 days in Houston meeting up with old friends and clie\ ,"Houston, TX"
Sun Jun 30 23:59:59 +0000 2019,Some behind the scenes action at the  #soundcheck \ ,Embarcadero Marina Park
Sun Jun 30 23:59:58 +0000 2019,      Yeah but ,"Portland, ME"
Sun Jun 30 23:59:58 +0000 2019,Wow Starlight Brigade 2 looks great ,"Boulder, CO"
Sun Jun 30 23:59:58 +0000 2019,"Lap 144:  said he\ sliding the back in Turns 1 and 2, has a push on corner exit on both ends, currently 16th.'""","Joliet, IL"
Sun Jun 30 23:59:58 +0000 2019,"'Stop staring at the clock every day. It\\\'s time for a new career. Follow us to view jobs with titles like ""Careers M\ ","Phoenix, AZ"
Sun Jun 30 23:59:58 +0000 2019,"still out here driving the boat.'""","Baltimore, MD"
Sun Jun 30 23:59:58 +0000 2019,"  Is ghost-key still an issue?'""","Smokey Point, WA"
Sun Jun 30 23:59:58 +0000 2019,"  i\ so mad lmao honestly what is wrong with this university (i know, it\ the love of power and elitism).'""","Norwalk, CT"
Sun Jun 30 23:59:58 +0000 2019, They had my back only when the floor arrived and I explained the situation. At no time did anyone spea\ ,"Paradise, NV"
Sun Jun 30 23:59:58 +0000 2019, Might miss something like \ to the Nets\ or \ not offering KD max deal because of injury\,"Houston, TX"
Sun Jun 30 23:59:57 +0000 2019, Que verg\,"Houston, TX"
Sun Jun 30 23:59:57 +0000 2019,"   Ditto'""","Mississippi, USA"
Sun Jun 30 23:59:57 +0000 2019,The  have one of the worst management and owner in the ,"Port Washington, NY"
Sun Jun 30 23:59:57 +0000 2019,"Thank goodness the thunderstorms didn\'t come, we could enjoy a little pool time today, though Daddy was working the\ ","Connecticut, USA"
Sun Jun 30 23:59:57 +0000 2019,Algo muy cierto. La guerrera est\ en el top de las hamburguesas de la ciudad! Para el que la conozca. ,"Texas, USA"
Sun Jun 30 23:59:57 +0000 2019,Net fans  ,"Bronx, NY"
Sun Jun 30 23:59:57 +0000 2019," Please live tweet them'""","Minneapolis, MN"
Sun Jun 30 23:59:57 +0000 2019,Catching a show.\\nSuper excited. @ Municipal Auditorium ,"Kansas City, MO"
Sun Jun 30 23:59:57 +0000 2019,"We\'re hiring in #RedwoodCity, CA! Click the link in our bio to apply to this job and more: Teller 30 Hours Downtown\ ","Redwood City, CA"
Sun Jun 30 23:59:57 +0000 2019,"Just watched BrightBurn and honestly I prob would have done the exact thing jit did if I had those powers'""","Tallahassee, FL"
Sun Jun 30 23:59:57 +0000 2019,Stipe beat his ass ,"Willowick, OH"
Sun Jun 30 23:59:56 +0000 2019,"This job might be a great fit for you: Travel Post-Anesthesia Care Unit Nurse (RN) -  #Nursing #SanFrancisco, CA'""","San Francisco, CA"
Sun Jun 30 23:59:56 +0000 2019,Welcome to the #Celtics \,"South Carolina, USA"
Sun Jun 30 23:59:56 +0000 2019,2019 #USSeniorOpen Champion  is live in the  media center.  ,Warren Golf Course
Sun Jun 30 23:59:56 +0000 2019,,"South Carolina, USA"
Sun Jun 30 23:59:56 +0000 2019," Certificado al tuitazo'""","Dilley, TX"
Sun Jun 30 23:59:56 +0000 2019," Me'""","Lowell, MA"
Sun Jun 30 23:59:56 +0000 2019," girl why didn\ we take a shot last night?'""","Turlock, CA"
Sun Jun 30 23:59:56 +0000 2019," I\'m in""'","Pennsylvania, USA"
Sun Jun 30 23:59:56 +0000 2019,Rt ,"Henderson, GA"
Sun Jun 30 23:59:56 +0000 2019,Ameer and Jaylin so lucky I love them\,"Michigan, USA"
Sun Jun 30 23:59:56 +0000 2019,"Spend wisely! @ Takoma Park, Maryland ","Takoma Park, MD"
Sun Jun 30 23:59:56 +0000 2019,"  Nooo! :('""","Rockford, IL"
Sun Jun 30 23:59:55 +0000 2019,"  Liberalism Is a disease and Trump\'s The cure!""'","Muncie, IN"
Sun Jun 30 23:59:55 +0000 2019,"   1st chink in the armor'""","Tampa, FL"
Sun Jun 30 23:59:55 +0000 2019,"Gotta say, I\ seen SO many cute lesbians here at  I\ made a ton of matches on  too.'""","Manhattan, NY"
Sun Jun 30 23:59:55 +0000 2019,"  It was ONE shot, NOT TWELVE. Come on. You think Cody woke up today with CTE? Ridiculous'""","Laguna Hills, CA"
Sun Jun 30 23:59:55 +0000 2019,"  Shhhhhhhhh'""","Lake in the Hills, IL"
Sun Jun 30 23:59:55 +0000 2019," Got that london look gap in them teeth.... you prolly got the only lisp'""","California, USA"
Sun Jun 30 23:59:55 +0000 2019, Barbie = Awesome \ ,"Midland, MI"
Sun Jun 30 23:59:55 +0000 2019," Bitchhhhhhhhhh!!! Goooooo headddddd!!!'""","Georgia, USA"
Sun Jun 30 23:59:55 +0000 2019,It just hit me that I\ only taking Math 140 next session.\\nAnd I have a friend at the Cove who can get me & my frie\ ,"College Station, TX"
Sun Jun 30 23:59:55 +0000 2019," Tmrw night'""","South Carolina, USA"
Sun Jun 30 23:59:55 +0000 2019,  What a queen \,"South Carolina, USA"
Sun Jun 30 23:59:55 +0000 2019, Lol I think the only purpose it serves is to be grabbed be someone from the front or back. As if t\ ,"Seattle, WA"
Sun Jun 30 23:59:55 +0000 2019,A lot of people are gonna talk shit cause it\'s not a big name free agent but this is a nice signing this kid could\ ,"Bronx, NY"
Sun Jun 30 23:59:55 +0000 2019," Pic?'""","Queens, NY"
Sun Jun 30 23:59:55 +0000 2019,"As a long time Nets fan. We welcome the bandwagon with open arms lol...'""","Syracuse, NY"
Sun Jun 30 23:59:54 +0000 2019,"  That\ a weird nickname for Tom but I won\ judge.'""","Chapel Hill, NC"
Sun Jun 30 23:59:54 +0000 2019, what\ that \,"Los Angeles, CA"
Sun Jun 30 23:59:54 +0000 2019,Please support my GoFundMe campaign: ,"North Carolina, USA"
Sun Jun 30 23:59:54 +0000 2019,"  Lebron IS the pg \ or should be anyways'""","Fishersville, VA"
Sun Jun 30 23:59:54 +0000 2019,Say that again without crying ,"North Tustin, CA"
Sun Jun 30 23:59:54 +0000 2019,To fall in love at 18 is an incredibly beautiful and challenging thing to experience.\ had to figure out w\ ,"Portland, OR"
Sun Jun 30 23:59:54 +0000 2019," This is a simple great idea!'""","Montgomery, AL"
Sun Jun 30 23:59:54 +0000 2019,"  Without a doubt Dems hate us all. Dems will loose BIG TIME this go-around, I declare in Jesus Na\ ",United States
Sun Jun 30 23:59:54 +0000 2019,KY & KD to the Nets? \ who else joining them? ,"Texas, USA"
Sun Jun 30 23:59:54 +0000 2019,"For all these \  GM\ you don\ set your roster an hour into the new league calendar. #Idiots'""","Noblesville, IN"
Sun Jun 30 23:59:54 +0000 2019,We thought lovers track list was long...just wait for scooter to \ leak all her music like BMR did wit\ ,"Columbus, OH"
Sun Jun 30 23:59:54 +0000 2019, Nobody takes her seriously ... not even a little bit. ,"New York, USA"
