Date,Tweet
Date,eet',Country
Thu May 02 23:59:59 +0000 2019,"  Huge win for those who like ideas! Who just doesn\'t love ideas?""'","Dallas, TX"
Thu May 02 23:59:59 +0000 2019," Lmao congrats, you played yourself.'""","Lake Oswego, OR"
Thu May 02 23:59:59 +0000 2019,That\ a wrap for the first night at the  #IndyMini booth. Thanks to everyone who stopped by and got a p\ ,Indiana Convention Center
Thu May 02 23:59:59 +0000 2019,"Woohoo time for  \ #greys'""","Robinson Township, PA"
Thu May 02 23:59:59 +0000 2019," Would love to see the surveys if they\ not proprietary.'""","Shrewsbury, MA"
Thu May 02 23:59:59 +0000 2019,and #MusicMonday \ ,"Atlanta, GA"
Thu May 02 23:59:59 +0000 2019,That crawfish I had yesterday was good af \,"Houston, TX"
Thu May 02 23:59:59 +0000 2019," exactly haha, ubbi wrecked my body'""","Cinco Ranch, TX"
Thu May 02 23:59:59 +0000 2019," Yes they do, or some would call them a rear hinged half door ","Oklahoma City, OK"
Thu May 02 23:59:59 +0000 2019,Ran into my cousin maadmaax33  #NOEXCUSES#SINEXCUSAS#healthymeals#healthydinner#healthyliving trans\ ,"Manhattan, NY"
Thu May 02 23:59:58 +0000 2019,Not yet! ,"Dallas, TX"
Thu May 02 23:59:58 +0000 2019, If u give me full song I will be so happy lol. This is \,"Georgia, USA"
Thu May 02 23:59:58 +0000 2019,"Alright, guy standing in the aisle who wants to talk so badly while we\'re waiting for the door to open that you\'ll\ ","Minnesota, USA"
Thu May 02 23:59:58 +0000 2019,"FINAL: La Quinta falls, 15-2, to Diamond Ranch in  softball.'""","La Quinta, CA"
Thu May 02 23:59:58 +0000 2019, CONGRATULATIONS SO PROUD \,"Los Angeles, CA"
Thu May 02 23:59:58 +0000 2019,"Yall ain\ ready for this come up'""","Framingham, MA"
Thu May 02 23:59:58 +0000 2019,To the man that created an icon. You will be missed! #rippetermayhew #chewbacca #chewie #starwars #starwarssaga\ ,"Anaheim, CA"
Thu May 02 23:59:58 +0000 2019,"forever.'""","Pleasure Ridge Park, KY"
Thu May 02 23:59:58 +0000 2019,Skateboard Side Squats! #skateboard @ Stolt Fitness Center ,"Texas, USA"
Thu May 02 23:59:58 +0000 2019,"  He should be in contempt. Then imprisoned.'""","Lansdowne, PA"
Thu May 02 23:59:58 +0000 2019,Player of the Game  #16 Wil McPhillips  with   the Griffins\ ,Lincoln-Way East High School
Thu May 02 23:59:58 +0000 2019,That\ the spot! #tailwaggerscountryinn @ Tailwaggers Country Inn ,"Texas, USA"
Thu May 02 23:59:58 +0000 2019,cheers to the best four years \ ,"Ohio, USA"
Thu May 02 23:59:58 +0000 2019,Some more pics from last nights #moma show. We had some great guests sit in - #julianschnabel #willemdafoe and gret\ ,"Manhattan, NY"
Thu May 02 23:59:58 +0000 2019, We put one together last year. We\ not in an earthquake zone but thought it was important as we now hav\ ,"Near West Side, Chicago"
Thu May 02 23:59:58 +0000 2019," Where you gals at tonight?'""","Coralville, IA"
Thu May 02 23:59:57 +0000 2019," That\ what I said... back home they\ never let it happen'""","Baton Rouge, LA"
Thu May 02 23:59:57 +0000 2019,"Of course it starts to poor down rain as soon as I pull up...\ (@ Champions Community Church in Houston, TX) ","Houston, TX"
Thu May 02 23:59:57 +0000 2019, Oh wow I forget that\ a thing... \,"Winter Garden, FL"
Thu May 02 23:59:57 +0000 2019," Hi'""","Ohio, USA"
Thu May 02 23:59:57 +0000 2019,THANK GOD ,"Lafayette, IN"
Thu May 02 23:59:57 +0000 2019,"  Can\'t blame you!""'","Philadelphia, PA"
Thu May 02 23:59:57 +0000 2019,"And somehow  thinks the Unions Are Not going to go w/ You\'re kidding, Trump Never Pays his Workers,\ ","Bullhead City, AZ"
Thu May 02 23:59:57 +0000 2019,"i\ so fucking mad that mac miller is dead'""","Manhattan, NY"
Thu May 02 23:59:57 +0000 2019,"Hand Defeated NDWH in Boys Golf 149 to 158 and Defeated Cheshire 149 to 174.'""","Clinton, CT"
Thu May 02 23:59:56 +0000 2019,Now that\'s a #bdog2019 welcome!\\nThere\'s a big party going on at  tonight as they celebrate the\ ,Sofia Tsakopoulos Center for the Arts
Thu May 02 23:59:56 +0000 2019,The Panthers have won 3 relays so far at the  relays! MPA won first place in the Boys 300m hurdles relay (Qu\ ,The Blake School
Thu May 02 23:59:56 +0000 2019,They should have they were the FBI going against Russian spies ,"Allouez, WI"
Thu May 02 23:59:56 +0000 2019,"    I\'d love a Biden/Harris ticket.""'","Santa Fe, NM"
Thu May 02 23:59:56 +0000 2019,"I\'m at Starbucks in Reno, NV  ","Reno, NV"
Thu May 02 23:59:56 +0000 2019,Softball \ ready for Round 2 vs. Summer Creek. Let\ do this Eagles!  #4Gia  ,"Pearland, TX"
Thu May 02 23:59:56 +0000 2019,Just posted a photo @ Belle of Louisville Riverboats ,"Louisville, KY"
Thu May 02 23:59:56 +0000 2019,"Rest easy Peter Mayhew...and if you see Carrie Fisher, tell her I said hi \ #starwars #PeterMayhew #StarWars'""","Irvine, CA"
Thu May 02 23:59:56 +0000 2019," Happy for you brother.'""","Georgia, USA"
Thu May 02 23:59:56 +0000 2019,Bridge! \ ,"Washington, IA"
Thu May 02 23:59:56 +0000 2019,"     First stop?'""","Bloomingdale, FL"
Thu May 02 23:59:56 +0000 2019,Me lowering my voice when I\ around straight men ,"Los Angeles, CA"
Thu May 02 23:59:56 +0000 2019,"We found a friend @ Newberry Springs, California ","California, USA"
Thu May 02 23:59:56 +0000 2019," new romantics'""","Milwaukee, WI"
Thu May 02 23:59:55 +0000 2019,I can\ wait to see gabe today(: but also because he\ had my airpods since saturday and I hate going to the gym w\ ,"Daly City, CA"
Thu May 02 23:59:55 +0000 2019,"i really cant wait for the day one direction comes back'""","Los Angeles, CA"
Thu May 02 23:59:55 +0000 2019," Was it related to Charles Pugh??? If so being a criminal runs in the family'""","Westland, MI"
Thu May 02 23:59:55 +0000 2019," Y quien quiere ver a este equipo mediocre,con un entrenador lloron.pongan attencion el Veracruz puede dar la sorpreza.'""","Mundelein, IL"
Thu May 02 23:59:55 +0000 2019,"  Ella da la cara hasta su carnet de identidad a puesto en los redes y tu ni nombre tienes o te llamas UCI'""","Florida, USA"
Thu May 02 23:59:55 +0000 2019,"Photos from Blackpink in Newark. 3rd best night of my life, beat only by birth of grandson and when I went to Manil\ ","Newark, NJ"
Thu May 02 23:59:55 +0000 2019,"'   Define ""Reasonably priced""\''","Watauga, TX"
Thu May 02 23:59:55 +0000 2019,NEW MUSIC ALERT!!! The Kid Daytona \ prod by  Shout to all the dj\ that been poppin this off in t\ ,"Manhattan, NY"
