Date,Tweet
Date,eet',Country
Sat Jun 08 23:59:59 +0000 2019,More pictures from my cousin\ graduation party. (Not taken by me) #graduation #party #graduationparty #schoolcraft\ ,"Michigan, USA"
Sat Jun 08 23:59:59 +0000 2019,"   No, thats great.'""","Florida, USA"
Sat Jun 08 23:59:59 +0000 2019,"Currently in a ramen coma'""","Paradise, NV"
Sat Jun 08 23:59:59 +0000 2019,"Bases loaded again.'""","Monterey Park, CA"
Sat Jun 08 23:59:59 +0000 2019,"#oldman #comedy #funny #uncle #granddaddy #humor @ Marietta, Georgia ","Marietta, GA"
Sat Jun 08 23:59:59 +0000 2019," So sorry for your loss -'""","New Jersey, USA"
Sat Jun 08 23:59:59 +0000 2019,Day 50.... Its About Compassion and Mission as you can see from Bishop Peter with the refugee community.\ ,"Florida, USA"
Sat Jun 08 23:59:59 +0000 2019,"Wind 1.9 mph NE. Barometer 29.83 in, Steady. Temperature 81.3 \ Rain today 0.00 in. Humidity 54%'""","Petersburg, IL"
Sat Jun 08 23:59:59 +0000 2019,Why if we want to get an Empire Carpet for next day just call #EmpireToday dial 312-588-2300! \ ,"West Islip, NY"
Sat Jun 08 23:59:59 +0000 2019,"Next one almost done... then I wait until Tuesday for more interfacing, ugh!\\n#brookendreams\ ","San Jacinto, CA"
Sat Jun 08 23:59:59 +0000 2019,Had a great time at the SFA showcase camp today ! Learned a lot of great things from some outstanding coaches out t\ ,"Longview, TX"
Sat Jun 08 23:59:58 +0000 2019,Or they can just throw him in a dumpster were he belongs ,"Paramount, CA"
Sat Jun 08 23:59:58 +0000 2019,Sometimes I love when customers open up to me. This customer was telling me about how her son is a teenager and has\ ,"Chamblee, GA"
Sat Jun 08 23:59:58 +0000 2019,Drinking a JZ\'s Hay-Z by Stolen Sun Craft Brewing & Roasting Co. @ Wilson\'s Pub \ ,"Pennsylvania, USA"
Sat Jun 08 23:59:58 +0000 2019,"Alright no need to be dramatic'""","San Bernardino, CA"
Sat Jun 08 23:59:58 +0000 2019,"  Agreed actually.'""","Jersey City, NJ"
Sat Jun 08 23:59:58 +0000 2019,"Wheres  ??'""","Boston, MA"
Sat Jun 08 23:59:58 +0000 2019,Aria was fighting a fever all night last night and a little bit today so let\ pray she can get a good nights rest\ ,"Celina, OH"
Sat Jun 08 23:59:58 +0000 2019, Quite!  \,"Sarasota Springs, FL"
Sat Jun 08 23:59:58 +0000 2019,Drinking a Goofy Regular by  @ Best Pizza & Brew \ ,"San Diego, CA"
Sat Jun 08 23:59:57 +0000 2019,"  Please describe the flavor'""","Tempe, AZ"
Sat Jun 08 23:59:57 +0000 2019,No words. None. #arwx #ARFlood19 ,Holla Bend National Wildlife Refuge
Sat Jun 08 23:59:57 +0000 2019,unga bunga back in day we make house with wood and toilet with hole in ground ,"Chicago, IL"
Sat Jun 08 23:59:57 +0000 2019, Respect \ \,"Colorado, USA"
Sat Jun 08 23:59:57 +0000 2019," Hell yeah. I\ excited, it\ been a minute. Might try a pasta with no meat just to see how these stand up on their own.'""","Idaho, USA"
Sat Jun 08 23:59:57 +0000 2019,"Great job, Team! ","Kentwood, MI"
Sat Jun 08 23:59:57 +0000 2019,I\ just gonna say fuck it and start a whole new life here in San Antonio \,"San Antonio, TX"
Sat Jun 08 23:59:57 +0000 2019,"And he calls that a ball?  Lmao i hate umps'""","Teays Valley, WV"
Sat Jun 08 23:59:57 +0000 2019,"This girl can give me heartburn like no other, but dang I\ gonna miss the Bulgarian Princess.  Her dedication comm\ ","Austin, TX"
Sat Jun 08 23:59:57 +0000 2019,"This job might be a great fit for you: Merchandise Planner, Sports & Rec - Fitness -  #Purchasing #Katy, TX'""","Katy, TX"
Sat Jun 08 23:59:57 +0000 2019,Ain\ no block party bih someone\ shooting it up ,"Washington, DC"
Sat Jun 08 23:59:57 +0000 2019, Noooooooo!! ,"Austin, TX"
Sat Jun 08 23:59:57 +0000 2019,"It turned out to be a beautiful day, it\'s time to #getoutside! But first, come see us for some great #hiking ideas!\ ","Seattle, WA"
Sat Jun 08 23:59:57 +0000 2019,This guy is a legend. ,"Maine, USA"
Sat Jun 08 23:59:57 +0000 2019,"If you\'re looking for work in #Caldwell, ID, check out this #Sales job via the link in our bio: Store Counter Sales at O\'Reilly Auto Parts""'","Caldwell, ID"
Sat Jun 08 23:59:56 +0000 2019,"'      Please name a ""far left"" person he\\\'s had on. Please.\''","Omaha, NE"
Sat Jun 08 23:59:56 +0000 2019,No reports of injuries.  says the threat has been contained telling people \ you at the block par\ ,"Arlington, VA"
Sat Jun 08 23:59:56 +0000 2019," BRO WHAT IS THIS'""","Brooklyn, NY"
Sat Jun 08 23:59:56 +0000 2019,"KB needs to throw a pitch from there... gotta get it down'""","Sanford, NC"
Sat Jun 08 23:59:56 +0000 2019," Long term? Lol it\'s been like this since the 70s or earlier.""'","Bend, OR"
Sat Jun 08 23:59:56 +0000 2019," Congrats!!! \ Can\ wait to see you shine even brighter!'""","Duarte, CA"
Sat Jun 08 23:59:56 +0000 2019,"Also this is me talking to every European art dealer who has ever wanted to consign my work and PEOPLE, THIS IS A BAD MOVE'""","Jersey City, NJ"
Sat Jun 08 23:59:56 +0000 2019,So apparently my mom punched another mom at my brothers graduation because the lady called my brother an asshole.. i love my mom :\,"Eugene, OR"
Sat Jun 08 23:59:56 +0000 2019, Kyrie and KD to the nets \,"Brentwood, CA"
Sat Jun 08 23:59:55 +0000 2019,"Judging from the #JediFallenOrder gameplay footage released today, it looks like there are multiple Shelob spider c\ ","North Carolina, USA"
Sat Jun 08 23:59:55 +0000 2019,5.11.19 -- My beautiful cousins! ,"Kansas City, MO"
Sat Jun 08 23:59:55 +0000 2019,"what is home when you feel like you don\ belong anywhere?'""","Michigan, USA"
Sat Jun 08 23:59:55 +0000 2019,"NOBODY but God && My mama PERIODT !'""","St Louis, MO"
Sat Jun 08 23:59:54 +0000 2019," Awright!'""","Middleborough Center, MA"
Sat Jun 08 23:59:54 +0000 2019,        De casualidad t\ ,"Missouri City, TX"
Sat Jun 08 23:59:54 +0000 2019," Agreed, lol.'""","Los Angeles, CA"
Sat Jun 08 23:59:54 +0000 2019,"#m1ghtylion @ Brisbane, California ","Brisbane, CA"
Sat Jun 08 23:59:53 +0000 2019,"  Except Baum stadium at 11 this morning'""","Arkansas, USA"
Sat Jun 08 23:59:53 +0000 2019,"  Diplomatic malpractice'""","Kentucky, USA"
Sat Jun 08 23:59:53 +0000 2019,"Summertime flowers and vines, hope to get some blossoms on this Moonflower soon! #June #patiovibes @ Leawood, Kansas ","Leawood, KS"
Sat Jun 08 23:59:53 +0000 2019," Tru'""","Missouri, USA"
Sat Jun 08 23:59:53 +0000 2019,Day 1 of  is up!!\\n#efnw2019 \\n\\n,"Radnor Township, PA"
Sat Jun 08 23:59:53 +0000 2019,"I\ doing good, hbu ","Hampton, VA"
Sat Jun 08 23:59:53 +0000 2019, #Volunteers presented a check to  for the #WalkGreen19 - #Dallas. ,"Irving, TX"
Sat Jun 08 23:59:53 +0000 2019," they need to kill that nigga son, how the fuck you do that to a baby. that shit makes me sick'""","Latimer, MS"
Sat Jun 08 23:59:53 +0000 2019,"Had to let go of Sprint'""","Georgia, USA"
Sat Jun 08 23:59:53 +0000 2019,When your waiting for your friends to make moves! #ammazza #waiting #vans #rossylsd #foodtravelanddrinks #views\ ,"Atlanta, GA"
Sat Jun 08 23:59:52 +0000 2019,"So I bought a dog'""","Ohio, USA"
Sat Jun 08 23:59:52 +0000 2019,I just got video footage of my dad ripping it to hella good at dantes graduation party \ today June 8th the 15t\ ,"Nevada, USA"
Sat Jun 08 23:59:52 +0000 2019," Sorry to hear that. Hope it is not serious and that you recover immediately!!'""","Carefree, AZ"
Sat Jun 08 23:59:52 +0000 2019,"stan smith mcqueens'""","Aguada, Puerto Rico"
Sat Jun 08 23:59:52 +0000 2019,"Lady Warriors finish pool play 3-1, and will play at 9 tomorrow morning against 0-4 Lake Mary. It\ win or go home\","Tampa, FL"
Sat Jun 08 23:59:52 +0000 2019,"   That is right   They are so weak'""","Iowa, USA"
Sat Jun 08 23:59:52 +0000 2019, #2A \\n#SafetySaturday ,"Oklahoma, USA"
Sat Jun 08 23:59:52 +0000 2019,"Dry shampoo really is a modern miracle'""","Burlington, MA"
Sat Jun 08 23:59:52 +0000 2019,"See our latest #Burbank, CA job and click to apply: ACCOUNTING MANAGER -  #Accounting'""","Burbank, CA"
Sat Jun 08 23:59:52 +0000 2019, KAGA 2020!!!\,"Killeen, TX"
Sat Jun 08 23:59:52 +0000 2019," Said no one west of 9th street'""","Louisville, KY"
Sat Jun 08 23:59:52 +0000 2019,"No cap. I\ lit'""","Arkansas, USA"
Sat Jun 08 23:59:52 +0000 2019,,"Phoenix, AZ"
Sat Jun 08 23:59:52 +0000 2019,My allergies are kicking my ass rn \,"San Antonio, TX"
Sat Jun 08 23:59:52 +0000 2019," Agree.  Right now there are a lot of states I will never voluntarily step foot in.'""","Flint, MI"
Sat Jun 08 23:59:51 +0000 2019,Any face mask suggestions? ,"Richmond, VA"
Sat Jun 08 23:59:51 +0000 2019,"Did I just slide in someone\'s DMs? Who am I?""'","University, FL"
Sat Jun 08 23:59:51 +0000 2019,"'Stop staring at the clock every day. It\\\'s time for a new career. Follow us to view jobs with titles like ""Store Cou\ ","Ontario, OR"
Sat Jun 08 23:59:51 +0000 2019," Free people, should be free to market, whatever God plants without the pot providers calling common\ ","Pennsylvania, USA"
Sat Jun 08 23:59:51 +0000 2019,Og triple og straight Merkin with America\'s team the  chillen #patriots #patsnation #TomBrady #newengland\ ,"Florida, USA"
Sat Jun 08 23:59:51 +0000 2019,"Update: We\ getting 11 INCHES of rain'""","Cricket, NC"
Sat Jun 08 23:59:51 +0000 2019," Adoption'""","Beaumont, CA"
Sat Jun 08 23:59:51 +0000 2019,"'""Repentant"", my  he got caught.\\nGreat for the info but I\\\'d NEVER trust him beyond his squeal! ",United States
Sat Jun 08 23:59:51 +0000 2019," PSPS this morning in various areas around there.'""","California, USA"
Sat Jun 08 23:59:51 +0000 2019,"   what if Cal and BoB walked in and were like hey Gaine; Patrick Peterson,\ ","Houston, TX"
Sat Jun 08 23:59:51 +0000 2019,"On the Rail, Stage Right!'""","New Hampshire, USA"
Sat Jun 08 23:59:51 +0000 2019,Everyone is hating my yellow Nike\ \,"El Paso, TX"
Sat Jun 08 23:59:51 +0000 2019,"W\ @ Laguna Beach, California ","Laguna Beach, CA"
Sat Jun 08 23:59:51 +0000 2019,"' I find Colourpop usually has a nice selection of ""fuck you"" shades\''","San Francisco, CA"
Sat Jun 08 23:59:51 +0000 2019,ANY remaining questions why we NEED pride parades and DO NOT NEED straight pride parades?\\n\\ngrateful the threat has\ ,"Portland, ME"
Sat Jun 08 23:59:51 +0000 2019,"  I\ throw in a hug and a drink for Andy!'""","Irvine, CA"
Sat Jun 08 23:59:51 +0000 2019," NOPE'""","Davenport, IA"
Sat Jun 08 23:59:51 +0000 2019,#artboy ,"Duluth, MN"
Sat Jun 08 23:59:51 +0000 2019,"    wtfff'""","Pennsylvania, USA"
Sat Jun 08 23:59:51 +0000 2019,I thought I grab the photos I printed out for my dorm this year but I grabbed the ones from freshman year.... with\ ,"Tonawanda, NY"
Sat Jun 08 23:59:51 +0000 2019,"#ultimategourmetfries #charleysphillysteaks @ North Salinas, Salinas ","Salinas, CA"
Sat Jun 08 23:59:51 +0000 2019,Now that my track season has concluded it\ time for football\ Heading down to Liberty University tomorrow for\ ,"Virginia, USA"
Sat Jun 08 23:59:51 +0000 2019," You\ enjoy'""","Suitland, MD"
Sat Jun 08 23:59:51 +0000 2019,"  People wisely keep their distance. She\ the kind of drinker that should be cut off after having one'""","Brooklyn, NY"
Sat Jun 08 23:59:50 +0000 2019,"   FACTS'""","Houston, TX"
Sat Jun 08 23:59:50 +0000 2019,"Accept what it is, or chase your dreams'""","Durham, NC"
Sat Jun 08 23:59:50 +0000 2019,I can\'t believe some Cowboys fans still use rings as an argument\,"Los Angeles, CA"
Sat Jun 08 23:59:50 +0000 2019, Not in Dallas. \,"Texarkana, TX"
Sat Jun 08 23:59:50 +0000 2019,"  This is my fourth time here and this is the worst'""","Minneapolis, MN"
Sat Jun 08 23:59:50 +0000 2019," I think the Brazilian gets it done'""","Visalia, CA"
Sat Jun 08 23:59:49 +0000 2019,"Agarenme que estoy del diablo hoy'""","Manhattan, NY"
Sat Jun 08 23:59:49 +0000 2019, Lots of people say they like the Sun until they have to work in it! \,"Texas, USA"
Sat Jun 08 23:59:49 +0000 2019, haha ,"Riverton, WY"
Sat Jun 08 23:59:49 +0000 2019,Same energy. #ArtistOnTwitter ,"Holland, OH"
Sat Jun 08 23:59:49 +0000 2019,"  lmao who tf cares'""","Los Angeles, CA"
Sat Jun 08 23:59:49 +0000 2019,Having a great dinner at Amuse and checking up on waitress in training   #tipyourserver @ Amus\ ,"Medina, OH"
Sat Jun 08 23:59:49 +0000 2019,"  Absolutely!'""","Texas, USA"
Sat Jun 08 23:59:49 +0000 2019,"   I didn\ notice the feet missing until you mentioned it, silly!'""","Milwaukee, WI"
Sat Jun 08 23:59:49 +0000 2019,"If you got pretty toes why they not in my mouf'""","Moreno Valley, CA"
Sat Jun 08 23:59:49 +0000 2019,He\ crushing basketball fans EVERYWHERE ,"Pennsylvania, USA"
Sat Jun 08 23:59:49 +0000 2019,"I need a drink so bad SO BAD!'""","San Antonio, TX"
Sat Jun 08 23:59:49 +0000 2019,"**NEW** Flash Flood Warning issued for Catawba, Caldwell and Lincoln Counties until 10 pm.   ","Hickory, NC"
Sat Jun 08 23:59:49 +0000 2019," Susie!!!! I can\'t wait to see you too!!!""'","San Diego, CA"
Sat Jun 08 23:59:49 +0000 2019,This is what being at a convention for almost nine hours does to you. #animenext ,Atlantic City Convention Center
Sat Jun 08 23:59:48 +0000 2019," It amazes me how the truth is always the exact opposite of everything  says.'""","Charlotte, NC"
Sat Jun 08 23:59:48 +0000 2019,I like this idea... ,"Elizabethtown, NC"
Sat Jun 08 23:59:48 +0000 2019,Show 2 - Be more Chill \ \ \ #Theatre #Broadway #NewYork #squipsquad #bemorechill @ Lyceum Theatre (New York City) ,"Manhattan, NY"
Sat Jun 08 23:59:48 +0000 2019,"What does Tumeric taste like in it\'s natural, non-spice form?""'","Vancouver, WA"
Sat Jun 08 23:59:48 +0000 2019,Lol caption this yall. \\n\\nSN. I really do act like a granny ,"Ann Arbor, MI"
Sat Jun 08 23:59:48 +0000 2019,"360 Hot Laps are complete and fastest overall is  with a lap of 15.999! #HyVee'""","Knoxville, IA"
Sat Jun 08 23:59:48 +0000 2019, Read and then come back to me....\\n\\n,"Monroe, NY"
Sat Jun 08 23:59:48 +0000 2019,"'Want to land a job like ""Mail Room"" at OfficeTeam? Applicant tracking systems look for specific keywords. Use the r\ ","Fremont, CA"
Sat Jun 08 23:59:47 +0000 2019,Dugans on Ponce ,"Georgia, USA"
Sat Jun 08 23:59:47 +0000 2019," Those are for your nipples.'""","Orting, WA"
Sat Jun 08 23:59:47 +0000 2019,"   henceforth I will be known as Bob from St. Meatersburg.'""","Jackson, MS"
Sat Jun 08 23:59:47 +0000 2019," Dude, right... I cried LOL \","Dinuba, CA"
Sat Jun 08 23:59:47 +0000 2019,"Believe in the fans who believe in you!'""","Salem, MA"
