Date,Tweet
Date,eet',Country
Thu May 16 12:36:44 +0000 2019,"like I be ready to smack the nurses because they be going fast af like she\ not a baby and that pain ain\ intense'""","Virginia Beach, VA"
Thu May 16 12:36:44 +0000 2019,And the book was about empowering young women as they\'re starting in their careers. \,"Overland Park, KS"
Thu May 16 12:36:44 +0000 2019,Do what you love. @ Park Slope Brooklyn NY ,"Brooklyn, NY"
Thu May 16 12:36:44 +0000 2019,"   Let\ Do This Tiger!!'""","Oxnard, CA"
Thu May 16 12:36:44 +0000 2019,Tommi Armani\ \ Me Out\ Produced By  OTW  Tommi_gx \ Heating The Streets Up Again\ ,"Birmingham, AL"
Thu May 16 12:36:43 +0000 2019,I just woke up so this is extra annoying right now \ ,"Brooklyn, NY"
Thu May 16 12:36:43 +0000 2019,"Ever notice how the people waving the confederate flag are always on the wrong side of history?'""","Norfolk, VA"
Thu May 16 12:36:43 +0000 2019, \ \ \ \,"Central Valley, NY"
Thu May 16 12:36:43 +0000 2019,T-O-D-A-Y!!! Come get your fun on Hip Hop style with  final community jam of the school year. Dope perf\ ,"Cambridge, MA"
Thu May 16 12:36:43 +0000 2019,San fran ban Bill \\nWittle ,"Colorado, USA"
Thu May 16 12:36:43 +0000 2019,BIG week for MCC basketball with multiple commitments for the 2019-2020 season \,"McHenry, IL"
Thu May 16 12:36:43 +0000 2019,"   didn\'t we all freak out when they took  from KC?""'","Overland Park, KS"
Thu May 16 12:36:43 +0000 2019,"  Who\ that?'""","St Cloud, MN"
Thu May 16 12:36:43 +0000 2019,"   The real question to his supporters is....what has he ever done wrong?'""","Gilbert, AZ"
Thu May 16 12:36:42 +0000 2019, Not enough coffee yet came on this tweet in the thread first and went \ had exploded and whil\ ,"San Diego, CA"
Thu May 16 12:36:42 +0000 2019," Medium please'""","River Hills, WI"
Thu May 16 12:36:42 +0000 2019," I\ broke let\ go scam someone'""","Spring, TX"
Thu May 16 12:36:42 +0000 2019, Harbaugh inherited a playoff ready team. \\n\\nKyle has built this team from the ground up. \\n\\nHarbaugh\ ,"Avondale, AZ"
Thu May 16 12:36:42 +0000 2019,Here\ a boop to brighten everyone\ morning \ ,"Ohio, USA"
Thu May 16 12:36:42 +0000 2019,  Me! Me! \,"Overland Park, KS"
Thu May 16 12:36:42 +0000 2019,"Proud of the joe navy motherfuckers but god damn is it annoying'""","Virginia Beach, VA"
Thu May 16 12:36:41 +0000 2019,Final exam? You have to fuck a flag. ,"Brookfield, IL"
Thu May 16 12:36:41 +0000 2019,Well this song is magical the original was released back in 04 it is about a lover crying out for his woman who has\ ,"Fern Creek, KY"
Thu May 16 12:36:41 +0000 2019, \,"Titusville, FL"
Thu May 16 12:36:41 +0000 2019,Only 100 Days until College Football!!!  #GoDawgs #ATD  ,"Brentwood, TN"
Thu May 16 12:36:41 +0000 2019,My god ,"Philadelphia, PA"
Thu May 16 12:36:41 +0000 2019,"current weather in Paradise: broken clouds, 66\ humidity, wind 10mph, pressure 1005mb'""","Paradise, NV"
Thu May 16 12:36:41 +0000 2019,"  Yes!'""","Boston, MA"
Thu May 16 12:36:40 +0000 2019,"I\'m at Charlotte, NC -  in NC ","Charlotte, NC"
Thu May 16 12:36:40 +0000 2019," Cindel Towani miniseries?'""","Illinois, USA"
Thu May 16 12:36:40 +0000 2019,Let\ Go \ ,"Dale City, VA"
Thu May 16 12:36:40 +0000 2019,"I\ tellin y\ when you just mind your business, so many positive things fall into place \","Woburn, MA"
Thu May 16 12:36:40 +0000 2019,Thank you Kansas City for the warm welcome that Ambassador  & Greta Mulhall received yesterday evening a\ ,Drexel Hall
Thu May 16 12:36:40 +0000 2019," That\ why I be asking u are u good lol'""","Atlanta, GA"
Thu May 16 12:36:40 +0000 2019,It\ easier said than done but we\ got to eventually start loving ourselves the way we are\ link in b\ ,"Manhattan, NY"
Thu May 16 12:36:40 +0000 2019,"citizens, lets make our roads clean and accessible. \\n#corporationsarentpeople \\n#endstopandfrisk #abolishice\ ","Philadelphia, PA"
Thu May 16 12:36:40 +0000 2019," Makes u think'""","Overland Park, KS"
Thu May 16 12:36:39 +0000 2019, I know & that\ so unfortunate \,"Oak Ridge, TN"
