Date,Tweet
Date,eet',Country
Thu Jun 06 13:08:11 +0000 2019," This will be a great start! Thank you!'""","Beaumont, TX"
Thu Jun 06 13:08:11 +0000 2019, Aclaro que no me parece productivo compartir esas fotos en Twitter. Tan solo que si el que hace esto ahora\ ,"Los Angeles, CA"
Thu Jun 06 13:08:11 +0000 2019,"Oh. And the guy next to me is sleeping. Shhh, you\ wake him.'""","Washington, DC"
Thu Jun 06 13:08:11 +0000 2019,Trying to get this detailing business off the ground is crucial especially when the weather hadn\'t been working wit\ ,"Eden, NC"
Thu Jun 06 13:08:11 +0000 2019,Lmao ,"Moreno Valley, CA"
Thu Jun 06 13:08:11 +0000 2019,"This GRIND will pay off!'""","Haltom City, TX"
Thu Jun 06 13:08:11 +0000 2019,"  Don\ cry.'""","Medford, MA"
Thu Jun 06 13:08:11 +0000 2019," No room to talk criminal thug'""","Lansing, MI"
Thu Jun 06 13:08:11 +0000 2019,Good Morning\ ,"Forest Park, IL"
Thu Jun 06 13:08:10 +0000 2019,"I like Hause but I\'m not sure he\'s a good enough starting CB. We need definite starters too.""'","Philadelphia, PA"
Thu Jun 06 13:08:10 +0000 2019,"Interested in a job in #Vallejo, CA? This could be a great fit:  #Sales'""","Vallejo, CA"
Thu Jun 06 13:08:10 +0000 2019,"I wish my parents taught me about finances.'""","Dublin, OH"
Thu Jun 06 13:08:10 +0000 2019,I want to go to this! I need to send a proxy. \ ,"Manhattan, NY"
Thu Jun 06 13:08:10 +0000 2019,"The demon rats (Democrat\ are desperate to keep black people dump to the demon rats.'""","Frederick, MD"
Thu Jun 06 13:08:10 +0000 2019, Do you believe that democrats are being told that if they are #prolife they aren\ welcome\ ,"California, USA"
Thu Jun 06 13:08:10 +0000 2019," discourse'""","Plum, PA"
Thu Jun 06 13:08:10 +0000 2019,"This job is now open at Allied Universal in #Jonesboro, AR. Follow us and turn on mobile alerts to hear about jobs\ ","Jonesboro, AR"
Thu Jun 06 13:08:09 +0000 2019,"This picture gives me chills.  This man is so creative, so talented, so everything... His presence in my life is li\ ","Vestavia Hills, AL"
Thu Jun 06 13:08:09 +0000 2019,".Y\ say you want the bread , but then y\ settle for chips or even worse \ pack of peanuts if it\ less of a risk . . .'""","Los Angeles, CA"
Thu Jun 06 13:08:09 +0000 2019,"  Got you!'""","Maitland, FL"
Thu Jun 06 13:08:09 +0000 2019," #DitchMitch'""","Virginia, USA"
Thu Jun 06 13:08:09 +0000 2019,"  Thanks Mary! Missed you this week!'""","Campbellsville, KY"
