Date,Tweet
Date,eet',Country
Tue Jun 25 23:59:59 +0000 2019," Pti k kotoo ki perwa May karo'""","Pine Bluff, AR"
Tue Jun 25 23:59:59 +0000 2019, I cant believe this is in Detroit but I\'m not suprised. Along with gentrification whites are becoming\ ,"Pennsylvania, USA"
Tue Jun 25 23:59:59 +0000 2019,I\'m gonna clock about 150 hours in my next paycheck so I went ahead and got my  tickets \,"Chicago, IL"
Tue Jun 25 23:59:59 +0000 2019,Jeepin \ ,"Winston-Salem, NC"
Tue Jun 25 23:59:59 +0000 2019,"'  Full video ""The Proof (Real Rap)"" found here:  a\ ","Merrydale, LA"
Tue Jun 25 23:59:59 +0000 2019," \ SEMPRE assim'""","Bridgeport, CT"
Tue Jun 25 23:59:59 +0000 2019," I\'ve been by there so many times but never stopped in. That\'s going to change!""'","South Portland, ME"
Tue Jun 25 23:59:59 +0000 2019,"Toma riesgos y conquista tus miedos ...#FelizNoche'""","Miami, FL"
Tue Jun 25 23:59:59 +0000 2019,Drinking a Rosemary Patersbier by  @ Busthead Brewery \ ,"Bethel Park, PA"
Tue Jun 25 23:59:59 +0000 2019,Winner! #washingtondc #justgoshoot #igdaily #instagood #lottery #dclottery #sign #streetphotography   ,"Washington, DC"
Tue Jun 25 23:59:59 +0000 2019,"Great job,  Tonight\'s panel is all about Women in Politics with Missouri Humanities at\ ",Missouri Spirits
Tue Jun 25 23:59:59 +0000 2019,"All. Of. This. So validating and inspiring. Thank you,  ","Urbandale, IA"
Tue Jun 25 23:59:59 +0000 2019, Jajajaja salud!!!!! ,"San Francisco, CA"
Tue Jun 25 23:59:58 +0000 2019, Que lindo \,"Burbank, CA"
Tue Jun 25 23:59:58 +0000 2019,The grass ain\ greener on the other side. It\ greener where you water it \,"New York, USA"
Tue Jun 25 23:59:58 +0000 2019,"Really sweet at the end. Surprisingly I like this, very different to what I normally go for. - Drinking a Samuel Ad\ ","Florida, USA"
Tue Jun 25 23:59:58 +0000 2019,"Oh I love it! Trans Ams kick ass!!'""","San Diego, CA"
Tue Jun 25 23:59:58 +0000 2019," is about to come on! I\ pretty excited.'""","Austin, TX"
Tue Jun 25 23:59:58 +0000 2019," They\ afraid of losing'""","Apple Valley, MN"
Tue Jun 25 23:59:58 +0000 2019,Fui al MET y vi la muestra CAMP y supe de qu\ se trataba porque  habl\ de eso en  \,"Manhattan, NY"
Tue Jun 25 23:59:58 +0000 2019,"  oh my gaaaaaaaawwwwwddddd'""","Brooklyn, NY"
