Date,Tweet
Date,eet',Country
Fri Jun 07 11:38:12 +0000 2019," Do you do autographs?'""","Moraine, OH"
Fri Jun 07 11:38:12 +0000 2019,  Callie and Google will be there... ,"Oklahoma, USA"
Fri Jun 07 11:38:12 +0000 2019,#Belmont spot plays posted on  including LATE PICK 4 PLAY! Hopefully the racing gods are kin\ ,"Milton, NY"
Fri Jun 07 11:38:12 +0000 2019," What!'""","New York, USA"
Fri Jun 07 11:38:12 +0000 2019,"One who makes no mistakes never makes anything.  Mistakes are bound to happen, but its what you do after the mistak\ ","Norfolk, VA"
Fri Jun 07 11:38:12 +0000 2019,"  has a knack for getting inside Trump\ head. He sees her as a real threat'""","Charlotte, NC"
Fri Jun 07 11:38:12 +0000 2019,Happy National Doughnut Day @ Krispy Kreme Doughnuts St.pete Fl. ,"St Petersburg, FL"
Fri Jun 07 11:38:11 +0000 2019,   \,"Arcola, TX"
Fri Jun 07 11:38:11 +0000 2019,"   What\ the future for Alex Chiasson? #heymac #heyburkie'""","Dallas, TX"
Fri Jun 07 11:38:11 +0000 2019,"'      To have an impeachment ""trial,"" now - t\ ","New York, USA"
Fri Jun 07 11:38:11 +0000 2019,Fascists care deeply about free speech until they gain the power necessary to eliminate it. \,"Washington, DC"
Fri Jun 07 11:38:11 +0000 2019," Sadly, this happens at the kids level too. My friends then 12 yo son who played at international tournam\ ","Washington, DC"
Fri Jun 07 11:38:11 +0000 2019," I hope percocets are easily accessible on your side of the pond'""","North Bellmore, NY"
Fri Jun 07 11:38:11 +0000 2019,"  Do you remember Milo?\\n\\nOf course you don\'t, because he\'s been deplatformed. No one remembers him anymore.""'","Delaware, USA"
Fri Jun 07 11:38:10 +0000 2019,"I\'m at Peregrine Espresso -  in Washington, DC ","Washington, DC"
Fri Jun 07 11:38:10 +0000 2019,Reflection of the lights in the water which regularly collects in the tunnel underpass from the Lakefront Trail to\ ,"Hyde Park, Chicago"
Fri Jun 07 11:38:10 +0000 2019,"And I know that your young and your filled w life - Ain\ no need to be ashamed I don\ judge nobody'""","Worthington Hills, KY"
Fri Jun 07 11:38:10 +0000 2019, Es as\,"Hazleton, PA"
Fri Jun 07 11:38:09 +0000 2019,"  turns out they were right all along!'""","Manhattan, NY"
Fri Jun 07 11:38:09 +0000 2019,"Mexico deploys military to curb migration, reportedly offers major concessions as Trump tariffs loom\\n\\n","Taunton, MA"
Fri Jun 07 11:38:09 +0000 2019," \ just wasn\ likeable enough\ ~NYTimes'""","Brooklyn, NY"
