Date,Tweet,Country
Thu May 23 21:43:35 +0000 2019, Can I have more than one?  Texas and Kentucky for our \,"Austin, TX"
Thu May 23 21:43:35 +0000 2019,Hahahahahahahahahahahahaha ,"Arlington, TX"
Thu May 23 21:43:33 +0000 2019,"   Nobody can be any more scared than they r now, having to deal with such\ ","Pharr, TX"
Thu May 23 21:43:33 +0000 2019, Tha grind don\ stop!! I\ so proud of you!!\,"Killeen, TX"
Thu May 23 21:43:31 +0000 2019,"  You seem to know the most interesting people.'""","Alamo Heights, TX"
Thu May 23 21:43:30 +0000 2019," I hope you dont mean that legal weed shit. Stuff kills ppl bro'""","Portland, TX"
Thu May 23 21:43:30 +0000 2019,"I\ calling it now, things are going to get ugly this weekend. I have a 6th sense for this type of thing.'""","Austin, TX"
Thu May 23 21:43:30 +0000 2019," I got it on Groupon. No flex over here'""","Texas, USA"
Thu May 23 21:43:29 +0000 2019, Whhhoooaaaaaa. Hold your horses there sir. Now I like ya and voted for ya both times. Let\'s not confuse T\ ,"San Antonio, TX"
Thu May 23 21:43:29 +0000 2019,"Interested in a job in #Richardson, TX? This could be a great fit:  #IT'""","Richardson, TX"
Thu May 23 21:43:28 +0000 2019,So who tf trynna go see duke dumont w me?!! \,"Texas, USA"
Thu May 23 21:43:27 +0000 2019,"can you hear me fall 2019?\\n#GREENTECH!\\n \\noh i\ so excited for the good things to be!'""","Austin, TX"
Thu May 23 21:43:27 +0000 2019,"Call for Singer-songwriters! Tag \'em in this post. \\n\\nJoin us for open mic, Friday, 5/24, at fahrenheit180 - Sign up\ ","El Paso, TX"
Thu May 23 21:43:59 +0000 2019,Oh ,"San Antonio, TX"
Thu May 23 21:43:58 +0000 2019,May is Water Safety Month. \ let\'s continue to be safe in and around the pool. If you need some water\ ,"Forney, TX"
Thu May 23 21:43:58 +0000 2019," beautiful magical, never been done before'""","Austin, TX"
Thu May 23 21:43:57 +0000 2019,"Where is this migraine coming from though...'""","San Antonio, TX"
Thu May 23 21:43:54 +0000 2019,"Give me KD somewhere i can cheer for him again'""","Mesquite, TX"
Thu May 23 21:43:53 +0000 2019,I\ getting excited!! You really don\ want to miss this Saturday\ music video shoot at  !! @ Typhoon\ ,"Katy, TX"
Thu May 23 21:43:52 +0000 2019, Last year lots were in Dallas but Texas fucked that up. I can only make it work sometimes taking loa\ ,"Texarkana, TX"
Thu May 23 21:43:52 +0000 2019," Sure, man!'""","Austin, TX"
Thu May 23 21:43:52 +0000 2019,"Never told her or let her know it but she the best.'""","Houston, TX"
Thu May 23 21:43:51 +0000 2019,"  Praise God from whom all blessings flow. AMEN.'""","Houston, TX"
Thu May 23 21:43:51 +0000 2019,Super proud Nanny!!!\ ,"Houston, TX"
Thu May 23 21:43:49 +0000 2019,Whoa ,"Texas, USA"
Thu May 23 21:43:49 +0000 2019,This #Manufacturing job might be a great fit for you. Click the link in our bio to see it and more. Press Assistant\ ,"Dallas, TX"
Thu May 23 21:43:48 +0000 2019, Imma make sure I MEAN US BEING SARCASTIC NOT FLIRTING! I dont need your mans and my woman getting mad lmao \,"Huntsville, TX"
Thu May 23 21:43:47 +0000 2019," Israel is of God not the Catholic Church no one man can act like God like the pot head of the so called catholic church'""","Lubbock, TX"
Thu May 23 21:43:47 +0000 2019,"You say it\ food for thought, let me feed you...'""","Midland, TX"
Thu May 23 21:43:44 +0000 2019,"' Hell yeah they do. Remind me i have a funny story bout how legit of a ""business"" this is.\''","Southlake, TX"
Thu May 23 21:43:44 +0000 2019," Nice!!'""","Texas, USA"
Thu May 23 21:43:43 +0000 2019,This would be a great opportunity for our students!! I will definitely share within the SHS Math Department and my\ ,"Seguin, TX"
Thu May 23 21:43:42 +0000 2019,Extra\ a  y ,"Kyle, TX"
