Date,Tweet,Country
Sun May 26 06:52:44 +0000 2019,My siblings are getting so big it\ crazy to me. My youngest sister is taller than me so that\ going to make me th\ ,"Corona, CA"
Sun May 26 06:52:41 +0000 2019,"hoy quiero un perreo, un bellaqueo \ @ The Forum ","Inglewood, CA"
Sun May 26 06:52:41 +0000 2019,Lmao oooooo sis \ tough ,"Alamo, CA"
Sun May 26 06:52:39 +0000 2019,There were efforts to create the same kind of funds for housing through taxes in Fresno in the early \'90s. If they\ ,"Fresno, CA"
Sun May 26 06:52:38 +0000 2019,Thinking of my friends and family and the people of #Tulsa tonight\ I remember when I was growing up in #Oklahoma\ ,"California, USA"
Sun May 26 06:52:38 +0000 2019,"Yee shall not haw'""","San Jose, CA"
Sun May 26 06:52:38 +0000 2019,Patty wants to know where her personal watermelon is. \ ,"California, USA"
Sun May 26 06:52:37 +0000 2019,"voice and sounds make words more real'""","San Francisco, CA"
Sun May 26 06:52:36 +0000 2019,"  Smh'""","Los Angeles, CA"
Sun May 26 06:52:30 +0000 2019," I\ willing to bet nobody said and she just needed a caption..lol'""","Upland, CA"
Sun May 26 06:52:28 +0000 2019,I love this...  \ ,"Milpitas, CA"
Sun May 26 06:52:27 +0000 2019,"LEMME FIND OUT'""","Hemet, CA"
Sun May 26 06:52:26 +0000 2019,"You\ a sunflower'""","Indio, CA"
Sun May 26 06:52:23 +0000 2019,I just lost another brother tonight and shit hurt like a mother fucker R.I.P Joshua \,"Garden Grove, CA"
Sun May 26 06:52:18 +0000 2019,"Soooooo upset Sons of Anarchy is not on  anymore :('""","North Tustin, CA"
Sun May 26 06:52:17 +0000 2019," I love these!'""","Oakland, CA"
Sun May 26 06:52:17 +0000 2019, \,"San Jose, CA"
Sun May 26 06:52:17 +0000 2019,"'""Will haunt me forever."" - said everyone from Milwaukee ","West Sacramento, CA"
Sun May 26 06:52:17 +0000 2019,"Bruh'""","Rialto, CA"
Sun May 26 06:52:16 +0000 2019,"Not having money to afford the necessities, bills or to even live the type of life you want is EVIL! There is NO LA\ ","Ontario, CA"
Sun May 26 06:52:16 +0000 2019," Omw'""","Brea, CA"
Sun May 26 06:52:15 +0000 2019,I actually wore makeup today. So here\'s a photo before I started crying and ruined it all. \ ,"Los Angeles, CA"
Sun May 26 06:52:14 +0000 2019,"  it\'s libel, or will be  2008 broke the legal system  and Russia knows...""'","Davis, CA"
Sun May 26 06:52:11 +0000 2019, I can say I know MORE than MOST ,"West Rancho Domingue, CA"
Sun May 26 06:52:11 +0000 2019,Spring Has Sprung\\n#photography #photo #Landscape #landscapephotography #desert #desertphotography #desertscape\ ,"Lancaster, CA"
Sun May 26 06:52:10 +0000 2019,"I refuse to blow or continue to harbor shit and become mentally ill. Y\ ain\ worth it. Family, friends, idgaf.'""","Vallejo, CA"
Sun May 26 06:52:09 +0000 2019,"Really gonna have to drop like a grand on these finals tickets but I gotta experience oracle arena \ make me proud  #DubNation'""","Tulare, CA"
Sun May 26 06:52:09 +0000 2019," Careful sean, he has the high ground!'""","Laguna, CA"
Sun May 26 06:52:09 +0000 2019,"It was an eleven story adventure in art at the the Ch\ Shatto, 515, Monte Vista Projects, Megan Gleckler Studio\ ","Los Angeles, CA"
Sun May 26 06:52:04 +0000 2019,Mark just got his disney pass and I just renewed mine. I\ so excited to be at Disneyland with my other half \,"San Gabriel, CA"
Sun May 26 06:52:04 +0000 2019,"Corey Norman been a good influence on Ben Hunt I see?'""","Los Angeles, CA"
