Date,Tweet,Country
Tue May 14 06:10:44 +0000 2019," Yes, there\'s  but let\'s not forget about the little guys; I\'m talking firefly size. Home gro\ ","Los Angeles, CA"
Tue May 14 06:10:43 +0000 2019,"Do you remember when you joined Twitter? I do! #MyTwitterAnniversary'""","Loma Linda, CA"
Tue May 14 06:10:43 +0000 2019," thank you my fellow queen'""","Fontana, CA"
Tue May 14 06:10:42 +0000 2019,Promo team is cool but man THIS is the dream. \\nI will work the mic for this station one day. ,"San Jose, CA"
Tue May 14 06:10:42 +0000 2019,"Dwight Schrute >>>>>'""","Fullerton, CA"
Tue May 14 06:10:40 +0000 2019,Was really disappointed with the first one and this looks even worse smh ruining a great villain \ ,"Chino, CA"
Tue May 14 06:10:39 +0000 2019,This fr boutta be me during my next shift ,"Chino, CA"
Tue May 14 06:10:38 +0000 2019,"brb just crying bc I\ gonna see bob in 5 months and all of the people I love are helping make it happen and my heart is just so happy rn'""","Santa Clara, CA"
Tue May 14 06:10:38 +0000 2019," Ayala?'""","Fontana, CA"
Tue May 14 06:10:36 +0000 2019," Hayward not the bay . Don\ @ me'""","San Francisco, CA"
Tue May 14 06:10:35 +0000 2019,"Bruh postmates got me so fucked up rn.'""","Long Beach, CA"
Tue May 14 06:10:35 +0000 2019, \ ,"San Jose, CA"
Tue May 14 06:10:35 +0000 2019,"Sborts'""","Los Angeles, CA"
Tue May 14 06:10:34 +0000 2019,Check out Ooh La LashBox! 3-5 Lashes and products for $13.99 a month! delivered straight to your door! ,"Fairfield, CA"
Tue May 14 06:10:34 +0000 2019,Call 911 I\ dying \ ,"Los Angeles, CA"
Tue May 14 06:10:33 +0000 2019,"   Furthermore, if you pay attention to what I say. My comments are always directed\ ","Los Angeles, CA"
Tue May 14 06:10:33 +0000 2019,"Lmao Benjamin sleeps just like his dad does and it\ just fucking crazy like how does this happen'""","Los Angeles, CA"
Tue May 14 06:10:32 +0000 2019,These two arrangements where made by my wife yolie. @ Doux Vape ,"Los Angeles, CA"
Tue May 14 06:10:31 +0000 2019,"  I think that\ exactly it! I also think he\ either steer them better, or just chang\ ","San Francisco, CA"
Tue May 14 06:10:31 +0000 2019," Betch.'""","Burbank, CA"
Tue May 14 06:10:30 +0000 2019,I just found this video in my phone from when I used to work at Sheikh \ ,"Oakland, CA"
Tue May 14 06:10:26 +0000 2019,oof...\\n\ #dubs #warriorsin5 #wcf @ The Monkey House ,"San Ramon, CA"
Tue May 14 06:10:26 +0000 2019," I couldn\'t stop watching Portland replay at 1am... that was impressive... they\'re down most the game...""'","Davis, CA"
Tue May 14 06:10:26 +0000 2019,looking at the study guide for my socio exam &\ I\ realllyyy regretting not showing up for over a month \,"Turlock, CA"
Tue May 14 06:10:25 +0000 2019,   That\ from a fake account. ,"San Francisco, CA"
Tue May 14 06:10:25 +0000 2019,Weird and Rich.\\nOr\\nBroke and cool. \,"San Diego, CA"
Tue May 14 06:10:24 +0000 2019,(my co workers today at work \ \ you def a hoe.\ \\n\\nCarlos: \ she is. A hoooeee- lotta personality!\,"California, USA"
Tue May 14 06:10:23 +0000 2019," Bruh. No character is acting like themselves. Varys just giving away his whole plan?!? Nah.'""","San Jose, CA"
Tue May 14 06:10:23 +0000 2019,Exploring new concepts in Transnational Dance tonight. Thank you dancers for being down for this & playing with mov\ ,"Alhambra, CA"
Tue May 14 06:10:23 +0000 2019, Someone needs to beat this little bitches ass \,"West Puente Valley, CA"
Tue May 14 06:10:22 +0000 2019,"The Michael Chavis 2014 Bowman Superfractor 1/1 that was \ on eBay has now resurfaced, listed at a cool $19,9\ ","Beverly Hills, CA"
Tue May 14 06:10:21 +0000 2019," Fuckin hell. I just got implants and they never once mentioned that option.'""","San Jose, CA"
Tue May 14 06:10:20 +0000 2019,"I can\ sleep'""","Barstow, CA"
Tue May 14 06:10:19 +0000 2019,So I\ been hella complaining about my professor because I had a B- due to her stupid disorganization. My mom hear\ ,"San Diego, CA"
Tue May 14 06:11:05 +0000 2019,  forget the Great Lakes do something about the Salton Sea before we all die down he\ ,"Rancho Mirage, CA"
Tue May 14 06:11:05 +0000 2019," We need to investigate this situation'""","California, USA"
Tue May 14 06:11:03 +0000 2019,"11:11'""","Palmdale, CA"
Tue May 14 06:11:03 +0000 2019,I can not wait ! ,"Cathedral City, CA"
Tue May 14 06:11:02 +0000 2019,Why are so many black women& children going missing rn?\,"Stockton, CA"
Tue May 14 06:11:00 +0000 2019,"I\'m at Sully\'s in Bakersfield, CA ","Bakersfield, CA"
Tue May 14 06:10:59 +0000 2019,"looking on craigslist for people who need a roommate... if this is adulting then i\ scared'""","San Diego, CA"
